Block,Time,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/10022024/10022024/IEX_240209_06323,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01022024/15022024/HP-35,NR/01102023/14082046/L_NR_2021_16,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/19072037/LT-05,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/79,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/15022024/HP-39,WR/01102023/16072048/L_NR_2022_08,NR/01022024/15022024/HP-37,NR/01022024/15022024/HP-44,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/25122043/GNA_MEJA_DELHI,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/10022024/10022024/HPX-TAMCTG-090224-06131,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14
1,00:00-00:15,8.180000,0.000000,18.290000,15.31,270.700000,0.650000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,226.110000,25.890000,27.01,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,15.31,6.740000,0.000000,0,0,0.000000,0,0

2,00:15-00:30,8.180000,0.000000,18.290000,15.28,270.700000,0.650000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,177.990000,25.890000,25.61,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,15.28,6.740000,0.000000,0,0,0.000000,0,0

3,00:30-00:45,8.180000,0.000000,18.290000,15.27,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,23.61,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,15.27,6.740000,0.000000,0,0,0.000000,0,0

4,00:45-01:00,8.180000,0.000000,18.290000,14,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,22.01,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

5,01:00-01:15,8.180000,0.000000,18.290000,14,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,19,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

6,01:15-01:30,8.180000,0.000000,18.290000,14,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,15.91,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.94,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

7,01:30-01:45,8.180000,0.000000,18.290000,14,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,15.2,0,84.890000,96.250000,25.890000,7.5,0.000000,0,0,0,0.000000,4.810000,0,7.5,0,22.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

8,01:45-02:00,8.180000,0.000000,18.290000,14,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,14.11,0,84.890000,96.250000,25.890000,7.83,0.000000,0,0,0,0.000000,4.810000,0,7.82,0,23.48,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

9,02:00-02:15,8.180000,0.000000,18.290000,14,231.000000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,139.560000,25.890000,10.41,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

10,02:15-02:30,8.180000,0.000000,18.290000,14,192.500000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,10.01,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,14,6.740000,0.000000,0,0,0.000000,0,0

11,02:30-02:45,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,9.81,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

12,02:45-03:00,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,9.41,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

13,03:00-03:15,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,13,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.380000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

14,03:15-03:30,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,13,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.380000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

15,03:30-03:45,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,13,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.380000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

16,03:45-04:00,8.180000,0.000000,18.290000,13.33,148.880000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,13.2,0,66.030000,96.250000,25.890000,6.34,0.000000,0,0,0,0.000000,4.810000,0,6.33,0,19,0,0,32.720000,1.380000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

17,04:00-04:15,8.180000,0.000000,18.290000,13.33,192.500000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,110.690000,25.890000,13.4,0,66.030000,96.250000,25.890000,6,0.000000,0,0,0,0.000000,4.810000,0,6,0,18,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

18,04:15-04:30,8.180000,0.000000,18.290000,13.33,231.000000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,139.560000,25.890000,13.65,0,66.030000,96.250000,25.890000,5.84,0.000000,0,0,0,0.000000,4.810000,0,5.83,0,17.5,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

19,04:30-04:45,8.180000,0.000000,18.290000,13.33,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,16.4,0,64.810000,96.250000,25.890000,5.84,0.000000,0,0,0,0.000000,4.810000,0,5.83,0,17.5,0,0,51.660000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

20,04:45-05:00,8.180000,0.000000,18.290000,13.33,270.700000,0.710000,11.550000,0,1.340000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,166.210000,25.890000,16.8,0,57.730000,96.250000,25.890000,5.84,0.000000,0,0,0,0.000000,4.810000,0,5.83,0,17.5,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,13.33,6.740000,0.000000,0,0,0.000000,0,0

21,05:00-05:15,8.180000,0.000000,18.290000,16.65,270.700000,0.710000,11.550000,0,1.300000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,190.280000,24.770000,17,0,57.730000,96.250000,31.460000,8.38,0.000000,0,0,0,0.000000,4.810000,0,8.39,0,25.16,0,0,32.720000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,16.65,6.740000,0.000000,0,0,0.000000,0,0

22,05:15-05:30,8.180000,0.000000,18.290000,16.88,270.700000,0.710000,11.550000,0,1.300000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,226.110000,24.770000,17.2,0,57.730000,96.250000,31.460000,8.67,0.000000,0,0,0,0.000000,4.810000,0,8.66,0,25.99,0,0,41.390000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,16.88,6.740000,0.000000,0,0,0.000000,0,0

23,05:30-05:45,8.180000,0.000000,18.290000,17.14,270.700000,0.710000,11.550000,0,1.300000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,199.460000,24.770000,17.4,0,57.730000,96.250000,31.460000,8.83,0.000000,0,0,0,0.000000,4.810000,0,8.83,0,26.49,0,0,56.420000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,17.14,6.740000,0.000000,0,0,0.000000,0,0

24,05:45-06:00,8.180000,0.000000,18.290000,17.48,231.000000,0.710000,11.550000,0,1.300000,48.120000,23.100000,0.000000,0.000000,0.950000,18.950000,0,6.740000,233.800000,24.770000,17.6,0,57.730000,96.250000,31.460000,8.99,0.000000,0,0,0,0.000000,4.810000,0,9,0,26.99,0,0,56.420000,1.470000,5.780000,0.000000,6.66,152.540000,8.080000,0,0,17.48,6.740000,0.000000,0,0,0.000000,0,0

