Block,Time,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/10022024/10022024/IEX_240209_06323,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01022024/15022024/HP-35,NR/01102023/14082046/L_NR_2021_16,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/19072037/LT-05,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/79,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/15022024/HP-39,WR/01102023/16072048/L_NR_2022_08,NR/01022024/15022024/HP-37,NR/01022024/15022024/HP-44,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/25122043/GNA_MEJA_DELHI,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/10022024/10022024/HPX-TAMCTG-090224-06131,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14
25,06:00-06:15,8.180000,0.000000,18.290000,17.97,270.700000,0.710000,11.550000,0,1.300000,77.000000,23.100000,0.000000,0.000000,0.950000,0.000000,0,6.740000,260.450000,30.800000,17.8,0,57.730000,96.250000,30.800000,8.61,0.000000,0,0,0,96.250000,4.810000,0,8.6,0,25.81,0,0,86.820000,1.470000,5.780000,51.580000,6.66,0.000000,0.000000,0,0,17.97,6.740000,0.000000,0,0,0.000000,0,1.66

26,06:15-06:30,8.180000,0.000000,18.290000,18.37,270.700000,0.710000,11.550000,0,1.300000,99.730000,23.100000,0.000000,0.000000,0.950000,0.000000,0,6.740000,260.450000,30.800000,18,0,57.730000,96.250000,30.800000,8.38,0.000000,0,0,0,96.250000,4.810000,0,8.39,0,25.16,0,0,86.820000,1.470000,5.780000,51.580000,6.66,0.000000,0.000000,0,0,18.37,6.740000,0.000000,0,0,0.000000,0,3.79

27,06:30-06:45,8.180000,0.000000,18.290000,18.06,270.700000,0.710000,11.550000,0,1.300000,99.730000,23.100000,0.000000,0.000000,0.950000,0.000000,0,6.740000,260.450000,30.800000,17.6,0,57.730000,96.250000,30.800000,8.28,0.000000,0,0,0,96.250000,4.810000,0,8.27,0,24.83,0,0,86.820000,1.470000,5.780000,51.580000,6.66,0.000000,0.000000,0,0,18.06,6.740000,0.000000,0,0.5,0.000000,0,6.53

28,06:45-07:00,8.180000,0.000000,18.290000,17.98,270.700000,0.710000,11.550000,0,1.300000,99.730000,23.100000,0.000000,0.000000,0.950000,0.000000,0,6.740000,260.450000,30.800000,17.4,0,57.730000,96.250000,30.800000,8.1,0.000000,0,0,0,96.250000,4.810000,0,8.11,0,24.33,0,0,86.820000,1.470000,5.780000,51.580000,6.66,0.000000,0.000000,0,0,17.98,6.740000,0.000000,0,1.9,0.000000,0,9.75

29,07:00-07:15,8.180000,0.000000,18.290000,18.71,270.700000,0.710000,11.550000,1,1.300000,99.730000,22.140000,0.000000,0.000000,0.950000,0.000000,0,6.740000,260.450000,30.800000,22.41,1.928124,57.730000,96.250000,30.800000,7.93,0.000000,0,0,0,96.250000,4.810000,0,7.94,0,23.81,0,0,86.820000,1.380000,5.780000,51.580000,6,0.000000,0.000000,0.01,1,18.71,6.740000,0.000000,1,6.8,0.000000,0.06,0

30,07:15-07:30,8.180000,0.030000,18.290000,18.39,270.700000,0.710000,11.550000,7,1.300000,99.730000,22.140000,0.000000,0.030000,0.950000,0.000000,0,6.740000,260.450000,30.800000,22.61,7.64433,57.730000,96.250000,30.800000,7.77,0.030000,0,0,0,96.250000,4.810000,0.5,7.77,1,23.31,0,0,86.820000,1.380000,5.780000,51.580000,6,0.000000,0.000000,0.1,5,18.39,6.740000,0.000000,3,12.6,0.000000,0.53,0

31,07:30-07:45,8.180000,0.290000,18.290000,17.06,270.700000,0.710000,11.550000,12.5,1.300000,99.730000,21.180000,0.000000,0.290000,0.950000,0.000000,0,6.740000,260.450000,30.800000,22.81,14.178528,57.730000,96.250000,30.800000,7.61,0.300000,2,1,0,96.250000,4.810000,1,7.6,3,22.81,0,0,86.820000,1.380000,5.780000,51.580000,6,0.000000,0.000000,0.83,11,17.06,6.740000,0.000000,5,19.4,0.000000,4.18,0.33

32,07:45:08:00,8.180000,1.270000,18.290000,15.82,270.700000,0.710000,11.550000,31.27,1.300000,99.730000,21.180000,0.000000,1.270000,0.950000,0.000000,0,6.740000,260.450000,30.800000,23.01,21.160674,57.730000,96.250000,30.800000,7.44,1.310000,7,3,0,96.250000,4.810000,4,7.44,5,22.33,0,0,86.820000,1.380000,5.780000,51.580000,6,0.000000,0.000000,5.39,14.67,15.82,6.740000,0.000000,10,27.1,0.000000,26.96,5

33,08:00-08:15,8.180000,2.750000,18.290000,14.35,270.700000,0.710000,11.550000,30.52,1.300000,99.730000,20.210000,29.840000,2.750000,0.950000,0.000000,0,6.740000,260.450000,30.800000,23.21,30.002778,57.730000,96.250000,30.800000,7.34,2.820000,32,13,0,48.120000,4.810000,8.1,7.33,9,22,0,0,86.820000,1.470000,5.780000,51.580000,6,0.000000,0.000000,8.26,30.51,14.35,6.740000,0.000000,18,30.52,136.680000,41.3,9.51

34,08:15-08:30,8.180000,4.790000,18.290000,13.33,270.700000,0.710000,11.550000,30.52,1.300000,99.730000,20.210000,29.840000,4.790000,0.950000,0.000000,0,6.740000,260.450000,30.800000,23.21,41.09436,57.730000,96.250000,30.800000,7.34,4.910000,49,21,0,48.120000,4.810000,13.44,7.33,13,22,0,0,86.820000,1.470000,5.780000,51.580000,6,0.000000,0.000000,12.96,30.51,13.33,6.740000,0.000000,27,30.52,136.680000,64.78,19.22

35,08:30-08:45,8.180000,6.460000,18.290000,13.33,270.700000,0.710000,11.550000,31.02,1.300000,99.730000,20.210000,29.840000,6.460000,0.950000,0.000000,0,6.740000,260.450000,30.800000,23.21,53.588214,57.730000,96.250000,30.800000,7.34,6.620000,67,28,0,48.120000,4.810000,17.81,7.33,18,22,0,0,86.820000,1.470000,5.780000,51.580000,6,0.000000,0.000000,17.86,31.01,13.33,6.740000,0.000000,37,31.02,136.680000,89.28,28.18

36,08:45:09:00,8.180000,8.060000,18.290000,13.33,270.700000,0.710000,11.550000,31.02,1.300000,99.730000,19.250000,29.840000,8.060000,0.950000,0.000000,0,6.740000,260.450000,30.800000,23.21,66.75399,57.730000,96.250000,30.800000,7.34,8.260000,89,38,0,48.120000,4.810000,23.61,7.33,23,22,0,0,86.820000,1.470000,5.780000,51.580000,6,0.000000,0.000000,22.64,31.01,13.33,6.740000,0.000000,47,31.02,136.680000,113.19,37.12

37,09:00:09:15,8.180000,9.530000,18.290000,13.33,270.700000,0.650000,11.550000,31.02,1.300000,99.730000,0.000000,96.250000,9.530000,0.950000,0.000000,0,6.740000,260.450000,33.170000,19.07,79.277058,57.730000,96.250000,33.170000,7.34,9.770000,106,46,0,48.120000,4.810000,27.31,7.33,28,22,0,0,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,27.16,31.01,13.33,6.740000,0.000000,57,31.02,136.680000,135.8,45.6

38,09:15-09:30,8.180000,10.850000,18.290000,13.33,270.700000,0.650000,11.550000,31.02,1.300000,99.730000,0.000000,96.250000,10.850000,0.950000,0.000000,0,6.740000,260.450000,33.170000,19.67,91.527462,57.730000,96.250000,33.170000,6.66,11.120000,124,53,0,48.120000,4.810000,30.64,6.67,32,20,0,0,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,31.29,31.01,13.33,6.740000,0.000000,64,31.02,136.680000,156.48,53.52

39,09:30-09:45,8.180000,12.060000,18.290000,13.33,270.700000,0.650000,11.550000,32.2,1.300000,99.730000,0.000000,96.250000,12.060000,0.950000,0.000000,0,6.740000,260.450000,33.170000,19.53,103.544154,57.730000,96.250000,33.170000,6.66,12.370000,141,61,0,48.120000,4.810000,33.78,6.67,36,20,0,0,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,35.22,32.2,13.33,6.740000,0.000000,72,32.2,136.680000,176.08,60.77

40,09:45-10:00,8.180000,13.150000,18.290000,13.33,270.700000,0.650000,11.550000,32.2,1.300000,99.730000,0.000000,86.620000,13.150000,0.950000,0.000000,0,6.740000,260.450000,33.170000,19.47,114.304644,61.980000,96.250000,33.170000,6.66,13.480000,155,67,0,48.120000,4.810000,36.44,6.67,39,20,0,0,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,38.9,32.2,13.33,6.740000,0.000000,79,32.2,136.680000,194.5,67.42

41,10:00-10:15,8.180000,14.130000,18.290000,13.33,270.700000,0.650000,11.550000,32.2,1.340000,99.730000,0.000000,77.000000,14.130000,0.950000,0.000000,0,6.740000,260.450000,30.800000,18.8,123.487578,57.730000,96.250000,30.800000,6.66,14.490000,169,73,0,48.120000,4.810000,38.94,6.67,42,20,0,0,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,42.16,32.2,13.33,6.740000,0.000000,84,32.2,136.680000,210.79,73.33

42,10:15-10:30,8.180000,14.960000,18.290000,13.33,270.700000,0.650000,11.550000,32.2,1.340000,99.730000,0.000000,0.000000,14.960000,0.950000,0.000000,0,6.740000,260.450000,30.800000,19,131.287716,57.730000,96.250000,30.800000,6.66,15.340000,180,77,0,48.120000,4.810000,41.11,6.67,44,20,9.63,24.06,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,45.15,32.2,13.33,6.740000,0.000000,88,32.2,136.680000,225.76,78.71

43,10:30-10:45,8.180000,15.730000,18.290000,13.33,270.700000,0.650000,11.550000,32.2,1.340000,99.730000,0.000000,0.000000,15.730000,0.950000,0.000000,0,6.740000,260.450000,30.800000,19.2,144.063972,57.730000,96.250000,30.800000,6.66,16.130000,186,79,0,48.120000,4.810000,43.08,6.67,46,20,9.63,24.06,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.2,13.33,6.740000,0.000000,92,32.2,0.000000,231.67,83.7

44,10:45-11:00,8.180000,16.410000,18.290000,13.33,270.700000,0.650000,11.550000,32.17,1.340000,99.730000,0.000000,0.000000,16.410000,0.950000,0.000000,0,6.740000,260.450000,30.800000,19.6,148.718736,57.730000,96.250000,30.800000,6.66,16.820000,193,82,0,48.120000,4.810000,44.86,6.67,48,20,9.63,24.06,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.16,13.33,6.740000,0.000000,95,32.17,0.000000,231.67,88.02

45,11:00-11:15,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.17,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,260.450000,30.800000,21.36,152.760006,57.730000,96.250000,30.800000,6.66,16.840000,196,84,0,96.250000,4.810000,46.27,6.67,48,20,9.63,24.06,86.820000,1.380000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.16,11.67,6.740000,0.000000,97,32.17,0.000000,231.67,91.44

46,11:15-11:30,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.17,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,260.450000,30.800000,22.14,156.557826,61.980000,96.250000,30.800000,6.66,16.840000,203,87,0,96.250000,4.810000,47.45,6.67,49,20,9.63,24.06,86.820000,1.380000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.16,11.67,6.740000,0.000000,97,32.17,0.000000,231.67,92.34

47,11:30-11:45,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.5,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,130.230000,30.800000,22.26,158.748876,66.220000,96.250000,30.800000,6.66,16.840000,203,87,0,96.250000,4.810000,48,6.67,49,20,9.63,24.06,86.820000,1.380000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.5,11.67,6.740000,0.000000,97,32.5,0.000000,231.67,92.3

48,11:45-12:00,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.5,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,130.230000,30.800000,22.26,160.297218,70.460000,96.250000,30.800000,6.66,16.840000,203,87,0,96.250000,4.810000,48,6.67,49,20,9.63,24.06,86.820000,1.380000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.5,11.67,6.740000,0.000000,97,32.5,0.000000,231.67,92.31

49,12:00-12:15,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.5,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,130.230000,30.800000,19.13,163.277046,70.460000,96.250000,30.800000,6.66,16.840000,203,87,0,96.250000,4.810000,48,6.67,49,20,9.63,24.06,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.5,11.67,6.740000,0.000000,97,32.5,0.000000,231.67,92.31

50,12:15-12:30,8.180000,16.430000,18.290000,11.67,270.700000,0.650000,11.550000,32.5,1.340000,99.730000,0.000000,0.000000,16.430000,0.950000,0.000000,0,6.740000,130.230000,30.800000,19.27,163.880802,66.030000,96.250000,30.800000,6.66,16.840000,203,87,0,96.250000,4.810000,48,6.67,49,20,9.63,24.06,86.820000,1.470000,5.780000,51.580000,5,0.000000,0.000000,46.33,32.5,11.67,6.740000,0.000000,97,32.5,0.000000,231.67,92.32

