Block,Time,UNCHAHAR3,URI2,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,TEHRI,SINGRAULI_HYDRO,RIHAND2,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,URI,TANAKPUR,SALAL,BSIUL,RAPPB,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,26.39091,31.897382,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,41.952,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

2,00:15-00:30,26.39091,31.897382,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,41.952,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

3,00:30-00:45,26.39091,31.897382,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,27.6,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

4,00:45-01:00,26.39091,31.897382,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,27.6,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

5,01:00-01:15,26.39091,31.897382,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,27.6,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

6,01:15-01:30,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,27.6,0,12.782,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

7,01:30-01:45,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,41.952,0,2.324,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

8,01:45-02:00,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,32.957704,0,0,54.1863,41.952,0,2.324,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

9,02:00-02:15,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,32.016,0,2.324,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

10,02:15-02:30,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,32.016,0,2.324,6.5208,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

11,02:30-02:45,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,32.016,0,2.324,0,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

12,02:45-03:00,26.39091,18.8328,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,32.016,0,2.324,0,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

13,03:00-03:15,26.39091,21.5232,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,41.952,0,2.324,0,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

14,03:15-03:30,26.39091,21.5232,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,41.952,0,2.324,0,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

15,03:30-03:45,26.39091,21.5232,0,60.6786,125.5875,42.392196,0,10.91181,0,0,0.80346,118.125,0,0,43.6812,0,0,435.435,8.381,0,0,92,679.493168,1.9245,0,0,54.1863,32.016,0,2.324,0,0,0,0,71.2416,0,0,0,29.4,13.86,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

