Block,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,ER/09072024/09072024/HPX-TAMCTG-090724-01596,NR/09072024/09072024/IEX_240708_01445,NR/01102023/19072037/LT-05,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/30092023/31122025/SH-07,NR/01072024/31072024/R2,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024
55,13:30-13:45,6.67,20,44.5,43.33,33,0,81,84,45,0,216.67,33,14.67,6.66,189,33,7,93,97.66494,14.67,8.910000,0.000000,109.820000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,250.460000,10.850000,15.430000,15.810000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.430000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,36.02,0.000000,12.410000

56,13:45-14:00,6.67,20,44.5,43.33,33,0,78,84,43,0,216.67,33,14.67,6.66,182,33,7,91,100.579293,14.67,8.910000,0.000000,109.820000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,250.460000,10.850000,14.990000,15.370000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,14.990000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,37.02,0.000000,12.410000

57,14:00-14:15,6.67,20,41.5,43.33,33,0,76,81,45,0,216.67,33,14.67,6.66,179,33,7,95,99.984726,14.67,8.910000,0.000000,225.970000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,272.370000,10.850000,14.620000,14.990000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,14.620000,28.250000,0.000000,9.580000,0.000000,2.890000,0.000000,38.41,0.000000,12.410000

58,14:15-14:30,6.67,20,40.5,42.5,33,0,75,78,45,0,212.5,33,14.67,6.66,175,33,7,95,103.503393,14.67,8.910000,0.000000,225.970000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,272.370000,10.850000,14.210000,14.560000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,14.210000,28.250000,0.000000,9.580000,0.000000,2.890000,0.000000,40.01,0.000000,12.410000

59,14:30-14:45,6.67,20,38.5,36.67,33,0,79,75,43,0,183.33,33,14.67,6.66,186,33,7,90,96.631758,14.67,9.300000,0.000000,165.640000,52.980000,61.870000,5.610000,0.000000,25.920000,0.000000,272.370000,10.850000,13.690000,14.030000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,13.690000,28.250000,0.000000,9.580000,0.000000,2.890000,0.000000,41.01,0.000000,12.410000

60,14:45-15:00,6.67,20,38.5,35,33,0,76,72,41,0,175,33,14.67,6.66,179,33,7,86,89.418978,14.67,9.300000,0.000000,165.640000,52.980000,61.870000,5.610000,0.000000,25.920000,0.000000,272.370000,10.850000,11.230000,11.510000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,11.230000,28.250000,0.000000,9.580000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

61,15:00-15:15,6.67,20,35.5,31.67,33,0,72,69,39,0,158.33,33,18.33,6.66,168,33,7,81,88.980363,18.33,9.680000,0.000000,165.640000,52.020000,62.300000,5.740000,0.000000,25.920000,0.000000,272.370000,10.850000,11.110000,11.380000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,11.110000,28.250000,0.000000,9.960000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

62,15:15-15:30,6.67,20,33.5,29.17,33,0,67,64,37,0,145.83,33,19,6.66,158,33,7,76,80.919594,19,9.680000,0.000000,165.640000,52.020000,62.300000,5.740000,0.000000,25.920000,0.000000,272.370000,10.850000,10.360000,10.620000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,10.360000,28.250000,0.000000,9.960000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

63,15:30-15:45,6.67,20,32,27.52,33,0,64,56,35,0,137.63,33,19.67,6.66,151,33,7,72,76.767372,19.67,9.680000,0.000000,165.640000,52.020000,62.300000,5.740000,0.000000,25.920000,0.000000,272.370000,10.850000,9.530000,9.770000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,9.530000,27.240000,0.000000,9.960000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

64,15:45-16:00,7,21,31,24.62,33,0,60,52,32,0,123.1,33,20.33,7,140,33,7,68,72.205776,20.33,9.680000,0.000000,165.640000,52.020000,62.300000,5.740000,0.000000,25.920000,0.000000,272.370000,10.850000,8.790000,9.010000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,8.790000,27.240000,0.000000,9.960000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

65,16:00-16:15,7.33,22,27.5,22.64,33,0,54,47,29,0,113.2,33,21,7.34,126,33,7,61,67.312782,21,10.080000,0.000000,165.640000,52.020000,62.300000,5.970000,0.000000,30.830000,0.000000,272.370000,14.530000,8.170000,8.380000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,8.170000,27.240000,0.000000,10.190000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

66,16:15-16:30,7.5,22.5,25.5,20.66,33,0,49,41,27,0,103.3,33,20.33,7.5,116,33,7,55,62.049402,20.33,10.080000,0.000000,165.640000,52.020000,62.300000,5.970000,0.000000,30.830000,0.000000,272.370000,14.530000,7.220000,7.400000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,7.220000,27.240000,0.000000,10.190000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

67,16:30-16:45,8,24,23.5,18.68,33,0,40,37,22,0,93.4,33,19.33,8,95,33,7,45,54.017874,19.33,10.080000,0.000000,165.640000,52.020000,62.300000,5.970000,0.000000,30.830000,0.000000,251.420000,14.530000,6.500000,6.670000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,6.500000,27.240000,0.000000,10.190000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

68,16:45-17:00,8.67,26,18.5,16.7,33,0,34,31,18,0,83.5,26,18.67,8.66,81,30.99,7,39,46.064322,18.67,10.080000,0.000000,165.640000,52.020000,62.300000,5.970000,0.000000,30.830000,0.000000,231.190000,14.530000,5.520000,5.660000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,5.520000,27.240000,0.000000,10.190000,0.000000,2.890000,0.000000,42.01,0.000000,12.410000

69,17:00-17:15,9.17,27.5,15.5,14.73,33,0,30,23,15,0,73.68,18,18,9.16,70,24.4,7,32,38.471409,18,10.380000,0.000000,165.640000,52.020000,62.300000,6.300000,0.000000,30.830000,0.000000,211.930000,14.530000,4.530000,4.630000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,4.530000,27.240000,0.000000,10.190000,0.000000,15.590000,0.000000,42.01,0.000000,12.410000

70,17:15-17:30,9.67,29,12.5,12.77,32.13,0,27,18,12,0,63.84,9,17.33,9.66,63,17.91,7,26,31.473063,17.33,10.380000,0.000000,165.640000,52.020000,62.300000,6.300000,0.000000,30.830000,0.000000,192.660000,14.530000,3.750000,3.850000,0.000000,0.000000,70.220000,15.120000,0.000000,25.360000,0.000000,3.750000,27.240000,0.000000,10.190000,0.000000,15.590000,0.000000,42.01,0.000000,12.410000

71,17:30-17:45,9.67,29,8,14.87,22.51,0,21,16,11,0,74.38,3,17.33,9.66,49,11.81,20,22,25.371441,17.33,10.380000,0.000000,213.800000,80.920000,76.380000,6.300000,0.000000,30.830000,0.000000,174.360000,14.530000,2.860000,2.930000,0.000000,0.000000,78.720000,15.120000,0.000000,25.360000,0.000000,2.860000,27.240000,0.000000,10.190000,0.000000,15.590000,0.000000,42.01,0.000000,12.410000

72,17:45-18:00,9.83,29.5,7,11.68,14.69,0,15,15,8,0,58.38,0,18.67,9.84,35,7.55,18,17,19.377036,18.67,10.380000,0.000000,261.540000,100.360000,76.380000,6.300000,0.000000,30.830000,0.000000,132.160000,14.530000,2.230000,2.290000,0.000000,0.000000,87.210000,15.120000,0.000000,25.360000,0.000000,2.230000,26.740000,0.000000,10.190000,0.000000,15.590000,0.000000,42.01,0.000000,12.410000

73,18:00-18:15,7.5,22.5,7,9.16,0,0,9,13,5,0,45.82,0,23.33,7.5,21,0,30,10,11.764629,23.33,10.380000,163.760000,261.540000,100.360000,76.380000,6.630000,0.000000,30.830000,0.000000,132.160000,14.530000,1.650000,1.690000,0.000000,0.000000,95.700000,15.120000,81.880000,25.360000,20.470000,1.650000,28.260000,0.000000,10.190000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

74,18:15-18:30,7.5,22.5,5,6.86,0,0,6,10,3,0,34.28,0,22.67,7.5,14,0,29.34,7,7.417467,22.67,10.380000,163.760000,261.540000,100.360000,76.380000,6.630000,0.000000,30.830000,0.000000,132.160000,14.530000,1.170000,1.190000,0.000000,0.000000,104.200000,15.120000,81.880000,25.360000,20.470000,1.170000,28.260000,0.000000,10.190000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

75,18:30-18:45,7.5,22.5,3,4.91,0,0,1,7,2,0,24.58,0,17.67,7.5,4,0,15,3,2.836377,17.67,10.380000,163.760000,261.540000,100.360000,86.890000,6.630000,0.000000,30.830000,0.000000,132.160000,14.530000,0.770000,0.790000,0.000000,0.000000,112.700000,15.120000,81.880000,25.360000,20.470000,0.770000,28.260000,0.000000,10.190000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

76,18:45-19:00,7.5,22.5,3,3.2,0,0,0,5,1,0,15.99,0,16,7.5,1,0,14,1,0.653049,16,10.380000,163.760000,261.540000,100.360000,86.890000,6.630000,0.000000,30.830000,0.000000,132.160000,14.530000,0.460000,0.470000,0.000000,0.000000,115.150000,15.120000,81.880000,25.360000,20.470000,0.460000,28.260000,0.000000,10.190000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

77,19:00-19:15,7.5,22.5,1,1.87,0,0,0,3,0,0,9.35,0,15,7.5,1,0,13.34,0,0,15,10.380000,163.760000,261.540000,100.360000,86.890000,6.950000,0.000000,30.830000,0.000000,132.160000,14.530000,0.080000,0.080000,0.000000,0.000000,115.150000,15.120000,81.880000,30.830000,20.470000,0.080000,28.260000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

78,19:15-19:30,7.5,22.5,0.5,0.92,0,0,0,1,0,0,4.62,0,14.33,7.5,0,0,12.34,0,0,14.33,10.380000,163.760000,261.540000,100.360000,86.890000,6.950000,0.000000,30.830000,0.000000,132.160000,14.530000,0.010000,0.010000,0.000000,0.000000,115.150000,15.120000,81.880000,30.830000,20.470000,0.010000,28.260000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

79,19:30-19:45,7.5,22.5,0,0.04,0,0,0,0,0,0,0.21,0,33.33,7.5,0,0,7.34,0,0,33.33,10.380000,163.760000,261.540000,100.360000,86.890000,6.950000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,0.000000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,28.760000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

80,19:45-20:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,32.67,7.5,0,0,7.34,0,0,32.67,10.380000,163.760000,261.540000,100.360000,86.890000,6.950000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,0.000000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

81,20:00-20:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.320000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

82,20:15-20:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.320000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

83,20:30-20:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,11.66,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.320000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

84,20:45-21:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,11.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.320000,0.000000,29.790000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,0.000000,115.150000,15.120000,81.880000,29.790000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

85,21:00-21:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,11,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

86,21:15-21:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,10.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

87,21:30-21:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

88,21:45-22:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

89,22:00-22:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,30.280000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

90,22:15-22:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,29.860000,20.470000,0.000000,30.280000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

91,22:30-22:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,30.280000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

92,22:45-23:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.600000,0.000000,29.860000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,30.280000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

93,23:00-23:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.460000,0.000000,30.280000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

94,23:15-23:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.460000,0.000000,30.280000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

95,23:30-23:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.460000,0.000000,30.280000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

96,23:45-24:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,15.67,7.5,0,0,7.34,0,0,15.67,10.380000,163.760000,261.540000,100.360000,86.890000,7.460000,0.000000,30.280000,0.000000,132.160000,14.530000,0.000000,0.000000,48.165000,144.500000,115.150000,15.120000,81.880000,30.280000,20.470000,0.000000,29.270000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

