Block,Time,CHAMERA1,NAPP,RAPPB,DADRT2,ANTA_GF,RIHAND2,URI,KISHANGANGA,CHAMERA2,RIHAND3,KUDGI,CHAMERA3,AURY_RF,FSTPP I & II,KHSTPP-II,BRBCL,KHSTPP-I,TALA,KOTESHWR,BSIUL,PARBATI3,UNCHAHAR1,UNCHAHAR3,ANTA_LF,JHAJJAR,RIHAND1,ANTA_RF,UNCHAHAR4,DADRI_RF,DADRI_CRF,DADRI_GF,DULHASTI,SEWA2,RAPPC,AURY_GF,ANTA_CRF,UNCHAHAR2,URI2,DADRI_LF,TANAKPUR,SINGRAULI,SINGRAULI_HYDRO,AURY_CRF,SALAL,DHAULIGNGA,AURY_LF,NJPC,TEHRI,KOLDAM,RAMPUR,TANDA2,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,40.778267,40.968445,0.000000,391.407736,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,53.21,29.579950,0.000000,20.056275,142.721246,11.164466,41.109075,0.000000,16.338077,6.340802,0.000000,21.313058,25.849458,0.000000,599.265920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,33.318818,0.000000,1.115431,137.385000,0.976585,0.000000,82.181578,9.260571,0.000000,38.344792,25.419974,0.000000,0.437072,1.347466,405.159975,0,0,0,0,0

11,02:30-02:45,40.778267,40.968445,0.000000,425.270236,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,53.21,29.579950,0.000000,20.056275,142.721246,11.164466,43.049627,0.000000,16.338077,6.340802,0.000000,21.313058,25.849458,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,33.318818,0.000000,1.115431,137.385000,0.976585,0.000000,82.181578,9.260571,0.000000,38.344792,25.419974,0.000000,0.437072,1.347466,405.159975,0,0,0,0,0

12,02:45-03:00,40.778267,40.968445,0.000000,425.270236,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,53.21,29.579950,0.000000,20.056275,142.721246,11.164466,43.458165,0.000000,16.338077,6.340802,0.000000,21.313058,25.849458,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,33.318818,0.000000,1.115431,137.385000,0.976585,0.000000,82.181578,9.260571,0.000000,38.344792,25.419974,0.000000,0.437072,1.347466,405.159975,0,0,0,0,0

13,03:00-03:15,40.778267,40.968445,0.000000,353.279626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,48.38,29.579950,0.000000,20.056275,142.721246,11.164466,43.458165,0.000000,16.537322,6.340802,0.000000,15.746299,18.023170,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,38.344792,25.419974,0.000000,0.437072,1.347466,405.159975,0,0,0,0,0

14,03:15-03:30,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,48.38,29.579950,0.000000,20.056275,142.721246,11.164466,43.458165,0.000000,16.537322,6.340802,0.000000,14.835935,18.023170,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,38.344792,25.419974,0.000000,0.437072,1.347466,405.159975,0,0,0,0,0

15,03:30-03:45,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,48.38,29.579950,0.000000,20.056275,142.721246,11.164466,44.739093,0.000000,16.537322,6.340802,0.000000,14.835935,18.023170,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,25.419974,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

16,03:45-04:00,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,48.38,29.579950,0.000000,20.056275,142.721246,11.164466,44.891110,0.000000,16.537322,6.340802,0.000000,14.835935,18.023170,0.000000,628.290920,76.548600,0.000000,0.783675,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,25.419974,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

17,04:00-04:15,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,16.537322,6.340802,0.000000,11.114574,12.512670,0.000000,589.762845,76.548600,0.000000,0.322772,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,41.650875,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,25.419974,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

18,04:15-04:30,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,16.537322,6.340802,0.000000,11.534700,12.568257,0.000000,589.762845,76.548600,0.000000,0.322772,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,33.996850,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,16.946649,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

19,04:30-04:45,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,16.537322,6.340802,0.000000,10.731856,11.932161,0.000000,589.762845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

20,04:45-05:00,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,8.169039,6.340802,3.239179,10.731856,11.932161,0.000000,589.762845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

21,05:00-05:15,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,51.269760,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,0.000000,6.340802,7.774032,9.249977,11.860684,0.000000,589.762845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

22,05:15-05:30,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,51.269760,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,44.891110,0.000000,0.000000,6.340802,50.660769,9.249977,11.860684,0.000000,589.762845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.000000,0.655608,1.347466,405.159975,0,0,0,0,0

23,05:30-05:45,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,43.230996,0.000000,0.000000,6.340802,50.660769,9.249977,11.860684,0.000000,589.762845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.587543,0.655608,1.347466,405.159975,0,0,0,0,0

24,05:45-06:00,40.778267,40.968445,0.000000,295.229626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,43.230996,0.000000,0.000000,6.340802,50.660769,9.249977,11.860684,0.000000,551.062845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,1.175086,0.655608,1.347466,405.159975,0,0,0,0,0

25,06:00-06:15,40.778267,40.968445,0.000000,220.538626,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,30.825227,0.000000,0.000000,6.340802,50.660769,4.934250,9.793785,0.000000,483.337845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,57.517188,0.000000,0.949565,0.655608,1.347466,405.159975,0,0,0,0,0

26,06:15-06:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,30.825227,0.000000,0.000000,6.340802,50.660769,4.934250,9.793785,0.000000,405.937845,76.548600,0.000000,0.286210,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,57.517188,0.000000,0.949565,0.655608,1.347466,405.159975,0,0,0,0,0

27,06:30-06:45,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,14.149881,142.721246,11.164466,30.825227,0.000000,0.000000,6.340802,50.660769,4.934250,12.628089,0.000000,265.427917,76.548600,0.000000,0.384891,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,28.675926,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,57.517188,0.000000,1.762630,0.655608,1.347466,405.159975,0,0,0,0,0

28,06:45-07:00,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,7.995904,113.471890,11.164466,19.716955,0.000000,0.000000,6.340802,6.478359,4.934250,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,23.694688,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,57.517188,0.000000,1.762630,0.655608,1.347466,405.159975,0,0,0,0,0

29,07:00-07:15,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,43.54,29.579950,0.000000,9.056477,94.551550,11.164466,28.621050,0.000000,0.000000,6.340802,3.627881,4.934250,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,16.277498,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,70.937865,0.000000,1.762630,0.807803,1.347466,405.159975,0,0,0,0,0

30,07:15-07:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,55.15,29.579950,0.000000,9.056477,94.551550,11.164466,23.065200,0.000000,0.000000,6.340802,3.627881,4.934250,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,15.213363,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,76.689584,0.000000,1.762630,0.870242,1.347466,405.159975,0,0,0,0,0

31,07:30-07:45,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,60.95,29.579950,0.000000,9.056477,75.711422,11.164466,22.311421,0.000000,0.000000,6.340802,3.627881,4.934250,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.512758,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,76.689584,0.000000,1.762630,0.870242,1.347466,405.159975,0,0,0,0,0

32,07:45:08:00,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,65.79,29.579950,0.000000,9.056477,75.711422,11.164466,22.311421,0.000000,0.000000,6.340802,3.627881,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.512758,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,18.521144,0.000000,76.689584,0.000000,1.762630,0.870242,1.347466,405.159975,0,0,0,0,0

33,08:00-08:15,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,70.63,19.700095,0.000000,9.056477,75.711422,11.164466,22.311421,0.000000,0.000000,6.340802,3.627881,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.512758,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,9.260571,0.000000,76.689584,0.000000,1.175086,0.870242,1.347466,405.159975,0,0,0,0,0

34,08:15-08:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,46.44,19.700095,0.000000,9.056477,75.711422,11.164466,22.311421,0.000000,0.000000,6.340802,3.627881,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.512758,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,76.689584,0.000000,1.175086,0.870242,1.347466,405.159975,0,0,0,0,0

35,08:30-08:45,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,50.31,19.700095,0.000000,14.149881,85.386422,11.164466,28.067175,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,16.092911,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,76.689584,0.000000,0.587543,0.870242,1.347466,405.159975,0,0,0,0,0

36,08:45:09:00,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,55.15,19.700095,0.000000,14.149881,94.551550,11.164466,28.067175,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,16.092911,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

37,09:00:09:15,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,59.02,19.700095,0.000000,9.056477,75.150272,11.164466,22.156621,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

38,09:15-09:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,51.269760,1.408975,40.503969,121.223193,63.86,19.700095,0.000000,9.056477,75.150272,11.164466,22.156621,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,0.495747,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

39,09:30-09:45,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,51.269760,1.408975,40.503969,121.223193,67.72,19.700095,0.000000,9.056477,94.551550,11.164466,27.621286,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

40,09:45-10:00,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,71.60,19.700095,0.000000,14.149881,94.551550,11.164466,28.221975,0.000000,0.000000,6.340802,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.385163,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

41,10:00-10:15,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,77.40,19.700095,0.000000,14.149881,142.721246,11.164466,28.221975,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,67.103386,0.000000,0.000000,0.764876,1.347466,405.159975,0,0,0,0,0

42,10:15-10:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,84.17,19.700095,0.000000,14.149881,142.721246,11.164466,28.221975,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.348283,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,46.301336,0.000000,0.000000,0.526828,1.347466,405.159975,0,0,0,0,0

43,10:30-10:45,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,88.04,19.700095,0.000000,14.149881,142.721246,11.164466,28.221975,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.377308,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,23.677909,0.000000,0.000000,0.269268,1.347466,405.159975,0,0,0,0,0

44,10:45-11:00,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,90.94,19.700095,0.000000,14.149881,142.721246,11.164466,28.221975,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,10.377308,32.772608,0.000000,1.115431,137.385000,0.976585,0.000000,79.820685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.347466,405.159975,0,0,0,0,0

45,11:00-11:15,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,70.63,19.700095,0.000000,9.056477,142.721246,11.164466,29.034675,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.548600,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,23.289273,32.772608,0.000000,9.171320,137.385000,0.995734,0.000000,50.590575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.347466,405.159975,0,0,0,0,0

46,11:15-11:30,40.778267,40.968445,0.000000,174.292126,0.000000,115.703325,47.531340,1.408975,40.503969,121.223193,74.50,19.700095,0.000000,9.056477,142.721246,11.164466,29.034675,0.000000,0.000000,0.000000,0.000000,9.539310,12.628089,0.000000,236.402917,76.536700,0.000000,0.388910,0.000000,0.000000,0.000000,50.297624,16.049726,54.329061,0.000000,0.000000,23.289273,32.772608,0.000000,9.171320,137.385000,0.995734,0.000000,50.590575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.347466,405.159975,0,0,0,0,0

