Time,Block,NR/2024/18388/A/6799,NR/2024/18691/A/7107,NR/2024/18737/C,WR/2024/21740/A/7105,SR/2024/12097/C,WR/2024/21710/A/7102,NER/2024/2023/A/7061,WR/2024/21675/A/7065,Total
70,17:15-17:30,0.530000,162.260000,1.54,50.000000,0.00,0.000000,25.000000,0.000000,239.33

71,17:30-17:45,0.530000,162.260000,0.92,50.000000,0.00,0.000000,25.000000,0.000000,238.71

72,17:45-18:00,0.530000,162.260000,0.6,50.000000,0.00,0.000000,25.000000,0.000000,238.39

73,18:00-18:15,0.530000,81.610000,0.31,50.000000,0.00,25.000000,25.000000,57.760000,240.21

74,18:15-18:30,0.530000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,239.9

75,18:30-18:45,0.530000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,239.9

76,18:45-19:00,0.530000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,239.9

77,19:00-19:15,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

78,19:15-19:30,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

79,19:30-19:45,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

80,19:45-20:00,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

81,20:00-20:15,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

82,20:15-20:30,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

83,20:30-20:45,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

84,20:45-21:00,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

85,21:00-21:15,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

86,21:15-21:30,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

87,21:30-21:45,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

88,21:45-22:00,0.630000,81.610000,0,50.000000,0.00,25.000000,25.000000,57.760000,240

89,22:00-22:15,0.530000,0.000000,0,50.000000,0.00,0.000000,25.000000,57.760000,133.29

90,22:15-22:30,0.530000,0.000000,0,50.000000,0.00,0.000000,25.000000,57.760000,133.29

91,22:30-22:45,0.530000,0.000000,0,50.000000,0.00,0.000000,25.000000,57.760000,133.29

92,22:45-23:00,0.530000,0.000000,0,50.000000,0.00,0.000000,25.000000,57.760000,133.29

93,23:00-23:15,0.480000,0.000000,0,50.000000,100.00,0.000000,25.000000,0.000000,175.48

94,23:15-23:30,0.480000,0.000000,0,50.000000,100.00,0.000000,25.000000,0.000000,175.48

95,23:30-23:45,0.480000,0.000000,0,50.000000,100.00,0.000000,25.000000,0.000000,175.48

96,23:45-24:00,0.480000,0.000000,0,50.000000,75.00,0.000000,25.000000,0.000000,150.48

