Block,Time,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,UNCHAHAR2,URI2,UNCHAHAR4,UNCHAHAR1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,PARBATI3,KOLDAM,SINGRAULI,RAMPUR,RIHAND2,TANDA2,NJPC,RIHAND1,SEWA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,11.7852,85.988,0,0,10.5,0,31.5,0,37.812,25.756,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.578,15.00135,10.425,417.375

2,00:15-00:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,11.7852,85.988,0,0,10.5,0,31.5,0,37.812,25.756,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.578,15.00135,10.425,417.375

3,00:30-00:45,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,0,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.578,15.00135,10.425,417.375

4,00:45-01:00,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,6.5538,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,25.578,15.00135,10.425,417.375

5,01:00-01:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,25.578,15.00135,10.425,417.375

6,01:15-01:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,25.578,15.00135,10.425,417.375

7,01:30-01:45,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,25.578,15.00135,11.12,417.375

8,01:45-02:00,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,15.804048,42.66,0,51.888,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,25.578,15.00135,11.12,417.375

9,02:00-02:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,51.888,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,11.12,417.375

10,02:15-02:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,11.12,417.375

11,02:30-02:45,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,11.537,417.375

12,02:45-03:00,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,13.0662,85.988,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,11.954,417.375

13,03:00-03:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,13.0662,83.664,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,12.371,417.375

14,03:15-03:30,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,13.0662,83.664,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,12.649,417.375

15,03:30-03:45,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,11.7852,83.664,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,13.066,417.375

16,03:45-04:00,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,10.55736,42.66,0,46.368,11.7852,83.664,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,13.066,417.375

17,04:00-04:15,36.5917,16.4224,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,21.82362,0,51.1407,38.5548,653.1525,35.496,0.9565,123.665625,67.536,3.1825,0,139.3125,0,118.125,0,153.6034,45,5.27868,42.66,0,46.368,11.7852,83.664,0,0,10.5,0,31.5,0,38.908,43.84,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,25.578,15.00135,13.066,417.375

