Block,Time Block,BRBCL,BSIUL,DADRT2,CHAMERA1,CHAMERA3,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,RIHAND2,KHSTPP-I,KGSU3AND4,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,SINGRAULI_HYDRO,SIMHST1,TANAKPUR,TALA,RSTPSU1TO6,SIMHST2,RSTPSU7,SEWA2,SINGRAULI,SALAL,RIHAND3,TEHRI,TANDA2,TALST2,SASAN,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,AURY_CRF,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_RF,URI2,ANTA_LF,UNCHAHAR3,KGSU1AND2,JHAJJAR,RAPPC,PARBATI3,RIHAND1,RAPPB,RAPPD,RAMPUR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NAPP,PARBATI2,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.18,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,79.14,0,0,0,0,0,0,0,0

55,13:30-13:45,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.18,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,79.14,0,0,0,0,0,0,0,0

56,13:45-14:00,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.58,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

57,14:00-14:15,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.57,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,76.37,0,0,0,0,0,0,0,0

58,14:15-14:30,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,0,127.74,73.85,125.95,0,3.3,0,400.85,0,0,24.57,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

59,14:30-14:45,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,28.95,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,64.35,125.95,0,3.3,0,394.35,0,0,24.57,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

60,14:45-15:00,19.26,12.56,6.34,0,11.24,0,10.72,15.67,57.3,93.5,34.7,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,127.74,64.35,125.95,0,3.3,0,394.35,0,0,24.57,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,60.16,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,87.87,0,0,0,0,0,0,0,0

61,15:00-15:15,19.26,12.56,6.34,0,0,0,12.04,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,144.78,64.35,125.95,0,5.32,0,394.35,0,0,24.56,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,95.06,0,0,0,0,0,0,0,0

62,15:15-15:30,19.26,12.56,6.34,0,0,0,12.04,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.35,0,0,0,0,0,144.78,64.35,125.95,0,5.32,0,394.35,0,0,24.56,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

63,15:30-15:45,19.26,12.56,0,0,0,0,13.4,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,0,144.78,61.55,125.95,0,5.32,0,394.35,0,0,24.56,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

64,15:45-16:00,19.26,12.56,6.32,0,0,0,13.4,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,0,144.78,61.55,125.95,0,5.32,0,394.35,0,0,24.56,49.44,0,0,0,13.08,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

65,16:00-16:15,19.26,6.28,6.32,13.53,0,0,13.77,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,0,144.78,61.55,125.95,0,5.32,0,394.35,0,0,23.83,49.44,0,0,0,11.87,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,0,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

66,16:15-16:30,19.26,6.28,6.32,13.53,0,0,13.77,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,0,144.78,61.55,125.95,0,5.32,0,394.35,0,0,23.83,49.44,0,0,0,11.87,0.96,0,36.69,0,16.32,0,241.02,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,1.97,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

67,16:30-16:45,19.26,6.28,6.32,27.06,0,0,13.77,11.41,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,0,144.78,61.55,125.95,0,5.32,0,394.35,0,0,42.42,49.44,0,0,0,21.13,2.14,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,2.1,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

68,16:45-17:00,19.26,6.28,6.32,27.06,0,0,13.77,4.44,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,0,144.78,61.55,125.95,10.04,5.32,0,394.35,0,0,42.84,49.44,0,0,0,21.13,2.14,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,0,4.2,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

69,17:00-17:15,19.26,6.28,49.65,27.06,0,0,13.77,4.44,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,6.07,144.78,73.85,125.95,10.04,5.32,0,394.35,0,0,42.84,49.44,0,0,0,21.13,2.14,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,3.62,4.2,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

70,17:15-17:30,19.26,6.28,78.54,40.59,0,0,13.77,4.44,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,12.14,144.78,73.85,125.95,10.04,5.32,0,394.35,0,0,42.84,49.44,0,0,0,21.13,2.14,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,7.24,6.92,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

71,17:30-17:45,19.26,12.56,121.88,40.59,11.24,0,13.77,4.44,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,18.2,144.78,73.85,125.95,20.1,5.32,0,394.35,0,0,42.84,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,14.46,9.24,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

72,17:45-18:00,19.26,12.56,136.32,40.59,11.24,10.54,13.77,4.44,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,5.43,0,0,0,0,18.2,144.78,73.85,125.95,29.68,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,293.87,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,21.71,9.24,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

73,18:00-18:15,19.26,12.56,163.24,40.59,11.24,10.54,13.77,15.67,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,4.19,0,0,0,0,18.2,144.78,73.85,125.95,31.07,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,359.35,66.51,0,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,28.95,9.24,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

74,18:15-18:30,19.26,12.56,230.65,40.59,11.24,21.07,13.77,15.67,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,4.19,0,0,0,0,18.2,144.78,73.85,125.95,31.07,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,417.13,66.51,3.69,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,36.18,9.24,8.31,0,10.04,95.21,0,0,0,0,0,0,0,0

75,18:30-18:45,19.26,12.56,298.06,40.59,22.47,42.16,13.77,31.33,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,18.2,144.78,73.85,125.95,31.07,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,460.47,66.51,11.83,93.63,0,20.86,5.65,0,0,142.38,0,0,0,0,24.69,36.18,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

76,18:45-19:00,19.26,19.7,370.47,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,382.85,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

77,19:00-19:15,19.26,19.7,434.05,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,434.46,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

78,19:15-19:30,19.26,19.7,505.29,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,3.58,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,434.46,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

79,19:30-19:45,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

80,19:45-20:00,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

81,20:00-20:15,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

82,20:15-20:30,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,2.96,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,394.35,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

83,20:30-20:45,19.26,12.56,528.61,40.59,33.73,42.16,13.77,47,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,18.2,144.78,73.85,125.95,19.93,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,13.3,93.63,0,20.86,6.21,0,0,156.4,0,0,0,0,24.69,28.95,9.24,8.31,0,30.12,95.21,0,0,0,0,0,0,0,0

84,20:45-21:00,19.26,12.56,528.61,40.59,33.73,42.16,13.77,47,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,1.72,0,0,0,0,18.2,144.78,73.85,125.95,19.93,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,38.67,0,26.66,0,432.03,66.51,11.83,93.63,0,20.86,6.21,0,0,156.4,0,0,0,0,24.69,28.95,9.24,8.31,0,30.12,95.21,0,0,0,0,0,0,0,0

85,21:00-21:15,19.26,12.56,528.61,40.59,33.73,42.16,13.77,47,57.3,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,18.2,144.78,73.85,125.95,19.93,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,432.03,66.51,11.83,93.63,0,20.86,6.21,0,0,156.4,0,0,0,0,24.69,28.95,9.24,8.31,0,30.12,95.21,0,0,0,0,0,0,0,0

86,21:15-21:30,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

87,21:30-21:45,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,432.03,66.51,75.91,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

88,21:45-22:00,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.74,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,432.03,66.51,57.63,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

89,22:00-22:15,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.24,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,432.03,66.51,57.63,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

90,22:15-22:30,19.26,19.7,528.61,41.54,35.48,42.16,13.77,48.53,58,119.97,43.85,0,0,0,0,0,0,0,0,1.02,0,0.24,0,0,0,0,19.35,144.78,73.85,125.95,39.88,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,0,36.69,0,26.66,0,440.94,66.51,57.63,93.63,0,20.86,6.26,0,0,159.85,0,0,0,0,24.69,43.41,9.24,8.36,0,33.47,95.21,0,0,0,0,0,0,0,0

91,22:30-22:45,19.26,12.56,528.61,40.59,33.73,31.62,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,0.24,0,0,0,0,18.2,144.78,73.85,125.95,19.93,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.07,36.69,0,26.66,0,441.13,66.51,20.69,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,28.95,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

92,22:45-23:00,19.26,12.56,528.61,40.59,33.73,21.07,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,0.24,0,0,0,0,18.2,144.78,73.85,125.95,19.32,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.07,36.69,0,26.66,0,441.12,66.51,22.17,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,21.71,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

93,23:00-23:15,19.26,12.56,528.61,40.59,33.73,10.54,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,1.11,0,0,0,0,18.2,144.78,73.85,125.95,18.7,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.17,36.69,0,26.66,0,441.12,66.51,22.17,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,21.71,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

94,23:15-23:30,19.26,12.56,528.61,40.59,22.47,10.54,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,1.11,0,0,0,0,18.2,144.78,73.85,125.95,18.7,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.17,36.69,0,26.66,0,441.13,66.51,22.17,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,21.71,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

95,23:30-23:45,19.26,12.56,528.61,40.59,22.47,10.54,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,0.74,0,0,0,0,18.2,144.78,73.85,125.95,18.7,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.17,36.69,0,26.66,0,441.12,66.51,22.17,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,21.71,9.24,8.31,0,20.08,95.21,0,0,0,0,0,0,0,0

96,23:45-24:00,19.26,12.56,528.61,40.59,22.47,10.54,13.77,47,57.3,119.97,43.85,0,0,0,23.32,17.64,0,0,0,1.02,0,0.74,0,0,0,0,18.2,144.78,73.85,125.95,18.7,5.32,0,325.01,0,0,42.38,49.44,0,0,0,21.13,1.64,11.17,36.69,0,26.66,0,441.12,66.51,22.17,93.63,0,20.86,6,0,0,151.01,0,0,0,0,24.69,21.71,9.24,8.31,0,20.3,95.21,0,0,0,0,0,0,0,0

