Block,Time,SINGRAULI_HYDRO,UNCHAHAR1,SEWA2,UNCHAHAR2,ANTA_GF,RAPPC,CHAMERA1,DADRT2,RAPPB,BSIUL,ANTA_LF,KOLDAM,DADRI_RF,RIHAND2,TANAKPUR,DADRI_GF,ANTA_CRF,AURY_LF,RIHAND1,AURY_CRF,UNCHAHAR3,CHAMERA3,KISHANGANGA,JHAJJAR,DADRI_CRF,URI2,KOTESHWR,TANDA2,NJPC,ANTA_RF,DHAULIGNGA,PARBATI3,AURY_GF,RIHAND3,UNCHAHAR4,URI,DULHASTI,SALAL,RAMPUR,NAPP,SINGRAULI,AURY_RF,DADRI_LF,KUDGI,BRBCL,TEHRI,KHSTPP-I,TALA,FSTPP I & II,CHAMERA2,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.039356,10.409797,0.000000,14.553000,0.000000,49.616707,27.261378,362.878506,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,11.929045,28.196736,0.000000,330.838200,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,30.08,13.147196,44.008272,28.627691,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

7,01:30-01:45,1.039356,11.034355,0.000000,14.553000,0.000000,49.616707,27.261378,362.843715,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,11.929045,28.196736,0.000000,330.838200,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,25.23,14.379943,44.008272,28.627691,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

8,01:45-02:00,1.039356,11.034355,0.000000,14.553000,0.000000,49.616707,27.261378,362.878506,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,11.929045,28.196736,0.000000,330.838200,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,15.009383,44.008272,28.627691,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

9,02:00-02:15,1.039356,11.495885,0.000000,18.870894,0.000000,49.616707,27.261378,363.153173,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,12.996103,28.196736,0.000000,330.838200,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,15.435056,44.008272,28.627691,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

10,02:15-02:30,1.039356,11.495885,0.000000,18.870894,0.000000,49.616707,27.261378,363.187467,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,12.996103,28.196736,0.000000,330.838200,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,17.075667,44.008272,28.627691,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

11,02:30-02:45,1.039356,11.511560,0.000000,21.647685,0.000000,49.616707,27.261378,364.214236,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,28.196736,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,25.00,17.895380,36.673560,27.969314,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

12,02:45-03:00,1.039356,11.511560,0.000000,21.647685,0.000000,49.616707,27.261378,364.246826,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,12.925392,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,28.196736,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,26.529828,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,83.425558,0.000000,38.545658,135.158562,0.000000,0.000000,25.00,17.517252,29.338848,27.969314,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

13,03:00-03:15,1.039356,11.511560,0.000000,21.647685,0.000000,49.616707,27.261378,364.214236,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,28.196736,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,24.52,17.263822,29.338848,27.969314,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

14,03:15-03:30,1.039356,11.511560,0.000000,21.647685,0.000000,49.616707,27.261378,364.246826,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,28.196736,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,24.03,16.594331,29.338848,27.969314,19.111000,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

15,03:30-03:45,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.934954,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,24.03,19.403955,29.338848,27.969314,19.111000,0.000000,38.332718,406.290654,63.207657,0,0,0,0,0

16,03:45-04:00,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.967993,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,24.03,19.403955,29.338848,19.202684,17.970044,0.000000,38.332718,406.290654,48.489044,0,0,0,0,0

17,04:00-04:15,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.934954,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,23.81,19.403955,16.197489,19.202684,17.970044,0.000000,38.332718,406.290654,48.489044,0,0,0,0,0

18,04:15-04:30,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.967993,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,23.81,19.403955,16.197489,19.202684,17.970044,0.000000,38.332718,406.290654,48.489044,0,0,0,0,0

19,04:30-04:45,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.934954,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,23.81,19.403955,16.197489,19.202684,17.970044,0.000000,38.332718,406.290654,48.489044,0,0,0,0,0

20,04:45-05:00,1.039356,11.180990,0.000000,21.250199,0.000000,49.616707,13.566307,363.967993,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,28.196736,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,23.81,19.403955,16.197489,19.202684,17.970044,0.000000,38.332718,406.290654,48.489044,0,0,0,0,0

21,05:00-05:15,1.039356,11.180990,0.000000,17.647349,0.000000,49.616707,13.566307,363.934954,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,18.778881,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,16.197489,27.969314,17.970044,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

22,05:15-05:30,1.039356,11.180990,0.000000,17.647349,0.000000,49.616707,13.566307,363.967993,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,18.778881,0.000000,344.466497,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.501267,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,81.170813,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.970044,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

23,05:30-05:45,1.039356,10.593077,0.000000,20.919178,0.000000,49.616707,13.566307,363.934954,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,18.778881,0.000000,410.394600,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

24,05:45-06:00,1.039356,10.593077,0.000000,21.118440,0.000000,49.616707,13.566307,426.920211,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.186127,18.778881,0.000000,507.414600,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,6.426605,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.114328,9.327708,38.332718,406.290654,63.207657,0,0,0,0,0

25,06:00-06:15,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,13.566307,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

26,06:15-06:30,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,11.496870,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

27,06:30-06:45,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,0.000000,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,14.669424,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

28,06:45-07:00,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,0.000000,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,136.163107,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,19.40,19.403955,9.718493,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

29,07:00-07:15,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,0.000000,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,32.02,19.403955,0.000000,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

30,07:15-07:30,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,0.000000,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,38.81,19.403955,0.000000,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

31,07:30-07:45,1.039356,13.786930,0.000000,26.944782,0.000000,49.616707,0.000000,431.197725,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,17.269172,18.778881,0.000000,627.452692,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,46.57,19.403955,0.000000,27.969314,17.114328,9.508542,38.332718,406.290654,63.207657,0,0,0,0,0

32,07:45:08:00,1.039356,10.450172,0.000000,16.220273,0.000000,49.616707,0.000000,353.586401,0.000000,6.358497,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,10.362909,18.778881,0.000000,503.365497,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,55.30,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

33,08:00-08:15,1.039356,10.892667,0.000000,14.553000,0.000000,49.616707,0.000000,354.307161,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.306474,9.389440,0.000000,367.648256,0.000000,13.051130,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,69.85,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

34,08:15-08:30,1.039356,10.892667,0.000000,14.553000,0.000000,49.616707,0.000000,354.355653,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.306474,9.389440,0.000000,341.872838,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,86.35,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

35,08:30-08:45,1.039356,10.892667,0.000000,14.553000,0.000000,49.616707,0.000000,354.307161,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.306474,9.389440,0.000000,341.872838,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,100.32,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

36,08:45:09:00,1.039356,10.892667,0.000000,14.553000,0.000000,49.616707,0.000000,354.355653,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.306474,9.389440,0.000000,341.872838,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,114.39,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

37,09:00:09:15,1.039356,10.892667,0.000000,14.553000,0.000000,49.616707,0.000000,354.307161,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.306474,9.389440,0.000000,341.872838,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,75.87,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

38,09:15-09:30,1.039356,10.864640,0.000000,14.553000,0.000000,49.616707,0.000000,353.657845,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,11.190186,9.389440,0.000000,341.872838,0.000000,11.746017,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,75.87,19.403955,0.000000,27.969314,17.114328,4.851000,38.332718,406.290654,63.207657,0,0,0,0,0

39,09:30-09:45,1.039356,10.983972,0.000000,14.436576,0.000000,49.616707,0.000000,363.153173,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,12.996103,9.389440,0.000000,341.872838,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,98.96,19.403955,0.000000,27.969314,17.114328,4.851000,18.105872,406.290654,63.207657,0,0,0,0,0

40,09:45-10:00,1.039356,10.983972,0.000000,14.436576,0.000000,49.616707,0.000000,363.187467,0.000000,6.326480,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,12.996103,9.389440,0.000000,341.872838,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,8.568806,47.963347,80.043440,0.000000,38.545658,135.158562,0.000000,0.000000,109.63,19.403955,0.000000,27.969314,17.114328,4.851000,18.105872,406.290654,63.207657,0,0,0,0,0

41,10:00-10:15,1.039356,11.510761,0.000000,14.436576,0.000000,49.616707,0.000000,364.214236,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,9.389440,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,116.42,19.403955,0.000000,27.969314,17.114328,4.851000,18.105872,406.290654,63.207657,0,0,0,0,0

42,10:15-10:30,1.039356,11.510761,0.000000,14.436576,0.000000,49.616707,0.000000,364.246826,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,9.389440,0.000000,345.960668,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,119.33,19.403955,0.000000,27.969314,17.114328,4.851000,18.105872,406.290654,63.207657,0,0,0,0,0

43,10:30-10:45,1.039356,9.857097,0.000000,20.262918,0.000000,49.616707,0.000000,364.579064,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,9.389440,0.000000,347.478945,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,47.128435,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,128.07,19.398508,0.000000,27.969314,17.114328,4.851000,31.038638,406.290654,63.207657,0,0,0,0,0

44,10:45-11:00,1.039356,7.761600,0.000000,20.262918,0.000000,49.616707,0.000000,364.606218,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.559524,9.389440,0.000000,361.884600,0.000000,31.844758,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,125.16,17.946126,0.000000,27.969314,17.114328,4.851000,31.038638,406.290654,63.207657,0,0,0,0,0

45,11:00-11:15,1.039356,7.761600,0.000000,20.262918,0.000000,49.616707,0.000000,364.579064,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.201353,9.389440,0.000000,376.437600,0.000000,13.051130,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,128.07,19.403955,0.000000,27.969314,18.683141,4.851000,31.038638,406.290654,63.207657,0,0,0,0,0

46,11:15-11:30,1.039356,7.761600,0.000000,20.262918,0.000000,49.616707,0.000000,364.606218,0.000000,0.000000,0.000000,0.000000,0.000000,114.604875,11.806849,0.000000,0.000000,0.000000,89.258400,0.000000,13.201353,9.389440,0.000000,390.990600,0.000000,9.788348,8.609555,0.000000,147.004704,0.000000,35.116777,0.000000,0.000000,119.980389,0.000000,12.853210,47.963347,80.607127,0.000000,38.545658,135.158562,0.000000,0.000000,129.04,19.102099,0.000000,27.969314,19.966716,4.851000,18.105872,406.290654,63.207657,0,0,0,0,0

