Block,Time,SASAN,KHSTPP-I,BRBCL,TALA,KHSTPP-II,FSTPP I & II,CHAMERA3,DADRI_RF,UNCHAHAR4,RIHAND2,DADRI_CRF,UNCHAHAR3,URI,ANTA_RF,SALAL,UNCHAHAR1,DADRT2,PARBATI3,URI2,JHAJJAR,DHAULIGNGA,KOTESHWR,RIHAND3,DULHASTI,SEWA2,AURY_GF,RAPPC,KOLDAM,TANDA2,AURY_CRF,CHAMERA1,SINGRAULI_HYDRO,SINGRAULI,CHAMERA2,RIHAND1,ANTA_GF,NAPP,DADRI_GF,KISHANGANGA,RAPPB,TEHRI,TANAKPUR,NJPC,UNCHAHAR2,DADRI_LF,ANTA_CRF,AURY_RF,RAMPUR,AURY_LF,ANTA_LF,BSIUL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,390.784500,42.754719,15.047197,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,17.666319,36.560562,407.292588,42.008019,0.000000,125.996738,57.098346,5.814332,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,144.715991,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

7,01:30-01:45,390.784500,42.754719,12.885337,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,4.122141,36.560562,407.292588,42.008019,0.000000,125.996738,57.098346,5.814332,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

8,01:45-02:00,390.784500,42.754719,10.961376,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,4.122141,36.560562,404.253153,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

9,02:00-02:15,390.784500,42.754719,13.834409,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,18.402416,36.560562,374.957631,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

10,02:15-02:30,390.784500,42.754719,12.420835,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,18.402416,36.560562,374.957631,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

11,02:30-02:45,390.784500,42.754719,12.446047,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,18.402416,36.560562,374.957631,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

12,02:45-03:00,390.784500,42.754719,16.739210,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,80.727394,21.832599,664.542017,18.402416,36.560562,317.537590,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,6.291920,0,0,0,0,0

13,03:00-03:15,390.784500,42.754719,14.365773,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.832599,641.204129,4.122141,36.560562,346.484590,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

14,03:15-03:30,390.784500,42.754719,15.182735,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.832599,636.379629,4.122141,36.560562,346.484590,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,40.668682,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

15,03:30-03:45,390.784500,42.754719,14.109117,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.832599,590.141621,4.122141,36.560562,307.320650,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,27.060620,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

16,03:45-04:00,390.784500,42.754719,18.712687,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.832599,602.608129,4.122141,36.560562,268.724650,42.008019,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,27.060620,1.149350,137.536687,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

17,04:00-04:15,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,592.959129,4.122141,36.560562,307.320650,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

18,04:15-04:30,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,561.821902,4.122141,36.560562,268.724650,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,8.949257,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

19,04:30-04:45,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,513.576902,4.122141,36.560562,239.777650,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,6.711943,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

20,04:45-05:00,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,465.331902,4.122141,36.560562,210.830650,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,6.711943,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.584507,173.645772,42.138823,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

21,05:00-05:15,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,461.118570,4.122141,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.474629,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

22,05:15-05:30,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,412.873570,8.833160,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.474629,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

23,05:30-05:45,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,366.558370,11.777546,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.474629,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.138823,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

24,05:45-06:00,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,387.786170,57.415538,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.474629,5.170020,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.700781,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

25,06:00-06:15,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,366.558370,76.554051,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.474629,5.170020,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.138823,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

26,06:15-06:30,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.981541,120.014262,0.000000,26.668853,31.957488,0.000000,77.363752,21.138961,366.558370,76.554051,36.560562,173.537265,31.506014,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,4.022646,5.170020,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,42.138823,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

27,06:30-06:45,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.381856,120.014262,0.000000,21.472306,31.957488,0.000000,77.363752,14.852609,366.558370,57.415538,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,33.885069,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

28,06:45-07:00,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.381856,120.014262,0.000000,21.472306,31.957488,0.000000,77.363752,14.852609,376.207370,57.415538,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,34.191521,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

29,07:00-07:15,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.381856,120.014262,0.000000,18.861769,31.957488,0.000000,77.363752,14.852609,366.558370,57.415538,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,29.589527,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

30,07:15-07:30,390.784500,42.754719,19.298002,0.000000,143.094670,20.069920,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,7.360966,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,40.629044,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

31,07:30-07:45,390.784500,34.590700,19.298004,0.000000,143.094670,16.562123,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

32,07:45:08:00,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,2.237315,4.107375,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,1.730452,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

33,08:00-08:15,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

34,08:15-08:30,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

35,08:30-08:45,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,27.060620,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

36,08:45:09:00,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,13.492197,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

37,09:00:09:15,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,13.492197,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

38,09:15-09:30,390.784500,28.227860,19.298004,0.000000,95.204946,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,13.492197,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

39,09:30-09:45,390.784500,34.590700,18.366075,0.000000,115.948752,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

40,09:45-10:00,390.784500,34.590700,18.542659,0.000000,115.948752,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,366.558370,4.122141,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

41,10:00-10:15,390.784500,34.590700,19.298004,0.000000,115.948752,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,363.106424,0.000000,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

42,10:15-10:30,390.784500,34.590700,19.298004,0.000000,115.948752,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,293.151174,0.000000,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

43,10:30-10:45,390.784500,34.590700,19.298004,0.000000,115.948752,13.299410,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,270.068370,0.000000,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

44,10:45-11:00,390.784500,34.590700,19.298004,0.000000,115.948752,16.562123,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,270.068370,0.000000,36.560562,173.537265,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

45,11:00-11:15,390.784500,29.520440,19.298004,0.000000,97.453356,14.610812,33.608676,0.000000,2.381856,120.014262,0.000000,14.909731,31.957488,0.000000,77.363752,12.013005,270.068370,0.000000,36.560562,175.274085,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,23.833030,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

46,11:15-11:30,390.784500,29.520440,19.298004,0.000000,115.948752,14.359063,33.608676,0.000000,2.381856,120.014262,0.000000,18.861769,31.957488,0.000000,77.363752,14.852609,270.068370,0.000000,36.560562,175.274085,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,29.589527,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

47,11:30-11:45,390.784500,34.590700,19.298004,0.000000,115.948752,16.562123,33.608676,0.000000,2.381856,120.014262,0.000000,18.861769,31.957488,0.000000,77.363752,14.852609,270.068370,0.000000,36.560562,175.274085,21.004010,0.000000,125.996738,57.098346,0.000000,0.000000,65.604402,0.000000,4.107375,0.000000,0.000000,1.149350,123.549905,46.797484,93.649279,0.000000,46.374858,0.000000,8.047894,0.000000,0.000000,3.708111,173.645772,29.589527,0.000000,0.000000,0.000000,6.508748,0.000000,0.000000,12.583840,0,0,0,0,0

