Block,Time Block,KOLDAM,KISHANGANGA,MAPS,KUDGI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,UNCHAHAR4,ANTA_RF,ANTA_CRF,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ANTA_GF,VALLURNTECL,UNCHAHAR1,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,RAMPUR,RAPPC,NNTPP,NTPL,PARBATI3,TANDA2,RIHAND2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,TANAKPUR,SINGRAULI,SALAL,SEWA2,RIHAND3,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,29.79,8.51,122.67,0,0,19.19,31.63,221.26,0,0,0,231.46,0,0,0,12.87,2.3,0,0,0,4.39,19.24,0,0,15.25,33.9,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,12.26,0,119.3,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,32.42,8.51,139.15,0,0,19.19,31.63,0,0,0,0,231.46,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,1.59,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,11.43,98.6,2.24,0,119.3,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,0,0,0,231.46,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.84,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,11.43,98.6,2.24,0,119.3,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,0,0,0,231.46,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.63,14.33,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,0,0,0,231.46,0,0,0,13.72,2.3,0,0,0,4.39,19.24,0,0,15.25,0.63,29.62,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,0,0,0,267.92,0,0,8.74,13.72,2.3,0,0,0,4.39,22.73,0,0,18.05,0.63,29.62,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,0,0,0,318.46,0,0,8.74,13.72,2.3,0,0,0,4.39,22.73,0,0,18.05,0.63,44.44,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,11.37,1.06,0,383.07,0,0,8.74,13.72,3.84,0,0,0,4.39,25.32,0,0,20.33,0.63,44.44,0,0,19.48,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,26.07,2.11,9.29,412.3,0,0,17.49,13.72,7.68,0,0,0,4.39,25.32,0,0,20.33,0.63,44.44,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,40.45,6.26,18.58,412.3,0,0,26.37,13.72,15.34,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,112.23,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,5.06,119.3,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,13.39,10.11,119.3,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,76.17,10.11,119.3,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,76.17,10.11,119.3,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,11.43,98.6,76.17,10.11,119.3,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,2.45,0,113.96,334.88,88.28,0,0,0,0,0,0,6.77,98.6,76.17,10.11,119.3,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,6.1,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,13.39,10.11,119.3,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,32.62,18.92,142.31,0,0,19.19,47.43,0,40.45,18.77,27.89,412.3,0,0,35.07,13.72,37.91,0,0,0,4.39,25.32,0,0,20.33,0.63,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,134.67,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,10.11,119.3,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,40.45,1.06,18.58,412.3,0,0,26.37,13.72,25.28,0,0,0,4.39,25.32,0,0,20.33,33.9,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,112.23,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,5.06,119.3,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,26.07,0,9.29,412.3,0,0,17.49,13.72,11.52,0,0,0,4.39,25.32,0,0,20.33,33.9,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,112.23,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,0,11.37,0,9.29,359,0,0,8.74,14.38,2.3,0,0,0,4.39,25.32,0,0,20.33,1.59,59.73,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,301.42,0,0,8.74,15.08,2.3,0,0,0,4.39,25.32,0,0,20.33,0.63,44.8,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,15.08,2.3,0,0,0,4.39,25.32,0,0,20.33,0.63,44.44,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,31.76,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,15.74,2.3,0,0,0,4.39,25.32,0,0,20.33,0.63,44.44,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,4.88,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,15.74,2.3,0,0,0,4.39,25.32,0,0,20.33,0.63,29.62,0,0,17,0,0,0,0,0,0,0,0,0,0,0,67.34,0,0,40.38,0,50.04,0,0,2.45,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,16.41,2.3,0,0,0,4.39,21.83,0,0,17.53,2.12,29.62,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,16.41,2.3,0,0,0,10.33,21.83,0,0,17.53,33.9,29.62,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,0,0,0,9.29,250.56,0,0,8.74,17.07,2.3,0,0,0,10.33,25.32,0,0,20.33,33.9,14.82,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,26.6,0,0,0,250.56,0,0,8.74,17.07,2.3,0,0,0,10.33,21.83,0,0,17.53,1.59,14.82,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,44.85,0,0,0,250.56,0,0,8.74,17.73,2.3,0,0,0,10.33,21.83,0,0,17.53,1.07,14.33,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,44.58,0,0,0,250.56,0,0,8.74,17.73,2.3,0,0,0,10.33,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,43.47,0,0,0,250.56,0,0,8.74,18.41,2.3,0,0,0,10.33,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,42.35,0,0,0,250.56,0,0,8.74,19.08,2.3,0,0,0,4.39,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,32.62,8.51,142.31,0,0,19.19,15.81,40.88,0,0,0,250.56,0,0,8.74,19.96,2.3,0,0,0,4.39,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,32.62,8.51,142.31,0,0,19.19,31.63,39.76,0,0,0,250.56,0,0,8.74,12.87,2.3,0,0,0,4.39,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,32.62,8.51,142.31,0,0,16.2,31.63,38.27,0,0,0,250.56,0,0,8.74,12.87,2.3,0,0,0,4.39,21.83,0,0,17.53,1.07,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38,0,50.04,0,0,0,0,113.96,334.88,88.28,0,0,0,0,0,0,5.53,98.6,2.24,0,119.3,0,0,0,0,0,0

