Block,Time,L_NR_2019_19,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/R2,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31102037/L_NR_2019_11,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/19072024/19072024/HPX-TAMCTG-180724-01742,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/19072024/19072024/HPX-TAMCTG-180724-01739,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/22052037/LT-59,NR/19072024/19072024/IEX-240718-01592,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/30092023/31122025/SH-07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61
7,01:30-01:45,0,15.080000,260.750000,96.040000,24.010000,27,0.000000,0.000000,0,47.5,12.370000,0.000000,8.75,15.83,0,10.310000,48.020000,0.000000,11.680000,114.810000,32.650000,14.480000,4.710000,27,29.770000,96.040000,60.790000,38.420000,30.730000,0.000000,85.380000,72.030000,10.200000,51.290000,271.550000,0,0.000000,0.000000,15.84,30.730000,0,0,0,0,0,0,0,0,42.01

8,01:45-02:00,0,15.080000,260.750000,96.040000,24.010000,26.67,0.000000,0.000000,0,22.5,12.370000,0.000000,8.42,7.5,0,10.310000,48.020000,0.000000,11.680000,114.810000,32.650000,14.480000,4.710000,26.67,29.770000,96.040000,61.470000,38.420000,30.730000,0.000000,85.380000,72.030000,10.200000,50.810000,271.550000,0,0.000000,0.000000,7.5,30.730000,0,0,0,0,0,0,0,0,42.01

9,02:00-02:15,0,15.080000,260.750000,96.040000,24.010000,15,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,32.650000,14.480000,4.520000,15,28.760000,96.040000,60.510000,38.420000,30.730000,0.000000,85.380000,72.030000,10.050000,50.130000,271.550000,0,0.000000,0.000000,7.5,30.730000,0,0,0,0,0,0,0,0,42.01

10,02:15-02:30,0,15.080000,260.750000,96.040000,24.010000,15,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,32.650000,14.480000,4.520000,15,28.760000,96.040000,61.470000,38.420000,30.730000,0.000000,85.380000,72.030000,10.050000,49.560000,271.550000,0,0.000000,0.000000,7.5,30.730000,0,0,0,0,0,0,0,0,42.01

11,02:30-02:45,0,15.080000,260.750000,96.040000,24.010000,15,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,32.650000,14.480000,4.520000,15,28.760000,96.040000,61.180000,38.420000,30.730000,0.000000,85.380000,72.030000,8.810000,48.880000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,42.01

12,02:45-03:00,0,15.080000,260.750000,96.040000,24.010000,15,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,32.650000,14.480000,4.520000,15,28.760000,96.040000,60.890000,38.420000,30.730000,0.000000,85.380000,72.030000,8.810000,48.880000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,42.01

13,03:00-03:15,0,15.080000,260.750000,96.040000,24.010000,37.33,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,0.000000,14.030000,4.340000,37.33,29.770000,96.040000,60.700000,0.000000,30.730000,0.000000,85.380000,72.030000,8.350000,48.880000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,44.02

14,03:15-03:30,0,15.080000,233.240000,96.040000,24.010000,36.67,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.680000,106.710000,0.000000,14.030000,4.340000,36.67,29.260000,96.040000,60.410000,0.000000,30.730000,0.000000,85.380000,72.030000,8.350000,48.690000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,44.02

15,03:30-03:45,0,15.080000,200.590000,96.040000,24.010000,36,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.690000,106.710000,0.000000,14.030000,4.340000,36,28.760000,96.040000,60.310000,0.000000,30.730000,0.000000,85.380000,72.030000,8.350000,48.600000,271.550000,0,0.000000,0.000000,7.5,30.730000,0,0,0,0,0,0,0,0,44.02

16,03:45-04:00,0,15.080000,200.590000,96.040000,24.010000,35.33,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.550000,48.020000,0.000000,11.690000,106.710000,0.000000,14.030000,4.340000,35.33,28.760000,96.040000,61.180000,0.000000,30.730000,0.000000,85.380000,72.030000,8.350000,48.500000,271.550000,0,0.000000,0.000000,7.5,30.730000,0,0,0,0,0,0,0,0,44.02

17,04:00-04:15,0,15.080000,200.590000,96.040000,24.010000,34.33,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.160000,48.020000,0.000000,11.690000,102.570000,0.000000,14.030000,4.240000,34.33,28.760000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,8.040000,0.000000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,44.02

18,04:15-04:30,0,15.080000,200.590000,96.040000,24.010000,33.33,0.000000,0.000000,0,22.5,12.370000,0.000000,6.66,7.5,0,9.160000,48.020000,0.000000,11.690000,102.570000,0.000000,14.030000,4.240000,33.33,28.760000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,8.040000,0.000000,271.550000,0,0.000000,0.000000,7.5,0.000000,0,0,0,0,0,0,0,0,44.02

19,04:30-04:45,0,15.080000,200.590000,96.040000,24.010000,20,0.000000,0.000000,0,32.5,12.370000,0.000000,6.66,10.83,0,9.160000,48.020000,0.000000,11.690000,102.570000,0.000000,14.030000,4.240000,20,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,8.040000,0.000000,271.550000,0,0.000000,0.000000,10.84,0.000000,0,0,0,0,0,0,0,0,44.02

20,04:45-05:00,0,15.080000,200.590000,96.040000,24.010000,19.67,0.000000,0.000000,0,31.5,12.370000,0.000000,6.66,10.5,0,9.160000,48.020000,0.000000,11.690000,102.570000,0.000000,14.030000,4.240000,19.67,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,8.040000,0.000000,271.550000,0,0.000000,0.000000,10.5,0.000000,0,0,0,0,0,0,0,0,44.02

21,05:00-05:15,0,15.080000,144.940000,96.040000,24.010000,19,0.000000,0.000000,0,30.5,12.370000,0.000000,6.66,10.17,0,8.940000,48.020000,0.000000,9.980000,84.690000,0.000000,13.570000,4.060000,19,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,56.570000,72.030000,7.720000,0.000000,271.550000,0,0.000000,0.000000,10.16,14.360000,0,0,0,0,0,0,0,0,44.02

22,05:15-05:30,0,15.080000,144.940000,96.040000,24.010000,18.33,0.000000,0.000000,0,29,12.370000,0.000000,6.66,9.67,0,8.940000,48.020000,0.000000,9.980000,65.870000,0.000000,13.570000,4.060000,18.33,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,52.820000,72.030000,7.720000,0.000000,271.550000,0,0.000000,0.000000,9.66,14.360000,0,0,0,0,0,0,0,0,44.02

23,05:30-05:45,0,15.080000,144.940000,96.040000,24.010000,48,0.000000,0.000000,0,62.5,12.370000,0.000000,16.66,20.83,0,8.940000,48.020000,0.000000,9.980000,65.870000,0.000000,13.570000,4.060000,48,29.260000,96.040000,0.000000,0.000000,30.730000,0.000000,52.820000,72.030000,7.720000,0.000000,271.550000,0,0.000000,0.000000,20.84,14.360000,0,0,0,0,0,0,0,0,44.02

24,05:45-06:00,0.34139,15.080000,164.150000,96.040000,24.010000,47,0.000000,0.000000,0,58.5,12.370000,0.000000,17.34,19.5,0,8.940000,48.020000,0.000000,9.980000,84.690000,0.000000,13.570000,4.060000,47,29.260000,96.040000,0.000000,0.000000,30.730000,0.000000,52.820000,72.030000,7.720000,0.000000,271.550000,0,0.000000,0.000000,19.5,14.360000,0.95,0,0.2,0,0,0,0.19,0,44.02

25,06:00-06:15,2.711612,15.080000,200.590000,96.040000,24.010000,55,0.000000,0.000000,10.73,70.5,12.370000,0.000000,21.6,23.5,0,8.790000,48.020000,0.000000,9.980000,111.040000,0.000000,13.570000,4.060000,55,29.260000,96.040000,0.000000,0.000000,30.730000,0.000000,81.630000,72.030000,7.490000,0.000000,271.550000,6.25,0.000000,0.000000,23.5,14.360000,4.44,1,1,0.82,1,0,0.89,1,44.02

26,06:15-06:30,5.686582,15.080000,200.590000,96.040000,24.010000,55.67,0.180000,0.000000,16.86,68,12.370000,0.180000,22.8,22.67,1,8.790000,48.020000,0.000000,9.980000,84.690000,0.000000,13.570000,4.060000,55.67,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.490000,0.000000,271.550000,9.09,0.000000,0.190000,22.66,14.360000,8.41,2,2,2.92,4,1,1.68,1,44.02

27,06:30-06:45,9.588182,15.080000,200.590000,96.040000,24.010000,56.33,0.550000,0.000000,27.69,69,12.370000,0.550000,27.34,23,5,8.790000,48.020000,0.000000,9.980000,70.010000,0.000000,13.570000,4.060000,56.33,29.260000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.490000,0.000000,271.550000,13.1,0.000000,0.570000,23,14.360000,12.84,5,5,4.94,7,3,2.57,3,44.02

28,06:45-07:00,14.406658,15.080000,200.590000,96.040000,24.010000,57.33,0.880000,0.000000,33,67.5,12.370000,0.880000,27.34,22.5,12,8.790000,48.020000,0.000000,9.980000,70.010000,0.000000,13.570000,4.060000,57.33,29.260000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.490000,0.000000,271.550000,22.03,0.000000,0.900000,22.5,14.360000,17.75,8,6,7.94,14,4,3.55,6,44.02

29,07:00-07:15,19.732342,15.080000,200.590000,96.040000,24.010000,58.33,1.280000,0.000000,33,66.5,12.370000,1.280000,27.34,22.17,20,8.560000,48.020000,0.000000,9.980000,70.010000,0.000000,13.110000,3.880000,58.33,29.770000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.340000,0.000000,271.550000,33,0.000000,1.310000,22.16,14.360000,27.68,11,7,11,21,5,5.54,9,44.02

30,07:15-07:30,25.40917,15.080000,200.590000,96.040000,24.010000,59,1.760000,0.000000,33,67.5,12.370000,1.760000,27,22.5,30,8.560000,48.020000,0.000000,9.980000,70.010000,0.000000,13.110000,3.880000,59,30.280000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.340000,0.000000,271.550000,33,0.000000,1.800000,22.5,14.360000,38.65,16,9.5,14,28,8,7.73,12,44.02

31,07:30-07:45,36.957906,15.080000,173.760000,96.040000,24.010000,46.33,2.310000,0.000000,32.67,84,12.370000,2.310000,21,28,32.67,8.560000,48.020000,0.000000,9.980000,70.010000,0.000000,13.110000,3.880000,46.33,30.780000,96.040000,0.000000,0.000000,30.730000,0.000000,85.380000,72.030000,7.340000,0.000000,271.550000,32.66,0.000000,2.370000,28,14.360000,44.8,20,12,17,39,10,8.96,16,44.02

32,07:45:08:00,44.010048,15.080000,200.590000,96.040000,24.010000,46,3.170000,0.000000,33,82.5,12.370000,3.170000,20,27.5,33,8.560000,48.020000,0.000000,9.980000,70.010000,0.000000,13.110000,3.880000,46,30.780000,96.040000,0.000000,0.000000,30.730000,0.000000,56.570000,72.030000,7.340000,0.000000,271.550000,33,0.000000,3.250000,27.5,14.360000,56.19,27,15,21,49,13,11.24,21,43.02

33,08:00-08:15,51.315794,15.080000,166.100000,0.000000,0.000000,51.33,4.070000,0.000000,33,81.5,12.370000,4.070000,19.34,27.17,33,8.400000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,51.33,30.780000,0.000000,0.000000,0.000000,30.730000,0.000000,52.820000,0.000000,7.340000,0.000000,271.550000,33,0.000000,4.160000,27.16,14.360000,69.05,26,19,23,49,12,13.81,21,43.02

34,08:15-08:30,58.826374,15.080000,166.100000,0.000000,0.000000,54.33,4.960000,0.000000,33,80.5,12.370000,4.960000,19,26.83,33,8.400000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,54.33,30.780000,0.000000,0.000000,0.000000,30.730000,0.000000,52.820000,0.000000,7.340000,0.000000,271.550000,33,0.000000,5.080000,26.84,14.360000,82.8,30,22,28,63,15,16.56,27,43.02

35,08:30-08:45,65.234752,15.080000,166.100000,0.000000,0.000000,52.67,5.870000,0.000000,33,57.5,12.370000,5.870000,18.34,19.17,33,8.020000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,52.67,30.780000,0.000000,0.000000,0.000000,30.730000,0.000000,52.820000,0.000000,7.340000,0.000000,271.550000,33,0.000000,6.020000,19.16,14.360000,96.93,37,25,33,77,18,19.39,33,43.02

36,08:45:09:00,71.467558,15.080000,166.100000,0.000000,0.000000,51.33,6.730000,0.000000,33,55.5,12.370000,6.730000,18,18.5,33,8.020000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,51.33,30.780000,0.000000,0.000000,0.000000,30.730000,0.000000,52.820000,0.000000,7.340000,0.000000,271.550000,33,0.000000,6.900000,18.5,14.360000,110.72,44,28,40,91,21,22.14,39,43.02

37,09:00:09:15,69.88741,15.080000,200.590000,0.000000,0.000000,39,7.510000,0.000000,33,53,12.370000,7.510000,12,17.67,33,7.790000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,39,30.280000,0.000000,0.000000,0.000000,30.730000,0.000000,81.630000,0.000000,6.950000,0.000000,271.550000,33,0.000000,7.700000,17.66,14.960000,123.88,51,30.5,48,105,24,24.77,45,43.02

38,09:15-09:30,75.164324,15.080000,144.940000,0.000000,0.000000,39,8.240000,0.000000,33,52,12.370000,8.240000,12,17.33,33,7.790000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,39,30.780000,0.000000,0.000000,0.000000,30.730000,0.000000,100.050000,0.000000,6.950000,0.000000,240.100000,33,0.000000,8.450000,17.34,14.960000,135.86,57,32.5,54,119,27,27.17,51,43.02

39,09:30-09:45,81.533686,15.080000,144.940000,0.000000,0.000000,21.67,9.670000,0.000000,33,39,12.370000,9.670000,11.66,13,33,7.790000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,21.67,29.770000,0.000000,0.000000,0.000000,30.730000,0.000000,100.050000,0.000000,6.950000,0.000000,240.100000,33,0.000000,9.910000,13,14.960000,146.79,62,36.5,58,133,30,29.36,57,43.02

40,09:45-10:00,87.864032,15.080000,144.940000,0.000000,0.000000,21,10.610000,0.000000,33,38.5,12.370000,10.610000,11,12.83,33,7.790000,0.000000,0.000000,5.910000,70.010000,0.000000,13.110000,3.700000,21,30.280000,0.000000,0.000000,0.000000,30.730000,0.000000,100.050000,0.000000,6.950000,0.000000,271.550000,33,0.000000,10.880000,12.84,14.960000,156.8,68,37.5,62,144,32,31.36,61,43.02

41,10:00-10:15,93.209224,15.080000,111.410000,0.000000,0.000000,20.67,11.500000,0.000000,33,27.5,12.370000,11.500000,6.66,9.17,33,7.640000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.510000,20.67,30.780000,0.000000,0.000000,0.000000,23.160000,0.000000,71.240000,0.000000,7.720000,0.000000,271.550000,33,0.000000,11.780000,9.16,23.160000,185.16,73,39.5,68,151,35,37.03,64,43.02

42,10:15-10:30,97.422952,15.080000,159.430000,0.000000,0.000000,20.33,12.330000,0.000000,33,26.5,12.370000,12.330000,6.66,8.83,33,7.640000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.510000,20.33,31.290000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.720000,0.000000,271.550000,33,0.000000,12.630000,8.84,23.160000,196.18,78,41.5,72,158,37,39.24,67,43.02

43,10:30-10:45,100.573494,15.080000,167.060000,0.000000,0.000000,28.35,13.090000,0.000000,33,25.5,12.370000,13.090000,6.66,8.5,33,7.640000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.880000,28.35,29.270000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.720000,0.000000,271.550000,33,0.000000,13.420000,8.5,23.160000,207.28,81,41.5,77,168,39,41.45,72,43.02

44,10:45-11:00,93.511598,15.080000,167.060000,0.000000,0.000000,28.36,13.620000,0.000000,33,24.5,12.370000,13.620000,6.66,8.17,33,7.640000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.880000,28.36,29.270000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.720000,0.000000,271.550000,33,0.000000,13.950000,8.16,23.160000,216.81,85,42.5,81,175,41,43.36,75,43.02

45,11:00-11:15,84.996356,15.080000,167.060000,0.000000,0.000000,21.67,14.020000,0.000000,33,23.5,12.370000,14.020000,6.66,7.83,33,8.400000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,21.67,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.570000,0.000000,271.550000,33,0.000000,14.370000,7.84,23.160000,229.17,87,43.5,85,179,41,45.83,76,43.02

46,11:15-11:30,75.466698,15.080000,197.790000,0.000000,0.000000,21,14.260000,0.000000,33,22.5,12.370000,14.260000,6.66,7.5,33,8.400000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,21,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.570000,0.000000,271.550000,33,0.000000,14.610000,7.5,23.160000,229.17,88,43.5,86,182,42,45.83,78,43.02

47,11:30-11:45,85.903478,15.080000,197.790000,0.000000,0.000000,20,14.450000,0.000000,33,21.5,12.370000,14.450000,6.66,7.17,33,8.400000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,20,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.570000,0.000000,271.550000,33,0.000000,14.810000,7.16,23.160000,229.17,88,45.5,87,182,42,45.83,78,43.02

48,11:45-12:00,95.794034,15.080000,197.790000,0.000000,0.000000,19.33,14.450000,0.000000,33,21,12.370000,14.450000,6.66,7,33,8.400000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,19.33,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,7.570000,0.000000,271.550000,33,0.000000,14.810000,7,23.160000,229.17,88,45.5,87,182,42,45.83,78,43.02

49,12:00-12:15,95.218548,15.080000,197.790000,0.000000,0.000000,18.33,14.450000,0.000000,33,20.5,12.370000,14.450000,6.66,6.83,33,8.790000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,18.33,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.720000,0.000000,271.550000,33,0.000000,14.810000,6.84,23.160000,229.17,88,45.5,88,186,42,45.83,79,43.02

50,12:15-12:30,103.031502,15.080000,197.790000,0.000000,0.000000,17.67,14.450000,0.000000,33,18.5,12.370000,14.450000,6.66,6.17,33,8.790000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,17.67,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.720000,0.000000,271.550000,33,0.000000,14.810000,6.16,23.160000,229.17,88,45.5,88,186,42,45.83,79,43.02

51,12:30-12:45,92.282594,15.080000,182.430000,0.000000,0.000000,16.67,14.450000,0.000000,33,18.5,12.370000,14.450000,6.66,6.17,33,8.790000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,16.67,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.720000,0.000000,271.550000,33,0.000000,14.810000,6.16,23.160000,229.17,88,46,88,186,42,45.83,79,43.02

52,12:45-13:00,80.099848,15.080000,167.060000,0.000000,0.000000,16,14.450000,0.000000,33,17.5,12.370000,14.450000,6.66,5.83,33,8.790000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,3.780000,16,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.720000,0.000000,271.550000,33,0.000000,14.810000,5.84,23.160000,229.17,88,46,88,186,42,45.83,79,43.02

53,13:00-13:15,66.902686,15.080000,167.060000,0.000000,0.000000,15,14.450000,0.000000,33,17.5,12.370000,14.450000,6.66,5.83,33,8.020000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,4.620000,15,28.760000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.950000,0.000000,271.550000,33,0.000000,14.810000,5.84,23.160000,229.17,89,45.5,88,186,44,45.83,79,43.02

54,13:15-13:30,53.510444,15.080000,167.060000,0.000000,0.000000,14.33,15.190000,0.000000,33,17.5,12.370000,15.190000,6.66,5.83,33,8.020000,0.000000,0.000000,5.910000,65.870000,0.000000,13.110000,4.620000,14.33,29.270000,0.000000,0.000000,0.000000,23.160000,0.000000,52.820000,0.000000,6.950000,0.000000,271.550000,33,0.000000,15.580000,5.84,23.160000,229.17,89,45.5,87,186,44,45.83,79,43.02

