Block,Time,CHAMERA1,CHAMERA2,JHAJJAR,KGSU3AND4,KHSTPP-II,PARBATI3,RIHAND2,UNCHAHAR3,VALLURNTECL,ANTA_LF,BSIUL,DULHASTI,KOTESHWR,RSTPSU1TO6,URI2,AURY_LF,BRBCL,DHAULIGNGA,FSTPP I & II,KKNP,KUDGI,NJPC,NLCIIST1,RIHAND1,SEWA2,TALA,TANAKPUR,TelanganaSTPP,DADRT2,KGSU1AND2,RAPPB,RSTPSU7,SALAL,TEHRI,UNCHAHAR2,URI,AURY_CRF,DADRI_CRF,KISHANGANGA,KKNPPU2,MAPS,NLCEXP,NLCTS2EXP,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_RF,DADRI_GF,CHAMERA3,NLCIIST2,NTPL,RAMPUR,RIHAND3,SINGRAULI,AURY_GF,KHSTPP-I,NAPP,TANDA2,ANTA_CRF,AURY_RF,DADRI_LF,KOLDAM,NNTPP,RAPPC,SASAN,SIMHST1,SIMHST2,TALST2,UNCHAHAR4,ANTA_GF,DADRI_RF
7,01:30-01:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

8,01:45-02:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

9,02:00-02:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

10,02:15-02:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,25.57,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

11,02:30-02:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,70.88,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

12,02:45-03:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,70.88,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

13,03:00-03:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,70.88,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

14,03:15-03:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,70.88,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

15,03:30-03:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

16,03:45-04:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

17,04:00-04:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,1.1,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

18,04:15-04:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,1.1,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

19,04:30-04:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,1.1,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,0,0,0,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

20,04:45-05:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,1.1,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,10.53,0,0,0,683.14,0,0,0,13.36,11.21,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

21,05:00-05:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,1.1,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,10.53,0,0,0,683.14,0,0,0,13.36,22.05,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

22,05:15-05:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,24.21,0,20,0,18.2,0,0,0,0,92,10.53,0,0,0,683.14,0,0,0,13.36,22.05,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,125.96,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

23,05:30-05:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,24.21,0,20,0,18.2,0,0,19.98,0,92,10.53,0,0,0,683.14,0,0,0,13.36,34.02,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

24,05:45-06:00,12.25,2.66,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,24.21,0,20,9.14,18.2,0,0,41.67,0,92,10.53,0,0,0,683.14,0,0,0,13.36,34.02,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,405,0,0,0,0,0,59.73

25,06:00-06:15,12.25,13.17,434.65,0,148.3,3.82,118.76,26.4,0,0,6.52,16.48,8.87,0,24.21,0,20,9.14,18.2,0,0,62.51,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,34.02,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.98,0,8.28,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

26,06:15-06:30,28.05,13.17,434.65,0,148.3,16.54,118.76,26.4,0,0,6.52,32.96,17.75,0,24.21,0,20,18.27,18.2,0,0,83.33,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.98,0,19.35,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

27,06:30-06:45,42.15,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.98,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

28,06:45-07:00,42.15,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,29.08,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

29,07:00-07:15,42.15,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,2.05,0,683.14,0,0,0,2.33,44.73,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,29.08,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

30,07:15-07:30,42.15,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,2.05,0,683.14,0,0,0,2.33,44.73,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,29.08,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

31,07:30-07:45,42.15,39.51,434.65,0,148.3,16.54,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,8.33,0,683.14,0,0,0,2.33,44.73,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,29.08,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

32,07:45-08:00,42.15,39.51,434.65,0,148.3,3.57,118.76,26.4,0,0,19.56,49.43,39.05,0,33.23,0,20,27.41,18.2,0,0,116.95,0,92,10.53,0,8.33,0,683.14,0,0,0,2.33,44.73,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.98,0,29.06,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

33,08:00-08:15,42.15,39.51,434.65,0,148.3,0,118.76,26.4,0,0,6.52,32.96,17.75,0,31.9,0,20,18.27,18.2,0,0,93.56,0,92,10.53,0,8.33,0,683.14,0,0,0,13.95,44.73,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.88,0,9.68,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

34,08:15-08:30,42.15,13.17,434.65,0,148.3,0,118.76,26.4,0,0,6.52,32.96,8.87,0,31.9,0,20,9.24,18.2,0,0,70.17,0,92,10.53,0,8.33,0,683.14,0,0,0,70.88,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.66,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

35,08:30-08:45,42.15,13.17,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,43.56,0,92,10.53,0,8.33,0,683.14,0,0,0,70.88,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

36,08:45-09:00,42.15,13.17,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,43.56,0,92,10.53,0,8.33,0,683.14,0,0,0,70.88,44.73,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.56,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

37,09:00-09:15,24.49,13.17,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,20.17,0,92,10.53,0,8.33,0,683.14,0,0,0,70.88,34.02,42.39,39.75,0,0,0,0,0,0,0,0.79,20.85,28.35,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

38,09:15-09:30,24.49,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.53,0,8.33,0,683.14,0,0,0,13.95,22.68,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,28.14,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

39,09:30-09:45,12.27,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,22.55,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.93,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

40,09:45-10:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,16.48,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.53,0,2.05,0,683.14,0,0,0,13.36,11.21,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.93,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

41,10:00-10:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.13,0,2.05,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.72,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

42,10:15-10:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.13,0,2.05,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.62,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

43,10:30-10:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,10.13,0,2.05,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.41,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

44,10:45-11:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,2.05,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.41,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

45,11:00-11:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.3,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

46,11:15-11:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.3,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

47,11:30-11:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.19,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

48,11:45-12:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,31.9,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.19,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

49,12:00-12:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.19,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

50,12:15-12:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.25,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.09,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

51,12:30-12:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.09,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

52,12:45-13:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,27.09,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

53,13:00-13:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.88,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

54,13:15-13:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,6.52,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,2.31,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.88,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

55,13:30-13:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,0,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.88,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

56,13:45-14:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,10.97,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

57,14:00-14:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,10.97,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

58,14:15-14:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,10.97,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

59,14:30-14:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,10.97,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

60,14:45-15:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,0,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,22.05,42.39,34.78,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

61,15:00-15:15,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,22.05,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

62,15:15-15:30,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,22.05,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

63,15:30-15:45,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,0,0,1.79,0,683.14,0,0,0,13.36,22.05,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

64,15:45-16:00,0,0,434.65,0,148.3,0,118.76,26.4,0,0,0,16.48,8.87,0,28.92,0,20,0,18.2,0,0,0,0,92,10.53,0,1.79,0,683.14,0,0,0,13.36,22.55,42.39,34.23,0,0,0,0,0,0,0,0.79,20.85,26.77,0,0,0,0,0,124.33,109.5,0,45.53,20.19,0,0,70.04,0,0,0,25.76,407.81,0,0,0,0,0,59.73

