Block,Time,NAPP,AURY_CRF,DHAULIGNGA,URI2,DADRT2,CHAMERA3,UNCHAHAR1,DADRI_LF,ANTA_RF,KISHANGANGA,AURY_GF,SINGRAULI,JHAJJAR,KOTESHWR,BSIUL,UNCHAHAR3,RAPPC,RIHAND1,ANTA_LF,CHAMERA1,UNCHAHAR4,ANTA_CRF,RAPPB,TANAKPUR,RAMPUR,KOLDAM,CHAMERA2,TEHRI,ANTA_GF,AURY_LF,DULHASTI,TANDA2,SALAL,DADRI_CRF,UNCHAHAR2,URI,SEWA2,RIHAND3,PARBATI3,AURY_RF,NJPC,DADRI_RF,SINGRAULI_HYDRO,RIHAND2,DADRI_GF,SASAN,KUDGI,FSTPP I & II,KHSTPP-II,BRBCL,TALA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,18.078837,0.000000,35.395151,19.518179,664.322252,18.722749,19.336327,0.000000,0.000000,0.000000,0.000000,134.754563,631.792092,25.751461,6.307570,25.527144,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,10.904179,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,83.176192,0.000000,41.003944,21.357984,5.028703,119.621759,0.000000,19.013926,147.939346,38.165789,1.017745,114.262312,0.000000,403.726838,9.67,13.784025,142.691864,14.836563,25.594758,42.862030,0,0,0,0,0

9,02:00-02:15,18.078837,0.000000,35.395151,19.518179,579.840343,18.722749,14.713020,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,25.751461,6.307570,20.149049,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,10.904179,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,83.176192,0.000000,41.003944,21.357984,5.028703,119.621759,0.000000,50.934826,147.939346,38.165789,1.017745,114.262312,0.000000,403.726838,9.67,13.784025,142.691864,15.006558,25.594758,43.155606,0,0,0,0,0

10,02:15-02:30,18.078837,0.000000,35.395151,19.518179,507.292843,18.722749,14.713020,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,25.751461,6.307570,19.152153,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,10.904179,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,83.176192,0.000000,41.003944,21.357984,5.028703,119.621759,0.000000,57.706216,147.939346,38.165789,1.017745,114.262312,0.000000,403.726838,9.67,13.784025,142.691864,15.636804,25.594758,43.155606,0,0,0,0,0

11,02:30-02:45,18.078837,0.000000,35.395151,19.518179,573.069243,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,25.751461,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,10.904179,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,83.176192,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,57.706216,147.939346,38.165789,1.017745,114.262312,0.000000,403.726838,9.67,13.784025,142.691864,17.254439,25.594758,43.151156,0,0,0,0,0

12,02:45-03:00,18.078837,0.000000,35.395151,19.518179,543.082943,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,25.751461,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,10.904179,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,83.176192,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,57.706216,147.939346,38.165789,1.017745,114.262312,0.000000,403.726838,9.67,13.784025,142.691864,17.535110,25.594758,43.151156,0,0,0,0,0

13,03:00-03:15,18.078837,0.000000,35.395151,19.518179,534.377243,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,38.360216,147.939346,38.165789,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,16.533697,25.594758,43.151156,0,0,0,0,0

14,03:15-03:30,18.078837,0.000000,35.395151,19.518179,505.358243,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,38.360216,147.939346,38.165789,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,17.605731,25.594758,43.151156,0,0,0,0,0

15,03:30-03:45,18.078837,0.000000,35.395151,19.518179,481.175743,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,19.013926,147.939346,17.927016,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,17.599879,25.594758,43.151156,0,0,0,0,0

16,03:45-04:00,18.078837,0.000000,35.395151,19.518179,438.614543,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,41.003944,22.425883,5.028703,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.056700,25.594758,43.151156,0,0,0,0,0

17,04:00-04:15,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,28.798843,22.425883,4.255056,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,10.631981,142.691864,19.346045,25.594758,43.151156,0,0,0,0,0

18,04:15-04:30,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,28.798843,45.919666,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,10.631981,142.691864,19.346045,25.594758,29.035638,0,0,0,0,0

19,04:30-04:45,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,28.798843,45.919666,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,10.631981,142.691864,19.346045,25.594758,29.035638,0,0,0,0,0

20,04:45-05:00,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.928187,0.000000,28.798843,22.425883,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,29.035638,0,0,0,0,0

21,05:00-05:15,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,28.798843,22.425883,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.274879,0,0,0,0,0

22,05:15-05:30,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,28.798843,22.425883,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.274879,0,0,0,0,0

23,05:30-05:45,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,43.876728,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,28.798843,22.425883,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

24,05:45-06:00,18.078837,0.000000,35.395151,19.518179,429.908843,18.722749,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,38.218139,30.469950,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,28.798843,22.425883,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,10.631981,128.388955,19.346045,25.594758,28.542121,0,0,0,0,0

25,06:00-06:15,18.078837,0.000000,35.395151,19.518179,447.320243,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,30.945862,30.469950,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,36.648460,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.780224,142.691864,19.346045,25.594758,42.269822,0,0,0,0,0

26,06:15-06:30,18.078837,0.000000,35.395151,19.518179,460.862443,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,40.852343,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

27,06:30-06:45,18.078837,0.000000,35.395151,19.518179,466.666243,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,17.167640,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,41.003944,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

28,06:45-07:00,18.078837,0.000000,35.395151,19.518179,463.764343,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,80.366186,0.000000,41.003944,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

29,07:00-07:15,18.078837,0.000000,35.395151,19.518179,446.352943,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,77.556179,0.000000,41.003944,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

30,07:15-07:30,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,77.556179,0.000000,41.003944,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,9.67,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

31,07:30-07:45,18.078837,0.000000,35.395151,31.749572,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,74.184172,0.000000,41.003944,45.919666,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,19.35,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

32,07:45:08:00,18.078837,0.000000,35.395151,31.749572,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,25.478759,30.469950,0.000000,0.000000,47.819981,0.000000,74.184172,0.000000,28.798843,45.919666,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,33.86,13.784025,142.691864,19.346045,25.594758,42.271010,0,0,0,0,0

33,08:00-08:15,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,19.341164,15.844374,0.000000,0.000000,47.819981,0.000000,74.184172,0.000000,28.798843,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,43.55,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

34,08:15-08:30,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,19.341164,15.844374,0.000000,0.000000,47.819981,0.000000,74.184172,0.000000,28.798843,29.901178,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,62.87,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

35,08:30-08:45,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,631.794413,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,19.341164,15.844374,0.000000,0.000000,47.819981,0.000000,77.556179,0.000000,28.798843,34.172774,0.000000,119.621759,0.000000,19.013926,147.939346,11.710424,1.017745,114.262312,0.000000,402.638625,77.38,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

36,08:45:09:00,18.078837,0.000000,35.395151,19.518179,420.807614,9.361375,7.813366,0.000000,0.000000,0.000000,0.000000,134.754563,568.994976,8.583820,6.307570,11.954247,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,19.341164,15.844374,0.000000,0.000000,47.819981,0.000000,77.556179,0.000000,28.798843,34.172774,0.000000,119.621759,0.000000,2.831448,147.939346,1.687737,1.017745,114.262312,0.000000,402.638625,91.89,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

37,09:00:09:15,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,568.994976,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,19.341164,15.844374,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,34.172774,0.000000,119.621759,0.000000,0.000000,147.939346,0.000000,1.017745,114.262312,0.000000,402.638625,60.22,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

38,09:15-09:30,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,14.625576,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,34.172774,0.000000,119.621759,0.000000,0.000000,147.939346,0.000000,1.017745,114.262312,0.000000,402.638625,68.68,10.631981,142.691864,19.346045,25.594758,28.542121,0,0,0,0,0

39,09:30-09:45,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,32.036976,0.000000,119.621759,0.000000,9.184997,147.939346,11.710424,1.017745,114.262312,0.000000,403.696609,68.84,10.631981,142.691864,19.346045,25.594758,22.287559,0,0,0,0,0

40,09:45-10:00,18.078837,0.000000,35.395151,19.518179,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,32.036976,0.000000,119.621759,0.000000,9.184997,147.939346,11.710424,1.017745,114.262312,0.000000,403.726838,91.89,10.631981,142.691864,19.346045,25.594758,31.118138,0,0,0,0,0

41,10:00-10:15,18.078837,0.000000,35.395151,26.024239,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,45.919666,0.000000,119.621759,0.000000,9.184997,147.939346,11.710424,1.017745,114.262312,0.000000,403.564041,93.83,10.631981,142.691864,19.346045,25.594758,31.118138,0,0,0,0,0

42,10:15-10:30,18.078837,0.000000,35.395151,31.749572,429.908843,9.361375,13.745720,0.000000,0.000000,0.000000,0.000000,134.754563,625.577189,8.583820,6.307570,18.184853,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,45.919666,0.000000,119.621759,0.000000,9.184997,147.939346,11.710424,1.017745,114.262312,0.000000,403.564041,96.73,10.631981,142.691864,19.346045,25.594758,31.118138,0,0,0,0,0

43,10:30-10:45,18.078837,0.000000,35.395151,31.749572,420.807614,9.361375,7.813366,0.000000,0.000000,0.000000,0.000000,134.754563,568.994976,8.583820,6.307570,10.353109,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,29.901178,0.000000,119.621759,0.000000,0.660729,147.939346,1.687737,1.017745,114.262312,0.000000,403.564041,105.44,10.631981,94.533455,19.346045,25.594758,22.287559,0,0,0,0,0

44,10:45-11:00,18.078837,0.000000,35.395151,31.749572,420.807614,9.361375,7.813366,0.000000,0.000000,0.000000,0.000000,134.754563,501.283976,8.583820,6.307570,10.353109,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,32.036976,0.000000,119.621759,0.000000,0.000000,147.939346,0.000000,1.017745,114.262312,0.000000,403.564041,108.72,10.631981,94.533455,18.896793,25.594758,22.287559,0,0,0,0,0

45,11:00-11:15,18.078837,0.000000,26.450528,20.819391,420.807614,9.361375,7.813366,0.000000,0.000000,0.000000,0.000000,134.754563,433.572976,8.583820,6.307570,11.954247,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,21.357984,0.000000,119.621759,0.000000,0.000000,147.939346,0.000000,1.017745,114.262312,0.000000,403.726761,116.08,13.784025,142.691864,18.289649,25.594758,31.118138,0,0,0,0,0

46,11:15-11:30,18.078837,0.000000,26.450528,19.518179,429.908843,9.361375,7.813366,0.000000,0.000000,0.000000,0.000000,134.754563,374.631157,8.583820,6.307570,11.954247,49.713900,88.991600,0.000000,13.589946,0.000000,0.000000,0.000000,11.771557,0.000000,0.000000,19.341164,0.000000,0.000000,0.000000,47.819981,0.000000,79.804185,0.000000,28.798843,21.357984,0.000000,119.621759,0.000000,0.000000,147.939346,0.000000,1.017745,114.262312,0.000000,403.726838,116.08,13.784025,142.691864,18.113096,25.594758,31.118138,0,0,0,0,0

