Block,Time Block,CHAMERA1,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,FSTPP I & II,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KISHANGANGA,MAPS,NLCEXP,KOTESHWR,NLCIIST1,NJPC,KKNPPU2,KOLDAM,NAPP,KUDGI,RAPPB,RIHAND2,RAMPUR,RIHAND1,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RSTPSU7,SALAL,SEWA2,RSTPSU1TO6,SASAN,SIMHST1,AURY_RF,DADRI_CRF,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,DADRI_GF,SIMHST2,TALA,TelanganaSTPP,TEHRI,TANDA2,SINGRAULI_HYDRO,TALST2,SINGRAULI,TANAKPUR,URI2,ANTA_GF,AURY_CRF,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,ANTA_RF,URI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,11.08,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,81.16,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,11.92,0,17.04,0,0.48,0,78.24,11.09,29.84,0,0,14.87,0,23.23,0,35.56,11.77,0,0,0,0,0,0,0,0

57,14:00-14:15,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,110.69,11.08,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,89.72,3.4,56.76,0,0,0,58.21,0,20.27,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,12.01,0,17.04,0,0.48,0,78.24,11.09,29.84,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

58,14:15-14:30,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,25.84,126.46,11.08,0,97.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,103.43,3.4,81.13,0,0,0,58.21,0,6.76,99.98,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,12.11,0,17.04,0,0.48,0,87.6,11.09,29.84,0,0,17.89,0,28.378,0,35.56,13.76,0,0,0,0,0,0,0,0

59,14:30-14:45,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,33.98,164.93,11.08,0,125.63,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,6.76,122.71,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,11.79,0,34.08,0,0.48,0,112.37,11.09,25.58,0,0,17.89,0,28.378,0,35.03,13.76,0,0,0,0,0,0,0,0

60,14:45-15:00,27.35,14.43,0,30.85,42.53,38.85,51.73,362.89,33.98,184.17,13.75,0,125.63,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,9.04,0,51.12,0,0.48,0,112.37,11.09,25.58,0,0,17.89,0,28.378,0,35.03,13.76,0,0,0,0,0,0,0,0

61,15:00-15:15,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,33.98,193.78,11.25,0,125.63,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,8.8,0,65.13,0,0.48,0,112.37,11.09,26.99,0,0,17.89,0,28.378,0,35.03,13.76,0,0,0,0,0,0,0,0

62,15:15-15:30,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,39.04,193.78,11.25,0,142.62,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,4.23,0,397.61,0,0,0,0,0,0,0,0,0,8.8,0,65.13,0,0.48,0,112.37,11.09,26.99,0,0,17.89,0,28.378,0,35.03,13.76,0,0,0,0,0,0,0,0

63,15:30-15:45,27.35,14.43,12.54,30.85,42.53,38.85,51.73,362.89,39.04,110.69,11.25,0,142.62,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.99,0,65.13,0,0.48,0,112.37,11.33,26.99,0,0,14.39,0,23.12,0,35.03,11.77,0,0,0,0,0,0,0,0

64,15:45-16:00,27.35,14.43,12.54,30.85,42.53,38.85,51.73,362.89,39.04,110.69,11.25,0,142.62,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.93,0,65.13,0,0.48,0,112.37,11.33,26.99,0,0,19.28,0,30.56,0,35.03,14.91,0,0,0,0,0,0,0,0

65,16:00-16:15,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,30.89,110.69,11.25,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.85,0,65.13,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.03,11.77,0,0,0,0,0,0,0,0

66,16:15-16:30,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,30.89,110.69,9.67,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.8,0,65.13,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,44.59,11.77,0,0,0,0,0,0,0,0

67,16:30-16:45,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,30.89,110.69,9.67,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.76,0,65.13,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,44.59,11.77,0,0,0,0,0,0,0,0

68,16:45-17:00,27.35,14.43,6.27,30.85,42.53,38.85,51.73,362.89,30.89,110.69,9.67,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.68,0,65.13,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

69,17:00-17:15,27.35,14.43,1.06,30.85,42.53,38.85,51.73,362.89,30.89,110.69,9.67,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,5.57,0,397.61,0,0,0,0,0,0,0,0,0,8.57,0,65.13,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

70,17:15-17:30,27.35,14.43,1.06,30.85,42.53,38.85,51.73,362.89,30.89,110.69,9.67,0,114.61,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,8.48,0,66.71,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

71,17:30-17:45,34.57,14.43,1.06,30.85,42.53,38.85,51.73,362.89,39.04,110.69,11.25,0,140.7,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,8.46,0,68.16,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

72,17:45-18:00,40.54,14.43,1.06,30.85,42.53,38.85,51.73,362.89,39.04,110.69,11.25,0,142.62,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,8.31,0,68.16,0,0.48,0,112.37,11.33,25.58,0,0,14.39,0,23.12,0,35.56,11.77,0,0,0,0,0,0,0,0

73,18:00-18:15,40.54,14.43,1.06,30.85,42.53,38.85,51.73,362.89,39.04,162.05,11.25,0,142.62,0,0,2.77,0,0,18.58,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,8.15,0,68.16,0,0.48,0,112.37,9.37,25.58,0,0,14.31,0,23.12,0,44.59,11.77,0,0,0,0,0,0,0,0

74,18:15-18:30,40.54,14.43,1.06,30.85,42.53,38.85,51.73,424.99,39.04,258.28,11.25,0,142.62,0,0,2.77,0,0,27.87,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,51.35,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,7.97,0,68.16,0,0.48,0,112.37,9.37,25.58,0,0,19.95,0,28.2,0,44.59,15.47,0,0,0,0,0,0,0,0

75,18:30-18:45,40.54,19.23,3.17,30.85,42.53,38.85,51.73,429.05,39.04,319.96,11.25,0,142.62,0,0,4.15,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,51.35,122.71,0,62.58,11.13,0,397.61,0,0,0,0,0,0,0,0,0,6.56,0,68.16,0,0.48,0,112.37,9.37,25.58,0,0,22.48,0,29.854,0,38.23,17.41,0,0,0,0,0,0,0,0

76,18:45-19:00,41.03,19.23,19.44,30.85,43.9,39.83,54.71,477.14,39.04,319.96,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,51.35,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,6.36,0,68.16,0,0.48,0,112.37,10.22,25.58,0,0,22.48,0,29.854,0,38.23,17.41,0,0,0,0,0,0,0,0

77,19:00-19:15,41.03,18.51,19.44,30.85,43.9,39.83,54.71,529.21,39.04,342.38,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,51.35,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,6.54,0,68.16,0,0.48,0,112.37,10.22,25.58,0,0,22.48,0,32.265,0,38.23,17.41,0,0,0,0,0,0,0,0

78,19:15-19:30,41.03,18.88,19.44,30.85,43.9,39.83,54.71,584.22,39.04,342.38,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,51.35,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,6.42,0,68.16,0,0.48,0,112.37,10.22,25.58,0,0,22.48,0,35.71,0,38.23,17.41,0,0,0,0,0,0,0,0

79,19:30-19:45,41.03,19.23,19.44,30.85,43.9,39.83,54.71,652.87,39.04,369.21,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,35.14,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,6.81,0,68.16,0,0.48,0,112.37,10.22,25.58,0,0,25.09,0,40.286,0,38.23,19.54,0,0,0,0,0,0,0,0

80,19:45-20:00,41.03,19.23,19.44,30.85,43.9,39.83,54.71,653.84,39.04,370,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,6.76,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,6.88,0,68.16,0,0.48,0,112.37,10.22,25.58,0,0,25.09,0,40.296,0,38.23,19.54,0,0,0,0,0,0,0,0

81,20:00-20:15,41.03,19.23,19.44,30.85,43.9,39.83,54.71,653.84,39.04,370,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.07,0,68.16,0,0,0,112.37,10.22,25.58,0,0,25.09,0,40.296,0,38.23,17.07,0,0,0,0,0,0,0,0

82,20:15-20:30,41.03,19.23,19.44,30.85,43.9,39.83,54.71,653.84,39.04,370,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.13,0,68.16,0,0,0,112.37,10.22,25.58,0,0,25.09,0,40.296,0,38.23,14.56,0,0,0,0,0,0,0,0

83,20:30-20:45,41.03,19.23,19.44,30.85,43.9,39.83,54.71,653.84,39.04,370,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.24,0,68.16,0,0,0,112.37,10.22,25.58,0,0,25.09,0,40.296,0,38.23,13.43,0,0,0,0,0,0,0,0

84,20:45-21:00,40.54,19.23,6.27,30.85,42.53,38.85,51.73,653.84,39.04,370,11.25,0,142.62,0,0,4.15,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.38,0,68.16,0,0,0,112.37,9.12,25.58,0,0,25.09,0,40.296,0,38.23,13.43,0,0,0,0,0,0,0,0

85,21:00-21:15,40.54,19.23,6.27,30.85,42.53,38.85,51.73,656.669,39.04,374.34,11.25,0,142.62,0,0,4.15,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.46,0,68.16,0.15,0,0,112.37,9.12,25.58,0,0,25.72,0,41.552,0,38.23,19.76,0,0,1.56,0,0,0,0,0

86,21:15-21:30,40.54,19.23,6.27,30.85,42.53,38.85,51.73,656.669,39.04,374.34,11.25,0,142.62,0,0,4.15,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.55,0,68.16,0.15,0,0,112.37,9.12,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

87,21:30-21:45,40.54,19.23,6.27,30.85,42.53,38.85,51.73,656.669,39.04,374.34,11.25,0,142.62,0,0,4.15,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,11.14,0,397.61,0,0,0,0,0,0,0,0,0,7.71,0,68.16,0.15,0,0,112.37,9.12,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

88,21:45-22:00,41.03,19.23,19.44,30.85,43.9,39.83,54.71,656.669,39.04,374.34,11.25,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.55,0,68.16,0.15,0,0,112.37,10.22,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

89,22:00-22:15,41.03,19.23,19.44,30.85,43.9,39.83,54.71,656.669,39.04,374.34,11.82,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.66,0,68.16,0.15,0,0,112.37,10.22,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

90,22:15-22:30,41.03,19.23,19.44,30.85,43.9,39.83,54.71,656.669,39.04,374.34,11.92,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.78,0,68.16,0.15,0,0,112.37,10.22,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

91,22:30-22:45,41.03,19.23,19.44,30.85,43.9,39.83,54.71,656.669,39.04,374.34,12.28,0,142.62,0,0,4.15,0,0,40.88,0,162.2,0,5.15,43.5,0,0,117.05,3.48,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.83,0,68.16,0.15,0,0,112.37,10.22,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

92,22:45-23:00,40.54,19.23,12.54,30.85,42.53,38.85,51.73,656.669,39.04,374.34,12.68,0,142.62,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,109.37,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.9,0,67.61,0.15,0,0,112.37,9.37,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

93,23:00-23:15,40.54,19.23,12.54,30.85,42.53,38.85,51.73,656.669,39.04,374.34,13.09,0,142.62,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,117.84,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.94,0,67.61,0.15,0,0,112.37,9.37,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

94,23:15-23:30,40.54,19.23,12.54,30.85,42.53,38.85,51.73,656.669,39.04,374.34,13.49,0,142.62,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.7,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,8.05,0,67.61,0.15,0,0,112.37,9.37,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

95,23:30-23:45,40.54,19.08,12.54,30.85,42.53,38.85,51.73,656.669,39.04,374.34,13.74,0,142.62,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.78,0,65.13,0.15,0,0,112.37,9.37,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

96,23:45-24:00,40.54,16.25,12.54,30.85,42.53,38.85,51.73,656.669,39.04,374.34,13.75,0,142.62,0,0,2.77,0,0,37.16,0,160.7,0,5.15,43.5,0,0,117.05,3.4,81.13,0,0,0,58.21,0,20.27,122.71,0,62.58,16.7,0,397.61,0,0,0,0,0,0,0,0,0,7.78,0,65.13,0.15,0,0,112.37,9.37,25.58,0,0,25.72,0,41.552,0,38.23,19.93,0,0,1.56,0,0,0,0,0

