Block,Time,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31102037/L_NR_2019_11
15,03:30-03:45,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5.55,0,0,272.220000,7.5,0,0,3.770000,6.01,17.82,0.000000,261.910000,101.380000,0,0,17.82,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

16,03:45-04:00,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5.27,0,0,272.220000,7.5,0,0,3.770000,6.01,17.46,0.000000,261.910000,101.380000,0,0,17.46,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

17,04:00-04:15,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,4.92,0,0,272.220000,7.5,0,0,3.770000,6.01,17.2,0.000000,261.910000,101.380000,0,0,17.2,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

18,04:15-04:30,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,4.64,0,0,272.220000,7.5,0,0,3.770000,6.01,16.97,0.000000,261.910000,101.380000,0,0,16.97,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

19,04:30-04:45,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,4.38,0,0,272.220000,7.5,0,0,3.770000,6.01,16.66,0.000000,261.910000,101.380000,0,0,16.66,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

20,04:45-05:00,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5,0,0,272.220000,7.5,0,0,3.770000,6.01,13.05,0.000000,261.910000,101.380000,0,0,13.05,7.5,0.000000,3.740000,0,0,0.000000,0,22.5,0,0,3.310000

21,05:00-05:15,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5,0,0,272.220000,7.5,0,0,3.770000,6.01,13.02,0.000000,261.910000,101.380000,0,0,13.02,7.5,0.000000,3.660000,0,0,0.000000,0,22.5,0,0,3.310000

22,05:15-05:30,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5,0,0,272.220000,7.5,0,0,3.770000,6.01,12.96,0.000000,261.910000,101.380000,0,0,12.96,7.5,0.000000,3.660000,0,0,0.000000,0,22.5,0,0,3.310000

23,05:30-05:45,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5,0,0,272.220000,7.5,0,0,3.770000,6.01,12.89,0.000000,261.910000,101.380000,0,0,12.89,7.5,0.000000,3.660000,0,0,0.000000,0,22.5,0,0,3.310000

24,05:45-06:00,30.970000,118.080000,0.000000,30.930000,0.000000,30.970000,0,5,0,0,272.220000,7.5,0,0,3.770000,6.01,12.87,0.000000,261.910000,101.380000,0,0,12.87,7.5,0.000000,3.660000,0,0,0.000000,0,22.5,0,0,3.310000

25,06:00-06:15,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,0,5,1.45,0,272.220000,7.5,0,0,3.730000,6.01,12.83,0.000000,261.910000,101.380000,0,0,12.83,7.5,0.000000,3.660000,1.21,0,0.000000,0,22.5,0,0,3.310000

26,06:15-06:30,30.970000,118.080000,0.000000,29.970000,0.000000,30.970000,1.829804,5,3,0,272.220000,7.5,0,0,3.730000,6.01,12.81,0.000000,261.910000,101.380000,0,0,12.81,7.5,0.000000,3.660000,3.42,0,0.000000,0,22.5,0,0,3.310000

27,06:30-06:45,30.970000,118.080000,0.010000,29.970000,0.000000,30.970000,10.132053,5,8,0.32,272.220000,7.5,1,0.64,3.730000,6.01,12.78,0.010000,261.910000,101.380000,4,0.23,12.78,7.5,0.000000,3.660000,8.55,2,0.010000,0.04,22.5,0.33,1.48,3.310000

28,06:45-07:00,30.970000,118.080000,0.220000,29.970000,0.000000,30.970000,19.018282,5,15,1.08,272.220000,7.5,16.48,2.34,3.730000,6.01,12.86,0.220000,261.910000,101.380000,7,0.92,12.86,7.5,0.000000,3.660000,16.88,3,0.220000,0.18,22.5,1.67,5.47,3.310000

29,07:00-07:15,30.970000,118.080000,0.790000,29.970000,0.000000,30.970000,27.466526,5,21.99,2.55,272.220000,7.5,29.23,5.27,3.730000,6.01,12.93,0.770000,261.910000,101.380000,4,9.31,12.93,7.5,0.000000,3.660000,29.23,2,0.770000,1.86,22.5,2.33,12.29,3.230000

30,07:15-07:30,30.970000,118.080000,1.590000,29.970000,0.000000,30.970000,36.576614,5,28.51,4.69,272.220000,7.5,28.52,9,3.730000,6.01,13,1.560000,261.910000,101.380000,6,21.93,13,7.5,0.000000,3.660000,28.52,3,1.560000,4.39,22.5,5,21,3.230000

31,07:30-07:45,30.970000,118.080000,2.670000,29.970000,0.000000,30.970000,46.183085,5.01,30.04,7.47,272.220000,7.5,30.03,16,3.730000,6.01,13.05,2.610000,261.910000,101.380000,15,39.15,13.05,7.5,0.000000,3.660000,30.03,7,2.610000,7.83,22.5,11.75,39,3.230000

32,07:45:08:00,30.970000,118.080000,3.740000,29.970000,0.000000,30.970000,55.877153,5.2,30.54,11.72,272.220000,7.5,30.53,22,3.730000,6.01,13.42,3.650000,261.910000,101.380000,21,50.39,13.42,7.5,0.000000,3.660000,30.53,10,3.650000,10.08,22.5,18.25,53,3.230000

33,08:00-08:15,30.970000,118.080000,5.230000,29.970000,0.000000,30.970000,65.035906,5.37,31.54,15.27,272.220000,7.5,31.53,28,3.730000,6.01,12.96,5.100000,261.910000,101.380000,25,73.5,12.96,7.5,0.000000,3.660000,31.53,13,5.100000,14.7,22.5,25.33,67,3.230000

34,08:15-08:30,30.970000,118.080000,6.590000,29.970000,0.000000,30.970000,73.299223,5.53,31.86,18.99,272.220000,7.5,31.87,34,3.730000,6.01,12.89,6.430000,261.910000,101.380000,34,101.19,12.89,7.5,0.000000,3.660000,31.87,17,6.430000,20.24,22.5,32.73,81,3.230000

35,08:30-08:45,30.970000,118.080000,7.940000,29.970000,0.000000,30.970000,80.744968,5.71,31.86,22.66,272.220000,7.5,31.87,40,3.730000,6.01,12.87,7.740000,261.910000,101.380000,44,124.17,12.87,7.5,0.000000,3.660000,31.87,22,7.740000,24.83,22.5,40.36,95,3.230000

36,08:45:09:00,30.970000,118.080000,9.210000,29.970000,0.000000,30.970000,87.528869,5.55,31.86,26.01,272.220000,7.5,31.87,46,3.730000,6.01,12.83,8.980000,261.910000,101.380000,47,145.21,12.83,7.5,0.000000,3.660000,31.87,23,8.980000,29.04,22.5,47.87,109,3.230000

37,09:00:09:15,30.970000,118.080000,10.460000,29.970000,0.000000,30.970000,90.069182,5.38,32.04,29.02,272.220000,7.5,32.03,52,3.530000,6.01,12.81,10.200000,249.720000,101.380000,56,165.27,12.81,7.5,0.000000,3.660000,32.03,28,10.200000,33.05,22.5,54.79,123,3.230000

38,09:15-09:30,30.970000,118.080000,11.550000,29.970000,0.000000,30.970000,95.149808,5.34,32.04,31.75,272.220000,7.5,32.03,57,3.530000,6.01,12.78,11.270000,249.720000,101.380000,60,183.68,12.78,7.5,0.000000,3.660000,32.03,30,11.270000,36.73,22.5,61.16,133,3.230000

39,09:30-09:45,30.970000,118.080000,12.530000,30.930000,0.000000,30.970000,99.305799,5.34,32.04,34.19,272.220000,7.5,32.03,61,3.530000,6.01,12.86,12.220000,249.720000,101.380000,64,201.01,12.86,7.5,0.000000,3.660000,32.03,32,12.220000,40.2,22.5,67.29,144,3.230000

40,09:45-10:00,30.970000,118.080000,13.390000,30.930000,0.000000,30.970000,103.004339,5.34,32.04,36.33,272.220000,7.5,32.03,66,3.530000,6.01,12.93,13.050000,249.720000,101.380000,67,218.38,12.93,7.5,0.000000,3.660000,32.03,34,13.050000,43.67,22.5,72.61,154,3.230000

41,10:00-10:15,30.970000,118.080000,14.130000,30.930000,0.000000,30.970000,106.177297,5.34,32.04,38.19,272.220000,7.5,32.03,70,3.530000,6.01,13,13.790000,249.720000,101.380000,73,231.98,13,7.5,0.000000,3.580000,32.03,37,13.790000,46.4,22.5,77.55,165,3.230000

42,10:15-10:30,30.970000,118.080000,14.650000,30.930000,0.000000,30.970000,110.313822,5.34,32.04,39.8,272.220000,7.5,32.03,73,3.530000,6.01,13.05,14.300000,249.720000,101.380000,76,233.33,13.05,7.5,0.000000,3.580000,32.03,38,14.300000,46.67,22.5,81.88,172,3.230000

43,10:30-10:45,30.970000,118.080000,15.160000,30.930000,0.000000,30.970000,132.748387,5.34,32.04,40.25,272.220000,7.5,32.03,78,3.530000,6.01,13.42,14.780000,249.720000,101.380000,79,233.33,13.42,7.5,0.000000,3.580000,32.03,40,14.780000,46.67,22.5,83.62,182,3.230000

44,10:45-11:00,30.970000,118.080000,15.540000,30.930000,0.000000,30.970000,136.330131,5.34,32.04,41.61,272.220000,7.5,32.03,79,3.530000,6.01,13.83,15.160000,249.720000,101.380000,79,233.33,13.83,7.5,0.000000,3.580000,32.03,40,15.160000,46.67,22.5,85.56,186,3.230000

45,11:00-11:15,30.970000,118.080000,15.850000,30.930000,0.000000,30.970000,139.464157,5.34,32.04,42.67,272.220000,7.5,32.03,79,3.530000,6.01,14.31,15.460000,249.720000,101.380000,81,233.33,14.31,7.5,0.000000,3.580000,32.03,41,15.460000,46.67,22.5,86.72,186,3.470000

46,11:15-11:30,30.970000,118.080000,16.140000,30.930000,0.000000,30.970000,141.946072,5.34,32.04,43.47,272.220000,7.5,32.03,84,3.530000,6.01,14.71,15.750000,249.720000,101.380000,83,233.33,14.71,7.5,0.000000,3.580000,32.03,42,15.750000,46.67,22.5,89.29,196,3.470000

47,11:30-11:45,30.970000,118.080000,16.300000,29.970000,0.000000,30.970000,143.406022,5.34,32.04,44.5,272.220000,7.5,32.03,84,3.530000,6.01,14.82,15.910000,249.720000,101.380000,82,233.33,14.82,7.5,0.000000,3.580000,32.03,42,15.910000,46.67,22.5,89.69,196,3.470000

48,11:45-12:00,30.970000,118.080000,16.390000,29.970000,0.000000,30.970000,144.573982,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.530000,6.01,14.93,15.990000,249.720000,101.380000,82,233.33,14.93,7.5,0.000000,3.580000,32.03,40,15.990000,46.67,22.5,90.6,196,3.470000

49,12:00-12:15,30.970000,118.080000,16.440000,29.970000,0.000000,30.970000,150.559777,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,6.01,14.93,16.030000,249.720000,101.380000,81,233.33,14.93,7.5,0.000000,3.580000,32.03,40,16.030000,46.67,22.5,91,196,3.470000

50,12:15-12:30,30.970000,118.080000,16.410000,31.900000,0.000000,30.970000,150.131525,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,7.08,15.01,16.010000,249.720000,101.380000,80,233.33,15.01,7.5,0.000000,3.580000,32.03,40,16.010000,46.67,22.5,90.67,196,3.470000

51,12:30-12:45,30.970000,118.080000,16.360000,31.900000,0.000000,30.970000,148.593711,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,7.14,15.04,15.960000,249.720000,101.380000,81,233.33,15.04,7.5,0.000000,3.580000,32.03,40,15.960000,46.67,22.5,90.88,196,3.470000

52,12:45-13:00,30.970000,118.080000,16.280000,31.900000,0.000000,30.970000,146.209126,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,7.17,15.02,15.890000,249.720000,101.380000,81,233.33,15.02,7.5,0.000000,3.580000,32.03,40,15.890000,46.67,22.5,90.22,196,3.470000

53,13:00-13:15,30.970000,118.080000,16.200000,31.900000,0.000000,30.970000,142.870707,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,7.14,15.04,15.800000,249.720000,101.380000,81,233.33,15.04,7.5,0.000000,3.660000,32.03,41,15.800000,46.67,22.5,89.2,196,3.620000

54,13:15-13:30,30.970000,118.080000,16.010000,31.900000,0.000000,30.970000,138.549255,5.34,32.04,45.5,272.220000,7.5,32.03,84,3.580000,7.2,15.05,15.620000,249.720000,101.380000,79,233.33,15.05,7.5,0.000000,3.660000,32.03,39,15.620000,46.67,22.5,87.67,196,3.620000

55,13:30-13:45,30.970000,118.080000,15.740000,31.900000,0.000000,30.970000,135.522292,5.34,32.04,44.5,272.220000,7.5,32.03,84,3.580000,7.31,15.35,15.360000,249.720000,101.380000,79,233.33,15.35,7.5,0.000000,3.660000,32.03,39,15.360000,46.67,22.5,85.64,196,3.620000

56,13:45-14:00,30.970000,118.080000,15.420000,31.900000,0.000000,30.970000,129.672759,5.34,32.04,43,272.220000,7.5,32.03,84,3.580000,8.14,15.72,15.040000,249.720000,101.380000,77,233.33,15.72,7.5,0.000000,3.660000,32.03,38,15.040000,46.67,22.5,83.3,196,3.620000

57,14:00-14:15,30.970000,118.080000,15.050000,31.900000,0.000000,30.970000,123.297644,5.34,32.04,40,272.220000,7.5,32.03,82,3.580000,10.48,16.13,14.680000,249.720000,101.380000,72,233.33,16.13,7.5,0.000000,3.740000,32.03,36,14.680000,46.67,22.5,81.85,193,3.620000

58,14:15-14:30,30.970000,118.080000,14.620000,31.900000,0.000000,30.970000,116.620806,5.34,32.04,39,272.220000,7.5,32.03,82,3.580000,11.74,16.42,14.270000,249.720000,101.380000,67,233.33,16.42,7.5,0.000000,3.740000,32.03,34,14.270000,46.67,22.5,80,193,3.620000

59,14:30-14:45,30.970000,118.080000,13.870000,31.900000,0.000000,30.970000,109.20426,5.34,32.04,38.61,272.220000,7.5,32.03,79,3.580000,13.14,16.87,13.530000,249.720000,101.380000,64,233.33,16.87,7.5,0.000000,3.740000,32.03,32,13.530000,46.67,22.5,77.11,186,3.620000

60,14:45-15:00,30.970000,118.080000,13.210000,31.900000,0.000000,30.970000,100.999341,5.56,32.04,36.71,272.220000,7.5,32.03,76,3.580000,15.01,17.54,12.880000,249.720000,101.380000,61,226.42,17.54,7.5,0.000000,3.740000,32.03,30,12.880000,45.28,22.5,74.68,179,3.620000

61,15:00-15:15,30.970000,118.080000,12.350000,31.900000,0.000000,30.970000,83.538339,5.79,32.2,34.79,272.220000,7.5,32.2,73,3.630000,16.6,18.1,12.040000,249.720000,101.380000,57,213.54,18.1,7.5,0.000000,3.890000,32.2,28,12.040000,42.71,22.5,69.68,172,3.770000

62,15:15-15:30,30.970000,118.080000,11.630000,31.900000,0.000000,30.970000,73.708009,6.12,32.5,32.61,272.220000,7.5,32.5,69,3.630000,16.87,18.7,11.350000,249.720000,101.380000,51,199.14,18.7,7.5,0.000000,3.890000,32.5,26,11.350000,39.83,22.5,64.33,161,3.770000

63,15:30-15:45,30.970000,118.080000,10.710000,31.900000,0.000000,30.970000,63.760883,7.34,32.5,30.22,272.220000,7.5,32.5,64,3.630000,24.08,19.21,10.440000,249.720000,101.380000,47,183.48,19.21,7.5,0.000000,3.890000,32.5,23,10.440000,36.69,22.5,58.49,151,3.770000

64,15:45-16:00,30.970000,118.080000,9.440000,31.900000,0.000000,30.970000,53.950019,7.34,32.5,27.64,272.220000,7.5,32.5,58,3.630000,23.98,16.2,9.220000,249.720000,101.380000,41,166.47,16.2,7.5,0.000000,3.890000,32.5,21,9.220000,33.29,22.5,52.19,137,3.770000

65,16:00-16:15,30.970000,118.080000,8.290000,31.900000,0.000000,30.970000,44.645271,7.34,32.5,24.79,272.220000,7.5,32.5,52,3.630000,23.14,16.62,8.080000,249.720000,101.380000,35,148.41,16.62,7.5,0.000000,4.050000,32.5,18,8.080000,29.68,22.5,45.4,123,3.850000

66,16:15-16:30,30.970000,118.080000,6.980000,30.930000,0.000000,30.970000,35.515717,7.34,32.5,22.62,272.220000,7.5,32.5,46,3.630000,22.08,17.81,6.810000,249.720000,101.380000,30,129.11,17.81,7.5,0.000000,4.050000,32.5,15,6.810000,25.82,22.5,38.56,109,3.850000

67,16:30-16:45,30.970000,118.080000,5.750000,30.930000,0.000000,30.970000,25.636722,7.34,32.5,19.18,272.220000,7.5,32.5,40,3.630000,15.33,18.55,5.610000,249.720000,101.380000,26,108.73,18.55,7.5,0.000000,4.050000,32.5,13,5.610000,21.74,22.5,31.33,95,3.850000

68,16:45-17:00,30.970000,118.080000,4.440000,30.930000,0.000000,30.970000,17.947652,7.34,25,15.44,272.220000,7.5,33,33,3.630000,15.53,19.3,4.330000,249.720000,101.380000,19,88.14,19.3,7.5,0.000000,4.050000,33,9,4.330000,17.63,22.5,24.59,77,3.850000

69,17:00-17:15,30.970000,118.080000,3.140000,30.930000,0.000000,30.970000,10.083388,7.34,20,11.58,272.220000,7.5,33,25,3.730000,15.22,20.04,3.070000,249.720000,101.380000,15,67.35,20.04,7.5,0.000000,4.050000,28.99,8,3.070000,13.47,22.5,17.48,60,3.850000

70,17:15-17:30,30.970000,118.080000,2.050000,30.930000,0.000000,30.970000,5.625674,7.34,15,9.82,272.220000,7.71,18.32,18,3.730000,15.22,21.2,2.010000,249.720000,101.380000,20,47.87,21.2,7.72,0.000000,4.050000,16.34,10,2.010000,9.57,23.16,11.03,42,3.850000

71,17:30-17:45,30.970000,118.080000,1.080000,30.930000,0.000000,30.970000,1.615678,7.34,8.74,6.46,272.220000,7.5,7.67,12,3.730000,14.87,22.54,1.050000,249.720000,101.380000,18,30.28,22.54,7.5,0.000000,3.120000,7.34,9,1.050000,6.06,22.5,5.73,28,3.850000

72,17:45-18:00,30.970000,118.080000,0.390000,30.930000,0.000000,30.970000,0.535315,7.34,2.7,3.79,272.220000,8,1.3,7,3.730000,15.33,23.44,0.380000,249.720000,101.380000,17,15.92,23.44,8,0.000000,3.810000,1.18,8,0.380000,3.18,24,1.62,18,3.850000

73,18:00-18:15,30.970000,118.080000,0.040000,31.900000,0.000000,30.970000,0,8,0,1.92,272.220000,8.66,0,4,3.730000,17.04,17.14,0.040000,249.720000,101.380000,10,5.97,17.14,8.67,0.000000,3.810000,0,5,0.040000,1.19,26,0.33,11,3.700000

74,18:15-18:30,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,8.66,0,0.6,272.220000,9.34,0,3,3.730000,12.93,17.52,0.000000,249.720000,101.380000,7,0.78,17.52,9.33,0.000000,3.810000,0,3,0.000000,0.15,28,0,7,3.700000

75,18:30-18:45,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,9.34,0,0,272.220000,10,0,1,3.730000,12.07,18.21,0.000000,249.720000,101.380000,0,2.38,18.21,10,0.000000,3.810000,0,0,0.000000,0.47,30,0,4,3.700000

76,18:45-19:00,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,10,0,0,272.220000,10.5,0,0,3.730000,10.87,19.88,0.000000,249.720000,101.380000,0,0.26,19.88,10.5,0.000000,3.810000,0,0,0.000000,0.05,31.5,0,0,3.700000

77,19:00-19:15,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,11.08,0,0,272.220000,10.97,0,0,3.770000,9.88,21.21,0.000000,249.720000,101.380000,0,0,21.21,10.96,0.000000,3.660000,0,0,0.000000,0,32.89,0,0,3.540000

78,19:15-19:30,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,10.64,0,0,272.220000,11.06,0,0,3.770000,9.78,22.88,0.000000,249.720000,101.380000,0,0,22.88,11.05,0.000000,3.660000,0,0,0.000000,0,33.16,0,0,3.540000

79,19:30-19:45,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,10.16,0,0,272.220000,10.99,0,0,3.770000,8.34,24.88,0.000000,249.720000,101.380000,0,0,24.88,11,0.000000,3.660000,0,0,0.000000,0,33,0,0,3.540000

80,19:45-20:00,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,9.72,0,0,272.220000,10.99,0,0,3.770000,7.41,27.21,0.000000,249.720000,101.380000,0,0,27.21,11,0.000000,3.660000,0,0,0.000000,0,32.99,0,0,3.540000

81,20:00-20:15,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,9.32,0,0,272.220000,10.89,0,0,3.770000,7.41,29.54,0.000000,249.720000,101.380000,0,0,29.54,10.91,0.000000,3.660000,0,0,0.000000,0,32.72,0,0,3.470000

82,20:15-20:30,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,8.93,0,0,272.220000,10.72,0,0,3.770000,7.41,32.23,0.000000,249.720000,101.380000,0,0,32.23,10.72,0.000000,3.660000,0,0,0.000000,0,32.16,0,0,3.470000

83,20:30-20:45,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,8.58,0,0,272.220000,10.75,0,0,3.770000,7.41,32.4,0.000000,249.720000,101.380000,0,0,32.4,10.76,0.000000,3.660000,0,0,0.000000,0,32.27,0,0,3.470000

84,20:45-21:00,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,8.25,0,0,272.220000,10.7,0,0,3.770000,7.41,30.4,0.000000,249.720000,101.380000,0,0,30.4,10.7,0.000000,3.660000,0,0,0.000000,0,32.11,0,0,3.470000

85,21:00-21:15,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,8.06,0,0,272.220000,10.72,0,0,3.730000,7.41,30.33,0.000000,249.720000,101.380000,0,0,30.33,10.71,0.000000,3.500000,0,0,0.000000,0,32.14,0,0,3.470000

86,21:15-21:30,30.970000,118.080000,0.000000,31.900000,0.000000,30.970000,0,7.34,0,0,272.220000,10.29,0,0,3.730000,7.41,30.16,0.000000,249.720000,101.380000,0,0,30.16,10.31,0.000000,3.500000,0,0,0.000000,0,30.92,0,0,3.470000

