Block,Time,L_NR_2023_04,L_NR_2019_05,L_NR_2020_05,LT-59,L_NR_2019_19,L_NR_2022_10,LT-36,L_NR_2020_07,L_NR_2019_06,L_NR_2021_16,L_NR_2012_04,L_NR_2021_13,L_NR_2021_17,L_NR_2020_02,L_NR_2022_08,SH-07,LT_MEJA_Delhi,L_NR_2021_15,LT-31,L_NR_2018_61,L_NR_2022_09,L_NR_2021_12,L_NR_2019_11,L_NR_2012_07,L_NR_2020_06,SH-06,L_NR_2019_07,L_NR_2021_14,L_NR_2012_01,L_NR_2012_02,LT-05,LT-35
9,02:00-02:15,0.000000,0,42.67,10.360000,0,30.37,0.000000,14.22,0,0,132.870000,0,0,11.920000,12.83,0.000000,3.960000,0,0.000000,21.35,30.37,0,10.780000,68.320000,14.23,0.000000,0,0,48.400000,226.430000,111.920000,0.000000

10,02:15-02:30,0.000000,0,41.49,10.360000,0,29.52,0.000000,13.84,0,0,132.870000,0,0,11.920000,11.17,0.000000,3.960000,0,0.000000,21.63,29.52,0,10.780000,68.320000,13.83,0.000000,0,0,48.400000,226.430000,107.650000,0.000000

11,02:30-02:45,0.000000,0,39.97,10.360000,0,28.44,0.000000,13.34,0,0,132.870000,0,0,11.920000,9.29,0.000000,3.960000,0,0.000000,21.65,28.44,0,10.780000,48.310000,13.32,0.000000,0,0,48.400000,225.240000,103.380000,0.000000

12,02:45-03:00,0.000000,0,38.97,10.360000,0,27.51,0.000000,12.99,0,0,132.870000,0,0,11.920000,9.02,0.000000,3.960000,0,0.000000,22,27.51,0,10.780000,48.310000,12.99,0.000000,0,0,48.400000,225.240000,99.110000,0.000000

13,03:00-03:15,0.000000,0,37.9,10.360000,0,25.83,0.000000,12.63,0,0,132.870000,0,0,11.920000,8.31,0.000000,3.960000,0,0.000000,21.23,25.83,0,10.780000,48.310000,12.64,0.000000,0,0,48.400000,166.200000,85.440000,0.000000

14,03:15-03:30,0.000000,0,37.68,10.360000,0,25.54,0.000000,12.56,0,0,132.870000,0,0,11.920000,8.92,0.000000,3.960000,0,0.000000,20.95,25.54,0,10.780000,48.310000,12.56,0.000000,0,0,48.400000,166.200000,70.630000,0.000000

15,03:30-03:45,0.000000,0,44.26,10.360000,0,36.2,0.000000,14.75,0,0,132.870000,0,0,11.920000,11.87,0.000000,3.960000,0,0.000000,37.87,36.2,0,10.780000,32.910000,14.75,0.000000,0,0,48.400000,166.200000,70.630000,0.000000

16,03:45-04:00,0.000000,0,44.63,10.360000,0,35.39,0.000000,14.87,0,0,132.870000,0,0,11.920000,11.38,0.000000,3.960000,0,0.000000,37.17,35.39,0,10.780000,32.910000,14.88,0.000000,0,0,48.400000,166.200000,70.630000,0.000000

17,04:00-04:15,0.000000,0,46.41,10.360000,0,34.79,0.000000,15.47,0,0,132.870000,0,0,11.920000,10.6,0.000000,2.320000,0,0.000000,37.07,34.79,0,10.780000,32.910000,15.47,0.000000,0,0,48.400000,124.870000,66.450000,0.000000

18,04:15-04:30,0.000000,0,48.9,10.360000,0,33.96,0.000000,16.3,0,0,132.870000,0,0,11.920000,10.52,0.000000,2.320000,0,0.000000,36.77,33.96,0,10.780000,32.910000,16.3,0.000000,0,0,48.400000,124.870000,66.450000,0.000000

19,04:30-04:45,0.000000,0,50.36,10.360000,0,33.84,0.000000,16.78,0,0,132.870000,0,0,11.920000,10.6,0.000000,2.320000,0,0.000000,38.16,33.84,0,10.780000,31.940000,16.79,0.000000,0,0,48.400000,166.200000,66.450000,0.000000

20,04:45-05:00,0.000000,0,51.65,10.360000,0,34.33,0.000000,17.2,0,0,132.870000,0,0,11.920000,10.63,0.000000,2.320000,0,0.000000,37.98,34.33,0,10.780000,31.940000,17.22,0.000000,0,0,48.400000,166.200000,64.930000,0.000000

21,05:00-05:15,0.000000,0,62.72,10.360000,0,43.23,0.000000,20.89,0,0,132.870000,0,0,11.920000,16.55,0.000000,2.320000,0,0.000000,34.96,43.23,0,10.780000,48.310000,20.91,0.000000,0,0,70.470000,167.510000,58.100000,0.000000

22,05:15-05:30,0.000000,0,60.78,10.360000,0,42.78,0.000000,20.25,0,0,132.870000,0,0,11.920000,15.14,0.000000,2.320000,0,0.000000,32.87,42.78,0,10.780000,48.310000,20.26,0.000000,0,0,70.470000,167.510000,58.100000,0.000000

23,05:30-05:45,0.000000,0,58.06,10.360000,0.361046,42.35,0.000000,19.35,0,0,132.870000,0,0,11.920000,14.61,0.000000,2.320000,0,0.000000,30.55,42.35,0,10.780000,48.310000,19.35,0.000000,0,0,60.400000,167.510000,58.100000,0.000000

24,05:45-06:00,0.000000,0,55.95,10.360000,2.00039,42.23,0.000000,18.65,0,0.67,132.870000,0.02,0.33,11.920000,14.36,0.000000,2.320000,0,0.000000,28.21,42.23,0.13,10.780000,48.310000,18.65,0.000000,0,0,101.400000,178.590000,58.100000,0.000000

25,06:00-06:15,0.000000,5.74,54.74,10.360000,3.229898,57.78,0.000000,18.25,5.52,2.67,132.870000,0.46,1.33,11.920000,25.44,0.000000,2.320000,0.64,0.000000,19.86,57.78,2.29,10.780000,48.310000,18.24,0.000000,1.45,0.03,101.400000,178.590000,58.100000,0.000000

26,06:15-06:30,0.000000,14.07,84.29,10.360000,4.58626,57.66,0.380000,28.1,13.8,3.33,132.870000,0.89,1.67,11.920000,25.15,0.000000,2.320000,1.63,0.380000,19.99,57.66,4.44,10.780000,48.310000,28.1,0.000000,4.02,0.03,101.400000,201.700000,58.100000,0.380000

27,06:30-06:45,0.000000,20.9,83.18,10.360000,6.29391,57.35,0.660000,27.71,20.9,4.67,132.870000,2.07,2.33,11.920000,24.88,0.000000,2.320000,2.81,0.660000,20.02,57.35,10.38,10.780000,48.310000,27.73,0.000000,11.63,0.33,101.400000,201.700000,58.100000,0.660000

28,06:45-07:00,0.000000,22.1,82.5,10.360000,8.596798,57.87,1.040000,27.49,22.1,5.33,132.870000,3.23,2.67,11.920000,24.83,0.000000,2.320000,4.36,1.040000,20.14,57.87,16.17,10.780000,48.310000,27.5,0.000000,18,0.97,101.400000,201.700000,58.100000,1.040000

29,07:00-07:15,0.000000,22.07,82.28,10.360000,11.582746,57.81,1.500000,27.42,22.07,10.67,132.870000,4.56,5.33,11.920000,24.68,0.000000,2.320000,6.3,1.500000,20.29,57.81,22.83,10.780000,48.310000,27.43,0.000000,22.06,3.83,80.540000,173.550000,58.100000,1.500000

30,07:15-07:30,0.000000,22.57,82.04,10.360000,14.910224,58.42,2.050000,27.35,22.57,16.67,132.870000,6.65,8.33,11.920000,24.76,0.000000,2.320000,8.6,2.050000,22.63,58.42,33.24,10.780000,48.310000,27.35,0.000000,22.56,8,80.540000,173.550000,58.100000,2.050000

31,07:30-07:45,0.000000,22.9,82.83,10.360000,19.330598,59.07,2.670000,27.62,22.9,25.33,132.870000,9.13,12.67,11.920000,24.83,0.000000,2.320000,11.15,2.670000,21.53,59.07,45.64,10.780000,31.940000,27.61,0.000000,22.9,12.93,101.400000,132.230000,35.310000,2.670000

32,07:45:08:00,0.000000,23.73,61.1,10.360000,22.599528,40.12,3.750000,20.37,23.73,32.67,132.870000,11.83,16.33,11.920000,14.22,0.000000,2.320000,13.85,3.750000,18.08,40.12,59.14,10.780000,31.940000,20.36,0.000000,23.74,19.37,101.400000,132.230000,35.310000,3.750000

33,08:00-08:15,0.000000,25.9,59.06,10.360000,25.380558,39.66,4.790000,19.69,25.9,39.34,132.870000,22.4,19.66,11.920000,14.39,0.000000,2.320000,18.83,4.790000,18.26,39.66,111.99,10.780000,31.940000,19.68,0.000000,25.9,28.37,101.400000,132.230000,35.310000,4.790000

34,08:15-08:30,0.000000,28.15,59.02,10.360000,27.829816,39.29,5.930000,19.68,28.15,48.67,132.870000,25.51,24.33,11.920000,14.84,0.000000,2.320000,22.01,5.930000,18.81,39.29,127.58,10.780000,31.940000,19.67,0.000000,28.15,35.43,101.400000,132.230000,35.310000,5.930000

35,08:30-08:45,0.000000,28.98,58.71,10.360000,30.191252,38.92,7.230000,19.57,28.98,54.67,132.870000,28.63,27.33,11.920000,15.28,0.000000,2.320000,24.84,7.230000,19.74,38.92,143.17,10.780000,31.940000,19.57,0.000000,28.99,43.47,101.400000,132.230000,35.310000,7.230000

36,08:45:09:00,0.000000,29.65,57.77,10.360000,32.728332,37.98,8.000000,19.25,29.65,62,132.870000,25.06,31,11.920000,15.53,0.000000,2.320000,27.34,8.000000,37.29,37.98,125.32,10.780000,31.940000,19.26,0.000000,29.65,50.77,101.400000,132.230000,35.310000,8.000000

37,09:00:09:15,0.000000,29.65,57.66,10.360000,36.338792,36.98,8.550000,19.22,29.65,73.34,132.870000,28.43,36.66,11.920000,15.66,0.000000,2.320000,29.65,8.550000,37.46,36.98,142.18,10.780000,31.940000,19.22,0.000000,29.65,56.87,101.400000,132.230000,35.310000,8.550000

38,09:15-09:30,0.000000,29.65,48.3,10.360000,40.564006,35.26,9.000000,16.1,29.65,77.34,132.870000,31.74,38.66,11.920000,14.97,0.000000,2.320000,31.62,9.000000,37.31,35.26,158.68,10.780000,31.940000,16.1,0.000000,29.65,61.63,101.400000,173.550000,35.310000,9.000000

39,09:30-09:45,0.000000,29.98,48.01,10.360000,44.3989,30.77,9.380000,16.01,29.98,81.34,132.870000,33.94,40.66,11.920000,13.7,0.000000,2.320000,35.91,9.380000,36.71,30.77,169.69,10.780000,48.310000,16,0.000000,29.99,68,101.400000,173.550000,35.310000,9.380000

40,09:45-10:00,0.000000,30.48,48.44,10.360000,47.941054,29.88,9.720000,16.14,30.48,86,132.870000,36.33,43,11.920000,14.38,0.000000,2.320000,38.04,9.720000,35.39,29.88,181.68,10.780000,48.310000,16.15,0.000000,30.49,73.23,101.400000,173.550000,35.310000,9.720000

41,10:00-10:15,0.000000,30.48,50.35,10.360000,50.770874,29.85,9.920000,16.8,30.48,90.67,132.870000,38.52,45.33,11.920000,15.52,0.000000,2.320000,39.89,9.920000,34.66,29.85,192.62,10.780000,48.310000,16.78,0.000000,30.49,77.67,72.360000,166.200000,35.310000,9.920000

42,10:15-10:30,0.000000,30.48,51.19,10.360000,53.054246,29.8,10.010000,17.06,30.48,92,132.870000,43.75,46,11.920000,16.86,0.000000,2.320000,41.17,10.010000,34.83,29.8,218.74,10.780000,48.310000,17.07,0.000000,30.49,81.83,46.460000,166.200000,35.310000,10.010000

43,10:30-10:45,0.000000,30.48,52.48,10.360000,55.171732,29.22,10.000000,17.5,30.48,96,132.870000,45.77,48,11.920000,17.96,0.000000,2.320000,41.81,10.000000,42.04,29.22,228.83,10.780000,48.310000,17.49,0.000000,30.49,84.67,46.460000,166.200000,35.310000,10.000000

44,10:45-11:00,0.000000,31.33,54.12,10.360000,57.074542,28.85,10.010000,18.04,31.33,98.67,132.870000,45.87,49.33,11.920000,18.74,0.000000,2.320000,42.24,10.010000,42.02,28.85,229.38,10.780000,48.310000,18.04,0.000000,31.34,86.03,46.460000,166.200000,35.310000,10.010000

45,11:00-11:15,0.000000,32.17,50.81,10.360000,58.25526,25.13,10.040000,16.94,32.17,98.67,132.870000,45.87,49.33,11.920000,14.6,0.000000,1.930000,45.2,10.040000,42.08,25.13,229.38,10.780000,48.310000,16.94,0.000000,32.16,87.03,46.460000,166.200000,35.310000,10.040000

46,11:15-11:30,0.000000,32.17,49.85,10.360000,57.884456,25.55,10.020000,16.61,32.17,98.67,132.870000,45.87,49.33,11.920000,14.29,0.000000,1.930000,46.01,10.020000,42.2,25.55,229.38,10.780000,48.310000,16.62,0.000000,32.16,87.57,46.460000,166.200000,35.310000,10.020000

47,11:30-11:45,0.000000,32.5,49.29,10.360000,57.015994,25.94,10.040000,16.43,32.5,98.67,132.870000,45.87,49.33,11.920000,14.42,0.000000,1.950000,46.41,10.040000,42.2,25.94,229.38,10.780000,31.480000,16.43,0.000000,32.5,87.6,46.460000,122.940000,35.310000,10.040000

48,11:45-12:00,0.000000,32.5,50.1,10.360000,56.879382,26.47,10.030000,16.71,32.5,98.67,132.870000,45.87,49.33,11.920000,15.1,0.000000,1.950000,46.29,10.030000,42.16,26.47,229.38,10.780000,31.480000,16.7,0.000000,32.5,87.6,46.460000,122.940000,35.310000,10.030000

49,12:00-12:15,0.000000,32.5,52.19,10.360000,58.040584,21.5,10.040000,17.4,32.5,98.67,132.870000,45.87,49.33,11.920000,15.51,0.000000,1.950000,45.99,10.040000,42.15,21.5,229.38,10.780000,31.480000,17.4,0.000000,32.5,87.6,46.460000,122.940000,35.310000,10.040000

50,12:15-12:30,0.000000,32.5,54.14,10.360000,61.104596,21.96,10.020000,18.04,32.5,98.67,132.870000,45.87,49.33,11.920000,16.77,0.000000,1.950000,45.51,10.020000,42.1,21.96,229.38,10.780000,31.480000,18.05,0.000000,32.5,87.6,46.460000,122.940000,35.310000,10.020000

51,12:30-12:45,0.000000,32.5,44.76,10.360000,61.71935,22.5,9.990000,14.91,32.5,98.67,132.870000,45.87,49.33,11.920000,17.11,0.000000,1.950000,49.58,9.990000,42.56,22.5,229.38,10.780000,31.480000,14.92,0.000000,32.5,87.6,46.460000,122.940000,35.310000,9.990000

52,12:45-13:00,0.000000,32.5,45.44,10.360000,66.734962,22.83,10.000000,15.15,32.5,98.67,132.870000,45.87,49.33,11.920000,17.44,0.000000,1.950000,49.71,10.000000,42.56,22.83,229.38,10.780000,31.480000,15.15,0.000000,32.5,87.6,46.460000,122.940000,35.310000,10.000000

53,13:00-13:15,0.000000,32.5,47.87,10.360000,66.491012,23.37,9.980000,15.95,32.5,98.67,132.870000,45.87,49.33,11.920000,17.71,0.000000,1.950000,49.31,9.980000,42.46,23.37,229.38,10.780000,31.480000,15.96,0.000000,32.5,87.5,46.460000,122.940000,35.310000,9.980000

54,13:15-13:30,0.000000,32.5,49.85,10.360000,62.35362,23.89,9.920000,16.62,32.5,94.67,132.870000,45.87,47.33,11.920000,18.79,0.000000,1.950000,48.33,9.920000,42.6,23.89,229.38,10.780000,31.480000,16.62,0.000000,32.5,87.47,46.460000,122.940000,35.310000,9.920000

55,13:30-13:45,0.000000,32.5,52.28,10.360000,58.0601,24.37,9.930000,17.43,32.5,94.67,132.870000,45.87,47.33,11.920000,19.92,0.000000,1.970000,47.03,9.930000,42.61,24.37,229.38,10.780000,47.850000,17.43,0.000000,32.5,87.5,46.460000,164.260000,58.100000,9.930000

56,13:45-14:00,0.000000,32.5,55.82,10.360000,54.244722,24.99,9.860000,18.6,32.5,93.34,132.870000,45.87,46.66,11.920000,21.55,0.000000,1.970000,45.58,9.860000,42.51,24.99,229.38,10.780000,47.850000,18.61,0.000000,32.5,87.27,46.460000,164.260000,58.100000,9.860000

57,14:00-14:15,0.000000,32.5,56.22,10.360000,50.15612,28.88,9.780000,18.75,32.5,85.34,132.870000,45.87,42.66,11.920000,22.7,0.000000,1.970000,45.54,9.780000,42.44,28.88,229.38,10.780000,47.850000,18.74,0.000000,32.5,86.4,46.460000,164.260000,58.100000,9.780000

58,14:15-14:30,0.000000,32.5,57.29,10.360000,46.321226,29.88,9.710000,19.08,32.5,86,132.870000,45.63,43,11.920000,23.91,0.000000,1.970000,45.1,9.710000,42.42,29.88,228.15,10.780000,47.850000,19.1,0.000000,32.5,85.87,46.460000,164.260000,58.100000,9.710000

59,14:30-14:45,0.000000,32.5,59.47,10.360000,42.88641,31.88,9.820000,19.84,32.5,82.67,132.870000,45.15,41.33,11.920000,25.91,0.000000,1.970000,43.6,9.820000,42.48,31.88,225.78,10.780000,47.850000,19.82,0.000000,32.5,84.83,46.460000,164.260000,58.100000,9.820000

60,14:45-15:00,0.000000,32.5,60.58,10.360000,39.549174,36.55,8.610000,20.19,32.5,80,132.870000,44.22,40,11.920000,25.91,0.000000,1.970000,41.72,8.610000,42.61,36.55,221.12,10.780000,47.850000,20.19,0.000000,32.5,83.1,46.460000,164.260000,58.100000,8.610000

61,15:00-15:15,0.000000,32.5,86.28,10.360000,36.485162,36.88,8.600000,28.76,32.5,77.34,132.870000,42.59,38.66,11.920000,26.28,0.000000,1.950000,39.71,8.600000,43.08,36.88,212.97,10.780000,47.850000,28.76,0.000000,32.5,79.17,46.460000,164.260000,58.100000,8.600000

62,15:15-15:30,0.000000,32.5,87.26,10.360000,33.899292,40.22,8.560000,29.08,32.5,72,132.870000,40.98,36,11.920000,27,0.000000,1.950000,37.49,8.560000,43.14,40.22,204.9,10.780000,47.850000,29.09,0.000000,32.5,73.8,46.460000,164.260000,58.100000,8.560000

63,15:30-15:45,0.000000,32.5,86.85,10.360000,31.020682,44.88,8.530000,28.94,32.5,66,132.870000,39.26,33,11.920000,28.79,0.000000,1.950000,32.27,8.530000,43.06,44.88,196.3,10.780000,47.850000,28.95,0.000000,32.5,58.33,46.460000,164.260000,58.100000,8.530000

64,15:45-16:00,0.000000,32.5,88.43,10.360000,27.85909,46.88,8.430000,29.47,32.5,60,132.870000,36.76,30,11.920000,28.43,0.000000,1.950000,30.19,8.430000,43.13,46.88,183.8,10.780000,47.850000,29.48,0.000000,32.5,55,46.460000,164.260000,58.100000,8.430000

65,16:00-16:15,0.000000,32.5,88.01,10.360000,24.999996,70.14,8.140000,29.33,32.5,54.67,132.870000,34.26,27.33,11.920000,28.27,0.000000,1.930000,27.87,8.140000,43.09,70.14,171.28,10.780000,47.850000,29.34,0.000000,32.5,26.67,46.460000,164.260000,58.100000,8.140000

66,16:15-16:30,0.000000,32.5,88.72,10.360000,22.462916,70.16,7.420000,29.59,32.5,46.67,132.870000,31.76,23.33,11.920000,27.67,0.000000,1.930000,25.38,7.420000,43.21,70.16,158.8,10.780000,47.850000,29.57,0.000000,32.5,23.33,46.460000,164.260000,58.100000,7.420000

67,16:30-16:45,0.000000,32.5,88.25,10.360000,20.062448,69.41,6.660000,29.41,32.5,42,132.870000,29.26,21,11.920000,27.57,0.000000,1.930000,23.12,6.660000,43.07,69.41,146.3,10.780000,47.850000,29.42,0.000000,32.5,20,46.770000,164.480000,58.100000,6.660000

68,16:45-17:00,0.000000,32.5,87.35,10.360000,16.900856,69.29,5.890000,29.11,32.5,36,132.870000,26.72,18,11.920000,30.77,0.000000,1.930000,20.73,5.890000,43.03,69.29,133.59,10.780000,47.850000,29.12,0.000000,32.5,19.33,46.770000,164.480000,58.100000,5.890000

69,17:00-17:15,0.000000,33,100.41,10.360000,14.041762,68.67,5.100000,33.47,33,28.67,132.870000,23.55,14.33,11.920000,30.4,0.000000,1.930000,16.87,5.100000,43.12,68.67,117.76,10.780000,47.850000,33.47,0.000000,25,18.33,46.770000,164.480000,58.100000,5.100000

70,17:15-17:30,0.000000,32.53,99.84,10.360000,11.61202,68.1,4.270000,33.28,31.28,21.33,132.870000,16.86,10.67,11.920000,30.22,0.000000,1.930000,14.42,4.270000,43.08,68.1,84.29,10.780000,47.850000,33.28,0.000000,15,18,46.770000,164.480000,58.100000,4.270000

71,17:30-17:45,0.000000,19.14,99.74,10.360000,9.406712,67.92,3.460000,33.25,18.4,14,132.870000,14.44,7,11.920000,29.88,0.000000,1.930000,11.77,3.460000,43.07,67.92,72.21,10.780000,47.850000,33.24,0.000000,8.74,16,46.310000,165.580000,58.100000,3.460000

72,17:45-18:00,0.000000,11.48,98.85,10.360000,7.152614,68.2,2.610000,32.94,11.04,13.33,132.870000,11.61,6.67,11.920000,29.55,0.000000,1.930000,9.29,2.610000,43.06,68.2,58.04,10.780000,47.850000,32.95,0.000000,2.7,9.69,46.310000,165.580000,58.100000,2.610000

73,18:00-18:15,0.000000,0,113.25,10.280000,5.874316,80.14,1.960000,37.74,0,9.33,132.870000,9.97,4.67,11.920000,36.5,0.000000,1.920000,7.12,1.960000,43.21,80.14,49.85,10.780000,47.850000,37.75,0.000000,0,6.45,46.310000,165.580000,58.100000,1.960000

74,18:15-18:30,0.000000,0,112.6,10.280000,3.532396,79.34,1.270000,37.54,0,8,132.870000,8.28,4,11.920000,36.17,0.000000,1.920000,5.3,1.270000,43.17,79.34,41.43,10.780000,47.850000,37.53,0.000000,0,1.74,46.310000,165.580000,58.100000,1.270000

75,18:30-18:45,0.000000,0,111.56,10.280000,1.834504,78.5,0.360000,37.17,0,6.67,132.870000,6.44,3.33,11.920000,36,0.000000,1.920000,3.78,0.360000,43.1,78.5,32.19,10.780000,47.850000,37.19,0.000000,0,0.87,46.310000,165.580000,58.100000,0.360000

76,18:45-19:00,0.000000,0,110.24,10.280000,0.848946,78.77,0.000000,36.74,0,4.67,132.870000,3.9,2.33,11.920000,35.91,0.000000,1.920000,2.43,0.000000,43.07,78.77,19.51,10.780000,47.850000,36.75,0.000000,0,0.3,46.310000,165.580000,58.100000,0.000000

77,19:00-19:15,0.000000,0,110.11,10.280000,0.24395,77.84,0.000000,36.72,0,2,132.870000,2.93,1,11.920000,36.07,0.000000,1.810000,1.31,0.000000,43.2,77.84,14.68,10.780000,47.850000,36.7,0.000000,0,0.03,75.350000,165.580000,58.100000,0.000000

78,19:15-19:30,0.000000,0,108.85,10.280000,0,76.84,0.000000,36.28,0,0,132.870000,1.97,0,11.920000,36.4,0.000000,0.390000,0.4,0.000000,43.19,76.84,9.84,10.780000,47.850000,36.28,0.000000,0,0,101.400000,165.580000,58.100000,0.000000

79,19:30-19:45,0.000000,0,106.64,10.280000,0,76.71,0.000000,35.55,0,0.1,132.870000,1,0.05,11.920000,36.2,0.000000,0.390000,0,0.000000,43.05,76.71,5.02,10.780000,47.850000,35.55,0.000000,0,0,72.360000,166.200000,58.100000,0.000000

80,19:45-20:00,0.000000,0,97.81,10.280000,0,71.99,0.000000,32.61,0,0,132.870000,0.04,0,11.920000,29.37,0.000000,0.390000,0,0.000000,43.12,71.99,0.18,10.780000,47.850000,32.6,0.000000,0,0,53.240000,166.200000,58.100000,0.000000

81,20:00-20:15,0.000000,0,97.02,10.280000,0,72.66,0.000000,32.34,0,0,132.870000,0,0,11.920000,29.18,0.000000,0.390000,0,0.000000,40.07,72.66,0,10.780000,47.850000,32.34,0.000000,0,0,53.240000,166.200000,58.100000,0.000000

82,20:15-20:30,0.000000,0,96.67,10.280000,0,71.49,0.000000,32.22,0,0,132.870000,0,0,11.920000,29.07,0.000000,0.390000,0,0.000000,40.06,71.49,0,10.780000,47.850000,32.22,0.000000,0,0,53.240000,166.200000,58.100000,0.000000

83,20:30-20:45,0.000000,0,97.09,10.280000,0,70.94,0.000000,32.37,0,0,132.870000,0,0,11.920000,28.67,0.000000,0.390000,0,0.000000,40.05,70.94,0,10.780000,47.850000,32.36,0.000000,0,0,53.240000,214.600000,58.100000,0.000000

84,20:45-21:00,0.000000,0,96.31,10.280000,0,70.64,0.000000,32.11,0,0,132.870000,0,0,11.920000,28.12,0.000000,0.390000,0,0.000000,40.07,70.64,0,10.780000,47.850000,32.1,0.000000,0,0,53.240000,228.370000,58.100000,0.000000

85,21:00-21:15,0.000000,0,94.01,10.340000,0,70.47,0.000000,31.34,0,0,132.870000,0,0,11.920000,32.1,0.000000,0.390000,0,0.000000,40.06,70.47,0,10.780000,58.140000,31.34,0.000000,0,0,82.280000,261.940000,58.100000,0.000000

86,21:15-21:30,0.000000,0,91.36,10.340000,0,68.09,0.000000,30.45,0,0,132.870000,0,0,11.920000,31.71,0.000000,0.390000,0,0.000000,35.8,68.09,0,10.780000,58.140000,30.45,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

87,21:30-21:45,0.000000,0,91.08,10.340000,0,68.06,0.000000,30.36,0,0,132.870000,0,0,11.920000,31.5,0.000000,2.180000,0,0.000000,35.55,68.06,0,10.780000,58.140000,30.36,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

88,21:45-22:00,0.000000,0,90.94,10.340000,0,68.09,0.000000,30.31,0,0,132.870000,0,0,11.920000,31.27,0.000000,2.180000,0,0.000000,35.34,68.09,0,10.780000,58.140000,30.32,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

89,22:00-22:15,0.000000,0,90,10.340000,0,68.14,0.000000,29.99,0,0,132.870000,0,0,11.920000,30.83,0.000000,2.180000,0,0.000000,35.3,68.14,0,10.780000,58.140000,30,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

90,22:15-22:30,0.000000,0,88.16,10.340000,0,68.25,0.000000,29.38,0,0,132.870000,0,0,11.920000,30.66,0.000000,2.180000,0,0.000000,28.74,68.25,0,10.780000,58.140000,29.39,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

91,22:30-22:45,0.000000,0,91.29,10.340000,0,73.08,0.000000,30.44,0,0,132.870000,0,0,11.920000,30.97,0.000000,2.180000,0,0.000000,29.14,73.08,0,10.780000,58.140000,30.43,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

92,22:45-23:00,0.000000,0,91.36,10.340000,0,73.27,0.000000,30.46,0,0,132.870000,0,0,11.920000,30.55,0.000000,2.180000,0,0.000000,29.54,73.27,0,10.780000,58.140000,30.45,0.000000,0,0,101.400000,261.940000,58.100000,0.000000

