Block,Time,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,NAPP,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND2,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,URI2,RIHAND1,TANDA2,NJPC,SEWA2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,BSIUL,CHAMERA2,CHAMERA3,DADRT2,KISHANGANGA,CHAMERA1,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
56,13:45-14:00,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.20864,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

57,14:00-14:15,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

58,14:15-14:30,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

59,14:30-14:45,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

60,14:45-15:00,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

61,15:00-15:15,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

62,15:15-15:30,0,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,32.82288,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

63,15:30-15:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

64,15:45-16:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

65,16:00-16:15,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

66,16:15-16:30,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

67,16:30-16:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

68,16:45-17:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

69,17:00-17:15,0,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,0,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

70,17:15-17:30,0,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

71,17:30-17:45,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

72,17:45-18:00,0,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,39.9,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

73,18:00-18:15,10.584,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,0,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

74,18:15-18:30,21.168,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,5.27868,36.5917,16.679,653.1525,0,7.888,13.1076,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

75,18:30-18:45,31.752,20.556,42.392196,0,51.888,28.836,19.095,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,33.358,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

76,18:45-19:00,37.8,20.556,42.392196,0,47.472,28.836,22.914,0,0,50.76,118.125,123.665625,69.72,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,15.804048,36.5917,47.471,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

77,19:00-19:15,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

78,19:15-19:30,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

79,19:30-19:45,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

80,19:45-20:00,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,66.789,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

81,20:00-20:15,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

82,20:15-20:30,42.336,20.556,42.392196,0,47.472,28.836,65.401648,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

83,20:30-20:45,42.336,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,8.381,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

84,20:45-21:00,37.8,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,15.804048,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

85,21:00-21:15,37.8,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,15.804048,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

86,21:15-21:30,37.8,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,15.804048,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

87,21:30-21:45,37.8,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,15.804048,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

88,21:45-22:00,42.336,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,16.1704,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

89,22:00-22:15,42.336,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,16.1704,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

90,22:15-22:30,42.336,20.556,42.392196,0,47.472,28.836,31.825,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,16.1704,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

91,22:30-22:45,42.336,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,16.1704,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

92,22:45-23:00,42.336,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,154.69245,15.804048,37.5164,49.436556,653.1525,0,16.1704,19.6614,39.51012,30.5616,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

93,23:00-23:15,41.328,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,49.436556,653.1525,0,8.381,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

94,23:15-23:30,37.8,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

95,23:30-23:45,37.8,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

96,23:45-24:00,37.8,20.556,42.392196,0,47.472,28.836,19.095,0,0,50.76,118.125,123.665625,75.53,139.3125,0.99476,7.686,26.39091,31.897383,92,0,152.9405,10.55736,36.5917,49.436556,653.1525,0,7.888,19.6614,39.51012,29.41554,686.779958,0,42.66,0,0,0,0,0,78.912,0,0,0,67.1148,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,18.140334,27.93,98.34375,46.39908,344.25

