Block,Time,DULHASTI,RIHAND1,RAPPB,UNCHAHAR2,SINGRAULI,CHAMERA2,SINGRAULI_HYDRO,AURY_GF,TANDA2,UNCHAHAR3,KISHANGANGA,ANTA_CRF,ANTA_GF,AURY_RF,TANAKPUR,DADRI_RF,BSIUL,NJPC,UNCHAHAR4,RAMPUR,AURY_CRF,RIHAND2,DADRI_GF,UNCHAHAR1,ANTA_RF,RAPPC,KOLDAM,RIHAND3,URI2,CHAMERA3,SALAL,DHAULIGNGA,PARBATI3,DADRT2,CHAMERA1,JHAJJAR,ANTA_LF,NAPP,AURY_LF,DADRI_CRF,KOTESHWR,SEWA2,TEHRI,DADRI_LF,URI,BRBCL,KHSTPP-II,KHSTPP-I,TALA,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,11.072452,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,21.730779,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,2.930655,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.458980,13.733720,299.824875,0,0,0,0,0

7,01:30-01:45,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,11.072452,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,21.730779,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.458980,13.733720,299.824875,0,0,0,0,0

8,01:45-02:00,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,11.072452,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,21.730779,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.089068,107.798177,30.896164,9.458980,13.733720,299.824875,0,0,0,0,0

9,02:00-02:15,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,21.730779,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,13.589660,107.798177,30.896164,9.317801,13.733720,299.824875,0,0,0,0,0

10,02:15-02:30,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,21.730779,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,12.898172,107.798177,30.896164,9.317801,13.733720,299.824875,0,0,0,0,0

11,02:30-02:45,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.903058,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,12.859756,107.798177,30.896164,9.317801,13.733720,310.486486,0,0,0,0,0

12,02:45-03:00,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.903058,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,80.350906,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,13.157480,107.798177,30.896164,9.317801,13.733720,326.693236,0,0,0,0,0

13,03:00-03:15,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.903058,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,77.002951,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.223524,107.798177,30.896164,9.317801,13.733720,335.151615,0,0,0,0,0

14,03:15-03:30,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.903058,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,77.002951,41.812106,0.000000,661.154676,26.986011,405.711376,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

15,03:30-03:45,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.899488,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,77.002951,41.812106,0.000000,591.813796,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

16,03:45-04:00,56.832057,93.212528,0.000000,42.501638,141.535774,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.459350,0.000000,19.899488,0.000000,65.137212,9.807271,125.409721,30.693366,33.451935,77.002951,41.812106,0.000000,553.622580,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

17,04:00-04:15,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.454552,0.000000,19.899488,0.000000,65.137212,9.807271,125.409128,30.693366,33.451935,77.002951,41.812106,0.000000,603.133075,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

18,04:15-04:30,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.454552,0.000000,19.899488,0.000000,65.137212,9.807271,125.409128,30.693366,33.451935,77.002951,41.812106,4.102917,582.726449,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,107.798177,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

19,04:30-04:45,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.454552,0.000000,19.899488,0.000000,65.137212,9.807271,125.409128,30.693366,33.451935,77.002951,41.812106,4.102917,557.464180,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,142.130936,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

20,04:45-05:00,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,5.142122,23.613611,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.454552,0.000000,19.899488,0.000000,65.137212,9.807271,125.409128,30.693366,33.451935,77.002951,41.812106,4.102917,532.493780,26.986011,394.341585,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,38.170138,14.405922,142.427320,30.896164,9.317801,13.733720,335.155590,0,0,0,0,0

21,05:00-05:15,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,5.142122,17.750785,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.967636,6.478393,0.000000,119.454552,0.000000,14.404559,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,4.102917,475.770480,26.986011,280.697910,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,45.592109,14.405909,142.427320,30.896164,9.035443,13.733720,335.155590,0,0,0,0,0

22,05:15-05:30,56.832057,93.212528,0.000000,42.501638,141.534148,46.579236,1.164790,0.000000,4.041726,17.750785,8.010361,0.000000,0.000000,0.000000,9.104016,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,14.404559,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,8.791965,392.430294,26.986011,173.574437,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,45.592109,14.405907,142.427320,30.896164,8.894264,11.015212,335.155590,0,0,0,0,0

23,05:30-05:45,56.832057,93.212528,0.000000,29.163410,141.534148,46.579236,1.164790,0.000000,4.041726,17.750785,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,14.404559,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,11.722619,368.696792,26.986011,173.574437,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,45.592109,14.405919,105.804003,24.731260,8.753086,11.015212,335.155590,0,0,0,0,0

24,05:45-06:00,56.832057,93.212528,0.000000,33.438919,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,75.282662,368.696792,26.986011,269.614437,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,45.592109,14.405907,105.804003,24.731260,8.611907,11.015212,335.155590,0,0,0,0,0

25,06:00-06:15,56.832057,93.212528,0.000000,33.438919,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,75.282662,368.691702,26.986011,364.222288,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

26,06:15-06:30,56.832057,93.212528,0.000000,33.438919,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,77.002951,41.812106,75.282662,368.691702,26.986011,364.222288,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

27,06:30-06:45,56.832057,93.212528,0.000000,33.438919,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,75.282662,368.691702,26.986011,364.222288,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

28,06:45-07:00,56.832057,93.212528,0.000000,33.438919,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,8.488880,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,75.282662,368.691702,26.986011,364.222288,0.000000,47.041395,0.000000,0.000000,37.643498,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

29,07:00-07:15,56.832057,93.212528,0.000000,32.805055,141.534148,46.579236,1.164790,0.000000,4.041726,19.638451,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,2.332331,6.478393,0.000000,119.454552,0.000000,16.396717,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,75.282662,365.918739,26.986011,354.741796,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

30,07:15-07:30,56.832057,93.212528,0.000000,32.805055,141.534148,46.579236,1.164790,0.000000,4.041726,19.081131,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,6.262576,172.835941,1.660656,6.478393,0.000000,119.454552,0.000000,16.024562,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,8.791965,365.918739,26.986011,354.741796,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.405907,105.804003,24.731260,8.470728,11.015212,335.155590,0,0,0,0,0

31,07:30-07:45,56.832057,93.212528,0.000000,33.110078,141.534148,46.579236,1.164790,0.000000,4.041726,19.081131,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,16.024562,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,16.118602,364.952000,26.986011,259.173544,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405907,105.804003,24.731260,8.611907,11.015212,335.155590,0,0,0,0,0

32,07:45:08:00,56.832057,93.212528,0.000000,33.110078,141.534148,46.579236,1.164790,0.000000,4.041726,19.081131,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,16.024562,0.000000,65.137212,9.807271,125.409128,31.460701,33.451935,76.232922,41.812106,16.118602,364.952000,26.986011,163.133544,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405912,105.804003,24.731260,8.611907,11.015212,335.155590,0,0,0,0,0

33,08:00-08:15,56.832057,93.212528,0.000000,29.368605,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,12.485200,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,8.611907,11.015212,335.155590,0,0,0,0,0

34,08:15-08:30,56.832057,93.212528,0.000000,28.529546,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,10.457315,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,14.032404,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,8.753086,11.015212,335.155590,0,0,0,0,0

35,08:30-08:45,56.832057,93.212528,0.000000,28.529546,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,2.460545,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,14.575222,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,8.894264,11.015212,335.155590,0,0,0,0,0

36,08:45:09:00,56.832057,93.212528,0.000000,28.529546,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,2.460545,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,14.575222,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,9.035443,11.015212,335.155590,0,0,0,0,0

37,09:00:09:15,56.832057,93.212528,0.000000,28.529546,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,6.151362,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,14.575222,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,9.035443,11.015212,335.155590,0,0,0,0,0

38,09:15-09:30,56.832057,93.212528,0.000000,28.529546,141.534148,46.579236,1.164790,0.000000,4.041726,17.193465,8.010361,0.000000,0.000000,0.000000,11.564561,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,14.575222,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,45.592109,14.405922,105.804003,24.731260,9.035443,11.015212,335.155590,0,0,0,0,0

39,09:30-09:45,56.832057,93.212528,0.000000,24.010000,141.534148,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,11.564561,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,12.485200,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,9.035443,9.116309,335.155590,0,0,0,0,0

40,09:45-10:00,56.832057,93.212528,0.000000,24.010000,141.534148,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,11.564561,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,119.454552,0.000000,12.485200,0.000000,65.137212,9.807271,125.409128,26.089361,33.451935,76.232922,41.812106,16.118602,364.952000,13.493005,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,9.035443,9.116309,335.155590,0,0,0,0,0

41,10:00-10:15,56.832057,67.714080,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,11.564561,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,9.807271,88.289188,26.089361,33.451935,76.444959,41.812106,16.118602,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.611907,9.116309,335.155590,0,0,0,0,0

42,10:15-10:30,56.832057,63.266062,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,11.564561,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,9.807271,88.289188,26.089361,33.451935,76.444959,41.812106,16.118602,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.611907,9.116309,335.155590,0,0,0,0,0

43,10:30-10:45,56.832057,63.266062,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,12.425751,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,9.807271,88.289188,26.089361,33.451935,76.444959,41.812106,16.118602,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.611907,9.116309,335.155590,0,0,0,0,0

44,10:45-11:00,56.832057,63.266062,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,12.425751,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,9.807271,88.289188,26.089361,33.451935,76.444959,41.812106,16.118602,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.753086,9.116309,335.155590,0,0,0,0,0

45,11:00-11:15,56.832057,63.266062,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,12.425751,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,9.807271,88.289188,36.832039,33.451935,76.444959,41.812106,4.102917,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.329549,9.116309,335.155590,0,0,0,0,0

46,11:15-11:30,56.832057,63.266062,0.000000,24.010000,128.150878,46.579236,1.164790,0.000000,4.041726,14.886200,8.010361,0.000000,0.000000,0.000000,12.425751,0.000000,12.525153,172.835941,1.651888,6.478393,0.000000,93.678280,0.000000,12.485200,0.000000,65.137212,6.680641,88.289188,36.832039,33.451935,76.444959,41.812106,0.000000,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,39.230419,14.406000,105.804003,24.731260,8.329549,9.116309,335.155590,0,0,0,0,0

47,11:30-11:45,56.832057,63.266062,0.000000,23.721880,128.150878,46.579236,1.164790,0.000000,4.041726,14.607684,8.010361,0.000000,0.000000,0.000000,12.425751,0.000000,6.262576,172.835941,1.642284,6.478393,0.000000,93.678280,0.000000,11.956980,0.000000,65.137212,6.680641,88.289188,36.832039,33.451935,76.444959,41.812106,0.000000,363.991600,26.986011,115.248000,0.000000,47.041395,0.000000,0.000000,29.893365,0.000000,60.608536,0.000000,31.808448,14.406000,105.804003,24.731260,8.329549,9.116309,335.155590,0,0,0,0,0

