Block,Time,KKNPPU2,KOLDAM,NLCEXP,NLCIIST1,SEWA2,AURY_GF,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA3,DHAULIGNGA,DULHASTI,KISHANGANGA,NNTPP,RAPPD,SINGRAULI,TEHRI,UNCHAHAR1,RAPPC,TALA,TALST2,BRBCL,CHAMERA2,KGSU1AND2,NJPC,NLCTS2EXP,RAPPB,SALAL,TANAKPUR,VALLURNTECL,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,DADRT2,FSTPP I & II,KHSTPP-I,KUDGI,PARBATI3,RIHAND2,SASAN,URI2,ANTA_GF,ANTA_LF,KGSU3AND4,KOTESHWR,MAPS,NTPL,PARBATI2,RAMPUR,RSTPSU7,SIMHST2,TelanganaSTPP,UNCHAHAR3,URI,ANTA_RF,BSIUL,JHAJJAR,NAPP,NLCIIST2,RIHAND1,RIHAND3,SIMHST1,UNCHAHAR2,UNCHAHAR4,KHSTPP-II,KKNP,RSTPSU1TO6,SINGRAULI_HYDRO,TANDA2,ANTA_CRF,AURY_CRF
56,13:45-14:00,0,0,0,0,0,0,0,0,0,23.33,0,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,165.99,0,0,77.85,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,16.88,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,50.79,49.2,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,32.53,0,134.41,0,0,78.44,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,5.34,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,23.33,10.95,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,134.41,0,0,78.44,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,5.34,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,134.41,0,0,78.44,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,5.34,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,78.44,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,11.28,6.5,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,78.44,1.15,0,80.77,0,98.41,0,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,78.44,1.15,0,80.77,0,98.41,11.85,688.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,48.55,6.52,530.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,78.44,1.15,0,80.77,0,98.41,11.85,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,48.55,13.04,600.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

64,15:45-16:00,0,2.01,0,0,0,0,0,0,0,23.33,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,78.44,1.15,0,80.77,0,98.41,11.85,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,48.55,13.04,600.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

65,16:00-16:15,0,2.01,0,0,0,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,0,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,1.15,0,80.77,0,98.41,23.7,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.89,13.04,600.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

66,16:15-16:30,0,2.01,0,0,0,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,1.15,0,80.77,0,98.41,26.47,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.89,13.04,600.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

67,16:30-16:45,0,3.88,0,0,0,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,9.79,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,28.1,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.24,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

68,16:45-17:00,0,3.88,0,0,0,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,19.58,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,28.1,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.24,13.04,670.67,25.38,0,97.23,130.79,0,45,3.2,148.3,0,0,1.08,5.7,0,0

69,17:00-17:15,0,3.88,0,0,6.3,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,19.58,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,28.1,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.24,13.04,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

70,17:15-17:30,0,4.36,0,0,12.61,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,28.1,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,18.78,6.5,0,0,0,27.68,50.79,47.24,13.04,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

71,17:30-17:45,0,4.36,0,0,18.9,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,28.1,458.92,18.76,45.53,0,4.29,124.58,416.25,38.1,0,0,0,10.43,0,0,22.54,6.5,0,0,0,27.68,50.79,47.24,13.04,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

72,17:45-18:00,0,6.83,0,0,18.9,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,4.61,124.58,416.25,38.1,0,0,0,10.43,0,0,30.06,6.5,0,0,0,27.68,50.79,47.24,6.52,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

73,18:00-18:15,0,9.59,0,0,18.9,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,19.94,124.58,416.25,38.1,0,0,0,10.43,0,0,37.57,6.5,0,0,0,27.68,50.79,47.24,6.52,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

74,18:15-18:30,0,9.59,0,0,18.9,0,0,0,0,35,21.88,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,23.02,124.58,416.25,38.1,0,0,0,10.43,0,0,37.57,6.5,0,0,0,27.68,50.79,47.24,6.52,670.67,25.38,0,97.23,95.79,0,41.25,3.2,148.3,0,0,1.08,5.7,0,0

75,18:30-18:45,0,9.59,0,0,18.9,0,0,0,0,35,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,67.51,124.58,416.25,38.1,0,0,0,20.85,0,0,45.08,6.5,0,0,0,27.68,50.79,47.24,6.52,438.67,25.38,0,97.23,95.79,0,41.25,2.3,148.3,0,0,1.08,5.7,0,0

76,18:45-19:00,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,50.79,47.24,20.46,438.67,25.38,0,97.23,95.79,0,41.25,2.3,148.3,0,0,1.08,5.7,0,0

77,19:00-19:15,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,50.79,47.5,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

78,19:15-19:30,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,50.79,47.5,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

79,19:30-19:45,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,50.79,47.89,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

80,19:45-20:00,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,50.79,47.89,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

81,20:00-20:15,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,47.89,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

82,20:15-20:30,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,150.34,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.01,3.72,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,47.89,20.46,438.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

83,20:30-20:45,0,9.59,0,0,18.9,0,0,0,0,35.03,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,13.81,124.58,416.25,38.1,0,0,0,31.28,0,0,45.08,6.5,0,0,0,27.68,51.34,47.89,13.04,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

84,20:45-21:00,0,9.59,0,0,18.9,0,0,0,0,35.03,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.01,3.72,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,12.28,124.58,416.25,38.1,0,0,0,31.28,0,0,45.08,6.5,0,0,0,27.68,51.34,47.89,13.04,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

85,21:00-21:15,0,9.59,0,0,18.9,0,0,0,0,35.03,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,165.99,0,0,79.38,1.03,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,15.35,124.58,416.25,38.1,0,0,0,31.28,0,0,45.08,6.5,0,0,0,27.68,51.34,48.55,13.04,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

86,21:15-21:30,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,137.54,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.38,1.03,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,416.25,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,48.55,20.46,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.08,5.7,0,0

87,21:30-21:45,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,137.54,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.38,1.03,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,412.88,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,48.55,20.46,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

88,21:45-22:00,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,137.54,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.38,1.03,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,412.88,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,48.55,20.46,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

89,22:00-22:15,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,137.54,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.38,1.03,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,412.88,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,48.81,20.46,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

90,22:15-22:30,0,9.59,0,0,20.09,0,0,0,0,36.84,43.78,60.23,8.68,0,21.66,137.54,30.82,21.94,68.05,0,0,20,51.05,0,182.59,0,0,79.38,1.03,0,80.77,0,98.41,43.14,458.92,18.76,45.53,0,78.83,124.58,412.88,40.16,0,0,0,34.76,0,0,52.6,7.15,0,0,0,27.68,51.34,48.81,20.46,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

91,22:30-22:45,0,9.59,0,0,18.9,0,0,0,0,35.03,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,1.03,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,20.85,0,0,41.33,6.98,0,0,0,27.68,51.34,48.81,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

92,22:45-23:00,0,9.59,0,0,18.9,0,0,0,0,35.03,43.78,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,1.03,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,10.43,0,0,41.33,6.98,0,0,0,27.68,51.34,48.81,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

93,23:00-23:15,0,9.59,0,0,18.9,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,1.03,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,10.43,0,0,41.33,6.98,0,0,0,27.68,51.34,49.2,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

94,23:15-23:30,0,9.59,0,0,18.9,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,1.03,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,10.43,0,0,41.33,6.98,0,0,0,27.68,51.34,49.2,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

95,23:30-23:45,0,9.59,0,0,18.9,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,0.51,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,10.43,0,0,41.33,6.98,0,0,0,27.68,51.34,49.2,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

96,23:45-24:00,0,9.59,0,0,18.9,0,0,0,0,35.03,10.95,59.5,8.63,0,21.66,150.34,30.82,21.94,68.05,0,0,20,48.81,0,180.89,0,0,79.38,0.51,0,80.77,0,98.41,42.15,458.92,18.76,45.53,0,42.96,124.58,412.88,38.1,0,0,0,10.43,0,0,41.33,6.98,0,0,0,27.68,51.34,49.2,19.56,458.67,25.38,0,97.23,95.79,0,40.75,2.3,148.3,0,0,1.06,5.7,0,0

