Block,Time,LT_MEJA_Delhi,L_NR_2012_07,SH-07,LT-59,L_NR_2019_19,LT-05,L_NR_2019_11,LT-31,L_NR_2012_02,LT-35,SH-06,L_NR_2020_02,LT-36,L_NR_2012_04,L_NR_2012_01,L_NR_2019_07,L_NR_2022_08,L_NR_2021_16,L_NR_2020_06,L_NR_2022_10,L_NR_2021_13,L_NR_2021_15,L_NR_2019_06,L_NR_2021_14,L_NR_2022_09,L_NR_2019_05,L_NR_2020_05,L_NR_2018_61,L_NR_2021_17,L_NR_2020_07,L_NR_2021_12

25,06:00-06:15,6.430000,63.190000,0.000000,3.720000,8.230000,115.690000,3.680000,0.020000,200.760000,0.020000,0.000000,3.430000,0.020000,270.980000,100.930000,3,13.1,2.19,25.8,43.66,0.08,0.18,6.17,0.03,43.66,2.53,77.39,7.03,1.1,25.8,0.38

26,06:15-06:30,6.430000,50.750000,0.000000,3.720000,13.240000,115.690000,3.680000,0.130000,200.760000,0.130000,0.000000,3.430000,0.130000,270.980000,100.930000,10,10.09,5.08,20.06,43.75,0.81,1.09,13.08,0.03,43.75,7.3,60.17,6.95,2.54,20.05,4.03

27,06:30-06:45,6.430000,63.190000,0.000000,3.720000,18.540000,115.690000,3.680000,0.820000,200.760000,0.850000,0.000000,3.430000,0.580000,270.980000,100.930000,20.54,9.78,9.02,19.71,45.15,2.02,2.41,21.56,1.67,45.15,14.16,59.13,7,4.51,19.72,10.13

28,06:45-07:00,6.430000,63.190000,0.000000,3.720000,25.030000,115.690000,3.680000,1.550000,200.760000,1.690000,0.000000,3.430000,1.190000,270.980000,100.930000,32.64,9.54,14.33,19.21,44.54,3.66,4.3,33,3.89,44.54,24.97,57.64,7.03,7.17,19.22,18.3

29,07:00-07:15,4.410000,63.190000,0.000000,3.720000,32.580000,115.690000,3.680000,2.280000,200.760000,2.410000,0.000000,3.430000,1.790000,270.980000,100.930000,31,9.21,18.67,18.56,43.86,6.18,6.88,31,7.61,43.86,31,55.69,7.05,9.33,18.56,30.91

30,07:15-07:30,4.410000,39.100000,0.000000,3.720000,40.900000,70.330000,3.680000,3.280000,147.110000,3.470000,0.000000,3.430000,2.630000,270.980000,100.930000,31,8.78,25.33,17.56,42.61,9.21,10.13,31,12.68,42.61,31,52.67,7.06,12.67,17.56,46.07

31,07:30-07:45,4.410000,31.450000,0.000000,3.720000,50.410000,70.330000,3.680000,4.350000,147.110000,4.500000,0.000000,3.430000,3.670000,270.980000,100.930000,31,8.45,35.34,16.9,40.93,12.94,13.6,31,18.96,40.93,31,50.71,7.05,17.66,16.9,64.69

32,07:45:08:00,4.410000,31.450000,0.000000,3.720000,59.200000,70.330000,3.680000,5.380000,147.110000,5.470000,0.000000,3.430000,4.680000,270.980000,100.930000,31,8.31,45.34,16.34,45.06,16.31,17.19,31,26.09,45.06,31,49.01,6.92,22.66,16.33,81.56

33,08:00-08:15,4.410000,31.450000,0.000000,3.720000,67.070000,70.330000,3.680000,6.410000,147.110000,6.620000,0.000000,3.430000,5.820000,245.690000,52.990000,31.34,7.11,51.34,15.65,44.57,20.36,25.5,31.33,34,44.57,31.33,46.94,7.04,25.66,15.65,101.81

34,08:15-08:30,4.410000,31.450000,0.000000,3.720000,74.870000,70.330000,3.680000,7.480000,147.110000,7.690000,0.000000,3.430000,7.000000,245.690000,52.990000,31.34,6.54,55.34,15.1,43.88,24.74,30.05,31.33,42.63,43.88,31.33,45.28,7.07,27.66,15.09,123.73

35,08:30-08:45,4.410000,31.450000,0.000000,3.720000,83.180000,66.160000,3.680000,8.530000,117.550000,8.720000,0.000000,3.430000,8.230000,245.690000,52.990000,31.34,6.15,62,14.25,42.19,29.02,34.21,31.33,48.94,42.19,31.33,42.75,7,31,14.25,145.13

36,08:45:09:00,4.410000,31.450000,0.000000,3.720000,91.700000,66.160000,3.680000,9.550000,117.550000,9.770000,0.000000,3.430000,9.420000,245.690000,52.990000,31.34,6.21,69.34,14.08,24.8,33.02,37.79,31.33,56.51,24.8,31.33,42.24,7.09,34.66,14.07,165.09

37,09:00:09:15,4.410000,31.450000,0.000000,3.720000,99.620000,66.160000,3.680000,10.550000,165.720000,10.730000,0.000000,3.430000,10.430000,270.980000,52.990000,31.34,6.23,74,9.64,24.85,36.48,40.5,31.33,62.63,24.85,31.33,28.92,7,37,9.63,182.41

38,09:15-09:30,4.410000,31.450000,0.000000,3.720000,107.390000,66.160000,3.680000,12.000000,200.760000,12.000000,0.000000,3.430000,12.290000,270.980000,77.080000,31.34,4.33,78.67,9.63,25.88,39.76,42.67,31.33,69.11,25.88,31.33,28.89,6.91,39.33,9.62,198.81

39,09:30-09:45,4.410000,31.450000,0.000000,3.720000,113.640000,66.160000,3.680000,12.850000,200.760000,12.850000,0.000000,3.430000,13.170000,270.980000,86.720000,31.34,4.27,83.34,9.6,26.38,42.99,45.08,31.33,74.87,26.38,31.33,28.81,7.07,41.66,9.6,214.94

40,09:45-10:00,4.410000,50.400000,0.000000,3.720000,119.320000,115.690000,3.680000,13.720000,200.760000,13.720000,0.000000,3.430000,14.050000,270.980000,86.720000,31.34,4.32,88.67,9.76,26.5,45.87,47.54,31.33,79.88,26.5,31.33,29.27,7.07,44.33,9.75,229.35

41,10:00-10:15,4.410000,50.400000,0.000000,3.720000,123.910000,115.690000,3.680000,14.480000,165.420000,14.480000,0.000000,3.430000,14.840000,270.980000,57.810000,31.34,4.49,92,9.82,26.84,47.59,49.59,31.33,84.73,26.84,31.33,29.47,7.04,46,9.82,237.97

42,10:15-10:30,4.410000,50.400000,0.000000,3.720000,127.120000,115.690000,3.680000,15.150000,165.420000,15.150000,0.000000,3.430000,15.530000,270.980000,52.990000,31.34,4.84,91.34,10.12,27.16,47.59,50,31.33,89.26,27.16,31.33,30.36,7.04,45.66,10.12,237.97

43,10:30-10:45,4.410000,50.400000,0.000000,3.720000,129.730000,115.690000,3.680000,15.710000,165.420000,15.710000,0.000000,3.660000,16.090000,270.980000,52.990000,31.34,5.02,91.34,10.18,26.73,47.59,50,31.33,92.35,26.73,31.33,30.52,7.05,45.66,10.17,237.97

44,10:45-11:00,4.410000,50.400000,0.000000,3.720000,131.160000,115.690000,3.680000,16.200000,185.660000,16.200000,0.000000,3.660000,16.600000,270.980000,52.990000,31.34,5.18,90.67,10.19,27.37,47.59,50,31.33,93.87,27.37,31.33,30.58,6.99,45.33,10.2,237.97

45,11:00-11:15,4.410000,50.420000,0.000000,3.640000,132.530000,115.690000,3.600000,16.620000,167.740000,16.620000,0.000000,3.660000,17.040000,270.980000,53.100000,31.34,8.62,90,14.95,26.33,47.59,50,31.33,94.95,26.33,31.33,44.84,6.95,45,14.94,237.97

46,11:15-11:30,4.410000,50.420000,0.000000,3.640000,132.790000,115.690000,3.600000,16.960000,167.740000,16.960000,0.000000,3.660000,17.380000,270.980000,53.100000,31.34,8.53,90,15.06,26.69,47.59,50,31.33,95.51,26.69,31.33,45.17,7.09,45,15.06,237.97

47,11:30-11:45,4.410000,50.420000,0.000000,3.640000,131.770000,115.690000,3.600000,17.190000,200.760000,17.190000,0.000000,3.660000,17.620000,270.980000,50.100000,31.34,8.34,89.34,15.22,26.58,47.59,50,31.33,95.58,26.58,31.33,45.67,6.97,44.66,15.24,237.97

48,11:45-12:00,4.410000,50.420000,0.000000,3.640000,130.500000,115.690000,3.600000,17.560000,167.740000,17.560000,0.000000,3.660000,17.990000,270.980000,53.100000,31.34,8.33,89.34,15.5,27.88,47.59,50,31.33,95.56,27.88,31.33,46.49,6.97,44.66,15.5,237.97

49,12:00-12:15,4.410000,50.420000,0.000000,3.640000,130.460000,115.690000,3.600000,17.590000,171.280000,17.590000,0.000000,3.660000,18.030000,270.980000,53.100000,31.34,8.55,88.67,15.87,28.43,47.59,50,31.33,95.55,28.43,31.33,47.6,7,44.33,15.87,237.97

50,12:15-12:30,4.410000,50.420000,0.000000,3.640000,127.920000,115.690000,3.600000,17.610000,171.280000,17.610000,0.000000,3.660000,18.060000,270.980000,53.100000,31.34,8.78,88.67,16.29,28.55,47.59,50,31.33,95.58,28.55,31.33,48.87,7.02,44.33,16.29,237.97

51,12:30-12:45,4.410000,50.420000,0.000000,3.640000,128.410000,115.690000,3.600000,17.590000,165.490000,17.590000,0.000000,3.660000,18.040000,270.980000,53.100000,31.34,10.32,89.34,19.56,45.45,47.59,50,31.33,95.56,45.45,31.33,58.67,6.97,44.66,19.56,237.97

52,12:45-13:00,4.410000,50.420000,0.000000,3.640000,128.950000,115.690000,3.600000,17.650000,165.490000,17.650000,0.000000,3.660000,18.090000,270.980000,53.100000,31.34,10.45,90,20.16,46.88,47.59,50,31.33,95.53,46.88,31.33,60.49,7.09,45,20.18,237.97

53,13:00-13:15,4.410000,31.470000,0.000000,3.640000,128.940000,66.160000,3.760000,17.570000,166.730000,17.570000,0.000000,3.660000,18.000000,270.980000,53.100000,31.34,10.62,90.67,20.94,47.45,47.59,50,31.33,95.43,47.45,31.33,62.83,6.97,45.33,20.94,237.97

54,13:15-13:30,4.410000,31.470000,0.000000,3.640000,129.020000,66.160000,3.760000,17.460000,165.490000,17.460000,0.000000,3.660000,17.890000,270.980000,53.100000,31.34,10.69,90.67,21.32,47.75,47.59,49.9,31.33,95.38,47.75,31.33,63.97,7.1,45.33,21.34,237.97

55,13:30-13:45,4.410000,31.470000,0.000000,3.640000,125.180000,66.160000,3.760000,17.250000,165.490000,17.250000,0.000000,3.660000,17.670000,270.980000,53.100000,31.34,11.09,91.34,21.57,48.65,47.59,48.87,31.33,95.42,48.65,31.33,64.71,7.08,45.66,21.57,237.97

56,13:45-14:00,4.410000,50.420000,0.000000,3.640000,121.560000,115.690000,3.760000,16.820000,164.400000,16.820000,0.000000,3.660000,17.230000,270.980000,53.100000,31.34,11.66,92.67,22.11,49.1,47.59,47.74,31.33,95.18,49.1,31.33,66.32,7.1,46.33,22.11,237.97

57,14:00-14:15,4.410000,50.420000,0.000000,3.720000,117.100000,115.690000,3.760000,16.550000,165.490000,16.550000,0.000000,3.800000,16.960000,270.980000,53.100000,31.34,15.34,94,25.21,56.78,47.59,46.64,31.33,94.23,56.78,31.33,75.62,7.1,47,25.2,237.97

58,14:15-14:30,4.410000,50.420000,0.000000,3.720000,111.750000,115.690000,3.760000,16.230000,165.490000,16.230000,0.000000,3.800000,16.640000,270.980000,53.100000,31.34,15.8,95.34,25.99,57.33,47.59,45.56,31.33,93.65,57.33,31.33,77.97,7.07,47.66,26,237.97

59,14:30-14:45,4.410000,50.420000,0.000000,3.720000,104.800000,115.690000,3.760000,15.490000,165.730000,15.490000,0.000000,3.800000,15.870000,270.980000,53.100000,31.34,16.49,97.34,26.57,57.82,47.59,44.32,31.33,92.52,57.82,31.33,79.71,6.96,48.66,26.57,237.97

60,14:45-15:00,4.410000,50.420000,0.000000,3.720000,97.090000,115.690000,3.760000,14.940000,165.730000,14.940000,0.000000,3.800000,15.320000,270.980000,53.100000,31.34,16.58,95.34,27.39,58.42,47.59,42.94,31.33,90.64,58.42,31.33,82.18,6.96,47.66,27.39,237.97

61,15:00-15:15,4.410000,50.420000,0.000000,3.720000,89.060000,115.690000,3.760000,14.280000,192.790000,14.280000,0.000000,3.940000,14.630000,270.980000,50.100000,31.34,15.82,90.67,28.28,58,47.54,41.36,31.33,86.34,58,31.33,84.84,7.05,45.33,28.28,237.71

62,15:15-15:30,4.410000,50.420000,0.000000,3.720000,83.710000,115.690000,3.760000,13.430000,192.790000,13.430000,0.000000,3.940000,13.770000,270.980000,50.100000,31.34,15.94,85.34,26.23,57.61,47.54,39.52,31.33,81.39,57.61,31.33,78.68,6.91,42.66,26.23,237.71

63,15:30-15:45,4.410000,50.440000,0.000000,3.720000,78.410000,115.690000,3.760000,12.740000,192.790000,12.740000,0.000000,3.940000,13.060000,270.980000,90.180000,31.34,16.52,80,26.57,57.88,45.54,38.82,31.33,76.8,57.88,31.33,79.71,6.98,40,26.57,227.7

64,15:45-16:00,4.410000,50.440000,0.000000,3.720000,72.600000,115.690000,3.760000,11.830000,192.790000,11.830000,0.000000,3.940000,12.120000,270.980000,90.180000,31.34,17.23,75.34,26.77,57.48,42.91,36.55,31.33,70.84,57.48,31.33,80.32,7.1,37.66,26.79,214.56

65,16:00-16:15,6.430000,50.440000,0.000000,3.720000,65.870000,115.690000,3.600000,10.690000,200.760000,10.690000,0.000000,4.080000,10.960000,270.980000,90.180000,31.34,17.1,67.34,26.82,57.65,39.56,33.87,31.33,64.85,57.65,31.33,80.46,7.1,33.66,26.83,197.78

66,16:15-16:30,6.430000,50.440000,0.000000,3.720000,57.370000,115.690000,3.600000,9.930000,200.760000,9.930000,0.000000,4.080000,10.170000,270.980000,90.180000,31.34,13.55,59.34,21.39,56.34,36.2,30.78,31.33,58.83,56.34,31.33,64.18,6.98,29.66,21.39,181

67,16:30-16:45,6.430000,50.440000,0.000000,3.720000,46.660000,115.690000,3.600000,8.630000,200.760000,8.630000,0.000000,3.430000,8.840000,270.980000,90.180000,31.34,13.66,52,21.82,56.75,32.84,27.39,31.33,52.2,56.75,31.33,65.44,14.17,26,21.81,164.23

68,16:45-17:00,6.430000,50.440000,0.000000,3.720000,36.740000,115.690000,3.600000,7.450000,260.720000,7.450000,0.000000,3.430000,7.630000,270.980000,90.180000,31.34,13.87,48,22.14,58.13,29.49,23.87,31.33,45.05,58.13,31.33,66.43,13.06,24,22.15,147.44

69,17:00-17:15,6.430000,74.160000,0.000000,3.560000,28.190000,115.690000,3.600000,6.260000,257.770000,6.260000,0.000000,3.430000,6.420000,270.980000,90.180000,24.64,14.25,37.34,22.15,56.97,25.71,20.87,33,37.57,56.97,33,66.46,12.45,18.66,22.15,128.57

70,17:15-17:30,6.430000,86.880000,0.000000,3.560000,21.270000,115.690000,3.600000,5.070000,260.720000,5.070000,0.000000,3.430000,5.190000,270.980000,100.930000,13.97,14.49,30,22.21,56.61,21.94,17.07,33,30.43,56.61,21.16,66.64,11.65,15,22.23,109.68

71,17:30-17:45,6.430000,86.880000,0.000000,3.560000,15.330000,115.690000,3.600000,3.920000,260.720000,3.920000,0.000000,3.430000,4.020000,270.980000,100.930000,8.14,14.61,22.67,22.22,56.13,18.16,13.16,19.15,23.19,56.13,9.32,66.67,11.05,11.33,22.23,90.8

72,17:45-18:00,6.430000,86.880000,0.000000,3.560000,10.080000,115.690000,3.600000,2.890000,260.720000,2.890000,0.000000,3.430000,2.960000,270.980000,100.930000,2.51,14.6,14.67,22.23,48.4,14.38,9.43,12.14,16.32,48.4,4.66,66.69,10.45,7.33,22.24,71.93

73,18:00-18:15,6.430000,73.870000,0.000000,3.640000,5.750000,115.690000,3.600000,1.940000,260.720000,1.940000,0.000000,3.890000,1.990000,270.980000,100.930000,0,13.98,10,22.98,47.77,11.35,6.31,0,10.47,47.77,0,68.93,9.3,5,22.96,56.73

74,18:15-18:30,6.430000,73.870000,0.000000,3.640000,2.870000,115.690000,3.600000,1.370000,260.720000,1.370000,0.000000,3.890000,1.390000,270.980000,100.930000,0,13.66,4.67,22.54,48.21,8.31,3.78,0,6.05,48.21,0,67.62,8.92,2.33,22.55,41.54

75,18:30-18:45,6.430000,73.870000,0.000000,3.640000,1.300000,115.690000,3.600000,0.000000,260.720000,0.000000,0.000000,3.890000,0.000000,270.980000,100.930000,0,12.49,2,22.48,47.87,5.27,1.67,0,3.01,47.87,0,67.43,8.29,1,22.46,26.35

76,18:45-19:00,6.430000,86.910000,0.000000,3.640000,0.310000,115.690000,3.600000,0.000000,260.720000,0.000000,0.000000,3.890000,0.000000,270.980000,100.930000,0,12.35,1.33,22.44,47.53,2.23,0.51,0,0.93,47.53,0,67.31,7.73,0.67,22.43,11.16

77,19:00-19:15,6.430000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,12.25,0.42,22.19,47.18,1.25,0,0,0.03,47.18,0,66.56,7.15,0.21,22.17,6.28

78,19:15-19:30,6.430000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,12.16,0,22.06,40.09,0.02,0,0,0.03,40.09,0,66.18,6.98,0,22.06,0.09

79,19:30-19:45,6.150000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,12.1,0,22.05,39.42,0,0,0,0.03,39.42,0,66.15,6.97,0,22.05,0

80,19:45-20:00,6.150000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,12.02,0,22.01,38.89,0,0,0,0,38.89,0,66.04,6.93,0,22.03,0

81,20:00-20:15,6.150000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,12.28,0,21.94,38.98,0,0,0,0,38.98,0,65.82,6.98,0,21.93,0

82,20:15-20:30,6.150000,86.910000,0.000000,3.640000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,11.92,0,21.83,38.5,0,0,0,0,38.5,0,65.5,6.95,0,21.84,0

83,20:30-20:45,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,11.69,0,21.7,37.68,0,0,0,0,37.68,0,65.11,6.94,0,21.7,0

84,20:45-21:00,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.530000,0.000000,260.720000,0.000000,0.000000,3.710000,0.000000,270.980000,100.930000,0,11.47,0,21.45,37.09,0,0,0,0,37.09,0,64.36,7.06,0,21.47,0

85,21:00-21:15,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,11.41,0,18.39,36.55,0,0,0,0,36.55,0,55.16,7.02,0,18.38,0

86,21:15-21:30,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,9.74,0,18.04,35.88,0,0,0,0,35.88,0,54.13,6.93,0,18.05,0

87,21:30-21:45,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,9.74,0,17.81,35.78,0,0,0,0,35.78,0,53.42,7.07,0,17.8,0

88,21:45-22:00,6.150000,86.910000,0.000000,3.490000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,9.8,0,17.65,35.49,0,0,0,0,35.49,0,52.94,6.9,0,17.65,0

89,22:00-22:15,6.150000,86.910000,0.000000,3.560000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,9.88,0,17.29,35.97,0,0,0,0,35.97,0,51.86,6.93,0,17.28,0

90,22:15-22:30,6.150000,86.910000,0.000000,3.560000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,6.85,0,17.02,36.1,0,0,0,0,36.1,0,51.07,6.93,0,17.03,0

91,22:30-22:45,6.150000,86.910000,0.000000,3.870000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,6.84,0,15.19,35.56,0,0,0,0,35.56,0,45.56,7.03,0,15.18,0

92,22:45-23:00,6.150000,86.910000,0.000000,3.870000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.610000,0.000000,270.980000,100.930000,0,6.82,0,15.29,30.87,0,0,0,0,30.87,0,45.87,7.07,0,15.29,0

93,23:00-23:15,6.150000,86.910000,0.000000,3.870000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.480000,0.000000,270.980000,100.930000,0,6.9,0,15.41,30.75,0,0,0,0,30.75,0,46.24,7.07,0,15.41,0

94,23:15-23:30,6.150000,86.910000,0.000000,3.870000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.480000,0.000000,270.980000,100.930000,0,6.98,0,15.26,31.21,0,0,0,0,31.21,0,45.76,6.94,0,15.25,0

95,23:30-23:45,6.150000,86.910000,0.000000,3.870000,0.000000,115.690000,3.450000,0.000000,260.720000,0.000000,0.000000,3.480000,0.000000,270.980000,100.930000,0,7.15,0,15.44,25.08,0,0,0,0,25.08,0,46.33,6.99,0,15.44,0

