Block,Time Block,SINGRAULI,TALST2,TANAKPUR,TALA,TEHRI,SINGRAULI_HYDRO,TANDA2,MAPS,NJPC,NAPP,NLCEXP,SIMHST2,SALAL,SEWA2,SASAN,SIMHST1,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,ANTA_LF,AURY_LF,ANTA_GF,AURY_GF,ANTA_CRF,ANTA_RF,AURY_CRF,FSTPP I & II,DHAULIGNGA,DULHASTI,KGSU1AND2,JHAJJAR,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,RSTPSU1TO6,RSTPSU7,DADRT2,CHAMERA3,CHAMERA2,KGSU3AND4,CHAMERA1,BSIUL,BRBCL,KKNPPU2,KOLDAM,KUDGI,KHSTPP-II,KKNP,KISHANGANGA,KOTESHWR,KHSTPP-I,NLCIIST1,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,NTPL,PARBATI3,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
75,18:30-18:45,86.03,0,10.29,8.78,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,620.92,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,52.36,41.59,48.71,20.28,0,1.57,15.73,0,0,0,0,0,0,0

76,18:45-19:00,86.03,0,10.29,8.75,74.42,0,2.71,0,148.39,43.3,0,0,76.82,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,625.75,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,52.36,41.59,48.71,20.28,0,1.57,15.73,0,0,0,0,0,0,0

77,19:00-19:15,86.03,0,10.29,8.73,74.42,0,2.71,0,148.39,43.3,0,0,76.82,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,52.36,41.59,8.54,20.28,0,1.57,15.73,0,0,0,0,0,0,0

78,19:15-19:30,86.03,0,10.29,9.01,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,52.36,41.59,8.54,20.28,0,1.57,15.73,0,0,0,0,0,0,0

79,19:30-19:45,86.03,0,10.29,9.06,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,52.36,41.59,8.54,20.28,0,1.57,15.73,0,0,0,0,0,0,0

80,19:45-20:00,86.03,0,10.29,9.26,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,0,0,0,0,0,0,0,10.63,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,17.68,41.59,8.54,20.28,0,1.57,15.73,0,0,0,0,0,0,0

81,20:00-20:15,86.03,0,10.29,9.37,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,36.33,0,0,0,0,0,0,10.63,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,14.96,41.59,10.68,20.28,0,1.57,10.02,0,0,0,0,0,0,0

82,20:15-20:30,86.03,0,10.29,9.63,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,46,19.35,0,0,0,0,0,27.24,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,37.39,43.47,0,0,3.18,0,0,0,3.81,41.59,10.68,20.28,0,1.57,10.02,0,0,0,0,0,0,0

83,20:30-20:45,86.03,0,9.43,10.71,73.59,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,75.18,48.38,0,0,0,0,0,27.24,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,1.06,14.52,0,3.88,0,95.68,0,4.18,20.77,43.47,0,0,3.02,0,0,0,3.81,41.59,48.71,20.28,0,1.57,10.02,0,0,0,0,0,0,0

84,20:45-21:00,86.03,0,9.43,10.71,73.59,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,59.67,48.38,0,0,0,0,0,27.24,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,1.06,14.52,0,3.88,0,95.68,0,4.18,18.7,43.47,0,0,3.02,0,0,0,3.81,41.59,48.71,20.28,0,1.57,10.02,0,0,0,0,0,0,0

85,21:00-21:15,86.03,0,9.43,10.71,73.59,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,46,36.45,0,0,0,0,0,20.61,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,1.06,14.52,0,3.88,0,95.68,0,4.18,18.7,43.47,0,0,3.02,0,0,0,3.81,41.59,8.54,20.28,0,1.57,10.02,0,0,0,0,0,0,0

86,21:15-21:30,86.03,0,9.43,10.71,73.59,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,45.35,68.35,0,0,0,0,0,28.04,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,1.06,14.52,0,3.88,0,95.68,0,4.18,18.7,43.47,0,0,3.02,0,0,0,3.81,41.59,8.54,20.28,0,1.57,10.02,0,0,0,0,0,0,0

87,21:30-21:45,86.03,0,9.43,10.71,73.59,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,45.35,68.35,0,0,0,0,0,28.04,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,1.06,14.52,0,3.88,0,95.68,0,4.18,18.7,43.47,0,0,3.02,0,0,0,3.81,41.59,8.54,20.28,0,1.57,10.02,0,0,0,0,0,0,0

88,21:45-22:00,86.03,0,9.43,10.71,74.21,0,2.71,0,140.17,43.3,0,0,61.86,11.2,405.24,0,0,0,0,45.35,68.35,0,0,0,0,0,28.04,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,40.79,2.13,14.52,0,3.88,0,95.68,0,4.18,18.7,43.47,0,0,3.02,0,0,0,3.81,41.59,8.54,20.28,0,1.57,10.02,0,0,0,0,0,0,0

89,22:00-22:15,86.03,0,10.29,10.71,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,45.35,36.45,0,0,0,0,0,20.61,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,31.16,43.47,0,0,3.18,0,0,0,3.81,41.59,48.71,20.28,0,1.57,10.02,0,0,0,0,0,0,0

90,22:15-22:30,86.03,0,10.29,10.71,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,10.94,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,31.16,43.47,0,0,3.18,0,0,0,3.81,41.59,48.71,20.28,0,1.57,10.02,0,0,0,0,0,0,0

91,22:30-22:45,86.03,0,10.29,11.58,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,10.94,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,31.16,43.47,0,0,3.18,0,0,0,14.96,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

92,22:45-23:00,86.03,0,10.29,11.58,74.42,0,2.71,0,148.39,43.3,0,0,61.86,16.81,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,10.94,0,20.13,40.08,53.3,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,32.65,44.18,0,40.79,18.93,14.52,0,3.88,0,95.68,0,4.18,31.16,43.47,0,0,3.18,0,0,0,14.96,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

93,23:00-23:15,86.03,0,9.43,11.6,68.58,0,2.71,0,140.17,43.3,0,0,75.34,11.2,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,11.16,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,27.19,1.06,14.52,0,3.88,0,95.68,0,2.79,20.77,43.47,0,0,3.02,0,0,0,14.96,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

94,23:15-23:30,86.03,0,9.43,11.83,68.58,0,2.71,0,140.17,43.3,0,0,75.34,5.53,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,11.16,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,27.19,1.06,14.52,0,3.88,0,95.68,0,1.39,9.35,43.47,0,0,3.02,0,0,0,3.81,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

95,23:30-23:45,86.03,0,9.43,11.83,68.58,0,2.71,0,140.17,43.3,0,0,75.34,0,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,11.16,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,27.19,1.06,14.52,0,3.88,0,95.68,0,0.14,9.35,43.47,0,0,3.02,0,0,0,3.81,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

96,23:45-24:00,86.03,0,9.43,11.85,68.58,0,2.71,0,140.17,43.3,0,0,75.34,0,405.24,0,0,0,0,45.35,26.78,0,0,0,0,0,11.16,0,20.13,38.9,52.77,0,400.44,123.48,0,116.32,45.8,58,0,0,663.91,31.04,42.79,0,27.19,1.06,14.52,0,3.88,0,95.68,0,0,9.35,43.47,0,0,3.02,0,0,0,3.81,41.59,10.68,20.28,0,1.57,14.29,0,0,0,0,0,0,0

