Block,Time Block,TEHRI,UNCHAHAR1,TANDA2,UNCHAHAR4,VALLURNTECL,TALST2,URI2,SINGRAULI_HYDRO,UNCHAHAR3,TANAKPUR,TALA,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,ANTA_GF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,NTPL,RIHAND2,PARBATI3,SASAN,PARBATI2,RIHAND1,RAPPB,SIMHST1,SINGRAULI,RSTPSU1TO6,SIMHST2,RSTPSU7,RAPPD,SALAL,SEWA2,RIHAND3,RAMPUR,RAPPC,NAPP,NLCEXP,NLCIIST1,KUDGI,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA2,DULHASTI,DADRT2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.07,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,250.38,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

56,13:45-14:00,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,25.07,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,16.26,260.01,10.86,51.5,0,0,79.63,0,0,0,20.86,74.97,0,69.27,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,0,9.69,0,0,0,0,0

57,14:00-14:15,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,24.73,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,78.08,4.13,373.07,10.86,51.5,0,0,102.62,0,0,0,20.86,75.54,0,87.09,5.14,65.53,24.44,0,0,0,129.44,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,31.33,57.3,94.98,19.26,0,6.28,22.47,10.54,9.69,0,0,0,0,0

58,14:15-14:30,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,24.73,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,10.86,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,5.14,65.53,24.44,0,0,0,129.44,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,47,57.3,94.98,19.26,0,6.28,22.47,10.54,9.69,0,0,0,0,0

59,14:30-14:45,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,24.73,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,10.86,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,5.14,65.53,24.44,0,0,0,129.44,0,0,0,0,224.01,27.95,0,0,96.59,10.04,0,0,0,8.31,47,57.3,94.98,19.26,0,6.28,22.47,21.07,9.69,0,0,0,0,0

60,14:45-15:00,0,13.08,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,24.73,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,10.86,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.95,0,0,97.55,10.04,0,0,0,8.31,47,57.3,94.98,19.26,0,6.28,22.47,21.07,9.69,0,0,0,0,0

61,15:00-15:15,0,12.15,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.12,0,0,97.55,10.04,0,0,0,8.31,47,57.3,164.8,19.26,0,6.28,22.47,21.07,9.69,0,0,0,0,0

62,15:15-15:30,0,12.15,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,224.01,27.12,0,0,97.55,10.04,0,0,0,8.31,47,57.3,234.62,19.26,11.41,6.28,22.47,21.07,9.69,0,0,0,0,0

63,15:30-15:45,0,12.15,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,291.42,24.58,0,0,114.76,10.04,0,0,0,8.31,47,57.3,94.98,19.26,11.41,12.56,22.47,21.07,9.69,0,0,0,0,0

64,15:45-16:00,0,12.15,3.96,1.1,0,0,36.69,1.04,16.32,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,75.54,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,291.42,24.58,0,0,114.76,10.04,0,0,1.94,8.31,47,57.3,94.98,19.26,11.41,12.56,22.47,21.07,9.69,0,0,0,0,0

65,16:00-16:15,0,11.87,2.93,1.1,0,0,36.69,1.04,16.32,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,291.42,24.58,0,0,114.76,10.04,0,0,1.94,8.31,47,57.3,94.98,19.26,22.82,12.56,33.7,21.07,9.69,0,0,0,0,0

66,16:15-16:30,9.43,11.87,2.93,1.1,0,0,36.69,1.04,14.66,1.11,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,291.42,24.58,0,0,114.76,10.04,0,0,1.94,8.31,47,57.3,94.98,19.26,25.49,12.56,33.7,21.07,9.69,0,0,0,0,0

67,16:30-16:45,9.43,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,24.58,0,0,114.76,10.04,0,0,3.74,8.31,47,57.3,94.98,19.26,27.06,12.56,33.7,21.07,9.69,0,0,0,0,0

68,16:45-17:00,18.86,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,23.83,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,0,90.18,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,24.58,0,0,114.76,10.04,0,0,3.74,8.31,47,57.3,94.98,19.26,27.06,12.56,33.7,21.07,9.69,0,0,0,0,0

69,17:00-17:15,18.86,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,6.07,84.24,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,3.74,8.31,47,57.3,94.98,19.26,27.06,12.56,33.7,21.07,9.69,0,0,0,0,0

70,17:15-17:30,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,18.09,62.82,0,0,126.23,0,0,0,20.86,76.09,12.14,89.6,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,4.2,8.31,47,57.3,94.98,19.26,27.06,12.56,33.7,21.07,9.69,0,0,0,0,0

71,17:30-17:45,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.13,400.85,21.71,62.82,0,0,126.23,0,0,0,20.86,76.09,18.2,89.6,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,4.2,8.31,47,57.3,94.98,19.26,27.06,12.56,33.7,21.07,9.69,0,0,0,0,0

72,17:45-18:00,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.44,400.85,28.95,62.82,0,0,126.23,0,0,0,20.86,76.09,18.2,89.6,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,29.12,0,0,114.76,10.04,0,0,6.58,8.31,47,57.3,94.98,19.26,40.59,6.28,33.7,21.07,9.69,0,0,0,0,0

73,18:00-18:15,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,19.2,400.85,36.18,62.82,0,0,126.23,0,0,0,20.86,76.09,18.2,89.6,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,35.18,0,0,114.76,10.04,0,0,9.24,8.31,47,57.3,94.98,19.26,40.59,6.28,33.7,21.07,11.91,0,0,0,0,0

74,18:15-18:30,29.68,11.87,2.93,1.1,0,0,36.69,1.04,14.66,3.58,0,0,22.63,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,22.17,400.85,36.18,62.82,0,0,126.23,0,0,0,20.86,76.09,18.2,89.6,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,358.83,35.18,0,0,114.76,10.04,0,0,9.24,8.31,47,57.3,94.98,19.26,40.59,6.28,33.7,21.07,11.91,0,0,0,0,0

75,18:30-18:45,29.68,14.04,3.96,1.1,0,0,36.69,1.04,17.29,3.58,0,0,27.97,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,65.01,400.85,43.41,64.97,0,0,130.63,0,0,0,20.86,76.09,18.2,92.25,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,136.63,35.18,0,0,114.76,20.08,0,0,9.24,8.31,47,57.3,94.98,19.26,40.59,6.28,33.7,42.16,13.85,0,0,0,0,0

76,18:45-19:00,29.68,14.04,3.96,1.1,0,0,38.67,1.04,17.29,3.58,0,0,27.97,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,75.91,400.85,50.65,64.97,0,0,130.63,0,0,0,20.86,76.09,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,136.63,35.18,0,0,114.76,33.47,0,0,9.24,8.36,49.16,58,94.98,19.26,41.54,19.7,35.48,42.16,13.85,0,0,0,0,0

77,19:00-19:15,29.68,14.04,3.96,1.1,0,0,38.67,1.04,17.29,3.58,0,0,27.82,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,90.59,0,0,144.78,0,0,0,20.86,76.09,19.35,91.66,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,188.84,39.64,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,94.98,19.26,41.54,19.7,35.48,42.16,13.85,0,0,0,0,0

78,19:15-19:30,29.68,14.04,3.96,1.1,0,0,38.67,1.04,17.29,3.58,0,0,27.82,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,144.78,0,0,0,20.86,76.09,19.35,91.66,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,292.66,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,94.98,19.26,41.54,19.7,35.48,42.16,13.85,0,0,0,0,0

79,19:30-19:45,29.68,16.56,3.96,1.1,0,0,38.67,1.04,20.12,3.58,0,0,31.68,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,144.78,0,0,0,20.86,76.09,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,378.62,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,118.33,19.26,41.54,19.7,35.48,42.16,13.85,0,0,0,0,0

80,19:45-20:00,29.68,16.56,3.96,1.1,0,0,38.67,1.04,20.56,3.58,0,0,31.91,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,144.78,0,0,0,20.86,76.09,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,378.62,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,108.7,19.26,41.54,19.7,35.48,42.16,13.85,0,0,0,0,0

81,20:00-20:15,29.68,20.95,5.31,1.64,0,0,38.67,1.04,26.45,3.58,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,144.78,0,0,0,20.86,76.09,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,387.09,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,169.53,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

82,20:15-20:30,29.68,21.13,5.32,1.64,0,0,38.67,1.04,26.66,3.58,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,144.78,0,0,0,20.86,76.09,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,387.09,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,193.45,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

83,20:30-20:45,29.68,21.13,5.32,1.64,0,0,36.69,1.04,26.66,3.58,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,13.3,400.85,43.41,93.63,0,0,144.78,0,0,0,20.86,76.09,18.2,92.25,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,387.19,43.85,0,0,142.81,30.12,0,0,9.24,8.31,47,57.3,193.45,19.26,40.59,12.56,33.73,42.16,17.45,0,0,0,0,0

84,20:45-21:00,29.68,21.13,5.32,1.64,0,0,36.69,1.04,26.66,3.58,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,11.83,400.85,43.41,93.63,0,0,144.78,0,0,0,20.86,76.09,18.2,92.25,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,387.19,43.85,0,0,142.81,30.12,0,0,9.24,8.31,47,57.3,193.45,19.26,40.59,12.56,33.73,42.16,17.45,0,0,0,0,0

85,21:00-21:15,29.68,17.88,5.32,1.64,0,0,36.69,1.04,23.09,0.99,0,0,34.28,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,14.78,400.85,43.41,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,92.25,6.26,65.53,24.44,0,0,0,159.85,0,0,0,0,357.96,43.85,0,0,142.81,30.12,0,0,9.24,8.31,47,57.3,189.6,19.26,40.59,12.56,33.73,42.16,17.45,0,0,0,0,0

86,21:15-21:30,29.68,17.88,5.32,1.64,0,0,38.67,1.04,23.09,0.99,0,0,34.28,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,400.85,50.65,93.63,0,0,132.45,0,0,0,20.86,76.44,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,357.96,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,189.6,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

87,21:30-21:45,29.68,17.88,5.32,1.64,0,0,38.67,1.02,23.09,0.99,0,0,34.28,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,397.6,50.65,93.63,0,0,132.45,0,0,0,20.86,76.44,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,412.46,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,189.6,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

88,21:45-22:00,29.68,17.88,5.32,1.64,0,0,38.67,1.02,23.09,0.99,0,0,34.28,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,397.6,50.65,93.63,0,0,132.45,0,0,0,20.86,76.44,19.35,92.25,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,412.46,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,189.6,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

89,22:00-22:15,29.68,20.68,5.32,1.64,0,0,38.67,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,397.6,50.65,93.63,0,0,132.45,0,0,0,20.86,76.44,19.35,91.66,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,441.7,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,314.61,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

90,22:15-22:30,29.68,21.13,5.32,1.64,0,0,38.67,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,75.91,397.6,50.65,93.63,0,0,132.45,0,0,0,20.86,76.44,19.35,91.66,6.89,65.53,24.44,0,0,0,175.83,0,0,0,0,441.7,43.85,0,0,142.81,33.47,0,0,9.24,8.36,49.16,58,417.79,19.26,41.54,19.7,35.48,42.16,17.45,0,0,0,0,0

91,22:30-22:45,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,20.08,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,42.16,17.45,0,0,0,0,0

92,22:45-23:00,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,10.04,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,42.16,17.45,0,0,0,0,0

93,23:00-23:15,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,10.04,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,10.54,17.45,0,0,0,0,0

94,23:15-23:30,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.99,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,10.04,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,10.54,17.45,0,0,0,0,0

95,23:30-23:45,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.49,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,10.04,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,10.54,17.45,0,0,0,0,0

96,23:45-24:00,29.68,21.13,5.32,1.64,0,0,36.69,1.02,26.66,0.49,0,0,38.86,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,41.37,397.6,39.8,93.63,0,0,144.78,0,0,0,20.86,76.44,18.2,91.66,6.72,65.53,24.44,0,0,0,174.2,0,0,0,0,441.7,43.85,0,0,142.81,10.04,0,0,9.24,8.31,47,57.3,441.94,19.26,40.59,18.84,33.73,10.54,17.45,0,0,0,0,0

