Block,Time,KGSU1AND2,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,RAPPB,RAPPC,SEWA2,SIMHST2,URI,VALLURNTECL,ANTA_CRF,CHAMERA3,NJPC,NLCEXP,RIHAND1,RSTPSU1TO6,TALST2,DADRI_RF,FSTPP I & II,MAPS,PARBATI3,SASAN,TANDA2,TEHRIPSP,DADRT2,DHAULIGNGA,DULHASTI,KHSTPP-II,RAPPD,RIHAND2,RSTPSU7,SIMHST1,TALA,URI2,BRBCL,KGSU3AND4,NAPP,NLCIIST1,SINGRAULI,TEHRI,UNCHAHAR2,AURY_CRF,DADRI_GF,JHAJJAR,KHSTPP-I,KKNP,KKNPPU2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,ANTA_GF,ANTA_LF,AURY_RF,BSIUL,CHAMERA1,CHAMERA2,KUDGI,PARBATI2,SINGRAULI_HYDRO,TANAKPUR,ANTA_RF,DADRI_LF,KISHANGANGA,KOLDAM,KOTESHWR,NTPL,RIHAND3,SALAL,UNCHAHAR3,AURY_GF,AURY_LF,DADRI_CRF
54,13:15-13:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,32.74,24.99,0,24.23,0,97.47,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.56,0,4.65,8.63,45.08,0,130.84,84.83,27.38,0,0,0

55,13:30-13:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,105.67,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,4.65,8.63,45.08,0,130.84,81.34,27.38,0,0,0

56,13:45-14:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,108.12,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,4.65,8.63,45.08,0,130.84,81.34,27.38,0,0,0

57,14:00-14:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,109.76,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,6.97,8.63,45.08,0,130.84,81.34,27.38,0,0,0

58,14:15-14:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,0,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,109.76,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,6.97,8.63,45.08,0,130.84,81.34,27.38,0,0,0

59,14:30-14:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,103.98,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,6.97,8.63,43.96,0,130.84,81.34,27.38,0,0,0

60,14:45-15:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,49.06,0,6.97,8.63,43.96,0,130.84,81.34,27.38,0,0,0

61,15:00-15:15,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

62,15:15-15:30,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

63,15:30-15:45,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

64,15:45-16:00,0,0,0,0,5.68,0,65.11,18.34,0,44.16,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,27.61,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

65,16:00-16:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,22.61,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.84,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.05,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

66,16:15-16:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.78,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.05,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

67,16:30-16:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.55,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.05,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

68,16:45-17:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.43,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,3.23,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,48.05,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

69,17:00-17:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

70,17:15-17:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,36.43,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.78,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

71,17:30-17:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,34.2,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.9,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

72,17:45-18:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,34.2,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.72,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

73,18:00-18:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,34.2,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.45,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

74,18:15-18:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,34.2,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.19,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.55,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

75,18:30-18:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,104.09,20.15,0,34.2,416.25,5.73,192.57,689.39,42.46,38.32,98.87,40.15,125.27,0,0,23.1,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,80.79,19.56,42.15,47.12,0,26.04,0,11.91,47.29,0,6.97,8.63,43.96,0,130.84,77.85,27.38,0,0,0

76,18:45-19:00,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,104.09,20.15,0,38.66,416.25,5.73,192.57,689.39,44.82,38.45,98.87,40.15,125.27,0,0,22.96,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,667.27,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,47.29,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

77,19:00-19:15,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,104.09,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.81,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,47.29,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

78,19:15-19:30,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,104.09,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.45,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,47.29,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

79,19:30-19:45,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,104.09,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.67,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,47.8,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

80,19:45-20:00,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,104.09,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.87,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,47.8,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

81,20:00-20:15,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.96,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,48.55,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

82,20:15-20:30,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,23.02,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,48.55,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

83,20:30-20:45,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,22.96,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,48.55,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

84,20:45-21:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,23.1,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,19.56,42.15,47.12,0,26.04,0,11.91,48.55,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

85,21:00-21:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,23.25,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,19.56,42.15,47.12,0,26.04,0,11.91,49.31,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

86,21:15-21:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,36.43,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,23.4,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,19.56,42.15,47.12,0,26.04,0,11.91,49.31,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

87,21:30-21:45,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,23.55,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,50.08,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

88,21:45-22:00,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,23.84,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,50.08,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

89,22:00-22:15,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,23.98,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,50.58,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

90,22:15-22:30,0,0,0,0,5.85,0,65.11,19.49,0,48.57,0,0,35.69,177.45,0,48.09,0,0,106.06,20.15,0,38.66,416.25,5.73,192.57,689.01,44.82,38.45,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,111.41,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,81.31,20.46,42.35,49.6,0,27.74,0,11.91,50.58,0,7.18,8.63,45.08,0,130.84,77.85,27.38,0,0,0

91,22:30-22:45,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,113.75,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,50.83,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

92,22:45-23:00,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,113.75,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,50.83,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

93,23:00-23:15,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,106.49,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

94,23:15-23:30,0,0,0,0,5.68,0,65.11,18.34,0,48.57,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,106.49,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,51.59,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

95,23:30-23:45,0,0,0,0,5.68,0,65.11,18.34,0,11.04,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,106.49,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,51.84,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

96,23:45-24:00,0,0,0,0,5.68,0,65.11,18.34,0,4.41,0,0,33.95,175.8,0,48.09,0,0,106.06,20.15,0,34.2,416.25,5.73,192.57,689.01,42.46,38.32,98.87,40.15,125.27,0,0,24.14,33.52,24.99,0,24.23,0,106.49,80.2,44.52,0,0,474.86,45.53,0,0,0,21.65,2.94,0,0,82.08,19.56,42.15,47.12,0,25.69,0,11.91,51.84,0,6.97,8.63,45.08,0,130.84,77.85,27.38,0,0,0

