Block,Time Block,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,SINGRAULI_HYDRO,TEHRI,MAPS,JHAJJAR,KOTESHWR,KKNP,KISHANGANGA,KKNPPU2,KHSTPP-I,KOLDAM,KUDGI,KHSTPP-II,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,CHAMERA1,CHAMERA3,BRBCL,CHAMERA2,BSIUL,ANTA_GF,ANTA_CRF,SIMHST2,RSTPSU7,RIHAND3,SEWA2,SINGRAULI,SALAL,SASAN,RIHAND2,RSTPSU1TO6,SIMHST1,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,RAPPC,NNTPP,NTPL,PARBATI3,RAPPB,NLCEXP,NJPC,NLCIIST1,RIHAND1,KGSU3AND4,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,11.85,0,0,0,32.91,0,0,0,10.82,23.28,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,88.75,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,14.97,0,0,123.75,0,31.1,0,0,0,0,0,0,0

59,14:30-14:45,0,11.85,0,0,0,32.91,0,0,0,10.82,23.28,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.24,13.01,6.31,0,0,0,0,88.75,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

60,14:45-15:00,0,11.85,0,0,0,32.91,0,0,0,10.82,23.28,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,88.75,0,88.99,37.14,272.39,92.59,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

61,15:00-15:15,0,11.85,0,0,0,32.91,0,0,0,10.82,23.28,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,87.52,0,120.62,37.14,272.39,92.29,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,31.1,0,0,0,0,0,0,0

62,15:15-15:30,0,11.85,0,0,0,32.91,0,0,0,10.82,28.58,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,11.14,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,87.52,0,120.62,37.14,272.39,91.05,0,0,0,2.65,0,44.03,58.48,0,0,3.4,0,0,123.75,0,30.73,0,0,0,0,0,0,0

63,15:30-15:45,0,12.08,0,0,0,32.91,0,0,0,8.68,29.06,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,13.93,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,87.52,0,120.62,37.14,272.39,91.05,0,0,0,3.43,0,44.03,58.48,0,0,3.4,0,0,161.84,0,30.73,0,0,0,0,0,0,0

64,15:45-16:00,0,12.08,0,0,0,32.91,0,0,0,8.66,29.06,43.3,0,74.48,0,138.87,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,13.93,52.1,365.45,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,13.01,6.31,0,0,0,0,87.52,0,120.62,37.14,272.39,91.05,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,30.73,0,0,0,0,0,0,0

65,16:00-16:15,1.33,12.46,1.57,0,0,32.91,0,0,0,8.63,29.7,43.3,0,74.48,0,141.67,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,13.93,52.1,368.1,0,0,0,0,0,0,0,0,0,0,0,10.35,17.44,13.01,6.31,0,0,0,0,108.12,0,121.64,29.26,272.39,109.14,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,31.97,0,0,0,0,0,0,0

66,16:15-16:30,1.33,12.46,1.57,0,0,32.91,0,0,0,8.66,29.7,43.3,0,74.48,0,141.67,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,13.93,52.1,368.1,0,0,0,0,0,0,0,0,0,0,0,10.35,18.63,13.01,6.31,0,0,0,0,120.48,5.61,121.64,29.26,272.39,115.07,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,31.97,0,0,0,0,0,0,0

67,16:30-16:45,1.33,12.46,1.57,0,0,32.91,0,0,0,8.56,29.7,43.3,0,74.48,0,141.67,28.07,0,1.39,0,29.81,3.88,0,66.18,39.13,13.93,52.1,368.1,0,0,0,0,0,0,0,0,0,0,0,10.35,18.88,10.84,6.31,0,0,0,0,120.48,5.61,132.28,29.26,272.39,115.07,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,44.58,0,0,0,0,0,0,0

68,16:45-17:00,1.33,12.46,1.57,0,0,32.91,0,0,0,8.54,29.7,43.3,0,74.48,0,141.67,28.07,0,1.39,0,38.27,3.88,0,85,39.13,13.93,52.1,368.1,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,10.84,6.31,0,0,0,0,120.48,11.22,132.28,29.26,272.39,115.07,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,44.58,0,0,0,0,0,0,0

69,17:00-17:15,1.33,12.46,1.57,0,0,32.91,0,0,0,8.56,24.08,43.3,0,74.48,0,141.67,28.07,0,1.39,0,42.62,3.88,0,95.76,39.13,16.83,52.1,368.1,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,10.84,0,0,0,0,0,120.48,11.22,132.28,29.26,272.39,115.07,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,44.58,0,0,0,0,0,0,0

70,17:15-17:30,1.33,15.4,1.57,0,0,32.91,0,0,0,8.46,31.46,43.3,0,74.48,0,144.81,28.07,0,1.39,0,43.51,3.88,0,95.76,39.13,16.83,52.1,385.53,0,0,0,0,0,0,0,0,0,0,0,10.35,19.37,10.84,0,0,0,0,0,120.48,11.22,132.28,29.26,272.39,115.07,0,0,0,3.43,0,44.03,58.48,0,0,14.97,0,0,161.84,0,44.58,0,0,0,0,0,0,0

71,17:30-17:45,1.33,15.4,1.57,0,0,32.91,0,0,0,8.17,31.46,43.3,0,74.48,0,144.81,28.07,0,1.39,0,43.51,3.88,0,95.76,39.13,16.83,52.1,395.22,0,0,0,0,0,0,0,0,0,0,12.24,10.35,19.37,10.84,0,0,0,0,0,120.48,11.22,132.28,29.26,250.6,115.07,0,0,0,3.43,0,44.03,58.48,0,0,17.69,0,0,161.84,0,44.58,0,0,0,0,0,0,0

72,17:45-18:00,1.33,15.4,1.57,0,0,32.91,0,0,0,7.72,31.46,43.3,0,74.48,0,144.81,28.07,0,1.39,0,43.51,3.88,0,95.76,39.13,16.83,52.1,443.64,0,0,0,0,0,0,0,0,0,0,12.24,10.35,19.37,10.84,0,0,0,0,0,120.48,11.22,132.28,29.26,223.36,115.07,0,0,0,3.43,0,44.03,58.48,0,0,17.69,0,0,161.84,0,44.58,0,0,0,0,0,0,0

73,18:00-18:15,1.33,15.4,1.57,0,0,32.91,0,0,0,7.43,37.08,43.3,0,74.48,0,144.81,28.07,0,1.39,0,43.51,3.88,0,95.76,39.13,16.83,52.1,421.44,0,0,0,0,0,0,0,0,0,0,27.21,20.7,19.37,10.84,6.31,0,0,0,0,120.48,15.61,132.22,29.26,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,24.5,0,0,161.84,0,44.57,0,0,0,0,0,0,0

74,18:15-18:30,0.08,15.4,1.57,0,0,32.91,0,0,0,7.43,37.08,43.3,0,74.48,0,190.33,37.42,0,2.79,0,43.51,3.88,0,95.76,39.13,16.83,52.1,366.44,0,0,0,0,0,0,0,0,0,0,40.82,31.05,19.37,18.06,6.31,0,0,0,0,120.42,15.61,132.22,29.26,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,52.41,0,0,161.84,0,44.57,0,0,0,0,0,0,0

75,18:30-18:45,0,15.01,0,0,0,32.91,0,0,0,7.43,30.82,43.3,0,74.48,0,247.2,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,16.83,53.34,365.45,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.1,44.21,18.94,0,0,0,0,120.42,16.82,132.22,29.26,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,52.41,0,0,163.35,0,44.57,0,0,0,0,0,0,0

76,18:45-19:00,0,19.91,0,0,0,32.91,0,0,0,7.57,39.82,43.3,0,74.48,0,306.99,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,365.45,0,0,0,0,0,0,0,0,0,0,40.82,32.68,18.71,44.21,18.94,0,0,0,0,120.42,16.82,132.22,29.26,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,52.41,0,0,163.35,0,44.57,0,0,0,0,0,0,0

77,19:00-19:15,0,19.63,0,0,0,32.91,0,0,0,7.46,39.82,43.3,0,74.48,0,325.66,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,329.08,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,52.41,0,0,163.35,0,44.57,0,0,0,0,0,0,0

78,19:15-19:30,0,19.63,0,0,0,32.91,0,0,0,7.63,39.82,43.3,0,74.48,0,325.66,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,329.08,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,52.41,0,0,163.35,0,44.57,0,0,0,0,0,0,0

79,19:30-19:45,0,19.63,0,0,0,32.91,0,0,0,8,39.82,43.3,0,74.48,0,325.66,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,329.08,0,0,0,0,0,0,0,0,0,0,40.82,32.68,18.5,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,52.41,0,0,163.35,0,44.57,0,0,0,0,0,0,0

80,19:45-20:00,0,19.63,0,0,0,32.91,0,0,0,8.17,39.82,43.3,0,74.48,0,325.66,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,329.08,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,47.64,0,0,163.35,0,44.57,0,0,0,0,0,0,0

81,20:00-20:15,0,19.63,0,0,0,32.91,0,0,0,8.37,39.82,43.3,0,74.48,0,327.3,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,327.66,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,47.64,0,0,163.35,0,44.57,0,0,0,0,0,0,0

82,20:15-20:30,0,19.63,0,0,0,32.91,0,0,0,8.41,39.82,43.3,0,74.48,0,327.62,41.59,0,4.18,0,43.51,3.88,0,95.76,40.12,18.41,53.34,327.66,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,120.42,16.82,132.22,81.03,223.36,115.05,0,0,0,3.51,0,44.03,58.48,0,0,47.64,0,0,163.35,0,44.57,0,0,0,0,0,0,0

83,20:30-20:45,0,19.63,0,0,0,32.91,0,0,0,8.6,39.82,43.3,0,74.48,0,327.95,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,327.66,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,47.64,0,0,161.84,0,44.57,0,0,0,0,0,0,0

84,20:45-21:00,0,19.63,0,0,0,32.91,0,0,0,8.77,39.82,43.3,0,74.48,0,328.27,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,327.66,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,47.64,0,0,161.84,0,44.57,0,0,0,0,0,0,0

85,21:00-21:15,0,19.63,0,0,0,32.91,0,0,0,8.91,39.82,43.3,0,74.48,0,328.7,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,362.47,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,47.64,0,0,161.84,0,44.57,0,0,0,0,0,0,0

86,21:15-21:30,0,19.63,0,0,0,32.91,0,0,0,8.94,39.82,43.3,0,74.48,0,328.7,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,405.48,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,47.64,0,0,161.84,0,44.57,0,0,0,0,0,0,0

87,21:30-21:45,0,17.55,0,0,0,32.91,0,0,0,9.06,35.52,43.3,0,74.48,0,309.06,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,405.13,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,47.64,0,0,161.84,0,44.57,0,0,0,0,0,0,0

88,21:45-22:00,0,17.55,0,0,0,32.91,0,0,0,9.11,35.52,43.3,0,74.48,0,309.06,37.42,0,4.18,0,43.51,3.88,0,95.76,39.13,18.41,52.1,377.64,0,0,0,0,0,0,0,0,0,0,40.82,31.07,19.37,42.83,0,0,0,0,0,120.42,15.61,132.22,24.76,223.36,115.05,0,0,0,3.43,0,44.03,58.48,0,0,32.67,0,0,161.84,0,44.57,0,0,0,0,0,0,0

89,22:00-22:15,0,15.87,0,0,0,32.91,0,0,0,9.11,31.18,43.3,0,74.48,0,244.06,41.59,0,4.18,0,34.86,3.88,0,76.83,40.12,14.09,53.34,360.7,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,119.26,16.82,130.21,24.76,223.36,114.21,0,0,0,3.51,0,44.03,58.33,0,0,32.67,0,0,163.35,0,44.57,0,0,0,0,0,0,0

90,22:15-22:30,0,12.36,0.65,0,0,32.91,0,0,0,9.13,24.74,43.3,0,74.48,0,198.63,41.59,0,4.18,0,34.86,3.88,0,76.83,40.12,14.09,53.34,360.7,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,119.26,16.82,130.21,37.14,223.36,114.21,0,0,0,3.51,0,44.03,58.33,0,0,32.67,0,0,163.35,0,44.57,0,0,0,0,0,0,0

91,22:30-22:45,0,11.85,0,0,0,32.91,0,0,0,9.32,23.28,43.3,0,74.48,0,138.87,41.59,0,4.18,0,34.86,3.88,0,76.83,40.12,14.09,53.34,360.7,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.21,44.21,18.94,0,0,0,0,119.26,16.82,130.21,37.14,223.36,114.21,0,0,0,3.51,0,44.03,58.33,0,0,32.67,0,0,163.35,0,44.57,0,0,0,0,0,0,0

92,22:45-23:00,0,11.85,0,0,0,32.91,0,0,0,9.37,23.28,43.3,0,74.48,0,138.87,41.59,0,4.18,0,34.86,3.88,0,76.83,40.12,14.09,53.34,360.7,0,0,0,0,0,0,0,0,0,0,40.82,32.68,19.37,44.21,18.94,0,0,0,0,119.26,16.82,130.21,37.14,223.36,114.21,0,0,0,3.51,0,44.03,58.33,0,0,32.67,0,0,163.35,0,44.57,0,0,0,0,0,0,0

93,23:00-23:15,0,11.85,0,0,0,32.91,0,0,0,9.45,23.28,43.3,0,74.48,0,138.87,37.42,0,2.79,0,34.86,3.88,0,76.83,29.14,14.09,52.1,360.7,0,0,0,0,0,0,0,0,0,0,40.82,20.7,19.37,42.83,6.31,0,0,0,0,119.32,11.22,118.62,37.14,223.36,92.01,0,0,0,3.43,0,44.03,58.33,0,0,29.95,0,0,161.84,0,31,0,0,0,0,0,0,0

94,23:15-23:30,0,11.85,0,0,0,32.91,0,0,0,9.43,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,34.86,3.88,0,76.83,29.14,14.09,52.1,360.7,0,0,0,0,0,0,0,0,0,0,40.82,20.7,19.37,27.45,6.31,0,0,0,0,119.32,11.22,118.62,37.14,223.36,92.02,0,0,0,3.43,0,44.03,58.33,0,0,29.95,0,0,161.84,0,31,0,0,0,0,0,0,0

95,23:30-23:45,0,11.85,0,0,0,32.91,0,0,0,9.54,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,34.86,3.88,0,76.83,29.14,14.09,52.1,360.7,0,0,0,0,0,0,0,0,0,0,40.82,20.7,19.09,27.45,6.31,0,0,0,0,119.32,11.22,118.62,37.14,223.36,92.02,0,0,0,3.43,0,44.03,58.33,0,0,29.95,0,0,161.84,0,31,0,0,0,0,0,0,0

96,23:45-24:00,0,11.85,0,0,0,32.91,0,0,0,9.59,23.28,43.3,0,74.48,0,138.87,37.42,0,1.39,0,34.86,3.88,0,76.83,29.14,14.09,52.1,360.7,0,0,0,0,0,0,0,0,0,0,40.82,20.7,15.09,27.45,6.31,0,0,0,0,119.32,11.22,118.62,37.14,223.36,92.02,0,0,0,3.43,0,44.03,58.33,0,0,29.95,0,0,161.84,0,31,0,0,0,0,0,0,0

