Block,Time,UNCHAHAR3,URI2,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,TEHRI,SINGRAULI_HYDRO,RIHAND2,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,URI,TANAKPUR,SALAL,BSIUL,RAPPB,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
18,04:15-04:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.301,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

19,04:30-04:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.301,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

20,04:45-05:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.301,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

21,05:00-05:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,28.602,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,6.5208,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

22,05:15-05:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,28.602,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,6.5208,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

23,05:30-05:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,28.602,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,6.5208,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

24,05:45-06:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,28.602,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,0,54.4401,2.208,0,1.3944,6.5208,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

25,06:00-06:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,28.602,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,23.3909,54.4401,2.208,0,6.972,1.1,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

26,06:15-06:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,42.903,0.66955,118.125,0,0,43.788,0,3.3325,435.435,17.748,0,0,92,679.493168,16.478852,0,46.7818,54.4401,2.208,0,55.776,1.1,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

27,06:30-06:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,5.27868,10.91181,0,42.903,0.66955,118.125,0,7.926,43.788,0,13.17004,435.435,26.622,0,0,92,679.493168,16.478852,0,70.1727,54.4401,2.208,0,55.776,1.1,0,7.9,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

28,06:45-07:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,10.55736,10.91181,0,42.903,0.66955,118.125,0,27.408108,43.788,0,26.34008,435.435,35.496,0,0,92,679.493168,32.957704,0,93.5636,54.4401,2.208,0,55.776,19.5624,0,20.19872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

29,07:00-07:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,10.91181,0,42.903,0.66955,118.125,0,27.408108,43.788,0,26.34008,435.435,35.496,0,0,92,679.493168,32.957704,0,93.5636,54.4401,2.208,0,55.776,19.5624,0,28.09872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

30,07:15-07:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,10.91181,0,42.903,0.66955,118.125,0,27.408108,43.788,0,26.34008,435.435,35.496,0,0,92,679.193168,32.957704,0,93.5636,54.4401,2.208,0,41.832,13.0416,0,28.09872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,98.34375,20.73185,0,20.0018,418.77

31,07:30-07:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,10.91181,0,42.903,0.66955,118.125,0,27.408108,43.788,0,26.34008,435.435,35.496,0,0,92,679.193168,32.957704,0,93.5636,54.4401,38.64,0,41.832,13.0416,0,28.09872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,110.145,20.73185,0,20.0018,418.77

32,07:45:08:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,10.91181,0,42.903,0.66955,118.125,0,27.408108,43.788,0,26.34008,435.435,35.496,0,0,92,679.193168,32.957704,0,93.5636,54.4401,38.64,0,6.972,13.0416,0,28.09872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,110.145,20.73185,0,20.0018,418.77

33,08:00-08:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,15.804048,10.91181,0,42.903,0.66955,118.125,0,27.0805,43.788,0,26.34008,435.435,35.496,0,0,92,679.193168,32.957704,0,93.5636,54.4401,2.208,0,1.3944,13.0416,0,28.09872,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,115.39,20.73185,0,20.0018,418.77

34,08:15-08:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,42.903,0.66955,118.125,0,0,43.788,0,13.17004,435.435,19.72,0,0,92,679.193168,16.478852,0,93.5636,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,115.39,20.73185,0,20.0018,418.77

35,08:30-08:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,42.903,0.66955,118.125,0,0,43.788,0,13.17004,435.435,8.874,0,0,92,679.193168,16.478852,0,93.5636,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,120.635,20.73185,0,20.0018,418.77

36,08:45:09:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,42.903,0.66955,118.125,0,0,43.788,0,13.17004,435.435,8.874,0,0,92,679.193168,16.478852,0,93.5636,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,120.635,20.73185,0,20.0018,418.77

37,09:00:09:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,13.17004,435.435,8.874,0,0,92,679.493168,16.478852,0,70.1727,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,125.88,20.73185,0,20.0018,418.77

38,09:15-09:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,13.17004,435.435,8.874,0,0,92,679.193168,16.478852,0,46.7818,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,125.88,20.73185,0,20.0018,418.77

39,09:30-09:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,16.478852,0,35.1337,54.4401,2.208,2.4339,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,125.88,20.73185,0,20.0018,418.77

40,09:45-10:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,23.3909,54.4401,3.312,2.4339,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,131.125,20.73185,0,20.0018,418.77

41,10:00-10:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,38.64,2.6901,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,131.125,20.73185,0,20.0018,418.77

42,10:15-10:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,27.594,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,38.64,2.6901,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,136.37,20.73185,0,20.0018,418.77

43,10:30-10:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.301,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,4.416,2.6901,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,136.37,20.73185,0,20.0018,418.77

44,10:45-11:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.301,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,2.6901,1.3944,0,0,0,0,71.2416,0,0,0,29.4,15.225,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,136.37,20.73185,0,20.0018,418.77

45,11:00-11:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

46,11:15-11:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

47,11:30-11:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

48,11:45-12:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

49,12:00-12:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

50,12:15-12:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

51,12:30-12:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

52,12:45-13:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

53,13:00-13:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

54,13:15-13:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

55,13:30-13:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

56,13:45-14:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,0,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,5.52,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

57,14:00-14:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,13.986,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

58,14:15-14:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,10.91181,0,14.049,0.66955,118.125,0,0,43.788,0,0,435.435,8.874,0,0,92,679.493168,1.9245,0,0,54.4401,2.208,0,1.3944,0,0,0,0,71.2416,0,0,0,29.4,14.7,0,0,46.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

