Block,Time,BSIUL,DADRT2,URI2,TANDA2,DADRI_CRF,AURY_CRF,AURY_LF,RAPPB,SINGRAULI,ANTA_LF,DADRI_LF,DULHASTI,DHAULIGNGA,TEHRI,CHAMERA2,CHAMERA1,UNCHAHAR2,DADRI_GF,KISHANGANGA,URI,RIHAND3,SEWA2,RIHAND1,RAPPC,ANTA_CRF,ANTA_RF,RAMPUR,JHAJJAR,NJPC,DADRI_RF,UNCHAHAR1,ANTA_GF,PARBATI3,NAPP,CHAMERA3,TANAKPUR,KOTESHWR,UNCHAHAR4,AURY_GF,SINGRAULI_HYDRO,SASAN,AURY_RF,BRBCL,SALAL,RIHAND2,KOLDAM,TALA,KHSTPP-II,FSTPP I & II,KHSTPP-I,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.991307,0.000000,0.000000,38.170138,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,6.695909,113.447250,0.000000,0.000000,93.918284,2.881200,23.322546,10.564400,0,0,0,0,0

2,00:15-00:30,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.406000,0.000000,0.000000,38.170138,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,93.918284,2.881200,23.322546,10.564400,0,0,0,0,0

3,00:30-00:45,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.780025,0.000000,0.000000,4.241126,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.028335,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,93.918284,2.881200,23.322546,10.564400,0,0,0,0,0

4,00:45-01:00,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.028335,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,93.918284,2.881200,23.322546,10.564400,0,0,0,0,0

5,01:00-01:15,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.028335,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,60.505200,2.881200,13.628312,10.564400,0,0,0,0,0

6,01:15-01:30,0.000000,345.744000,16.019933,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.028335,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,60.505200,2.881200,13.445600,10.564400,0,0,0,0,0

7,01:30-01:45,0.000000,345.744000,6.459650,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

8,01:45-02:00,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,402.186708,0.000000,14.024304,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

9,02:00-02:15,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.121622,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

10,02:15-02:30,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,13.818475,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

11,02:30-02:45,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,13.830981,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

12,02:45-03:00,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

13,03:00-03:15,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

14,03:15-03:30,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

15,03:30-03:45,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

16,03:45-04:00,0.000000,345.744000,5.813685,0.000000,0.000000,0.000000,0.000000,0.000000,120.614235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609000,0.000000,0.000000,3.180845,118.768466,0.000000,88.356800,51.796773,0.000000,0.000000,0.000000,225.694000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492109,8.522590,0.000000,0.000000,0.569546,394.364250,0.000000,14.406011,1.339182,113.447250,0.000000,0.000000,46.099200,2.881200,13.445600,10.564400,0,0,0,0,0

