Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8510,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/4138,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/9320,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/6363,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/5800,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456
6,01:15-01:30,0,46.67,19.33,0,0,0,0,16.17,0,48.49,0,16.17,0,46.66,0,7.6,0,7.25,23.14,9.84,6.47,0,0,85.82,30,5.76,27.75,5.79,86.42,0,0,17.38,28.96,0,0,0,0,0,0,164.1,164.1,258.61,14.48,272.94,67.57,3.93,13.51,14.48,0,28.96,10.62,123.08,0,6.76

7,01:30-01:45,0,43.67,18.67,0,0,0,0,15,0,45,0,15,0,43.66,0,7.6,0,7.25,23.14,9.84,6.47,0,0,85.82,30,5.76,27.75,5.79,86.42,0,0,17.38,28.96,0,0,0,0,0,0,164.1,164.1,261.21,14.48,272.94,67.57,3.93,13.51,14.48,0,28.96,10.62,123.08,0,6.76

8,01:45-02:00,0,42.33,17.67,0,0,0,0,13.5,0,40.5,0,13.5,0,42.34,0,7.6,0,7.25,23.14,9.84,6.47,0,0,85.82,30,5.76,27.75,5.79,86.42,0,0,17.38,28.96,0,0,0,0,0,0,164.1,164.1,261.21,14.48,272.94,67.57,3.93,13.51,14.48,0,28.96,10.62,123.08,0,6.76

9,02:00-02:15,0,48.33,17,0,0,0,0,13.33,0,40.01,0,13.33,0,48.34,0,11.61,0,7.25,23.14,9.84,6.39,0,0,85.82,30,4.29,27.75,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

10,02:15-02:30,0,46.67,16.67,0,0,0,0,12.83,0,38.51,0,12.83,0,46.66,0,11.21,0,7.25,23.14,9.84,6.39,0,0,85.82,30,4.29,27.75,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

11,02:30-02:45,0,45.33,16.33,0,0,0,0,12.33,0,37.01,0,12.33,0,45.34,0,10.8,0,7.25,23.14,9.84,6.39,0,0,85.82,30,5.06,28.77,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

12,02:45-03:00,0,44.67,15.33,0,0,0,0,12.17,0,36.49,0,12.17,0,44.66,0,10.4,0,7.25,26.1,10.47,6.39,0,0,85.82,30,5.06,28.77,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

13,03:00-03:15,0,43,14.67,0,0,0,0,12,0,36,0,12,0,43,0,9.6,0,7.25,26.1,11.1,6.31,0,0,85.82,30,5.06,28.77,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

14,03:15-03:30,0,42.33,15,0,0,0,0,12,0,36,0,12,0,42.34,0,9,0,7.25,26.1,11.1,6.31,0,0,85.82,30,5.06,28.25,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

15,03:30-03:45,0,41.67,14.33,0,0,0,0,11.5,0,34.5,0,11.5,0,41.66,0,8.4,0,7.25,26.92,11.48,6.31,0,0,85.82,26.92,5.06,28.25,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

16,03:45-04:00,0,42,12.67,0,0,0,0,11.33,0,34.01,0,11.33,0,42,0,7.6,0,7.25,26.92,11.48,6.31,0,0,85.82,26.92,5.06,28.25,0,86.42,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,261.21,0,272.94,0,3.79,13.51,14.48,96.53,28.96,10.62,123.08,0,6.76

17,04:00-04:15,0,40.33,11.67,0,0,0,0,12.83,0,38.51,0,12.83,0,40.34,0,7.2,0,1.19,26.92,2.41,6.24,0,0,85.82,26.92,5.06,28.25,0,62.66,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,201.14,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

18,04:15-04:30,0,38.33,11,0,0,0,0,12.33,0,37.01,0,12.33,0,38.34,0,7.2,0,1.19,26.92,2.41,6.24,0,0,85.82,26.92,5.06,28.25,0,62.66,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,201.14,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

19,04:30-04:45,0,37,11,0,0,0,0,12.17,0,36.49,0,12.17,0,37,0,7.2,0,1.19,26.92,2.41,6.24,0,0,85.82,26.92,5.06,28.25,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

20,04:45-05:00,0,34.33,11,0,0,0,0,11.83,0,35.51,0,11.83,0,34.34,0,7.2,0,1.19,26.92,2.41,6.24,0,0,85.82,26.92,5.06,28.25,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

21,05:00-05:15,0,32.33,11,0,0,0,0,10.83,0,32.51,0,10.83,0,32.34,0,10.4,0,1.19,26.92,2.41,5.85,0,0,85.82,26.92,5.06,27.75,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

22,05:15-05:30,0,30,11,0,0.02,0,0,10,0,30,0,10,0,30,0,9.6,0,1.19,26.92,2.41,5.85,0,0,85.82,26.92,5.06,27.75,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

23,05:30-05:45,0,27.33,10.67,0,0.12,0,0,9.17,0,27.49,0,9.17,0,27.34,0,9,0,1.19,26.92,2.41,5.85,0,0,85.82,26.92,5.06,28.26,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

24,05:45-06:00,0,25.33,10,0,0.13,0,0,8.33,1.03,25.01,0,8.33,0,25.34,0,8.4,0,1.19,26.92,2.41,5.85,0,0,85.82,26.92,5.06,28.26,0,51.07,0,0,17.38,0,0,0,0,0,0,0,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

25,06:00-06:15,0.45,21,9.33,1,0.67,1,0,9.33,2.91,28.01,0,9.33,1,21,3.6,7.6,0,1.19,26.92,2.41,5.93,0,0,85.82,26.92,5.06,27.25,0,51.07,0,0,17.38,0,0,0,0,0,1,2.23,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

26,06:15-06:30,0.75,19.33,9,5,1.42,2,2,8.5,6.7,25.5,0,8.5,2,19.34,15.6,7.2,4.3,1.19,26.92,2.41,5.93,0,0,85.82,26.92,5.06,26.24,0,51.07,0,0,17.38,0,0,0,0,0,2,3.73,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

27,06:30-06:45,2.13,18,8.67,7,5.13,3,5,7.5,11.51,22.5,0,7.5,3,18,26.16,7.2,13.4,3.99,26.92,8.54,5.54,0.69,0,85.82,26.92,5.06,26.24,0,51.07,11.64,0,17.38,0,0,0.53,0.69,0,3,10.65,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

28,06:45-07:00,3.63,16.67,8,9,8.18,4,7.99,7,17.53,21,1,7,5,16.66,32.15,7.2,32.15,3.99,26.92,8.54,5.54,1.29,0,85.82,26.92,5.06,26.24,0,51.07,11.64,0,17.38,0,0,0.99,1.29,0,6,18.14,164.1,164.1,164.76,0,272.94,0,3.65,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

29,07:00-07:15,5.75,16,8,13,12.17,7,13,7,24.6,21,6,7,7,16,31.65,7.2,31.65,3.84,26.92,8.54,5.54,2.05,0,85.82,26.92,5.06,25.23,0,40.54,11.54,0,17.38,0,0,1.59,2.05,0,9,28.76,164.1,164.1,129.35,0,272.94,0,3.55,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

30,07:15-07:30,8.26,16,7,19,17.24,9,16,7,32.28,21,12,7,9,16,32.49,7.2,32.49,3.84,26.92,8.48,5.54,2.95,0,85.82,26.92,5.06,25.23,0,40.54,11.54,0,17.38,0,0,2.28,2.95,0,13,41.27,164.1,164.1,129.35,0,272.94,0,3.55,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

31,07:30-07:45,11.05,15.33,6.67,25,23.34,13,22,7,40.24,21,18,7,12,15.34,32.1,6.4,32.1,3.84,26.92,8.23,5.54,4.02,0,71.61,26.92,5.06,25.23,0,40.54,11.54,0,17.38,0,0,3.1,4.02,0,20,55.22,164.1,164.1,129.35,0,231.67,0,3.55,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

32,07:45-08:00,14.39,14.67,6.33,32,30.14,16,30,7,48.28,21,24,7,16,14.66,30.1,6,30.1,3.84,26.92,8.23,5.54,5.16,0,53.09,26.92,5.06,25.23,0,40.54,11.54,0,17.38,0,0,3.99,5.16,0,26,71.95,164.1,164.1,129.35,0,193.06,0,3.55,13.51,14.48,96.53,28.96,10.62,123.08,0,3.19

33,08:00-08:15,18.3,14.67,6,39,37.28,19,30.74,7,56.32,21,30,7,21,14.66,30.73,5.6,30.73,3.89,26.92,8.23,5.46,6.16,0,53.09,26.92,5.06,25.23,0,40.54,11.36,0,17.38,0,0,4.76,6.16,0,34,91.5,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

34,08:15-08:30,22.03,14.67,5.67,45,44.44,23,31.24,7,64.33,21,37,7,25,14.66,31.23,5.2,31.23,3.89,26.92,8.23,5.46,7.29,0,53.09,26.92,5.06,25.23,0,40.54,11.36,0,17.38,0,0,5.63,7.29,0,40,110.17,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

35,08:30-08:45,25.62,14.67,6,52,51.78,26,31.24,7,72.11,21,45,7,27,14.66,31.23,4.8,31.23,3.89,26.92,8.23,4.92,8.38,0,53.09,26.92,5.06,25.23,0,40.54,11.36,0,17.38,0,0,6.47,8.38,0,49,128.09,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,5.75

36,08:45-09:00,29.07,14.67,6,59,59.02,29,31.9,7,79.67,21,52,7,30,14.66,31.9,4.4,31.9,3.89,26.92,8.23,4.92,9.37,0,53.09,26.92,5.06,26.24,0,40.54,11.36,0,17.38,0,0,7.24,9.37,0,54,145.37,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,5.54

37,09:00-09:15,32.6,14.67,5.33,67,65.52,33,32.5,7,87.1,21,58,7,32,14.66,32.5,4,32.5,3.89,26.94,8.23,4.92,10.45,0,53.09,26.94,5.06,26.24,0,40.54,11.18,0,17.38,0,0,8.07,10.45,0,62,162.97,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

38,09:15-09:30,35.82,14.67,5,72,72.09,36,32.5,7,93.61,21,64,7,34,14.66,32.5,3.6,32.5,3.89,26.94,8.23,4.92,11.37,0,53.09,26.94,5.06,26.24,0,40.54,11.18,0,17.38,0,0,8.79,11.37,0,67,179.09,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

39,09:30-09:45,38.64,14.67,5.33,77,78.18,39,32.5,7,99.74,21,70,7,36,14.66,32.5,3.2,32.5,3.89,26.94,8.23,4.92,12.13,0,53.09,26.94,5.06,26.24,0,40.54,11.18,0,17.38,0,0,9.38,12.13,0,73,193.18,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

40,09:45-10:00,41.3,14.67,5.33,83,83.21,42,32.5,7,105.51,21,76,7,38,14.66,32.5,2.8,32.5,3.89,26.94,8.23,4.92,13.04,0,53.09,26.94,5.06,26.24,0,40.54,11.18,0,17.38,0,0,10.08,13.04,0,79,206.51,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

41,10:00-10:15,43.95,21.67,6.67,89,87.72,45,32.5,7,110.38,21,81,7,40,21.66,32.5,2.6,32.5,3.89,26.94,8.23,4.77,13.76,0,53.09,26.94,3.89,25.23,0,40.54,10.99,0,17.38,0,0,10.64,13.76,0,85,219.76,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

42,10:15-10:30,46.46,21.33,6.67,93,91.71,47,32.5,7,114.22,21,84,7,41,21.34,32.5,2.6,32.5,3.89,26.94,8.23,4.77,14.49,0,53.09,26.94,4.67,25.23,0,40.54,10.99,0,17.38,0,0,11.2,14.49,0,88,232.27,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

43,10:30-10:45,48.33,20.67,6.67,93,95.46,47,32.5,7,117.35,21,84,7,42,20.66,32.5,2.6,32.5,3.89,26.94,8.23,4.77,15.43,0,53.09,26.94,4.67,25.23,0,40.54,10.99,0,17.38,0,0,11.93,15.43,0,91,241.67,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

44,10:45-11:00,48.33,20,6.67,93,99.12,47,32.5,7,119.61,21,84,7,43,20,32.5,2.6,32.5,3.89,26.94,8.23,4.77,16.02,0,53.09,26.94,4.67,25.23,0,40.54,10.99,0,17.38,0,0,12.38,16.02,0,94,241.67,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,4.74

45,11:00-11:15,48.33,19.33,1.67,93,100,47,33,7,121.43,21,84,7,43,19.34,33,2.6,33,1.19,26.94,8.23,4.69,16.76,0,53.09,26.94,4.67,25.23,0,40.54,10.9,0,17.38,0,0,12.95,16.76,0,97,241.67,164.1,164.1,129.35,0,150.11,0,3.37,13.51,14.48,0,28.96,10.62,123.08,0,3.19

46,11:15-11:30,48.33,18.67,1.67,93,100,47,33,7,122.85,21,84,7,43,18.66,33,2.6,33,1.19,26.94,8.23,4.69,16.98,0,53.09,26.94,4.67,24.22,0,40.54,10.9,0,17.38,0,0,13.12,16.98,0,98,241.67,164.1,164.1,129.35,0,150.11,0,3.37,13.51,14.48,0,28.96,10.62,123.08,0,3.19

47,11:30-11:45,49.3,18.33,1.67,93,100,47,33,7,123.92,21,84,7,43,18.34,33,2.6,33,1.19,26.94,8.23,4.69,17.02,0,53.09,26.94,4.52,24.22,0,40.54,10.9,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.37,13.51,14.48,0,28.96,10.62,123.08,0,3.19

48,11:45-12:00,49.3,18.33,1.67,93,100,47,33,7,124.68,21,84,7,44,18.34,33,2.6,33,1.19,26.94,8.23,4.69,17.02,0,53.09,26.94,4.52,24.22,0,40.54,10.9,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.37,13.51,14.48,0,28.96,10.62,123.08,0,3.19

49,12:00-12:15,49.3,18.33,1.67,93,100,47,33,7,125.19,21,84,7,44,18.34,33,3.2,33,1.19,26.95,8.23,5.23,17.02,0,53.09,26.95,4.52,24.72,0,40.54,10.71,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,3.19

50,12:15-12:30,49.3,18.33,1.67,93,100,47,33,7,125.04,21,84,7,44,18.34,33,3.4,33,1.19,26.95,8.23,5.23,17.02,0,53.09,26.95,4.52,24.72,0,40.54,10.71,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,3.19

51,12:30-12:45,49.3,18.33,1.67,93,100,47,33,7,124.71,21,84,7,44,18.34,33,3.6,33,1.19,26.95,8.23,5.23,17.02,0,53.09,26.95,3.5,24.72,0,40.54,10.71,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,3.19

52,12:45-13:00,49.3,18.33,1.67,93,100,47,33,7,123.99,21,84,7,43,18.34,33,3.8,33,1.19,26.95,8.23,5.23,17.02,0,53.09,26.95,4.36,24.72,0,40.54,10.71,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.47,13.51,14.48,0,28.96,10.62,123.08,0,3.19

53,13:00-13:15,49.3,19.67,1.67,92,100,46,33,7,122.42,21,79,7,43,19.66,33,3.8,33,1.19,26.95,8.23,5.23,17.02,0,53.09,26.95,4.36,24.72,0,40.54,10.53,0,17.38,0,0,13.15,17.02,0,99,246.5,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

54,13:15-13:30,49.3,22.33,1.67,91,100,46,33,7,119.94,21,79,7,43,22.34,33,4,33,1.19,26.95,8.23,5.23,16.99,0,53.09,26.95,4.36,24.72,0,40.54,10.53,0,17.38,0,0,13.13,16.99,0,98,246.5,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

55,13:30-13:45,49.3,24.33,3.33,92,100,46,33,7,115.67,21,79,7,42,24.34,33,4,33,1.19,26.95,8.23,5.23,16.81,0,53.09,26.95,4.36,25.23,0,40.54,10.53,0,17.38,0,0,12.99,16.81,0,95,246.5,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

56,13:45-14:00,49.3,26.33,3.33,92,100,46,33,7,110.62,21,79,7,42,26.34,33,4.2,33,1.19,26.95,8.23,5.23,16.81,0,53.09,26.95,4.36,25.23,0,40.54,10.53,0,17.38,0,0,12.99,16.81,0,93,246.5,164.1,164.1,129.35,0,150.11,0,3.55,13.51,14.48,0,28.96,10.62,123.08,0,3.19

57,14:00-14:15,49.3,28,6.33,90,100,45,33,8.33,105.21,25.01,79,8.33,41,28,33,7.4,33,3.99,26.95,8.23,5.39,16.66,0,53.09,26.95,4.36,25.23,0,40.54,10.43,0,17.38,0,0,12.87,16.66,0,92,246.5,164.1,164.1,129.35,0,193.06,0,3.65,13.51,14.48,0,28.96,10.62,123.08,0,5.75

58,14:15-14:30,49.3,30,7.67,89,97.31,45,33,8.83,99.5,26.51,76,8.83,41,30,33,7.4,33,3.99,26.95,8.23,5.39,15.98,0,53.09,26.95,4.36,25.23,0,40.54,10.43,0,17.38,0,0,12.34,15.98,0,91,246.5,164.1,164.1,129.35,0,231.67,0,3.65,13.51,14.48,0,28.96,10.62,123.08,0,4.79

59,14:30-14:45,49.3,29,9,85,92.92,43,33,9.5,94.72,28.5,73,9.5,39,29,33,7.4,33,3.84,26.95,8.23,5.39,15.62,0,53.09,26.95,4.36,25.23,0,40.54,10.43,0,17.38,0,0,12.07,15.62,0,88,246.5,164.1,164.1,129.35,0,272.94,0,3.65,13.51,14.48,0,28.96,10.62,123.08,0,4.74

60,14:45-15:00,47.72,29,10.67,83,90.1,41,33,10,89.71,30,70,10,38,29,33,7.6,33,3.84,26.95,8.23,5.39,15.11,0,53.09,26.95,4.36,25.23,0,40.54,10.43,0,17.38,0,0,11.68,15.11,0,87,238.6,164.1,164.1,129.35,0,272.94,0,3.65,13.51,14.48,0,28.96,10.62,123.08,0,4.74

61,15:00-15:15,45.6,39.67,12.33,69,87.08,34,33,11.83,84.45,35.51,66,11.83,36,39.66,33,8.4,33,3.84,26.95,8.23,5.62,14.49,0,53.09,26.95,4.52,25.23,0,40.54,10.43,0,17.38,0,0,11.19,14.49,0,84,227.99,164.1,164.1,129.35,0,272.94,0,3.84,13.51,14.48,0,28.96,10.62,123.08,0,4.74

62,15:15-15:30,43.13,46.67,12.67,63,82.63,32,33,14.5,78.68,43.5,61,14.5,34,46.66,33,9.6,33,3.84,26.95,8.23,5.62,13.68,0,53.09,26.95,4.52,26.24,0,40.54,10.43,0,17.38,0,0,10.57,13.68,0,80,215.66,164.1,164.1,129.35,0,272.94,0,3.84,13.51,14.48,0,28.96,10.62,123.08,0,4.74

63,15:30-15:45,40.37,54.33,18.33,50,76.89,25,33,18,71.03,54,57,18,31,54.34,33,10.4,33,3.84,26.95,8.23,5.62,12.74,0,53.09,26.95,5.06,27.25,0,40.54,10.43,0,17.38,0,0,9.85,12.74,0,73,201.83,164.1,164.1,129.35,0,272.94,0,3.84,13.51,14.48,0,28.96,10.62,123.08,0,4.74

64,15:45-16:00,37.34,62.33,20,45,70.96,23,33,21.17,63.63,63.49,52,21.17,30,62.34,33,10.8,33,3.84,26.95,8.23,5.62,11.79,0,53.09,26.95,5.06,28.25,0,40.54,10.43,0,17.38,0,0,9.12,11.79,0,67,186.68,164.1,164.1,129.35,0,272.94,0,3.84,13.51,14.48,0,28.96,10.62,123.08,0,4.74

65,16:00-16:15,34.26,64.67,20,45,65.32,23,33,24,56.06,72,45,24,27,64.66,33,11,33,1.19,26.95,2.41,5.77,10.8,0,53.09,26.95,5.06,27.25,0,40.54,10.53,0,17.38,0,0,8.35,10.8,0,57,171.27,164.1,164.1,129.35,0,272.94,0,4.03,13.51,14.48,0,28.96,10.62,123.08,0,3.19

