Block,Time Block,ANTA_LF,ANTA_GF,ANTA_CRF,URI,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,DADRI_RF,DADRI_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,TEHRI,SASAN,TANDA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALST2,SEWA2,TANAKPUR,UNCHAHAR1,SINGRAULI,TelanganaSTPP,TALA,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,CHAMERA1,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,KOTESHWR,NAPP,NNTPP,KUDGI,NLCEXP,SALAL,RIHAND1,RAMPUR,RAPPC,RSTPSU1TO6,RSTPSU7,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,0,5.55,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.94,0,0,14.5,0,17.62,217.52,47.77,0,43.41,158.39,0,0,20.1,104.42,0,0,0,0,0,0,45.21,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

62,15:15-15:30,0,0,0,7.47,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.94,0,0,14.5,0,17.62,217.52,47.77,0,43.41,245.37,0,0,20.1,107.45,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

63,15:30-15:45,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.94,0,0,14.5,0,17.62,217.52,47.77,0,43.41,245.37,0,0,20.1,107.45,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

64,15:45-16:00,0,0,0,49.08,0,0,0,8.46,35.31,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,16.67,134.09,0,9.94,0,0,14.5,0,17.62,217.52,47.77,0,43.41,245.37,0,0,20.1,107.45,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

65,16:00-16:15,0,0,0,7.47,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.94,0,0,14.5,0,17.62,217.52,47.77,0,43.41,334.28,0,0,20.1,111.51,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

66,16:15-16:30,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,14.43,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.94,0,9.35,14.5,0,17.62,217.52,47.77,0,43.41,410.05,0,0,20.1,111.51,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

67,16:30-16:45,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,15.04,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.75,1.06,9.35,14.5,0,17.62,217.52,47.77,0,43.41,410.05,0,0,20.1,116.58,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

68,16:45-17:00,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,28.87,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.55,6.3,9.35,14.5,0,17.62,217.52,47.77,0,43.41,410.05,0,0,20.1,116.58,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

69,17:00-17:15,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,28.87,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.3,6.3,9.35,14.5,0,17.62,252.79,47.77,0,43.41,410.05,0,0,20.1,121.65,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

70,17:15-17:30,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,45.12,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,9.18,6.3,9.35,14.5,0,17.62,277.12,47.77,0,43.41,410.05,0,0,20.1,121.65,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

71,17:30-17:45,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,45.12,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,8.92,6.3,9.35,14.5,0,17.62,325.44,47.77,0,43.41,410.05,0,0,20.1,126.72,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,3.44,0,114.77,0,0,0,0,0

72,17:45-18:00,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,8.66,6.3,9.35,14.5,2.58,26.56,325.44,47.77,13.58,43.41,410.05,0,0,20.1,126.72,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,4.92,0,114.77,0,0,0,0,0

73,18:00-18:15,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,2.58,11.14,19.87,134.09,0,8.5,6.3,18.71,14.5,6.44,26.56,330.09,47.77,27.16,43.41,410.05,0,0,20.1,130.9,0,0,0,0,0,0,113.02,0,0,17.15,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,7.38,0,114.77,0,0,0,0,0

74,18:15-18:30,0,0,0,5.55,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,6.95,12.51,19.87,134.09,0,8.52,18.9,29.53,14.5,39.42,26.56,330.09,48.25,40.73,43.41,410.05,0,0,20.1,131.79,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

75,18:30-18:45,0,0,0,10.67,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,11.6,12.51,19.87,134.09,0,8.52,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,135.96,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,76.71,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

76,18:45-19:00,0,0,0,10.67,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,11.6,12.51,19.87,134.09,0,8.61,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,136.86,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,76.71,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

77,19:00-19:15,0,0,0,49.08,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,11.6,12.51,19.87,134.09,0,8.64,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,141.93,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,76.71,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

78,19:15-19:30,0,0,0,49.08,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,15.28,12.51,19.87,134.09,0,8.84,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,141.93,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,76.71,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

79,19:30-19:45,0,0,0,10.67,0,0,0,26,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,15.28,12.51,19.87,134.09,0,8.92,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,40.42,44.45,0,49.66,0,0,0,120.14,47.36,0,114.77,0,0,0,0,0

80,19:45-20:00,0,0,0,8.53,0,0,0,26,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,15.28,12.51,19.87,134.09,0,9,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,7.38,0,114.77,0,0,0,0,0

81,20:00-20:15,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,11.6,12.51,19.87,134.09,0,9.11,18.9,29.53,14.5,39.42,36.38,330.09,48.25,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,135.62,0,0,34.31,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,2.46,0,114.77,0,0,0,0,0

82,20:15-20:30,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,9.15,6.3,18.71,14.5,19.33,26.56,330.09,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,113.02,0,0,19.06,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

83,20:30-20:45,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,9.32,6.3,18.71,14.5,9.65,26.56,306.12,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

84,20:45-21:00,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,9.37,6.3,9.35,14.5,9.65,26.56,277.12,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

85,21:00-21:15,0,0,0,16,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,9.52,6.3,9.35,14.5,9.65,17.62,267.46,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

86,21:15-21:30,0,0,0,16,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,6.95,11.14,19.87,134.09,0,9.64,6.3,9.35,14.5,9.65,17.62,248.13,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

87,21:30-21:45,0,0,0,12.8,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.21,6.3,9.35,14.5,9.65,17.62,243.3,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,90.42,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

88,21:45-22:00,0,0,0,12.8,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.4,6.3,9.35,14.5,9.65,17.62,243.3,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

89,22:00-22:15,0,0,0,49.08,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.48,6.3,9.35,14.5,9.65,17.62,279.64,47.77,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

90,22:15-22:30,0,0,0,49.08,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.57,6.3,9.35,14.5,9.65,17.62,328.47,47.77,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,37.06,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

91,22:30-22:45,0,0,0,10.67,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.12,6.3,9.35,14.5,9.65,17.62,328.47,47.77,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

92,22:45-23:00,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,7.73,11.14,19.87,134.09,0,10.12,6.3,9.35,14.5,9.65,17.62,328.47,47.77,40.73,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

93,23:00-23:15,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,10.12,0,9.35,14.5,9.65,17.62,328.47,47.77,27.16,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

94,23:15-23:30,0,0,0,8.53,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,10.12,0,9.35,14.5,9.65,17.62,328.47,47.77,13.58,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

95,23:30-23:45,0,0,0,6.41,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,10.12,0,9.35,14.5,3.22,17.62,293.27,47.77,13.58,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

96,23:45-24:00,0,0,0,6.41,0,0,0,8.46,40.98,0,0,0,0,0,0,0,0,0,60.15,402.26,0,0,0,0,0,0,11.14,19.87,134.09,0,10.12,0,9.35,14.5,3.22,17.62,246.51,47.77,13.58,43.41,410.05,0,0,20.1,143.32,0,0,0,0,0,0,67.81,0,0,8.57,39.01,0,0,0,49.41,44.45,0,49.66,0,0,0,120.14,0,0,114.77,0,0,0,0,0

