Block,Time,DADRI_RF,DADRI_GF,SINGRAULI,DULHASTI,RAMPUR,KOTESHWR,DHAULIGNGA,AURY_CRF,RIHAND1,CHAMERA2,RIHAND3,RAPPC,UNCHAHAR2,ANTA_LF,ANTA_GF,UNCHAHAR1,TEHRI,BSIUL,AURY_GF,TANAKPUR,ANTA_RF,NJPC,SINGRAULI_HYDRO,AURY_LF,PARBATI3,AURY_RF,URI2,DADRI_CRF,DADRT2,RIHAND2,KOLDAM,NAPP,KISHANGANGA,JHAJJAR,SALAL,FSTPP I & II,KUDGI,UNCHAHAR4,UNCHAHAR3,TALA,URI,CHAMERA1,KHSTPP-II,ANTA_CRF,RAPPB,SASAN,SEWA2,BRBCL,KHSTPP-I,TANDA2,CHAMERA3,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,0.000000,0.000000,4.331958,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,206.766800,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,12.572307,37.424887,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,0.000000,0.000000,4.331958,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,192.273800,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,14.827047,37.424887,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,0.000000,0.000000,4.331958,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,190.341400,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,15.330476,37.424887,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,0.000000,0.000000,4.331958,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,182.611800,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,16.275111,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,0.000000,0.000000,4.331958,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,173.916000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,17.690962,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,173.916000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,17.684752,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,173.916000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,18.505144,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,173.916000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,17.001211,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,208.122349,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.284063,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,246.381000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,7.729600,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,270.536000,54.783540,0.000000,19.502940,0.000000,339.136200,12.349968,8.796865,45.29,0.000000,5.797200,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,28.851312,0.000000,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,1.276350,0.000000,88.890400,0.000000,119.485727,25.380431,14.812489,0.000000,0.000000,3.864800,0.000000,1.062820,0.000000,4.950809,0.000000,20.129811,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,289.360668,54.783540,0.000000,19.502940,0.000000,418.364600,12.349968,14.941897,45.29,0.000000,10.628200,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,35.117988,0.000000,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,5.105401,0.000000,88.890400,12.724893,119.485727,25.380431,17.391600,0.000000,0.000000,3.864800,14.608944,1.062820,0.000000,4.950809,0.000000,41.174613,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,289.360668,54.783540,0.000000,19.502940,0.000000,514.984600,12.349968,14.941897,45.29,0.000000,10.628200,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,8.806816,0.000000,88.890400,12.724893,119.485727,25.380431,32.146150,0.000000,0.000000,19.861207,15.035038,1.062820,0.000000,4.950809,0.000000,54.899484,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,323.177668,54.783540,0.000000,19.502940,0.000000,631.073627,12.349968,20.029326,45.29,0.000000,22.506276,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,16.975458,0.000000,88.890400,12.724893,119.485727,25.380431,32.146150,0.000000,0.000000,19.861207,30.070076,1.062820,0.000000,4.950809,0.000000,73.199312,0.572986,0.000000,3.689918,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,631.073627,12.349968,20.029326,45.29,0.000000,22.506276,0.000000,6.400109,6.793352,95.016108,0.000000,0.000000,404.615574,5.022984,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,99.277050,47.765600,0.000000,8.574059,26.420449,0.000000,88.890400,25.449785,119.485727,25.380431,32.146150,0.000000,0.000000,13.770476,45.105115,3.188460,0.000000,4.950809,0.000000,91.499140,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,555.231758,12.349968,20.029326,45.29,0.000000,22.506276,0.000000,6.400109,13.586704,95.016108,0.000000,0.000000,404.615574,10.200521,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,35.308952,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,13.770476,60.140153,18.901191,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,477.935758,23.577212,20.029326,45.29,0.000000,22.506276,0.000000,10.666848,25.188834,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,9.350729,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,35.308952,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,18.901191,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,448.539123,68.486188,20.029326,45.29,0.000000,12.560600,0.000000,6.400109,38.164900,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,9.350729,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,35.308952,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,18.901191,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,467.863123,68.486188,20.029326,45.29,0.000000,12.560600,0.000000,48.000816,38.164900,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,9.350729,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,31.908755,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,18.901191,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,511.342123,68.486188,20.029326,45.29,0.000000,12.560600,0.000000,48.000816,38.164900,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,18.719913,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,17.613633,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,18.901191,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,15.797768,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,492.018123,68.486188,20.029326,45.29,0.000000,12.560600,0.000000,6.400109,25.188834,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,18.719913,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,99.277050,47.765600,0.000000,19.053464,8.806816,0.000000,88.890400,38.174678,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,6.300397,0.000000,4.950809,0.000000,128.098796,0.572986,0.000000,3.689918,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,385.736123,24.699937,20.029326,45.29,0.000000,7.729600,0.000000,6.400109,12.976066,95.016108,0.000000,0.000000,404.615574,15.269871,19.324022,43.691564,0.000000,18.719913,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,99.277050,31.843734,0.000000,9.526732,0.000000,0.000000,88.890400,25.449785,119.485727,25.380431,32.146150,0.000000,0.000000,4.831000,60.140153,0.000000,0.000000,4.950809,0.000000,91.499140,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,393.091759,24.699937,20.029326,45.29,0.000000,7.729600,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,10.200521,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,0.000000,0.000000,88.890400,25.449785,119.485727,25.380431,32.146150,0.000000,0.000000,4.763366,60.140153,0.000000,0.000000,4.950809,0.000000,73.199312,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,369.088400,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,5.100261,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,99.277050,31.843734,0.000000,8.574059,0.000000,0.000000,88.890400,12.724893,119.485727,25.380431,32.146150,0.000000,0.000000,4.763366,45.105115,0.000000,0.000000,4.950809,0.000000,55.814475,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,54.783540,0.000000,19.502940,0.000000,354.595400,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,12.724893,119.485727,25.380431,27.772356,0.000000,0.000000,4.763366,43.826832,0.000000,0.000000,4.950809,0.000000,36.599656,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,296.198369,70.000357,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,12.724893,119.485727,25.380431,27.772356,0.000000,0.000000,4.763366,43.826832,0.000000,0.000000,4.950809,0.000000,18.299828,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,289.360668,85.794135,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,48.000816,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,12.724893,119.485727,25.380431,27.772356,0.000000,0.000000,4.763366,29.339629,0.000000,0.000000,11.519294,0.000000,18.299828,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,316.339967,96.248457,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,48.000816,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,12.724893,119.485727,25.380431,27.772356,0.000000,0.000000,4.763366,15.217650,0.000000,0.000000,11.519294,0.000000,18.299828,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,102.335517,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,27.772356,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,11.519294,0.000000,18.299828,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,108.422577,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,27.637088,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,11.519294,0.000000,18.299828,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,308.684668,113.488593,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,27.511482,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,306.723282,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,27.511482,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,306.723282,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.000000,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,32.146150,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,9.098126,0.000000,330.015369,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.852188,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,24.663994,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,11.697590,0.000000,330.015369,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.852188,6.400109,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,24.663994,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,23.915073,0.000000,330.015369,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.852188,48.000816,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,99.277050,15.921867,0.000000,8.574059,0.000000,0.000000,88.890400,0.000000,119.485727,25.380431,24.663994,0.000000,0.000000,4.763366,0.000000,0.000000,0.000000,4.950809,0.000000,0.000000,0.572986,0.000000,0.000000,0.000000,23.915073,0.000000,330.015369,114.132375,0.000000,19.502940,0.000000,339.126538,24.699937,20.029326,45.30,0.000000,7.632980,0.852188,48.000816,0.000000,95.016108,0.000000,0.000000,404.615574,0.000000,19.324022,43.691564,0.000000,0.000000,0.000000,0,0,0,0,0

