Block,Time,KISHANGANGA,RIHAND2,CHAMERA3,JHAJJAR,KOLDAM,NJPC,NLCEXP,TEHRI,VALLURNTECL,AURY_CRF,DADRI_LF,CHAMERA2,TelanganaSTPP,UNCHAHAR4,AURY_GF,KOTESHWR,NAPP,NLCIIST1,NLCTS2EXP,NTPL,RIHAND1,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR3,URI2,DADRI_CRF,DULHASTI,NLCIIST2,RAMPUR,TALA,TANAKPUR,ANTA_RF,AURY_LF,DADRI_RF,CHAMERA1,FSTPP I & II,KGSU3AND4,KHSTPP-II,KUDGI,NNTPP,PARBATI2,RIHAND3,SALAL,SASAN,ANTA_CRF,ANTA_GF,BSIUL,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-I,KKNP,MAPS,RAPPB,RAPPD,RSTPSU1TO6,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,URI,ANTA_LF,DADRI_GF,BRBCL,KKNPPU2,PARBATI3,RAPPC,SIMHST1,TANDA2,AURY_RF
58,14:15-14:30,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,53.45,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

59,14:30-14:45,8.63,124.58,23.33,428.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

60,14:45-15:00,8.63,124.58,23.33,448.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

61,15:00-15:15,8.63,124.58,23.33,448.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

62,15:15-15:30,8.63,124.58,23.33,448.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,13.04,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

63,15:30-15:45,8.63,124.58,11.67,448.67,0,0,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,0,150.34,21.64,27.68,0,0,59.5,0,0,0,0,47.239999999999995,0,98.4,0,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,6.52,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

64,15:45-16:00,8.63,124.58,11.67,448.67,0,27.66,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,6.3,150.34,21.64,27.68,0,0,59.5,0,1.1,0,0,47.239999999999995,0,98.4,12.64,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,6.52,688.92,0,0,45.83,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

65,16:00-16:15,8.63,124.58,11.67,448.67,2.3,27.66,0,0,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,6.3,150.34,21.64,27.68,0,0,59.5,0,1.1,0,0,47.239999999999995,0,98.4,14.05,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,6.52,688.92,0,0,45.53,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

66,16:15-16:30,8.63,124.58,11.67,448.67,2.3,27.66,0,11.8,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,0,0,59.5,0,1.1,0,6.27,47.239999999999995,0,98.4,28.1,20.8,0,148.3,0,0,0,130.79,40.09,371.25,0,0,6.52,688.92,0,0,45.53,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

67,16:30-16:45,8.63,124.58,11.67,448.67,2.3,55.33,0,11.8,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,0,0,59.5,0,2.19,0,6.27,47.239999999999995,0,98.41,28.1,20.8,0,148.3,0,0,0,130.79,40.09,381.38,0,0,6.52,688.92,0,0,45.53,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

68,16:45-17:00,8.63,124.58,11.67,448.67,2.3,82.99,0,11.8,0,0,0,32.53,0,2.22,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,0,0,59.5,0,3.29,0,6.27,47.239999999999995,0,98.41,42.15,20.8,0,148.3,0,0,0,130.79,40.09,381.38,0,0,6.52,688.92,0,0,45.53,0,0,0,30,0,0,0,1.02,0,45,50.23,0,0,20,0,0,69.07,0,5.7,76.74000000000001

69,17:00-17:15,8.63,124.58,11.67,448.67,4.79,82.99,0,11.8,0,0,0,32.53,0,3.2,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,0,0,59.5,0,3.29,0,6.27,47.239999999999995,0,98.41,42.15,20.8,0,148.3,0,0,6.02,130.79,40.09,381.38,0,0,6.52,688.92,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,45,52.36,0,0,20,0,0,69.07,0,5.7,76.74000000000001

70,17:15-17:30,8.63,124.58,11.67,418.67,7.19,82.99,0,23.59,0,0,0,32.53,0,2.22,0,10.43,25.77,0,0,0,46.5,12.61,150.34,21.64,27.68,0,0,59.5,0,3.29,0,6.27,47.239999999999995,0,98.41,42.15,20.8,0,148.3,0,0,7.52,130.79,53.45,381.38,0,0,6.52,688.92,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,45,52.36,0,0,20,0,0,69.07,0,5.7,76.74000000000001

71,17:30-17:45,8.63,124.58,11.67,418.67,7.19,82.99,0,23.59,0,0,0,32.53,0,2.22,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,3.29,0,6.27,47.239999999999995,0,98.41,42.15,20.8,0,148.3,0,0,15.02,130.79,79.38,381.38,0,0,13.04,688.92,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.49,52.36,0,0,20,0,0,69.07,0,5.7,76.74000000000001

72,17:45-18:00,8.63,124.58,11.67,388.67,7.19,82.99,0,23.59,0,0,0,32.53,0,2.22,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,3.29,0,1.15,47.24,0,98.41,42.15,20.8,0,148.3,0,0,15.02,130.79,79.38,381.38,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.49,52.36,0,0,20,0,4.29,69.07,0,5.7,76.73

73,18:00-18:15,8.63,124.58,11.67,388.67,9.59,110.67,0,35.39,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,3.07,47.24,0,98.41,42.15,20.8,0,148.3,0,0,15.02,130.79,79.38,381.38,0,0,13.04,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,52.36,0,0,20,0,18.41,69.07,0,5.7,76.73

74,18:15-18:30,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,3.07,47.24,0,98.41,42.15,20.8,0,148.3,0,0,22.54,130.79,79.38,381.38,0,0,13.04,688.59,21.88,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,52.36,0,0,20,0,24.55,69.07,0,5.7,76.73

75,18:30-18:45,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.24,0,98.41,42.15,20.8,0,148.3,0,0,28.56,130.79,79.38,397.69,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

76,18:45-19:00,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.24,0,98.41,42.15,20.8,0,148.3,0,0,28.56,130.79,79.38,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

77,19:00-19:15,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

78,19:15-19:30,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

79,19:30-19:45,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

80,19:45-20:00,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,3.07,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

81,20:00-20:15,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,1.15,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

82,20:15-20:30,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,11.59,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,1.15,47.89,0,98.41,42.15,20.8,0,148.3,0,0,44.33,130.79,40.09,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

83,20:30-20:45,8.63,124.58,35.03,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,47.89,0,98.41,42.15,20.8,0,148.3,0,0,22.54,130.79,40.09,414,0,0,13.04,688.59,21.88,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,13.81,69.07,0,5.7,76.73

84,20:45-21:00,8.63,124.58,35.03,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,47.89,0,98.41,42.15,20.8,0,148.3,0,0,22.54,130.79,40.09,414,0,0,13.04,688.59,21.88,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,9.2,69.07,0,5.7,76.73

85,21:00-21:15,8.63,124.58,35.03,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,20.8,0,148.3,0,0,22.54,130.79,53.45,414,0,0,13.04,688.59,32.83,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,9.2,69.07,0,5.7,76.73

86,21:15-21:30,8.63,124.58,35.03,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,20.8,0,148.3,0,0,22.54,130.79,53.45,414,0,0,13.04,688.59,32.83,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,13.81,69.07,0,5.7,76.73

87,21:30-21:45,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,23.17,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,0,48.55,0,98.41,42.15,20.8,0,148.3,0,0,28.56,130.79,53.45,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

88,21:45-22:00,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,23.17,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,0,48.55,0,98.41,42.15,20.8,0,148.3,0,0,28.56,130.79,53.45,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

89,22:00-22:15,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,23.17,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,28.56,130.79,53.45,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

90,22:15-22:30,8.68,124.58,35.03,388.67,9.59,138.33,0,35.39,0,0,0,50.39,0,2.3,0,23.17,25.77,0,0,0,46.5,20.09,150.34,21.64,27.68,0,0,60.23,0,5.42,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,28.56,130.79,53.45,414,0,0,19.56,688.59,43.78,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,59.84,69.07,0,5.7,76.73

91,22:30-22:45,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,21.88,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,33.76,69.07,0,5.7,76.73

92,22:45-23:00,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,33.76,69.07,0,5.7,76.73

93,23:00-23:15,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,33.76,69.07,0,5.7,76.73

94,23:15-23:30,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,48.81,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,19.64,69.07,0,5.7,76.73

95,23:30-23:45,8.63,124.58,23.33,388.67,9.59,110.67,0,35.39,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,19.64,69.07,0,5.7,76.73

96,23:45-24:00,8.63,124.58,23.33,388.67,7.19,110.67,0,35.39,0,0,0,32.53,0,2.3,0,10.43,25.77,0,0,0,46.5,18.9,150.34,21.64,27.68,0,0,59.5,0,4.4,0,0,48.55,0,98.41,42.15,19.95,0,148.3,0,0,15.02,130.79,53.45,414,0,0,19.56,688.59,10.95,0,45.53,0,0,0,30,0,0,0,1.02,0,44.5,50.23,0,0,20,0,19.64,69.07,0,5.7,76.73

