Block,Time Block,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,CHAMERA2,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,TALST2,TANDA2,TALA,UNCHAHAR1,TelanganaSTPP,TANAKPUR,TEHRI,ANTA_CRF,ANTA_RF,URI,AURY_LF,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,UNCHAHAR3,ANTA_GF,URI2,AURY_CRF,UNCHAHAR2,BRBCL,CHAMERA1,BSIUL,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,RAMPUR,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,KGSU1AND2,NLCEXP,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,PARBATI3,NLCIIST2,MAPS,NJPC,NAPP,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,28.07,0,0,5.18,2.79,20.7,369,39.13,52.1,12.73,42.83,0,0,0,0,0,0,0,10.28,15.53,0,12.53,68.64,0,0,47.58,0,0,0,0,0,18.97,0,35.2,0,30.62,10.66,40.82,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,81.03,0,123.58,0,0,84.03,111.47,29.18,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

10,02:15-02:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,12.73,28.55,0,0,0,0,0,0,0,10.28,11.85,0,12.53,68.64,0,0,42.77,0,0,0,0,0,14.53,0,35.2,0,23.28,10.89,40.82,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,81.03,0,123.58,0,0,84.03,111.47,29.18,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

11,02:30-02:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.34,11.85,0,12.53,68.64,0,0,42.77,0,0,0,0,0,14.53,0,35.2,0,23.28,12.17,40.82,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,81.03,0,123.58,0,0,95.75,111.47,32.63,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

12,02:45-03:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.3,11.85,0,12.53,68.64,0,0,42.77,0,0,0,0,0,14.53,0,35.2,0,23.28,14.2,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,81.03,0,123.58,0,0,95.76,111.47,32.63,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

13,03:00-03:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.25,11.85,0,11.17,68.64,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,14.96,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,94.68,111.47,32.09,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

14,03:15-03:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.25,11.85,0,11.17,68.64,0,0,47.58,0,0,0,0,0,14.53,0,32.91,0,23.28,15.55,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,84.67,111.47,26.92,0,0,0,0,0,0,16.34,0,0,161.84,43.68,0,0,0,0,0,0

15,03:30-03:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.23,11.85,0,11.17,68.64,0,0,47.58,0,0,0,0,0,14.53,0,32.91,0,23.28,15.97,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,85.75,111.47,27.46,0,0,0,0,0,0,16.34,0,0,161.84,43.68,0,0,0,0,0,0

16,03:45-04:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,11.53,28.55,0,0,0,0,0,0,0,10.23,11.85,0,11.17,68.64,0,0,47.58,0,0,0,0,0,14.53,0,32.91,0,23.28,16.89,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,85.75,111.47,27.46,0,0,0,0,0,0,16.34,0,0,161.84,43.68,0,0,0,0,0,0

17,04:00-04:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,9.33,28.55,0,0,0,0,0,0,0,10.23,11.85,0,11.17,68.64,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,18.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,66.93,111.47,21.85,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

18,04:15-04:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,9.33,28.55,0,0,0,0,0,0,0,10.23,11.85,0,11.17,68.64,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,66.93,111.47,21.85,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

19,04:30-04:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,10.11,11.85,0,11.17,68.64,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

20,04:45-05:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,9.89,11.85,0,11.17,68.64,0,0,47.58,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

21,05:00-05:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,9.73,11.85,0,11.17,68.09,0,0,47.58,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,3.82,0,0,161.84,43.68,0,0,0,0,0,0

22,05:15-05:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,9.43,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

23,05:30-05:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,9.11,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,27.21,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,17.69,0,0,161.84,43.68,0,0,0,0,0,0

24,05:45-06:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,28.55,0,0,0,0,0,0,0,8.77,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,25.25,6.31,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,55.2,111.47,18.54,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

25,06:00-06:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.6,15.53,0,11.17,65.87,0,0,42.77,0,0,0,0,0,18.97,0,32.91,0,30.62,19.37,25.25,12.63,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

26,06:15-06:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.63,15.53,0,11.17,65.87,0,0,47.58,0,0,0,0,0,18.97,0,32.91,0,30.62,19.37,13.01,12.63,117.88,403.14,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

27,06:30-06:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.66,15.53,0,11.17,65.87,0,0,47.58,0,0,0,0,0,18.97,0,32.91,0,30.62,19.37,13.01,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

28,06:45-07:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.68,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,18.97,0,32.91,0,30.62,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

29,07:00-07:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.75,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,52.41,0,0,161.84,43.68,0,0,0,0,0,0

30,07:15-07:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,28.55,0,0,0,0,0,0,0,8.82,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

31,07:30-07:45,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.85,27.45,0,0,0,0,0,0,0,8.56,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,23.75,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

32,07:45-08:00,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,8.53,27.45,0,0,0,0,0,0,0,8.54,11.85,0,11.17,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,18.51,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,18.54,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

33,08:00-08:15,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,8.54,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,28.2,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

34,08:15-08:30,28.07,0,0,5.18,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,8.6,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,28.2,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

35,08:30-08:45,28.07,0,0,3.53,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,8.48,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,12.62,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,28.85,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

36,08:45-09:00,28.07,0,0,3.53,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,10.91,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,28.85,0,0,0,0,0,0,17.01,0,0,161.84,43.68,0,0,0,0,0,0

37,09:00-09:15,28.07,0,0,3.53,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,10.82,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,29.22,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

38,09:15-09:30,28.07,0,0,3.53,2.79,20.7,365.45,39.13,52.1,10.74,27.45,0,0,0,0,0,0,0,10.73,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,12.63,117.88,333.41,0,0,3.43,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,29.22,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

39,09:30-09:45,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.96,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,12.63,117.88,333.41,0,0,3.19,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,29.22,0,0,0,0,0,0,14.97,0,0,148.51,43.68,0,0,0,0,0,0

40,09:45-10:00,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,12.28,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,12.63,117.88,333.41,0,0,3.19,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,74.01,111.47,29.22,0,0,0,0,0,0,14.97,0,0,148.51,43.68,0,0,0,0,0,0

41,10:00-10:15,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,12.42,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,6.31,117.88,333.41,0,0,3.19,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,148.51,43.68,0,0,0,0,0,0

42,10:15-10:30,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,12.62,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,6.31,117.88,333.41,0,0,3.19,0,0,0,58.33,0,137.31,72.03,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,148.51,43.68,0,0,0,0,0,0

43,10:30-10:45,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,15.94,0,6.31,56.85,333.41,0,0,3.43,0,0,0,58.33,0,105.68,72.03,0,98.75,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

44,10:45-11:00,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,16.89,0,6.31,56.85,333.41,0,0,3.43,0,0,0,58.33,0,105.68,72.03,0,98.75,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

45,11:00-11:15,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,17.6,0,6.31,56.85,333.41,12.49,0,3.43,0,0,0,58.33,0,105.68,72.03,0,98.75,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

46,11:15-11:30,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,15.58,0,6.31,56.85,333.41,14.94,0,3.43,0,0,0,58.33,0,105.68,72.03,0,118.12,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

47,11:30-11:45,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,17.09,0,6.31,83.26,333.41,0,0,3.43,0,0,0,58.33,0,105.68,72.03,0,118.12,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

48,11:45-12:00,28.07,0,0,3.53,2.79,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.51,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,18.37,0,6.31,83.26,333.41,0,0,3.43,0,0,0,58.33,0,105.68,72.03,0,118.12,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

49,12:00-12:15,28.07,0,0,2.77,1.39,20.7,365.45,29.28,52.1,10.74,27.45,0,0,0,0,0,0,0,11.22,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

50,12:15-12:30,28.07,0,0,2.35,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,49.4,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

51,12:30-12:45,28.07,0,0,2.35,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,49.4,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

52,12:45-13:00,28.07,0,0,2.35,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,49.4,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

53,13:00-13:15,24.64,0,0,3.53,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,49.4,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,18.72,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,14.97,0,0,161.84,43.68,0,0,0,0,0,0

54,13:15-13:30,18.71,0,0,3.53,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,49.4,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,105.68,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

55,13:30-13:45,18.71,0,0,3.53,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,0,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

56,13:45-14:00,18.71,0,0,3.53,1.39,16.34,365.45,29.28,52.1,10.74,20.23,0,0,0,0,0,0,0,11.22,11.85,0,11.53,65.87,0,0,42.77,0,0,0,0,0,14.53,0,32.91,0,23.28,19.37,0,6.31,97.94,333.41,0,0,3.43,0,0,0,58.33,0,137.31,73.14,0,123.58,0,0,84.03,111.47,34.32,0,0,0,0,0,0,3.4,0,0,161.84,43.68,0,0,0,0,0,0

