Block,Time Block,BSIUL,CHAMERA3,JHAJJAR,CHAMERA2,DHAULIGNGA,BRBCL,DULHASTI,DADRT2,FSTPP I & II,CHAMERA1,KGSU3AND4,KISHANGANGA,KHSTPP-II,KHSTPP-I,KKNP,KGSU1AND2,KOLDAM,KUDGI,KOTESHWR,KKNPPU2,MAPS,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,TALA,TALST2,TANAKPUR,TANDA2,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,ANTA_RF,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,URI2,ANTA_GF,UNCHAHAR3,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,6.27,30.85,286.53,42.53,29.15,19.24,51.73,557.14,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,44.59,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,6.27,30.85,334.61,42.53,29.15,19.24,51.73,624.09,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,6.27,30.85,359.42,42.53,29.15,19.24,51.73,628.89,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.75,0,11.33,0,0,0,40.774,31.85,0,51.12,19.77,0,0,0,23.45,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,6.27,30.85,388.96,42.53,29.15,19.24,51.73,656.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,51.12,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,6.27,30.85,388.96,42.53,29.15,19.24,51.73,656.96,13.75,40.54,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,51.12,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,51.4,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,51.4,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,44.59,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,12.54,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,3.79,0,0,0,160.7,0,3.4,0,51.4,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,44.59,0,68.16,19.77,0,0,0,28.43,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,12.54,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,3.79,0,0,0,160.7,0,3.4,0,73.75,0,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,68.16,19.77,0,0,0,28.43,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,12.54,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,3.79,0,0,0,160.7,0,3.4,0,77.11,5.57,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,68.16,19.77,0,0,0,28.43,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,12.54,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,18.58,0,0,58.21,0,43.6,0,3.79,0,0,0,160.7,0,3.4,0,77.11,5.57,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,40.774,31.85,0,68.16,19.77,0,0,0,28.43,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,77.11,5.57,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,39.554,31.85,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,27.87,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,77.11,5.57,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,39.554,31.85,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,77.11,5.57,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,39.554,44.59,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,16.89,0,0,0,160.7,0,3.4,0,77.11,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.47,0,11.33,0,0,0,39.554,44.59,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,9.33,0,11.33,0,0,0,39.554,37.16,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,6.27,30.85,388.96,42.53,38.85,19.24,51.73,656.96,13.75,27.35,0,2.77,142.62,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,8.48,0,11.33,0,0,0,39.554,37.16,0,68.16,19.77,0,0,0,24.86,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,6.27,30.85,397.96,42.53,38.85,19.24,51.73,659.77,13.75,40.54,0,2.77,132.16,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,24.33,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,8.48,0,9.37,0.17,0,0,40.194,37.16,0,68.16,19.77,0,0,0.01,24.86,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,6.27,30.85,397.96,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,132.16,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,8.2,0,9.37,0.17,0,0,40.194,37.16,0,68.16,19.78,0,0,0.01,24.86,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,6.27,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,4.15,132.16,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,35.14,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,7.52,0,9.37,0.17,0,0,40.194,37.16,0,68.16,19.78,0,0,0,22.74,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,35.14,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,389.49,69.25,0,0,0,89.9,0.43,0,7.52,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,22.74,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,48.65,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,7.52,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,22.74,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,48.65,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,7.52,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,22.74,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,48.65,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,7.52,0,10.22,0.17,0,0,40.194,33.98,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,20.27,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,7.91,0,10.22,0.17,0,0,40.194,33.98,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,20.27,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,8.2,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,20.27,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,8.48,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,132.16,42.61,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,20.27,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.05,0,10.22,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,6.27,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,4.15,132.16,42.61,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.33,0,9.37,0.17,0,0,40.194,37.16,0,68.16,19.779375,0,0,0,24.86,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,6.27,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,4.15,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.61,0.17,0,0,40.194,32.92,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

86,21:15-21:30,6.27,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,4.15,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,20.27,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.61,0.17,0,0,40.194,32.92,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

87,21:30-21:45,6.27,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,4.15,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,33.79,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.61,0.17,0,0,40.194,32.92,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

88,21:45-22:00,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,128.63,41.74,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,33.79,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,10.22,0.17,0,0,40.194,32.92,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

89,22:00-22:15,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,128.63,41.74,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,33.79,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,10.22,0.17,0,0,40.194,37.16,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

90,22:15-22:30,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,128.63,41.74,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,33.79,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,10.22,0.17,0,0,40.194,37.16,19.11,68.16,18.939375,0,0,0,26.99,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

91,22:30-22:45,19.44,32.45,390.84,43.9,39.83,19.24,54.71,656.67,13.75,41.03,0,4.15,128.63,41.74,0,0,5.15,0,40.88,0,0,58.21,0,43.6,0,33.79,0,0,0,162.2,0,3.48,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,10.22,0.17,0,0,40.194,37.16,19.22,68.16,18.939375,0,0,0,25.58,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

92,22:45-23:00,12.54,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,29.74,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.37,0.17,0,0,40.194,37.16,19.22,68.16,18.939375,0,0,0,25.58,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

93,23:00-23:15,12.54,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,29.74,0,0,0,160.7,0,3.4,0,76.34,16.7,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.37,0.17,0,0,40.194,32.92,19.22,68.16,18.939375,0,0,0,22.74,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

94,23:15-23:30,12.54,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,128.63,41.74,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,29.74,0,0,0,160.7,0,3.4,0,76.34,12.12,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.37,0.17,0,0,40.194,32.92,19.22,68.16,18.939375,0,0,0,22.74,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

95,23:30-23:45,12.54,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,128.63,42.03,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,29.74,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.37,0.17,0,0,40.194,32.92,19.22,68.16,18.939375,0,0,0,19.89,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

96,23:45-24:00,12.54,30.85,390.84,42.53,38.85,19.24,51.73,656.67,13.75,40.54,0,2.77,128.63,42.04,0,0,5.15,0,37.16,0,0,58.21,0,43.6,0,29.74,0,0,0,160.7,0,3.4,0,76.34,11.14,122.71,117.05,386.79,69.25,0,0,0,89.9,0.43,0,9.47,0,9.37,0.17,0,0,40.194,32.92,19.22,68.16,18.939375,0,0,0,19.89,0,25.41,37.48,0,0,0,0,0,41.51,0,0,0,0,0,0

