Block,Time,KGSU3AND4,KHSTPP-I,NLCIIST2,PARBATI3,RAMPUR,RIHAND1,RIHAND3,RSTPSU1TO6,UNCHAHAR2,AURY_CRF,DADRI_LF,DADRT2,KKNPPU2,KUDGI,SEWA2,SIMHST1,SINGRAULI,UNCHAHAR4,ANTA_CRF,MAPS,RAPPB,RAPPC,RSTPSU7,SASAN,TelanganaSTPP,URI,URI2,VALLURNTECL,AURY_GF,AURY_LF,DADRI_CRF,DADRI_RF,BRBCL,CHAMERA3,NJPC,RIHAND2,TALA,TEHRI,BSIUL,KISHANGANGA,NLCEXP,NTPL,RAPPD,SALAL,TALST2,TANDA2,ANTA_RF,DADRI_GF,CHAMERA1,CHAMERA2,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-II,KKNP,SINGRAULI_HYDRO,ANTA_LF,KOTESHWR,NAPP,NNTPP,FSTPP I & II,KGSU1AND2,KOLDAM,NLCIIST1,NLCTS2EXP,PARBATI2,SIMHST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,ANTA_GF,AURY_RF
56,13:45-14:00,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,1.47,0,6.52,8.63,0,0,19.14,66.14,0,5.7,49.2,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,7.76,0,0,22.54,0,7.43,21.64,27.68,0,80.77

57,14:00-14:15,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,1.47,0,13.04,8.63,0,0,19.14,80.18,0,5.7,48.55,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

58,14:15-14:30,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,1.47,0,13.04,8.63,0,0,19.14,80.18,0,5.7,48.55,0,0,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

59,14:30-14:45,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,0,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,3.95,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

60,14:45-15:00,0,45.53,0,39.28,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,0,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,28.05,48.81,32.83,58.69,670.67,148.3,0,1.15,0,0,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

61,15:00-15:15,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.7,0,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

62,15:15-15:30,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,688.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,14.7,0,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

63,15:30-15:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,9.39,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

64,15:45-16:00,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,9.39,13.04,8.63,0,0,19.14,63.92,0,5.7,48.55,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

65,16:00-16:15,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,18.77,13.04,8.63,0,0,19.14,63.92,0,5.7,47.89,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

66,16:15-16:30,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,12.94,18.77,13.04,8.63,0,0,19.14,63.92,0,5.7,47.89,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

67,16:30-16:45,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,28.17,6.52,8.63,0,0,19.14,63.92,0,5.7,47.24,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

68,16:45-17:00,0,45.53,0,50.64,6.98,97.23,130.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,28.57,6.52,8.63,0,0,19.14,55.77,0,5.7,47.24,0,42.22,48.81,32.83,58.69,670.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

69,17:00-17:15,0,45.53,0,50.64,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,6.52,8.63,0,0,19.14,55.77,0,5.7,47.24,0,42.22,48.81,32.83,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

70,17:15-17:30,0,45.53,0,50.64,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,6.52,8.63,0,0,19.14,55.77,0,5.7,47.24,0,42.22,48.81,32.83,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

71,17:30-17:45,0,45.53,0,50.64,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,6.52,8.63,0,0,19.14,55.77,0,5.7,47.24,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

72,17:45-18:00,0,45.53,0,50.64,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,6.52,8.63,0,0,19.14,55.77,0,5.7,47.24,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

73,18:00-18:15,0,45.53,0,50.64,6.98,97.23,95.79,0,45,0,0,573.92,0,0,0,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,47.24,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

74,18:15-18:30,0,45.53,0,53.7,6.98,97.23,95.79,0,45,0,0,573.92,0,0,6.3,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,47.24,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,20.85,25.51,0,20.8,0,9.59,0,0,41.33,0,7.43,21.64,27.68,0,80.77

75,18:30-18:45,0,45.53,0,18.41,6.98,97.23,95.79,0,45,0,0,573.92,0,0,12.61,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35,180.89,124.58,13.38,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,47.24,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,31.28,25.51,0,20.8,0,9.59,0,0,45.08,0,7.43,21.64,27.68,0,80.77

76,18:45-19:00,0,45.53,0,78.83,7.15,97.23,95.79,0,45,0,0,573.92,0,0,20.09,0,150.34,3.2,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,13.38,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.24,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,45.08,0,7.43,21.64,27.68,0,80.77

77,19:00-19:15,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.5,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,45.08,0,7.43,21.64,27.68,0,80.77

78,19:15-19:30,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.24,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.5,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,45.08,0,6.4,21.64,27.68,0,80.77

79,19:30-19:45,0,45.53,0,78.83,7.15,97.23,95.79,0,44.51,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.89,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,45.08,0,10.5,21.64,27.68,0,80.77

80,19:45-20:00,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.24,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.89,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,10.5,21.64,27.68,0,80.77

81,20:00-20:15,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.24,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.89,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,10.5,21.64,27.68,0,80.77

82,20:15-20:30,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,11.76,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,47.89,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,11.53,21.64,27.68,0,80.77

83,20:30-20:45,0,45.53,0,33.76,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,18.9,0,150.34,2.3,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,47.89,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,31.28,25.51,0,20.8,0,9.59,0,0,48.84,0,11.53,21.64,27.68,0,80.77

84,20:45-21:00,0,45.53,0,30.68,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,18.9,0,150.34,2.3,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,11.76,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,47.89,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,31.28,25.51,0,20.8,0,9.59,0,0,48.84,0,7.68,21.64,27.68,0,80.77

85,21:00-21:15,0,45.53,0,58.31,6.98,97.23,95.79,0,44.52,0,0,573.92,0,0,18.9,0,150.34,2.3,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,6.47,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,48.55,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,31.28,25.51,0,20.8,0,9.59,0,0,48.84,0,7.68,21.64,27.68,0,80.77

86,21:15-21:30,0,45.53,0,78.83,7.15,97.23,95.79,0,44.49,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,6.47,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,48.55,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,7.68,21.64,27.68,0,80.77

87,21:30-21:45,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,6.47,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,48.55,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,11.53,21.64,27.68,0,80.77

88,21:45-22:00,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.22,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,6.47,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,48.55,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,11.53,21.64,27.68,0,80.77

89,22:00-22:15,0,45.53,0,78.83,7.15,97.23,95.79,0,44.5,0,0,573.92,0,0,20.09,0,150.34,2.22,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,6.47,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,48.81,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,11.53,21.64,27.68,0,80.77

90,22:15-22:30,0,45.53,0,78.83,7.15,97.23,95.79,0,44.49,0,0,573.92,0,0,20.09,0,150.34,2.23,0,0,0,67.88,0,416.25,0,50.23,40.16,0,0,0,0,98.41,20,36.84,182.59,124.58,6.47,29.61,20.46,8.68,0,0,19.14,46.48,0,5.7,48.81,0,42.97,51.05,44.78,59.5,605.67,148.3,0,1.15,0,34.76,25.51,0,20.8,0,9.59,0,0,59.51,0,7.68,21.64,27.68,0,80.77

91,22:30-22:45,0,45.53,0,69.05,6.98,97.23,95.79,0,44.54,0,0,573.92,0,0,12.61,0,150.34,2.28,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,19.56,8.63,0,0,19.14,46.48,0,5.7,48.81,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.66,25.51,0,20.8,0,9.59,0,0,42.83,0,7.68,21.64,27.68,0,80.77

92,22:45-23:00,0,45.53,0,67.51,6.98,97.23,95.79,0,44.51,0,0,573.92,0,0,12.61,0,150.34,2.24,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,19.56,8.63,0,0,19.14,46.48,0,5.7,48.81,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,42.83,0,7.68,21.64,27.68,0,80.77

93,23:00-23:15,0,45.53,0,53.7,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,12.61,0,150.34,2.27,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,49.2,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,42.83,0,11.53,21.64,27.68,0,80.77

94,23:15-23:30,0,45.53,0,53.7,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,12.61,0,150.34,2.3,0,0,0,67.88,0,416.25,0,50.23,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,49.2,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,42.83,0,11.53,21.64,27.68,0,80.77

95,23:30-23:45,0,45.53,0,39.9,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,12.61,0,150.34,2.3,0,0,0,67.88,0,416.25,0,49.68,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,49.2,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,42.83,0,11.53,21.64,27.68,0,80.77

96,23:45-24:00,0,45.53,0,39.9,6.98,97.23,95.79,0,44.5,0,0,573.92,0,0,12.61,0,150.34,2.3,0,0,0,67.88,0,416.25,0,49.68,38.1,0,0,0,0,98.41,20,35.03,180.89,124.58,8.53,29.61,13.04,8.63,0,0,19.14,46.48,0,5.7,49.2,0,42.22,48.81,43.78,58.69,605.67,148.3,0,1.15,0,10.43,25.51,0,20.8,0,9.59,0,0,42.83,0,11.53,21.64,27.68,0,80.77

