Block,Time Block,DADRT2,KOTESHWR,KOLDAM,BSIUL,BRBCL,CHAMERA1,KHSTPP-I,JHAJJAR,KGSU1AND2,KHSTPP-II,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,KISHANGANGA,KKNPPU2,KKNP,CHAMERA3,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,CHAMERA2,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,NLCEXP,MAPS,NJPC,NAPP,KUDGI,TEHRI,TelanganaSTPP,TALST2,TANAKPUR,TALA,TEHRIPSP,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,RSTPSU7,SINGRAULI,SALAL,SEWA2,PARBATI3,RIHAND2,PARBATI2,RAPPB,NLCIIST1,RIHAND1,NLCIIST2,RAPPD,RSTPSU1TO6,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,RIHAND3,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,7.38,10.09,10.29,6.3,18.75,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

54,13:15-13:30,7.38,10.09,10.29,6.3,19.33,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,2.39,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,56.43,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

55,13:30-13:45,77.44,10.09,10.29,6.3,18.84,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

56,13:45-14:00,197.13,10.09,10.29,6.3,19.33,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,14.73,1.93,0,36.87,19.3,31.45,51.2,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,65.35,121.47,56.09,0,0,95.51,0,24.78,0,0,6.8,0,65.92,127.91,0,0,0,0,0,0

57,14:00-14:15,52.18,10.09,10.29,6.3,18.93,0,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,3.74,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

58,14:15-14:30,100.5,10.09,10.29,6.3,19.33,13.58,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.04,56.09,0,0,61.35,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

59,14:30-14:45,148.81,10.09,10.29,6.3,19.33,27.15,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

60,14:45-15:00,148.81,10.09,10.29,6.3,19.33,27.15,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

61,15:00-15:15,148.81,10.09,10.29,6.3,19.27,27.15,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

62,15:15-15:30,148.81,10.09,10.29,6.3,19.33,40.73,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,71.28,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

63,15:30-15:45,148.81,10.09,10.29,6.3,19.33,40.73,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

64,15:45-16:00,148.81,10.09,10.29,6.3,17.54,40.73,32.84,229.94,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,1.54,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

65,16:00-16:15,182.63,10.09,10.29,6.3,18.29,40.73,32.84,281.98,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,17.95,1.93,0,36.87,22.95,37.17,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,0.69,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

66,16:15-16:30,182.63,10.09,10.29,6.3,16.55,40.73,32.84,389.61,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,20.77,1.93,0,36.87,26.51,42.99,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,0.69,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

67,16:30-16:45,237.19,10.09,10.29,6.3,19.33,40.73,32.84,389.61,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,20.77,1.93,0,36.87,26.51,42.99,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,0,0,0,9.9,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

68,16:45-17:00,327.58,10.09,10.29,6.3,17.08,40.73,32.84,389.61,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,20.77,1.93,0,36.87,26.51,42.99,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,9.4,0,0,9.9,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

69,17:00-17:15,432.44,10.09,10.29,6.3,19.33,40.73,32.84,484.29,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,19.94,2.28,0,36.87,27.05,43.58,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,23.32,0,0,9.9,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

70,17:15-17:30,469.19,10.09,10.29,6.3,19.33,40.73,32.84,485.93,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.09,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,5.96,404.66,1.18,0,0,0,147.46,80.28,0,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

71,17:30-17:45,469.19,10.09,10.29,6.3,19.33,40.73,32.84,484.29,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.58,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,6.1,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

72,17:45-18:00,424.68,10.09,10.29,6.3,19.33,40.73,32.84,397.32,0,142.82,0,21.18,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.58,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,9.9,0,0,6.16,404.66,1.18,0,0,0,147.46,80.28,6.1,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

73,18:00-18:15,376.36,10.09,10.29,6.3,19.33,40.73,32.84,397.32,0,142.82,0,31.78,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.09,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,7.92,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,12.19,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

74,18:15-18:30,328.05,10.09,10.29,6.3,19.23,40.73,32.84,336.73,0,142.82,0,31.78,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.09,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,7.92,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,18.29,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

75,18:30-18:45,279.73,10.09,10.29,6.3,19.33,40.73,32.84,423.69,0,142.82,0,31.78,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.09,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,7.92,0,0,6.1,404.66,1.18,0,0,0,147.46,80.28,18.29,65.35,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

76,18:45-19:00,231.42,20.18,10.29,6.3,19.33,40.73,32.84,501.36,0,142.82,0,31.78,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.09,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.22,0,0,7.92,0,50.24,6.1,404.66,1.18,0,0,0,147.46,80.28,18.29,46.03,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

77,19:00-19:15,163.78,30.26,10.29,12.6,19.33,40.73,32.84,490.37,0,142.82,0,31.78,15.32,38.4,8.42,0,0,33.91,16.23,2.31,0,36.87,21.63,34.34,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,18.29,49.01,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

78,19:15-19:30,163.78,33.64,10.29,19.77,19.33,41.44,32.84,490.37,0,142.82,0,44.49,15.32,38.4,8.57,0,0,35.65,16.23,2.31,0,38.87,21.63,34.34,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

79,19:30-19:45,163.78,33.64,10.29,19.77,19.33,41.44,32.84,490.37,0,142.82,0,44.49,15.32,38.4,8.57,0,0,35.65,16.23,2.31,0,38.87,21.63,34.34,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

80,19:45-20:00,163.78,33.64,10.29,19.77,19.33,41.44,32.84,490.37,0,142.82,0,44.49,15.32,38.4,8.57,0,0,35.65,16.23,2.31,0,38.87,21.63,34.34,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

81,20:00-20:15,260.87,33.64,10.29,19.77,19.33,41.44,34.29,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

82,20:15-20:30,309.19,33.64,10.29,19.77,19.33,41.44,34.6,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.92,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

83,20:30-20:45,357.5,33.64,10.29,19.77,19.33,41.44,36.07,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

84,20:45-21:00,405.82,33.64,10.29,19.77,19.33,41.44,37.83,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

85,21:00-21:15,454.13,33.64,10.29,19.77,19.33,41.44,38.12,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

86,21:15-21:30,527.14,30.26,10.29,6.3,19.33,40.73,39.58,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,148.11,80.28,18.29,76.31,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

87,21:30-21:45,527.14,30.26,10.29,6.3,19.33,40.73,39.88,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,148.11,80.28,18.29,76.31,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

88,21:45-22:00,527.14,33.64,10.29,19.77,19.33,41.44,41.34,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,9.29,0,50.24,5.99,404.66,1.18,0,0,0,148.11,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

89,22:00-22:15,527.14,33.64,10.29,19.77,19.33,41.44,43.1,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.42,0,50.24,5.99,404.66,1.18,0,0,0,148.11,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

90,22:15-22:30,527.14,33.64,10.29,19.77,19.33,41.44,44.22,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,7.42,0,50.24,5.99,404.66,1.18,0,0,0,148.11,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

91,22:30-22:45,532.29,33.64,10.29,19.77,19.24,41.44,44.29,501.36,0,142.82,0,44.49,18.67,38.4,8.57,0,0,35.65,19.94,2.31,0,38.87,27.05,43.11,48.54,49.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,23.16,0,28.44,0,0,6.81,1.42,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,19.44,76.31,92.77,59.01,0,0,62.02,0,24.78,0,0,6.98,0,65.92,89.26,0,0,0,0,0,0

92,22:45-23:00,532.29,20.4,10.29,6.3,19.33,40.73,44.29,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,6.81,1.42,50.24,5.99,404.66,1.18,0,0,0,147.46,80.28,12.19,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

93,23:00-23:15,532.29,20.18,10.29,6.3,19.33,40.73,44.29,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,6.81,1.42,50.24,6.1,404.66,1.18,0,0,0,147.46,80.28,6.1,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

94,23:15-23:30,532.29,20.18,10.29,6.3,19.33,40.73,44.29,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,48.54,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,6.81,1.42,50.24,6.1,404.66,1.18,0,0,0,147.46,80.28,0,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

95,23:30-23:45,532.29,20.18,10.29,12.6,19.33,40.73,44.29,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,6.81,1.42,50.24,6.1,404.66,1.18,0,0,0,147.46,80.28,0,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

96,23:45-24:00,532.29,20.18,10.29,12.6,15.85,40.73,44.29,501.36,0,142.82,0,42.37,18.67,38.4,8.42,0,0,33.91,19.94,2.31,0,36.87,27.05,43.11,49.08,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,23.16,0,28.44,0,0,6.81,1.42,50.24,6.1,404.66,1.18,0,0,0,147.46,80.28,0,75.75,92.77,56.09,0,0,62.02,0,24.78,0,0,6.8,0,65.92,89.26,0,0,0,0,0,0

