Block,Time,NR/01122023/07122023/HP-18,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01122023/15122023/HP-15
14,03:15-03:30,122.930000,1.890000,31.720000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,7.66,8.47,0.000000,0,0.000000,0.000000,0,114.390000,8.45,48.06,0,71.520000,24.33,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,24.33,25.4,7.01,0,96.130000,57.250000

15,03:30-03:45,122.930000,1.890000,31.720000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,7.66,8.45,0.000000,0,0.000000,0.000000,0,114.390000,8.46,48.06,0,71.520000,26.01,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,26.01,25.35,7.01,0,96.130000,57.250000

16,03:45-04:00,122.930000,1.890000,31.720000,0,1.370000,0,0,0,0,0,1.320000,0,0,0.000000,7.66,8.55,0.000000,0,0.000000,0.000000,0,114.390000,8.53,48.06,0,71.520000,26.34,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,26.34,25.64,7.01,0,96.130000,57.250000

17,04:00-04:15,122.930000,1.850000,31.720000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,8.18,10.22,0.000000,0,0.000000,0.000000,0,114.390000,10.2,48.06,0,71.520000,26.67,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,26.67,30.65,7.01,0,96.130000,57.250000

18,04:15-04:30,122.930000,1.850000,31.720000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,8.51,10.69,0.000000,0,0.000000,0.000000,0,114.390000,10.68,48.06,0,71.520000,27.01,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,27.01,32.06,7.01,0,96.130000,57.250000

19,04:30-04:45,122.930000,1.850000,31.720000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,8.62,11.35,0.000000,0,0.000000,0.000000,0,114.390000,11.35,48.06,0,71.520000,24.17,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,24.17,34.05,7.01,0,96.130000,57.250000

20,04:45-05:00,122.930000,1.850000,31.720000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,8.84,11.83,0.000000,0,0.000000,0.000000,0,114.390000,11.82,48.06,0,71.520000,24.51,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,24.51,35.49,7.01,0,96.130000,57.250000

21,05:00-05:15,122.930000,1.850000,31.170000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,8.88,12.44,0.000000,0,0.000000,0.000000,0,144.200000,12.44,48.06,0,71.520000,24.67,25.950000,24.030000,148.690000,0,25.950000,48.060000,0,24.67,37.32,7.01,0,96.130000,57.250000

22,05:15-05:30,122.930000,1.850000,55.390000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,9.01,12.68,0.000000,0,0.000000,0.000000,0,175.180000,12.66,48.06,0,71.520000,25.01,25.950000,24.030000,192.260000,0,25.950000,48.060000,0,25.01,38.03,7.01,0,96.130000,57.250000

23,05:30-05:45,122.930000,1.850000,55.020000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,9.01,12.76,0.000000,0,0.000000,0.000000,0,179.980000,12.75,48.06,0,67.290000,31.01,25.950000,24.030000,230.710000,0,25.950000,48.060000,0,31.01,38.28,7.01,0,96.130000,57.250000

24,05:45-06:00,122.930000,1.850000,55.020000,0,1.370000,0,0,0,0,0,1.240000,0,0,0.000000,9.18,13.31,0.000000,0,0.000000,0.000000,0,228.700000,13.29,48.06,0,67.290000,30.67,25.950000,24.030000,270.370000,0,25.950000,48.060000,0,30.67,39.92,7.01,0,96.130000,57.250000

25,06:00-06:15,252.490000,1.850000,55.020000,0,1.300000,0,0,0,0,0,1.240000,0,0,0.000000,9.01,16.72,0.000000,0,0.000000,0.000000,0,260.130000,16.72,48.06,0,67.290000,30.34,25.950000,24.030000,270.370000,0,25.950000,48.060000,0,30.34,50.16,7.01,0,96.130000,0.000000

26,06:15-06:30,252.490000,1.850000,67.800000,0,1.300000,1.03,0,0,0,0,1.240000,0,0,0.000000,8.84,16.66,0.000000,0,0.000000,0.000000,0,260.130000,16.67,48.06,0,75.940000,29.95,25.950000,24.030000,270.370000,0,25.950000,48.060000,0,29.95,49.99,7.01,0,96.130000,0.000000

27,06:30-06:45,252.490000,1.850000,86.710000,0,1.300000,4.19,0,1.5,0,0,1.240000,1.39,0,0.000000,8.75,16.44,0.000000,0,0.000000,0.000000,0,260.130000,16.46,48.06,0,84.590000,29.51,30.760000,24.030000,270.370000,0,25.400000,89.400000,0,29.51,49.33,7.01,0,96.130000,0.000000

28,06:45-07:00,252.490000,1.850000,86.710000,0,1.300000,13.8,0,4.9,0,0,1.240000,5.22,0,0.000000,8.68,16.28,0.000000,0.155696,0.000000,0.000000,0,260.130000,16.26,48.06,0,117.660000,28.85,30.760000,23.070000,270.370000,0,25.400000,100.690000,0,28.85,48.83,7.01,0,96.130000,0.000000

29,07:00-07:15,252.490000,1.850000,86.710000,0,1.300000,23.94,0,9.8,0,0,1.240000,19,0,0.000000,11.66,18.38,0.000000,1.741849,0.000000,0.000000,0,260.130000,18.38,48.06,0,117.660000,32.84,30.760000,22.110000,270.370000,0,23.230000,100.690000,0,32.84,55.15,7.01,0,96.130000,0.000000

30,07:15-07:30,252.490000,1.850000,86.710000,0,1.300000,25.74,0,20.6,0,0,1.240000,31.79,0,0.190000,11.51,18.2,0.200000,4.330295,0.000000,0.190000,0,260.130000,18.19,48.06,2,117.660000,32.51,30.760000,22.110000,270.370000,0,23.230000,100.690000,1,32.51,54.6,7.01,1,96.130000,0.000000

31,07:30-07:45,252.490000,1.850000,86.710000,0,1.300000,30.17,2,30.17,1,0,1.240000,30.16,1.43,0.550000,8.34,17.93,0.570000,8.339467,0.000000,0.550000,0,260.130000,17.93,48.06,7,117.660000,32.17,30.760000,23.070000,270.370000,7.15,23.230000,100.690000,3,32.17,53.79,7.01,3,96.130000,0.000000

32,07:45:08:00,252.490000,1.850000,86.710000,0,1.300000,30.17,4,30.17,3,0,1.240000,30.16,3.78,1.200000,8.34,17.62,1.230000,12.299984,0.000000,1.200000,0,260.130000,17.62,48.06,15,117.660000,31.74,30.760000,22.110000,270.370000,18.88,23.230000,100.690000,6,31.74,52.87,7.01,7,96.130000,0.000000

33,08:00-08:15,252.490000,1.850000,86.710000,6.14,1.300000,30.33,6.31,30.33,7,0,1.240000,30.34,7.1,2.170000,8.34,16.97,2.220000,17.077905,0.000000,2.170000,0,260.130000,16.99,48.06,28,117.660000,31.63,30.760000,22.110000,270.370000,35.52,23.230000,100.690000,12,31.63,50.92,7.01,15,96.130000,0.000000

34,08:15-08:30,252.490000,1.850000,86.710000,14.53,1.300000,30.33,10.22,30.33,11,0,1.240000,30.34,11.58,3.410000,8.34,16.44,3.500000,22.546727,0.000000,3.410000,0,260.130000,16.43,48.06,42,117.660000,30.97,30.760000,22.110000,270.370000,57.93,23.230000,100.690000,18,30.97,49.31,7.01,22,96.130000,0.000000

35,08:30-08:45,252.490000,1.850000,86.710000,22.85,1.300000,32,16.87,32,15,0,1.240000,32,15.72,4.840000,8.34,16.12,4.970000,28.404789,0.000000,4.840000,0,260.130000,16.13,48.06,60,117.660000,30.69,30.760000,22.110000,270.370000,78.59,23.230000,100.690000,25,30.69,48.37,7.01,29,96.130000,0.000000

36,08:45:09:00,252.490000,1.850000,86.710000,29.72,1.300000,32,20.77,32,19,0,1.240000,32,19.8,6.320000,8.34,15.36,6.480000,34.554781,0.000000,6.320000,0,260.130000,15.37,48.06,74,117.660000,30.16,30.760000,21.150000,270.370000,99.03,23.230000,100.690000,31,30.16,46.08,7.01,38,96.130000,0.000000

37,09:00:09:15,252.490000,1.850000,86.710000,37.17,1.300000,32,23.92,32,23,0,1.160000,32,24.1,7.710000,8.34,14.36,7.900000,41.8433,0.000000,7.710000,0,260.130000,14.35,48.06,91,117.660000,30,30.760000,21.150000,270.370000,120.5,23.230000,100.690000,39,30,43.07,6.61,45,96.130000,0.000000

38,09:15-09:30,252.490000,1.850000,86.710000,45.36,1.300000,32,27.04,32,26,0,1.160000,32,28.29,8.960000,8.42,13.42,9.180000,47.380239,0.000000,8.960000,0,260.130000,13.42,48.06,105,117.660000,29.85,30.760000,22.110000,270.370000,141.43,23.230000,100.690000,45,29.85,40.26,6.61,51,96.130000,0.000000

39,09:30-09:45,252.490000,1.850000,86.710000,52.56,1.300000,32,30.13,32,29,0,1.160000,32,32.28,10.080000,8.18,12.41,10.320000,53.345342,0.000000,10.080000,0,260.130000,12.42,48.06,123,117.660000,29.88,30.760000,22.110000,270.370000,161.4,23.230000,100.690000,52,29.88,37.24,6.61,58,96.130000,0.000000

40,09:45-10:00,252.490000,1.850000,86.710000,58.43,1.300000,32.5,32.44,32.5,32,0,1.160000,32.5,35.74,11.100000,8.09,11.56,11.370000,59.339638,0.000000,11.100000,0,260.130000,11.58,48.06,137,117.660000,29.91,30.760000,22.110000,270.370000,178.71,23.230000,100.690000,58,29.91,34.69,6.61,65,96.130000,0.000000

41,10:00-10:15,252.490000,1.850000,86.710000,64.11,1.370000,32.5,35.03,32.5,37,0,1.240000,32.5,39.38,12.020000,7.84,10.54,12.320000,63.017956,0.000000,12.020000,0,260.130000,10.55,48.06,151,117.660000,29.93,30.760000,22.110000,270.370000,196.9,23.230000,62.480000,64,29.93,31.62,6.61,73,96.130000,0.000000

42,10:15-10:30,252.490000,1.850000,73.920000,69.2,1.370000,32.5,37.24,32.5,39,0,1.240000,32.5,42.78,12.850000,7.68,9.31,13.180000,62.687102,0.000000,12.850000,0,260.130000,9.32,48.06,161,117.660000,29.95,30.760000,22.110000,270.370000,213.89,23.230000,48.060000,69,29.95,27.93,6.61,78,96.130000,0.000000

43,10:30-10:45,252.490000,1.850000,73.920000,74.09,1.370000,32.5,39.43,32.5,41,0,1.240000,32.5,45.37,13.590000,7.66,8.39,13.930000,72.924114,0.000000,13.590000,0,260.130000,8.38,48.06,168,117.660000,29.98,24.530000,22.110000,270.370000,226.86,24.530000,48.060000,72,29.98,25.16,6.61,82,96.130000,0.000000

44,10:45-11:00,252.490000,1.850000,73.920000,78.34,1.370000,32.5,40.38,32.5,42,0,1.240000,32.5,46.67,14.240000,7.66,7.6,14.590000,77.020865,0.000000,14.240000,0,260.130000,7.61,48.06,175,117.660000,30.01,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,75,30.01,22.81,6.61,84,96.130000,0.000000

45,11:00-11:15,252.490000,1.850000,86.710000,81.64,1.450000,32.5,41.99,32.5,43,0,1.240000,32.5,46.67,14.780000,7.66,7.33,15.150000,80.806224,0.000000,14.780000,0,260.130000,7.34,48.06,182,117.660000,30.04,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,78,30.04,22,6.61,87,96.130000,0.000000

46,11:15-11:30,252.490000,1.850000,73.920000,84.54,1.450000,32.5,43.14,32.5,44,0,1.240000,32.5,46.67,15.200000,7.66,7.33,15.580000,83.920144,0.000000,15.200000,0,260.130000,7.34,48.06,186,117.660000,30.07,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,79,30.07,22,6.61,88,96.130000,0.000000

47,11:30-11:45,252.490000,1.850000,73.920000,86.31,1.450000,32.5,42.36,32.5,44,0,1.240000,32.5,46.67,15.490000,7.66,7.33,15.870000,89.252732,0.000000,15.490000,0,260.130000,7.34,48.06,189,117.660000,17.34,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,81,17.34,22,6.61,89,96.130000,0.000000

48,11:45-12:00,252.490000,1.850000,73.920000,88.73,1.450000,32.5,43.25,32.5,44,0,1.240000,32.5,46.67,15.650000,7.66,7.33,16.040000,97.11538,0.000000,15.650000,0,260.130000,7.34,48.06,189,117.660000,17.35,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,81,17.35,22,6.61,89,96.130000,0.000000

49,12:00-12:15,252.490000,1.890000,73.920000,88.71,1.530000,32.5,44.74,32.5,44,0,1.240000,32.5,46.67,15.730000,7.66,7.33,16.120000,113.122875,0.000000,15.730000,0,225.830000,7.34,48.06,189,117.660000,17.54,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,81,17.54,22,6.61,89,96.130000,0.000000

50,12:15-12:30,252.490000,1.890000,73.920000,90.41,1.530000,32.5,45,32.5,44,0,1.240000,32.5,46.67,15.740000,7.34,7.33,16.130000,112.850407,0.000000,15.740000,0,225.830000,7.34,48.06,189,117.660000,17.84,24.530000,22.110000,270.370000,233.33,24.530000,48.060000,81,17.84,22,6.61,89,96.130000,0.000000

51,12:30-12:45,252.490000,1.890000,73.920000,90.7,1.530000,32.5,45,32.5,44,0,1.240000,32.5,46.67,15.740000,7.34,7.33,16.130000,110.9334,0.000000,15.740000,0,225.830000,7.34,48.06,189,117.660000,17.89,25.950000,22.110000,270.370000,233.33,25.950000,48.060000,81,17.89,22,6.61,89,96.130000,0.000000

52,12:45-13:00,252.490000,1.890000,73.920000,89.16,1.530000,32.5,44.06,32.5,44,0,1.240000,32.5,46.67,15.670000,7.34,7.33,16.060000,107.566474,0.000000,15.670000,0,225.830000,7.34,48.06,189,117.660000,18.15,25.950000,22.110000,270.370000,233.33,25.950000,48.060000,81,18.15,22,6.61,89,96.130000,0.000000

53,13:00-13:15,252.490000,1.890000,57.440000,88.06,1.610000,32.5,43.63,32.5,43,0,1.320000,32.5,46.67,15.540000,7.34,7.33,15.920000,104.31632,0.000000,15.540000,0,260.130000,7.34,48.06,186,96.130000,18.71,25.950000,23.070000,270.370000,233.33,25.950000,46.200000,79,18.71,22,7.01,87,96.130000,0.000000

54,13:15-13:30,252.490000,1.890000,57.440000,86.58,1.610000,32.5,43.17,32.5,42,0,1.320000,32.5,46.67,15.280000,7.34,7.33,15.660000,99.480013,0.000000,15.280000,0,260.130000,7.34,48.06,182,67.290000,19.19,25.950000,23.070000,270.370000,233.33,25.950000,46.200000,78,19.19,22,7.01,83,96.130000,0.000000

55,13:30-13:45,252.490000,1.890000,57.440000,83.67,1.610000,32.5,42.52,32.5,41,0,1.320000,32.5,46.67,14.970000,7.34,7.33,15.350000,104.160624,0.000000,14.970000,0,260.130000,7.34,48.06,179,67.290000,19.76,25.950000,22.110000,270.370000,233.33,25.950000,46.200000,76,19.76,22,7.01,81,96.130000,0.000000

56,13:45-14:00,252.490000,1.890000,63.040000,81.52,1.610000,32.5,41,32.5,39,0,1.320000,32.5,46.67,14.570000,7.75,7.33,14.950000,97.611661,0.000000,14.570000,0,260.130000,7.34,48.06,175,96.130000,20,25.950000,22.110000,270.370000,233.33,25.950000,46.200000,75,20,22,7.01,78,96.130000,0.000000

57,14:00-14:15,252.490000,1.890000,63.040000,79.55,1.610000,32.5,39.45,32.5,37,0,1.320000,32.5,46.67,14.080000,8.66,7.33,14.430000,91.091891,0.000000,14.080000,0,260.130000,7.34,48.06,168,117.660000,20.25,25.950000,22.110000,270.370000,233.33,25.950000,46.200000,72,20.25,22,7.01,75,96.130000,0.000000

58,14:15-14:30,252.490000,1.890000,63.040000,75.77,1.610000,32.5,37.48,32.5,35,0,1.320000,32.5,45.52,13.410000,9.27,7.33,13.740000,85.691186,0.000000,13.410000,0,260.130000,7.34,48.06,161,117.660000,20.84,25.950000,23.070000,270.370000,227.59,25.950000,46.200000,69,20.84,22,7.01,69,96.130000,0.000000

59,14:30-14:45,252.490000,1.890000,86.710000,71,1.610000,32.5,35.6,32.5,32,0,1.320000,32.5,43.37,12.650000,9.51,12.68,12.970000,79.609311,0.000000,12.650000,0,260.130000,12.7,48.06,151,117.660000,27.17,25.950000,23.070000,270.370000,216.86,25.950000,76.900000,64,27.17,38.05,7.01,65,96.130000,0.000000

60,14:45-15:00,252.490000,1.890000,86.710000,65.82,1.610000,32.5,33.39,32.5,31,0,1.320000,32.5,40.66,11.780000,9.84,13.25,12.070000,72.641915,0.000000,11.780000,0,260.130000,13.25,48.06,140,117.660000,27.84,25.950000,23.070000,270.370000,203.29,25.950000,76.900000,60,27.84,39.74,7.01,62,96.130000,0.000000

61,15:00-15:15,252.490000,1.890000,86.710000,61.02,1.680000,32.5,31.3,32.5,27,0,1.390000,32.5,37.44,10.790000,10.51,13.46,11.060000,55.719706,0.000000,10.790000,0,260.130000,13.46,48.06,126,117.660000,28.47,25.950000,23.070000,270.370000,187.18,25.950000,100.690000,54,28.47,40.38,7.01,53,96.130000,0.000000

62,15:15-15:30,252.490000,1.890000,86.710000,55.78,1.680000,32.5,28.32,32.5,23,0,1.390000,32.5,33.56,9.630000,11.18,13.91,9.870000,48.110064,0.000000,9.630000,0,260.130000,13.91,48.06,112,117.660000,29.23,25.950000,24.030000,270.370000,167.81,25.950000,100.690000,48,29.23,41.72,7.01,47,96.130000,0.000000

63,15:30-15:45,252.490000,1.890000,86.710000,49.79,1.680000,32.5,25.21,32.5,20,0,1.390000,32.5,29.85,8.380000,11.3,13.83,8.600000,40.500422,0.000000,8.380000,0,260.130000,13.83,48.06,98,117.660000,29.34,24.530000,24.030000,270.370000,149.23,24.530000,100.690000,42,29.34,41.49,7.01,40,96.130000,0.000000

64,15:45-16:00,252.490000,1.890000,86.710000,42.79,1.680000,32.5,21.85,32.5,17,0,1.390000,32.5,26.38,7.070000,12.01,13.84,7.240000,32.735084,0.000000,7.070000,0,260.130000,13.82,48.06,84,117.660000,29.71,30.760000,24.030000,270.370000,131.89,23.230000,100.690000,36,29.71,41.51,7.01,33,96.130000,0.000000

65,16:00-16:15,252.490000,1.940000,86.710000,35.14,1.680000,33,17.31,23.6,13,0,1.390000,33,22.75,5.710000,7.34,7.64,5.850000,24.269114,0.000000,5.710000,0,260.130000,7.64,48.06,70,117.660000,18.78,30.760000,24.990000,270.370000,113.77,23.230000,100.690000,30,18.78,22.92,10.11,27,96.130000,0.000000

66,16:15-16:30,252.490000,1.940000,86.710000,27.07,1.680000,30.36,11.8,9.8,10,0,1.390000,29.67,18.69,4.310000,7.34,7.39,4.410000,17.437952,0.000000,4.310000,0,260.130000,7.4,48.06,56,117.660000,32.04,30.760000,24.990000,270.370000,93.46,23.230000,100.690000,24,32.04,22.18,9.52,20,96.130000,0.000000

67,16:30-16:45,252.490000,1.940000,86.710000,18.44,1.680000,14.78,7,1.9,7,0,1.390000,11.07,14.6,2.990000,7.34,7.17,3.070000,9.92562,0.000000,2.990000,0,260.130000,7.16,48.06,42,117.660000,25.51,30.760000,24.030000,270.370000,72.99,23.230000,100.690000,18,25.51,21.5,9.12,13,96.130000,0.000000

68,16:45-17:00,252.490000,1.940000,86.710000,9.79,1.680000,6.85,6,0,5,0,1.390000,6.5,9.82,1.860000,7.34,7.17,1.910000,5.215816,0.000000,1.860000,0,260.130000,7.16,48.06,28,117.660000,25.94,30.760000,24.030000,270.370000,49.11,23.230000,100.690000,12,25.94,21.5,8.74,10,96.130000,0.000000

69,17:00-17:15,252.490000,1.940000,86.710000,1.77,1.610000,4.6,3,0,3,0,1.470000,3.25,5.7,1.020000,7.34,7.17,1.050000,2.452212,0.000000,1.020000,0,260.130000,7.16,48.06,14,117.660000,25.98,29.800000,24.990000,270.370000,28.49,0.000000,100.690000,6,25.98,21.5,8.31,7,96.130000,0.000000

70,17:15-17:30,252.490000,1.940000,86.710000,0.33,1.610000,0.92,1,0,1,0,1.470000,1.08,2.87,0.470000,7.34,7.17,0.480000,0.525474,0.000000,0.470000,0,260.130000,7.16,48.06,4,117.660000,26.26,29.800000,25.960000,270.370000,14.37,0.000000,100.690000,1,26.26,21.5,7.92,3,96.130000,0.000000

71,17:30-17:45,252.490000,1.940000,86.710000,0,1.610000,0,0,0,1,0,1.470000,0.11,0.97,0.160000,7.34,7.17,0.160000,0,0.000000,0.160000,0,260.130000,7.16,48.06,1,117.660000,18.84,29.800000,25.960000,270.370000,4.85,0.000000,100.690000,0,18.84,21.5,10.12,1,96.130000,0.000000

72,17:45-18:00,252.490000,1.940000,86.710000,0,1.610000,0,0,0,0,0,1.470000,0,0.1,0.040000,7.34,7.17,0.040000,0,0.000000,0.040000,0,260.130000,7.16,48.06,0,117.660000,19.71,29.800000,25.960000,270.370000,0.48,0.000000,100.690000,0,19.71,21.5,9.81,0,96.130000,0.000000

