Time,Block,NR/2024/18691/A/8112,NR/2024/18388/A/7834,NR/2024/18761/C,WR/2024/21740/A/8116,WR/2024/21710/A/8119,WR/2024/21675/A/8061,NER/2024/2023/A/8057,Total
,,MANIKARAN,ITCLH,NVVNL,MANIKARAN,MANIKARAN,APPCPL,APPCPL,Total

,,DELHI,ANDHRA PRADESH,NA,DELHI,DELHI,DELHI,DELHI,
,,BRPL,ITCWIND,SOLAPUR_SOLAR,BYPL,BRPL,BRPL,BRPL,
,,HIMACHAL PRADESH,DELHI,DELHI,MAHARASHTRA,GOA,GOA,MANIPUR,
,,HP,ITCLH,MES (Delhi),AEML,GOA_Beneficiary,GOA_Beneficiary,Manipur_Ben,
,,North-North,South-West-North,West-North,North-West,North-West,North-West,North-East-North East,
1,00:00-00:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

2,00:15-00:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

3,00:30-00:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

4,00:45-01:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

5,01:00-01:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

6,01:15-01:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

7,01:30-01:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

8,01:45-02:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

9,02:00-02:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

10,02:15-02:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

11,02:30-02:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

12,02:45-03:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

13,03:00-03:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

14,03:15-03:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

15,03:30-03:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

16,03:45-04:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

17,04:00-04:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

18,04:15-04:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

19,04:30-04:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

20,04:45-05:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

21,05:00-05:15,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

22,05:15-05:30,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

23,05:30-05:45,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

24,05:45-06:00,0.000000,0.390000,0,50.000000,0.000000,0.000000,25.000000,75.39

25,06:00-06:15,192.310000,0.530000,0,50.000000,0.000000,0.000000,25.000000,267.84

26,06:15-06:30,192.310000,0.530000,0,50.000000,0.000000,0.000000,25.000000,267.84

27,06:30-06:45,192.310000,0.530000,0,50.000000,0.000000,0.000000,25.000000,267.84

28,06:45-07:00,192.310000,0.530000,0.18,50.000000,0.000000,0.000000,25.000000,268.02

29,07:00-07:15,192.310000,0.580000,0.57,50.000000,0.000000,0.000000,25.000000,268.46

30,07:15-07:30,192.310000,0.580000,0.91,50.000000,0.000000,0.000000,25.000000,268.8

31,07:30-07:45,192.310000,0.580000,1.31,50.000000,0.000000,0.000000,25.000000,269.2

32,07:45:08:00,192.310000,0.580000,1.76,50.000000,0.000000,0.000000,25.000000,269.65

33,08:00-08:15,192.310000,0.970000,2.26,50.000000,0.000000,0.000000,25.000000,270.54

34,08:15-08:30,192.310000,0.970000,2.77,50.000000,0.000000,0.000000,25.000000,271.05

35,08:30-08:45,192.310000,0.970000,3.34,50.000000,0.000000,0.000000,25.000000,271.62

36,08:45:09:00,192.310000,0.970000,3.9,50.000000,0.000000,0.000000,25.000000,272.18

37,09:00:09:15,192.310000,0.970000,4.39,50.000000,0.000000,0.000000,25.000000,272.67

38,09:15-09:30,192.310000,0.970000,5.01,50.000000,0.000000,0.000000,25.000000,273.29

39,09:30-09:45,192.310000,0.970000,5.44,50.000000,0.000000,0.000000,25.000000,273.72

40,09:45-10:00,192.310000,0.970000,5.91,50.000000,0.000000,0.000000,25.000000,274.19

41,10:00-10:15,192.310000,0.970000,6.32,50.000000,0.000000,0.000000,25.000000,274.6

42,10:15-10:30,192.310000,0.970000,6.73,50.000000,0.000000,0.000000,25.000000,275.01

43,10:30-10:45,192.310000,0.970000,7.07,50.000000,0.000000,0.000000,25.000000,275.35

44,10:45-11:00,192.310000,0.970000,7.3,50.000000,0.000000,0.000000,25.000000,275.58

45,11:00-11:15,192.310000,0.970000,7.55,50.000000,0.000000,0.000000,25.000000,275.83

46,11:15-11:30,192.310000,0.970000,7.71,50.000000,0.000000,0.000000,25.000000,275.99

47,11:30-11:45,192.310000,0.970000,7.99,50.000000,0.000000,0.000000,25.000000,276.27

48,11:45-12:00,192.310000,0.970000,8.09,50.000000,0.000000,0.000000,25.000000,276.37

49,12:00-12:15,192.310000,0.970000,7.96,50.000000,0.000000,0.000000,25.000000,276.24

50,12:15-12:30,192.310000,0.970000,8.05,50.000000,0.000000,0.000000,25.000000,276.33

51,12:30-12:45,192.310000,0.970000,8.03,50.000000,0.000000,0.000000,25.000000,276.31

52,12:45-13:00,192.310000,0.970000,6.34,50.000000,0.000000,0.000000,25.000000,274.62

53,13:00-13:15,192.310000,0.970000,3.71,50.000000,0.000000,0.000000,25.000000,271.99

54,13:15-13:30,192.310000,0.970000,2.6,50.000000,0.000000,0.000000,25.000000,270.88

55,13:30-13:45,192.310000,0.970000,5.22,50.000000,0.000000,0.000000,25.000000,273.5

56,13:45-14:00,192.310000,0.970000,2.68,50.000000,0.000000,0.000000,25.000000,270.96

57,14:00-14:15,192.310000,0.970000,4.83,50.000000,0.000000,0.000000,25.000000,273.11

58,14:15-14:30,192.310000,0.970000,6.2,50.000000,0.000000,0.000000,25.000000,274.48

59,14:30-14:45,192.310000,0.970000,4.11,50.000000,0.000000,0.000000,25.000000,272.39

60,14:45-15:00,192.310000,0.970000,2.18,50.000000,0.000000,0.000000,25.000000,270.46

61,15:00-15:15,192.310000,0.770000,2.65,50.000000,0.000000,0.000000,25.000000,270.73

62,15:15-15:30,192.310000,0.770000,3.17,50.000000,0.000000,0.000000,25.000000,271.25

63,15:30-15:45,192.310000,0.770000,2.46,50.000000,0.000000,0.000000,25.000000,270.54

64,15:45-16:00,192.310000,0.770000,4.51,50.000000,0.000000,0.000000,25.000000,272.59

65,16:00-16:15,192.310000,0.530000,3.82,50.000000,0.000000,0.000000,25.000000,271.66

66,16:15-16:30,192.310000,0.530000,2.92,50.000000,0.000000,0.000000,25.000000,270.76

67,16:30-16:45,192.310000,0.530000,2.8,50.000000,0.000000,0.000000,25.000000,270.64

68,16:45-17:00,192.310000,0.530000,2.27,50.000000,0.000000,0.000000,25.000000,270.11

69,17:00-17:15,192.310000,0.530000,1.92,50.000000,0.000000,0.000000,25.000000,269.76

70,17:15-17:30,192.310000,0.530000,1.58,50.000000,0.000000,0.000000,25.000000,269.42

71,17:30-17:45,192.310000,0.530000,0.88,50.000000,0.000000,0.000000,25.000000,268.72

72,17:45-18:00,192.310000,0.530000,0.54,50.000000,0.000000,0.000000,25.000000,268.38

73,18:00-18:15,31.010000,0.530000,0.26,50.000000,25.000000,57.800000,25.000000,189.6

74,18:15-18:30,31.010000,0.530000,0.1,50.000000,25.000000,57.800000,25.000000,189.44

75,18:30-18:45,31.010000,0.530000,0,50.000000,25.000000,57.800000,25.000000,189.34

76,18:45-19:00,31.010000,0.530000,0,50.000000,25.000000,57.800000,25.000000,189.34

77,19:00-19:15,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

78,19:15-19:30,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

79,19:30-19:45,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

80,19:45-20:00,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

81,20:00-20:15,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

82,20:15-20:30,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

83,20:30-20:45,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

84,20:45-21:00,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

85,21:00-21:15,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

86,21:15-21:30,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

87,21:30-21:45,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

88,21:45-22:00,31.010000,0.630000,0,50.000000,25.000000,57.800000,25.000000,189.44

89,22:00-22:15,0.000000,0.530000,0,50.000000,0.000000,57.800000,25.000000,133.33

90,22:15-22:30,0.000000,0.530000,0,50.000000,0.000000,57.800000,25.000000,133.33

91,22:30-22:45,0.000000,0.530000,0,50.000000,0.000000,57.800000,25.000000,133.33

92,22:45-23:00,0.000000,0.530000,0,50.000000,0.000000,57.800000,25.000000,133.33

93,23:00-23:15,0.000000,0.480000,0,50.000000,0.000000,0.000000,25.000000,75.48

94,23:15-23:30,0.000000,0.480000,0,50.000000,0.000000,0.000000,25.000000,75.48

95,23:30-23:45,0.000000,0.480000,0,50.000000,0.000000,0.000000,25.000000,75.48

96,23:45-24:00,0.000000,0.480000,0,50.000000,0.000000,0.000000,25.000000,75.48

