Column1,Time,GNA/NR/2025/03/01/1906,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/8036,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/03/01/6891,GNA/SR/2025/03/01/7500,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/4651,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/9482,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606
8,01:45-02:00,23.04,0,23.04,26.99,0,0,1.23,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.51,1.31,0,0,0,0,0,0,0,0,0,55.49,200,259.78,5.76,0,0,0,29.33,8.33,7,8.33,0,25.01,29.34,7.67,166.48,17.28,42,0

9,02:00-02:15,23.04,0,23.04,26.99,0,0,1.23,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23.33,8.67,6.6,8.67,0,25.99,23.34,7.67,166.48,17.28,42,0

10,02:15-02:30,23.04,0,23.04,26.99,0,0,1.23,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23.67,8.83,6.2,8.83,0,26.51,23.66,7.67,166.48,17.28,42,0

11,02:30-02:45,23.04,0,23.04,26.99,0,0,1.23,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23.67,8.83,6,8.83,0,26.51,23.66,7.67,166.48,17.28,42,0

12,02:45-03:00,23.04,0,23.04,26.99,0,0,1.23,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23,8.67,6,8.67,0,25.99,23,7.67,166.48,17.28,42,0

13,03:00-03:15,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23,9.33,6,9.33,0,28.01,23,7.67,166.48,17.28,42,0

14,03:15-03:30,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,22,10,6,10,0,30,22,7.67,166.48,17.28,42,0

15,03:30-03:45,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,23,10.17,6,10.17,0,30.49,23,8.33,166.48,17.28,42,0

16,03:45-04:00,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.42,1.26,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,24.33,10.67,6,10.67,0,31.99,24.34,8.67,166.48,17.28,42,0

17,04:00-04:15,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,25.67,12,6,12,0,36,25.66,9.33,166.48,17.28,42,0

18,04:15-04:30,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,26.67,12.33,6,12.33,0,37.01,26.66,9.33,166.48,17.28,42,0

19,04:30-04:45,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,27.67,10,5,10,0,30,27.66,6,166.48,17.28,42,0

20,04:45-05:00,23.04,0,23.04,26.99,0,0,1.19,0,100.01,6.72,86.59,26.99,271.44,23.04,65.88,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,29,10.67,5,10.67,0,31.99,29,6,166.48,17.28,42,0

21,05:00-05:15,23.04,0,23.04,26.99,0,0,1.15,0,100.01,6.72,86.59,26.99,271.44,23.04,84.7,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,30,11,5,11,0,33,30,6,166.48,17.28,42,0

22,05:15-05:30,23.04,0,23.04,26.99,0,0,1.15,0,100.01,6.72,86.59,26.99,271.44,23.04,114.82,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,30.67,11.5,5,11.5,0,34.5,30.66,6,166.48,17.28,42,0

23,05:30-05:45,23.04,0,23.04,26.99,0,0,1.15,0,100.01,6.72,86.59,26.99,271.44,23.04,114.82,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,30.67,12.33,8.4,12.33,0,37.01,30.66,6,166.48,17.28,42,0

24,05:45-06:00,23.04,0,23.04,26.99,0,0,1.15,0,100.01,6.72,86.59,26.99,271.44,23.04,114.82,0,1.24,5.33,1.21,0,0,0,0,0,0,0,0,0,55.49,0,259.78,5.76,0,0,0,31.33,12.67,8.4,12.67,0,37.99,31.34,6,166.48,17.28,42,0

25,06:00-06:15,36.48,0,36.48,32,0,0,1.15,0,100.01,6.72,86.59,32,271.44,36.48,114.82,0,1.24,5.24,1.21,0,0,0,0,0,0,0,0,0,0,0,259.78,5.76,0,0.3,0.29,30.67,13,7.6,13,0,39,30.66,6,0,17.28,42,0

26,06:15-06:30,36.48,0,36.48,32,0,0,1.15,0,100.01,6.72,86.59,32,271.44,36.48,114.82,0,1.24,5.24,1.21,0,0,0,0,0,0,0,0,0,0,0,259.78,5.76,0,6.9,6.63,29.33,13.33,7,13.33,0,40.01,29.34,6,0,17.28,42,0

27,06:30-06:45,36.48,0,36.48,31.54,0,0,1.15,0,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0,1.24,5.24,1.21,0,0,0,0,0.41,0,0,0,0,0,0,259.78,5.76,1,13.5,12.98,28,13.33,6.6,13.33,0.06,40.01,28,6,0,17.28,42,0

28,06:45-07:00,36.48,0,36.48,31.54,0,0,1.15,0,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0,1.24,5.24,1.21,0,0,0,1,0.47,0,0,1,1,0,0,259.78,5.76,4,20.1,19.33,26.33,13.33,6,13.33,3.38,40.01,26.34,6,0,17.28,42,0

29,07:00-07:15,36.48,0,36.48,31.54,0,0,1.23,0,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0,1.24,5.24,1.21,2,1,1,7,0.18,0.46,2.3,3,4,0,0,259.78,5.76,10,26.69,25.67,23,12.83,5,12.83,9.73,38.51,23,6,0,17.28,0,0

30,07:15-07:30,36.48,0,36.48,31.54,0.32,0,1.23,0.34,100.01,6.72,86.59,31.54,271.44,36.48,114.82,0.34,1.24,5.24,1.21,6,3,3,10,1.94,1.92,9.58,5,7,0,0,259.78,5.76,15,32.57,32.57,19.67,12.33,5,12.33,17.56,37.01,19.66,6,0,17.28,0,0

31,07:30-07:45,36.48,0,36.48,31.54,1.1,0,1.23,1.21,100.01,6.72,86.59,31.54,271.44,36.48,114.82,1.21,1.24,5.24,1.21,9,6,5,10,5.76,5,25,5,14,0,0,259.78,5.76,24,31,31,17,8.33,5,8.33,26.56,25.01,17,6,0,17.28,0,0

32,07:45-08:00,36.48,0,36.48,32,2.12,0,1.23,2.35,100.01,6.72,86.59,32,271.44,36.48,114.82,2.35,1.24,5.24,1.21,13,10,7,17,10.83,5.42,27.08,8,25,0,0,259.78,5.76,28.67,28.67,28.66,15.33,8.17,5,8.17,36.72,24.49,15.34,6,0,17.28,0,0

33,08:00-08:15,36.48,0,36.48,32,3.05,0,1.19,3.37,100.01,6.72,86.59,32,271.44,36.48,114.82,3.37,1.24,5.24,1.21,15,18,10,25,12.59,7.78,38.87,13,42,0,0,259.78,5.76,31.23,31.23,31.24,14,8,5,8,47.1,24,14,6,0,17.28,0,0

34,08:15-08:30,36.48,0,36.48,32,3.72,0,1.19,4.11,100.01,6.72,86.59,32,271.44,36.48,65.88,4.11,1.24,5.24,1.21,23,25,14,37,19.96,11.76,58.82,18,60,0,0,259.78,5.76,31.57,31.57,31.56,12.67,7.67,5,7.67,57.49,22.99,12.66,6,0,17.28,0,0

35,08:30-08:45,36.48,0,36.48,32,4.81,0,1.19,5.31,100.01,6.72,86.59,32,271.44,36.48,84.7,5.31,1.24,5.24,1.21,30,31,20,40,27.65,15.87,79.36,20,74,0,0,259.78,5.76,32.67,32.67,32.66,14,7.5,7.01,7.5,67.37,22.5,14,6,0,17.28,0,0

36,08:45-09:00,36.48,0,36.48,32,6.08,0,1.19,6.71,100.01,6.72,86.59,32,271.44,36.48,65.88,6.71,1.24,5.24,1.21,38,37,23,45,35.29,19.93,99.62,23,88,0,0,259.78,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,84.99,19.99,14,6,0,17.28,0,0

37,09:00-09:15,23.04,0,23.04,32,6.99,0,1.19,7.72,100.01,6.72,86.59,25.83,271.44,23.04,84.7,7.72,1.24,5.15,1.21,47,43,27,50,47.09,26.46,132.32,25,102,0,0,259.78,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,95.5,19.99,14,6.67,0,17.28,0,0

38,09:15-09:30,23.04,0,23.04,32,8.26,0,1.19,9.12,100.01,6.72,86.59,25.83,271.44,23.04,114.82,9.12,1.24,5.15,1.21,55,51,30,57,54.3,30.23,151.18,28,119,0,0,259.78,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,105.24,19.99,14,6.67,0,17.28,0,0

39,09:30-09:45,23.04,0,23.04,32,9.17,0,1.19,10.12,100.01,6.72,86.59,25.87,271.44,23.04,65.88,10.12,1.24,5.15,1.21,58,63,29,63,61.25,36.54,182.67,32,147,0,0,259.78,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,114.39,19.99,14,6.67,0,17.28,0,0

40,09:45-10:00,23.04,0,23.04,32,10.08,0,1.19,11.13,100.01,6.72,86.59,25.87,271.44,23.04,65.88,11.13,1.24,5.15,1.21,62,69,32,70,67.79,39.87,199.35,35,161,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,122.37,19.99,14,6.67,0,17.28,0,0

41,10:00-10:15,23.04,0,23.04,32,10.62,0,1.15,11.73,100.01,6.72,76.12,25.87,271.44,23.04,65.88,11.73,1.24,5.15,1.26,66,73,36,75,73.84,42.74,213.72,38,172,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,129.67,19.99,14,6.67,0,17.28,0,0

42,10:15-10:30,23.04,0,23.04,32,11.35,0,1.15,12.53,100.01,6.72,76.12,25.87,271.44,23.04,65.88,12.53,1.24,5.15,1.26,67,78,38,80,79.08,45,224.99,40,182,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,136.1,19.99,14,6.67,0,17.28,0,0

43,10:30-10:45,23.04,0,23.04,32,11.89,0,1.15,13.13,100.01,6.72,76.12,25.87,271.44,23.04,65.88,13.13,1.24,5.15,1.26,73,81,41,87,87.52,46,230,43,189,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,141.94,19.99,14,6.67,0,17.28,0,0

44,10:45-11:00,23.04,0,23.04,32,12.43,0,1.15,13.73,100.01,6.72,76.12,25.87,271.44,23.04,65.88,13.73,1.24,5.15,1.26,76,82,45,90,90.64,46,230,45,193,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,146.41,19.99,14,6.67,0,17.28,0,0

45,11:00-11:15,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,63.96,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,85,84,47,90,92.65,46,230,45,196,0,0,224.56,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,155.76,19.99,14,6.67,0,17.28,0,0

46,11:15-11:30,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,63.96,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,86,84,47,90,93.66,46,230,45,196,0,0,194.14,5.76,32.67,32.67,32.66,14,6.67,7.01,6.67,155.76,19.99,14,6.67,0,17.28,0,0

47,11:30-11:45,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,63.96,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,86,84,45,90,94.01,46,230,45,196,0,0,194.14,5.76,32.67,32.67,32.66,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

48,11:45-12:00,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,63.96,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,86,84,46,90,94.06,46,230,45,196,0,0,163.2,5.76,32.67,32.67,32.66,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

49,12:00-12:15,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,63.96,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,81,84,42,90,95,46,230,45,196,0,0,134.4,5.76,32.67,32.67,32.66,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

50,12:15-12:30,23.04,0,23.04,32,12.7,0,1.15,14.04,100.01,6.72,44.16,25.87,271.44,23.04,65.88,14.04,1.24,5.05,1.26,81,84,43,90,95,46,230,45,196,0,0,134.4,5.76,32.07,32.07,32.06,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

51,12:30-12:45,23.04,26.24,23.04,32,14.88,0,1.15,16.45,100.01,6.72,44.16,25.87,271.44,23.04,65.88,16.45,1.24,5.05,1.26,81,78,43,90,95,46,230,45,182,0,0,134.4,5.76,31.9,31.9,31.9,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

52,12:45-13:00,23.04,26.24,23.04,32,14.88,0,1.15,16.45,100.01,6.72,44.16,25.87,271.44,23.04,65.88,16.45,1.24,5.05,1.26,81,78,43,90,95,46,230,45,182,0,0,134.4,5.76,31.57,31.57,31.56,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

53,13:00-13:15,23.04,26.24,23.04,32,16.7,0,1.23,16.7,52.8,6.72,44.16,25.87,271.44,23.04,65.88,16.7,1.24,4.96,1.31,83,82,44,90,95,46,230,45,193,0,0,134.4,5.76,31.57,31.57,31.56,14.67,6.67,7.01,6.67,155.76,19.99,14.66,6.67,0,17.28,0,0

54,13:15-13:30,23.04,26.24,23.04,32,16.7,0,1.23,16.7,52.8,6.72,44.16,25.87,230.4,23.04,65.88,16.7,1.24,4.96,1.31,83,82,44,90,95,46,230,45,193,0,0,134.4,5.76,31.57,31.57,31.56,16.67,6.67,7.01,6.67,155.76,19.99,16.66,6.67,0,17.28,0,0

55,13:30-13:45,23.04,26.24,23.04,32,16.7,0,1.23,16.7,52.8,6.72,44.16,25.87,192,23.04,65.88,16.7,1.24,4.96,1.31,83,82,44,92,95,45,225,46,193,0,0,134.4,5.76,31.57,31.57,31.56,19,6.67,7.01,6.67,155.76,19.99,19,6.67,0,17.28,0,0

56,13:45-14:00,23.04,26.75,23.04,32,16.7,0,1.23,16.7,52.8,6.72,44.16,25.87,192,23.04,65.88,16.7,1.24,4.96,1.31,83,82,44,92,95,45,225,46,193,0,0,134.4,5.76,31.57,31.57,31.56,20.33,6.67,7.01,6.67,147.87,19.99,20.34,6.67,0,17.28,0,0

57,14:00-14:15,23.04,26.75,23.04,32,16.7,0,1.23,16.7,52.8,6.72,44.16,25.87,230.4,23.04,65.88,16.7,1.24,4.96,1.35,85,82,44,92,91.2,44.17,220.83,46,193,0,0,134.4,5.76,31.57,31.57,31.56,22.33,9.67,7.01,9.67,145.34,28.99,22.34,8.33,0,17.28,0,0

58,14:15-14:30,23.04,26.75,23.04,32,16.17,0,1.23,16.17,100.01,6.72,44.16,25.87,271.44,23.04,65.88,16.17,1.24,4.96,1.35,85,82,44,92,91.2,44.17,220.83,46,193,0,0,134.4,5.76,31.57,31.57,31.56,24.67,10,7.01,10,141.16,30,24.66,8.67,0,17.28,0,0

59,14:30-14:45,23.04,27.25,23.04,32,15.5,0,1.23,15.5,100.01,6.72,44.16,25.87,271.44,23.04,65.88,15.5,1.39,4.96,1.35,83,82,43,90,90.56,45.33,226.67,45,193,0,0,134.4,5.76,31.57,31.57,31.56,27,10.33,7,10.33,135.9,31.01,27,9,0,17.28,0,0

60,14:45-15:00,23.04,27.25,23.04,32,14.88,0,1.23,14.88,100.01,6.72,44.16,25.87,271.44,23.04,65.88,14.88,1.39,4.96,1.35,82,78,42,88,89.6,45.33,226.67,44,182,0,0,134.4,5.76,31.57,31.57,31.56,29.33,10.5,7,10.5,130.45,31.5,29.34,9.33,0,17.28,0,0

61,15:00-15:15,23.04,27.25,23.04,32,14.04,0,1.23,14.04,100.01,6.72,44.16,25.87,271.44,23.04,65.88,14.04,1.39,4.87,1.35,80,73,40,85,86.4,45,225,42,172,0,0,134.4,5.76,32.07,32.07,32.06,32.67,10.5,7,10.5,123.63,31.5,32.66,9.33,0,17.28,0,0

62,15:15-15:30,23.04,27.25,23.04,32,13.26,0,1.23,13.26,100.01,6.72,44.16,25.87,271.44,23.04,65.88,13.26,1.39,4.87,1.35,76,69,38,79,82.52,44.15,220.77,39,161,0,0,134.4,5.76,32.07,32.07,32.06,33.33,10.67,7,10.67,116.24,31.99,33.34,10.67,0,17.28,0,0

63,15:30-15:45,23.04,27.25,23.04,32,12.24,0,1.23,12.24,100.01,6.72,56.32,25.87,271.44,23.04,65.88,12.24,1.39,4.87,1.35,73,64,32,73,77.67,41.63,208.16,36,151,0,0,164.82,5.76,32.07,32.07,32.06,34.33,10.83,7,10.83,108.35,32.51,34.34,12,0,17.28,0,0

64,15:45-16:00,23.04,28.26,23.04,32,11.17,0,1.23,11.17,100.01,6.72,56.32,25.87,271.44,23.04,65.88,11.17,1.39,4.87,1.35,67,60,29,67,70.15,38.28,191.42,33,140,0,0,164.82,5.76,32.07,32.07,32.06,35.33,11.17,7,11.17,99.3,33.49,35.34,13.67,0,17.28,0,0

65,16:00-16:15,23.04,28.26,23.04,32,10.08,0,1.31,10.08,100.01,6.72,86.59,25.87,271.44,23.04,65.88,10.08,1.39,4.87,1.39,58,55,25,60,63.63,34.42,172.07,30,130,0,0,193.62,5.76,32.07,32.07,32.06,36.33,11.33,7,11.33,89.56,34.01,36.34,9.67,0,17.28,0,0

66,16:15-16:30,23.04,28.76,23.04,32,8.81,0,1.31,8.81,100.01,6.72,86.59,25.87,271.44,23.04,65.88,8.81,1.39,4.87,1.39,52,49,21,53,56.7,30.46,152.28,27,116,0,0,259.78,5.76,32.07,32.07,32.06,37.33,11.5,7,11.5,79.63,34.5,37.34,10,0,17.28,0,0

67,16:30-16:45,23.04,28.76,23.04,32,7.49,0,1.31,7.49,100.01,6.72,86.59,25.87,271.44,23.04,65.88,7.49,1.39,4.87,1.39,45,45,18,47,49.42,26.4,132,23,105,0,0,259.78,5.76,32.67,32.67,32.66,33.33,10,7,10,68.63,30,33.34,10.67,0,17.28,0,0

68,16:45-17:00,23.04,29.27,23.04,32,6.07,0,1.31,6.07,100.01,6.72,86.59,25.87,271.44,23.04,65.88,6.07,1.39,4.87,1.39,37,37,16,40,42.38,22.49,112.45,20,88,0,0,259.78,5.76,32.67,32.67,32.66,33.67,10.33,7,10.33,56.95,31.01,33.66,11,0,17.28,0,0

69,17:00-17:15,36.48,29.77,36.48,32,4.49,100,1.31,4.49,100.01,6.72,86.59,25.87,271.44,36.48,65.88,4.49,1.39,4.87,1.39,29,30,12,30,37.77,16.95,84.74,15,70,0,0,259.78,5.76,32.67,32.67,32.66,34.33,10.83,7,10.83,45.85,32.51,34.34,12.33,0,17.28,0,0

70,17:15-17:30,36.48,29.77,36.48,32,3.15,100,1.31,3.15,100.01,6.72,86.59,25.87,271.44,36.48,65.88,3.15,1.39,4.87,1.39,23,22,8,22,31.01,13.94,69.7,11,53,0,0,224.56,5.76,18,33,33,34.67,11.17,7,11.17,34.36,33.49,34.66,13.67,0,17.28,0,0

71,17:30-17:45,36.48,29.77,36.48,32,2.34,100,1.31,2.34,100.01,6.72,76.12,25.87,271.44,36.48,65.88,2.34,1.39,4.87,1.39,17,15,6,13,24.75,10.86,54.31,7,35,0,0,224.56,5.76,8,30.97,29.78,44.33,15,7,15,23.66,45,44.34,15.67,0,17.28,0,0

72,17:45-18:00,36.48,29.77,36.48,32,1.67,100,1.31,1.67,100.01,6.72,76.12,25.87,271.44,36.48,65.88,1.67,1.39,4.87,1.39,13,7,5,7,19.35,7.81,39.02,3,18,0,0,224.56,5.76,1,18.68,17.96,44.33,15.83,7,15.83,14.8,47.51,44.34,17.67,0,17.28,0,0

73,18:00-18:15,36.48,30.28,36.48,32,1.12,100,1.31,1.12,100.01,6.72,86.59,0,271.44,36.48,114.82,1.12,1.39,4.96,1.39,9,3,3,3,11.88,3.86,19.3,2,7,0,0,259.78,5.76,0,0,0,44.67,16.17,7,16.17,8.27,48.49,44.66,14,0,17.28,0,100

74,18:15-18:30,36.48,30.28,36.48,32,0.67,100,1.31,0.67,100.01,6.72,86.59,32,271.44,36.48,114.82,0.67,1.39,4.96,1.39,5,1,1,1,9.53,2.17,10.85,1,4,0,0,259.78,5.76,0,0,0,45,17,7,17,4.28,51,45,13,0,17.28,0,100

75,18:30-18:45,36.48,30.79,36.48,31.57,0,100,1.31,0,100.01,6.72,86.59,31.57,271.44,36.48,114.82,0,1.39,4.96,1.39,2,0,0,1,7.55,0.97,4.82,0,1,0,50,259.78,5.76,0,0,0,51.33,17,7,17,0,51,51.34,16.67,0,17.28,0,100

