Block,Time,KHSTPP-I,NLCTS2EXP,RIHAND3,TelanganaSTPP,ANTA_CRF,DADRI_CRF,DADRI_GF,JHAJJAR,KUDGI,RAMPUR,SASAN,SIMHST2,TALST2,UNCHAHAR1,URI,AURY_CRF,AURY_GF,AURY_LF,DADRI_LF,DADRI_RF,DHAULIGNGA,KKNP,KOLDAM,KOTESHWR,NAPP,NLCIIST1,NLCIIST2,NTPL,SEWA2,TANAKPUR,TANDA2,VALLURNTECL,AURY_RF,DADRT2,MAPS,TEHRI,UNCHAHAR4,ANTA_GF,BRBCL,BSIUL,DULHASTI,FSTPP I & II,KGSU3AND4,NLCEXP,RAPPB,RAPPC,RIHAND1,RIHAND2,UNCHAHAR3,URI2,CHAMERA3,KKNPPU2,RSTPSU7,SIMHST1,SINGRAULI,TALA,CHAMERA2,KISHANGANGA,NJPC,NNTPP,PARBATI3,RSTPSU1TO6,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_RF,CHAMERA1,KGSU1AND2,KHSTPP-II,ANTA_LF
6,01:15-01:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,5.79,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,2.76,44.22,2.88,167.1,0,30.92,0,83.67,0,43.71,48.13,42.15,0,98.87,0

7,01:30-01:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,5.79,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,4.82,44.22,2.88,167.1,0,30.92,0,83.67,0,43.71,48.13,42.15,0,98.87,0

8,01:45-02:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,5.79,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,4.82,44.22,2.88,167.1,0,30.92,0,83.67,0,43.71,48.13,42.15,0,98.87,0

9,02:00-02:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,5.79,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.41,44.22,2.88,167.1,0,21.08,0,83.67,0,43.71,48.13,42.15,0,98.87,0

10,02:15-02:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,5.79,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.41,44.22,2.88,167.1,0,21.08,0,83.67,0,43.71,48.13,42.15,0,98.87,0

11,02:30-02:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.41,44.22,2.88,167.1,0,7.03,0,83.67,0,43.71,48.13,42.15,0,98.87,0

12,02:45-03:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,12.94,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.41,44.22,2.88,167.1,0,7.03,0,83.67,0,43.71,48.13,42.15,0,98.87,0

13,03:00-03:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.33,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

14,03:15-03:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.33,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

15,03:30-03:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.7,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,48.13,28.1,0,98.87,0

16,03:45-04:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.41,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,48.13,28.1,0,98.87,0

17,04:00-04:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.41,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,48.13,28.1,0,98.87,0

18,04:15-04:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.41,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

19,04:30-04:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.26,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

20,04:45-05:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.26,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

21,05:00-05:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.97,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

22,05:15-05:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.97,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,48.13,28.1,0,98.87,0

23,05:30-05:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.74,44.22,2.88,167.1,0,11.24,0,79.6,0,43.71,48.13,28.1,0,98.87,0

24,05:45-06:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.74,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,48.13,28.1,0,98.87,0

25,06:00-06:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,2.56,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.43,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,46.96,28.1,0,98.87,0

26,06:15-06:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,2.56,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,5.43,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,46.96,28.1,0,98.87,0

27,06:30-06:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,43.61,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,2.56,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.91,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,46.96,28.1,0,98.87,0

28,06:45-07:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,43.61,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,6.91,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,46.96,28.1,0,98.87,0

29,07:00-07:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,6.91,44.22,2.88,167.1,0,54.11,0,79.6,0,43.71,46.96,28.1,0,98.87,0

30,07:15-07:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,7.06,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,46.96,28.1,0,98.87,0

31,07:30-07:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,6.61,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,46.96,28.1,0,98.87,0

32,07:45-08:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,48.02,0,0,0,0,97.42,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,6.61,44.22,2.88,167.1,0,7.03,0,79.6,0,43.71,46.96,28.1,0,98.87,0

33,08:00-08:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,6.61,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

34,08:15-08:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,8.21,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

35,08:30-08:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,8.21,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

36,08:45-09:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,7.97,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

37,09:00-09:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,9,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

38,09:15-09:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,9,44.22,2.88,167.1,0,21.08,0,79.6,0,43.71,46.96,28.1,0,98.87,0

39,09:30-09:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,11.47,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.96,25.44,0,98.87,0

40,09:45-10:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,78.06,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,11.47,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.96,25.44,0,98.87,0

41,10:00-10:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,11.47,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,12.72,0,98.87,0

42,10:15-10:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,12.49,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

43,10:30-10:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,11.47,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

44,10:45-11:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,38.64,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,11.43,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

45,11:00-11:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,12.11,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

46,11:15-11:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,12.21,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

47,11:30-11:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.11,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

48,11:45-12:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.14,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.72,0,0,98.87,0

49,12:00-12:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.25,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

50,12:15-12:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.32,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

51,12:30-12:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.82,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

52,12:45-13:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,133.98,14.91,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

53,13:00-13:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,3.92,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,68.87,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,14.94,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

54,13:15-13:30,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,3.92,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,68.87,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,0,32.08,0,0,0,140.21,14.94,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

55,13:30-13:45,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,3.92,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,68.87,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,8.86,32.08,0,0,0,140.21,13.47,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

56,13:45-14:00,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,94.95,40.4,0,3.92,28.98,44.99,0,0,0,0,11.53,2.89,0,77.81,686.07,0,68.87,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,26.6,32.08,0,0,0,140.21,13.5,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,0,0,98.87,0

57,14:00-14:15,33.69,0,127.6,0,0,0,0,413.81,0,3.54,418.77,0,0,20.96,44.16,0,0,0,0,96.19,40.4,0,5.35,28.98,44.99,0,0,0,0,11.53,2.89,0,77.58,686.07,0,76.9,1.62,0,20.01,13.04,53.79,18.21,0,0,0,60.09,45.27,121.71,27.05,26.6,32.08,0,0,0,140.21,13.76,44.22,2.88,167.1,0,17.56,0,79.6,0,43.71,46.37,12.64,0,98.87,0

