Block,Time,FSTPP I & II,SASAN,BRBCL,TALA,KHSTPP-II,KHSTPP-I,CHAMERA3,DULHASTI,ANTA_RF,RAPPB,DADRI_CRF,SEWA2,TANDA2,ANTA_GF,RAPPC,AURY_RF,UNCHAHAR2,UNCHAHAR1,PARBATI3,KOTESHWR,AURY_CRF,ANTA_CRF,DADRI_LF,NJPC,RIHAND3,RAMPUR,URI2,SINGRAULI_HYDRO,BSIUL,SALAL,TANAKPUR,RIHAND2,CHAMERA2,UNCHAHAR3,AURY_LF,ANTA_LF,KISHANGANGA,SINGRAULI,DADRT2,CHAMERA1,RIHAND1,DHAULIGNGA,UNCHAHAR4,NAPP,DADRI_RF,AURY_GF,DADRI_GF,URI,JHAJJAR,TEHRI,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,12.094813,402.856740,18.753127,0.000000,105.512930,33.765142,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,31.221456,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,5.176330,0.772929,0.000000,2.459257,0.000000,113.636250,0.000000,16.819108,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,11.053380,402.856740,19.025413,0.000000,118.326000,30.895111,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,23.834449,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,8.023311,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,11.053380,402.856740,17.699778,0.000000,95.815200,30.895111,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,8.023311,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,11.053380,402.856740,18.211981,0.000000,95.815200,30.895111,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,8.023311,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,11.053380,402.856740,19.194523,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,8.023311,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,35.047584,230.427860,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,11.053380,402.856740,17.319383,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,35.047584,230.427860,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,11.053380,398.268000,18.085317,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,3.186144,230.427860,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,11.053380,398.268000,16.058189,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,11.053380,398.268000,15.510489,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,11.053380,398.268000,16.552138,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,11.053380,398.268000,16.500404,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,11.053380,398.268000,18.105183,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,6.273010,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,11.053380,398.268000,17.184550,0.000000,78.393380,24.723400,0.000000,1.851369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,0.000000,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,11.053380,398.268000,16.540440,0.000000,78.393380,24.723400,0.000000,15.852656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,0.000000,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,2.124096,230.427860,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,11.053380,398.268000,18.077955,0.000000,78.393380,24.723400,0.000000,15.852656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,0.000000,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,4.248192,230.427860,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,11.053380,398.268000,19.222368,0.000000,78.393380,24.723400,0.000000,15.852656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.493454,0.000000,22.481940,11.592100,0.000000,8.726494,0.000000,0.000000,0.000000,0.000000,59.480460,0.000000,4.658697,0.772929,0.000000,2.459257,0.000000,113.636250,0.000000,14.256840,0.000000,0.000000,0.000000,120.815175,359.893820,0.000000,83.694000,0.000000,0.000000,42.226798,0.000000,0.000000,0.000000,4.248192,230.427860,0.000000,0.000000,0,0,0,0,0

