Block,Time,DADRT2,AURY_LF,TANDA2,UNCHAHAR4,JHAJJAR,RIHAND1,AURY_RF,DHAULIGNGA,KOLDAM,URI2,SINGRAULI_HYDRO,SINGRAULI,RIHAND2,ANTA_GF,TEHRI,NJPC,CHAMERA2,BSIUL,RAPPC,DADRI_CRF,NAPP,ANTA_CRF,DADRI_GF,AURY_GF,TANAKPUR,DADRI_LF,AURY_CRF,ANTA_RF,CHAMERA3,ANTA_LF,KOTESHWR,UNCHAHAR2,DADRI_RF,RIHAND3,SEWA2,CHAMERA1,URI,KHSTPP-II,RAMPUR,KHSTPP-I,TALA,KUDGI,BRBCL,UNCHAHAR3,DULHASTI,UNCHAHAR1,FSTPP I & II,KISHANGANGA,SALAL,RAPPB,PARBATI3,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,36.194088,35.377818,0.000000,119.460993,15.266710,41.209560,50.123808,142.500094,0.000000,28.892094,25.560360,90.80,9.076219,14.583219,47.755713,11.422775,10.269063,0.000000,83.064408,0.000000,30.742950,331.458750,0,0,0,0,0

9,02:00-02:15,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,22.485334,0.000000,119.460993,15.266710,41.209560,50.123808,123.696203,0.000000,28.892094,25.560360,86.94,10.362459,13.611324,47.755713,11.422775,10.269063,0.000000,83.064408,0.000000,30.742950,331.458750,0,0,0,0,0

10,02:15-02:30,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,22.485334,0.000000,119.460993,15.266710,41.209560,45.324720,109.408291,0.000000,19.555801,25.560360,82.11,11.328157,13.611324,47.755713,11.422775,6.155255,0.000000,83.064408,0.000000,30.742950,331.458750,0,0,0,0,0

11,02:30-02:45,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.458451,0.000000,119.460993,15.266710,41.209560,45.324720,85.258291,0.000000,19.555801,25.560360,82.11,12.054213,13.611324,47.755713,11.422775,6.155255,0.000000,83.064408,0.000000,18.445770,331.458750,0,0,0,0,0

12,02:45-03:00,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.458451,0.000000,119.460993,15.266710,41.209560,45.324720,75.598291,0.000000,19.555801,25.560360,82.11,13.177632,13.611324,47.755713,11.422775,6.155255,0.000000,83.064408,0.000000,18.445770,331.458750,0,0,0,0,0

13,03:00-03:15,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.458451,0.000000,119.460993,15.266710,41.209560,45.324720,75.598291,0.000000,9.660000,25.560360,82.11,14.242118,13.611324,47.755713,11.422775,6.155255,0.000000,80.819424,0.000000,18.445770,331.458750,0,0,0,0,0

14,03:15-03:30,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.458451,0.000000,119.460993,15.266710,41.209560,45.324720,75.598291,0.000000,9.660000,25.560360,82.11,14.206082,13.611324,47.755713,11.422775,6.155255,0.000000,80.819424,0.000000,18.445770,331.458750,0,0,0,0,0

15,03:30-03:45,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.763582,0.000000,119.460993,15.266710,41.209560,50.123808,51.198000,0.000000,9.660000,25.560360,77.28,14.258340,13.767212,47.755713,11.425554,1.932000,0.000000,80.819424,0.000000,6.148590,262.993500,0,0,0,0,0

16,03:45-04:00,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,12.250715,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.763582,0.000000,119.460993,15.266710,41.209560,50.123808,51.198000,0.000000,9.660000,25.560360,77.28,13.877229,13.767212,47.755713,11.425554,1.932000,0.000000,80.819424,0.000000,6.148590,262.993500,0,0,0,0,0

17,04:00-04:15,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

18,04:15-04:30,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

19,04:30-04:45,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

20,04:45-05:00,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

21,05:00-05:15,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,10.689848,1.932000,0.000000,80.819424,0.000000,12.297180,260.820000,0,0,0,0,0

22,05:15-05:30,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.872786,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,10.689848,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

23,05:30-05:45,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.864216,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,10.689848,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

24,05:45-06:00,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.864216,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.800695,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

25,06:00-06:15,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.864216,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.648316,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

26,06:15-06:30,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.864216,0.000000,119.460993,15.266710,41.209560,50.123808,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.648316,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

27,06:30-06:45,182.097528,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.864216,0.000000,119.460993,15.266710,41.209560,50.123808,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.648316,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,46.729284,260.820000,0,0,0,0,0

28,06:45-07:00,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.566737,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,77.28,14.490000,13.648316,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

29,07:00-07:15,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.566737,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,86.25,14.490000,13.648316,47.755713,11.452228,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

30,07:15-07:30,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.566737,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.69,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

31,07:30-07:45,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.566737,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.69,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

32,07:45:08:00,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.566737,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

33,08:00-08:15,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.575956,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

34,08:15-08:30,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.575956,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,6.148590,260.820000,0,0,0,0,0

35,08:30-08:45,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

36,08:45:09:00,182.072113,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

37,09:00:09:15,182.089671,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,62.79,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

38,09:15-09:30,182.089671,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,62.79,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

39,09:30-09:45,182.061352,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

40,09:45-10:00,182.061352,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,18.445770,260.820000,0,0,0,0,0

41,10:00-10:15,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,260.820000,0,0,0,0,0

42,10:15-10:30,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,134.573460,114.108750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.770494,0.000000,119.460993,15.266710,41.209560,33.060384,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,260.820000,0,0,0,0,0

43,10:30-10:45,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,96.858888,108.741698,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.385883,0.000000,90.115049,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,287.988750,0,0,0,0,0

44,10:45-11:00,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,31.317063,0.997897,96.858888,96.720750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.385883,0.000000,90.115049,15.266710,41.209560,45.324720,51.198000,0.000000,9.660000,25.560360,72.45,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,297.769500,0,0,0,0,0

45,11:00-11:15,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,96.858888,96.720750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.385883,0.000000,90.115049,15.266710,41.209560,45.324720,75.598291,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,305.376750,0,0,0,0,0

46,11:15-11:30,182.055290,0.000000,0.000000,0.000000,237.633585,88.872000,0.000000,35.347582,0.000000,30.667332,0.997897,96.858888,96.720750,0.000000,64.266048,147.740523,38.166776,0.000000,49.156745,0.000000,37.966118,0.000000,0.000000,0.000000,11.384503,0.000000,0.000000,0.000000,28.074673,0.000000,35.241612,21.385883,0.000000,90.115049,15.266710,41.209560,45.324720,75.598291,0.000000,9.660000,25.560360,90.80,14.490000,13.648316,47.755713,11.449485,1.932000,0.000000,80.819424,0.000000,15.371475,312.984000,0,0,0,0,0

