Block,Time,RIHAND2,SINGRAULI_HYDRO,TANDA2,URI2,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,SEWA2,SINGRAULI,RAPPC,RIHAND1,RIHAND3,PARBATI3,RAMPUR,DADRT2,KOTESHWR,DHAULIGNGA,DULHASTI,JHAJJAR,NAPP,KISHANGANGA,NJPC,KOLDAM,CHAMERA3,CHAMERA2,TANAKPUR,URI,RAPPB,SALAL,CHAMERA1,BSIUL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
61,15:00-15:15,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,7.0455,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

62,15:15-15:30,118.125,0.59303,0,6.0534,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,7.0455,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

63,15:30-15:45,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,2.562,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

64,15:45-16:00,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,2.562,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

65,16:00-16:15,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,2.562,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

66,16:15-16:30,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,0,0,0,0,2.562,3.312,0,2.324,0,0,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

67,16:30-16:45,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,2.562,3.312,0,2.324,0,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

68,16:45-17:00,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,18.94,0,0,0,2.562,3.312,0,2.324,0,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

69,17:00-17:15,118.125,0.59303,0,7.3986,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,18.94,0,9.67784,0,1.7934,3.312,0,2.324,0,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

70,17:15-17:30,118.125,0.59303,0,7.3986,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,683.129127,8.874,0,16.478852,653.1525,0,0,37.88,0,9.67784,0,1.7934,3.312,0,15.106,0,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

71,17:30-17:45,118.125,0.59303,0,7.3986,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,3.819,0,683.129127,8.874,8.9828,16.478852,653.1525,0,0,71.025,0,9.67784,0,1.7934,39.744,0,70.882,7.031,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

72,17:45-18:00,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,4.5322,123.375,54.1863,92,123.665625,16.549,0,683.129127,8.874,15.852,16.478852,653.1525,0,0,94.7,0,9.67784,13.17004,1.7934,39.744,0,70.882,13.904,1.1,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

73,18:00-18:15,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,4.5322,123.375,54.1863,92,123.665625,16.549,0,683.129127,17.748,27.408108,32.957704,653.1525,0,0,111.746,0,19.374781,15.996,1.7934,4.416,0,70.882,22.12,2.2,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

74,18:15-18:30,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,683.129127,19.72,36.544144,49.436556,653.1525,0,0,140.3454,0,20.3744,39.51012,1.7934,4.416,0,70.882,31.6,13.0416,0,0,0,53.9742,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

75,18:30-18:45,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,341.564563,19.72,36.544144,49.436556,653.1525,0,0,140.3454,0,20.3744,39.51012,1.7934,8.832,0,13.944,37.92,13.0416,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

76,18:45-19:00,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,341.564563,19.72,36.544144,49.436556,653.1525,0,0,140.3454,0,20.3744,39.51012,1.7934,9.936,0,2.324,37.92,13.0416,0,0,0,53.9742,0,0,0,92.064,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

77,19:00-19:15,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,16.549,0,341.564563,19.72,36.544144,49.436556,653.1525,0,0,140.156,0,20.3744,39.51012,3.843,39.744,0,2.324,26.07,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

78,19:15-19:30,118.125,0.59303,0,7.3986,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,3.819,0,341.564563,19.72,36.544144,49.436556,653.1525,0,0,132.58,0,20.3744,39.51012,3.843,39.744,0,2.324,26.07,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

79,19:30-19:45,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,10.536032,123.375,54.1863,92,123.665625,0,0,378.749499,19.72,36.544144,49.436556,653.1525,0,0,123.11,0,20.3744,39.51012,3.843,6.624,0,2.324,25.912,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,407.25

80,19:45-20:00,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,4.5322,123.375,54.1863,92,123.665625,0,0,378.749499,9.86,7.926,49.436556,653.1525,0,0,104.17,0,19.374781,26.34008,3.843,6.624,0,2.324,13.43,13.0416,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,396

81,20:00-20:15,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,397.338249,8.874,0,32.957704,435.435,0,0,66.29,0,19.374781,13.17004,3.843,12.144,0,2.324,0,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,384.75

82,20:15-20:30,118.125,0.59303,0,6.0534,46.683,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,397.338249,8.874,0,16.478852,435.435,0,0,37.88,0,19.374781,13.17004,3.843,12.144,0,2.324,0,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,371.25

83,20:30-20:45,118.125,0.59303,0,6.0534,45.36,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,415.926999,8.874,0,16.478852,435.435,0,0,37.88,0,19.374781,13.17004,3.843,12.144,0,2.324,0,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

84,20:45-21:00,118.125,0.59303,0,6.0534,45.36,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,415.926999,8.874,0,16.478852,435.435,0,0,37.88,0,19.374781,13.17004,3.843,12.144,0,2.324,0,6.5208,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

85,21:00-21:15,118.125,0.59303,0,6.0534,45.36,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,434.515749,8.874,0,16.478852,435.435,0,0,37.88,0,9.67784,13.17004,3.843,12.144,0,2.324,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

86,21:15-21:30,118.125,0.59303,0,6.0534,45.36,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,434.515749,8.874,0,16.478852,435.435,0,0,37.88,0,9.67784,0,3.843,12.144,0,2.324,0,0,0,0,0,54.4086,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

87,21:30-21:45,118.125,0.59303,0,6.0534,45.99,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,453.104499,8.874,0,16.478852,435.435,0,0,37.88,0,9.67784,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

88,21:45-22:00,118.125,0.59303,0,6.0534,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,453.104499,8.874,0,16.478852,435.435,0,0,18.94,0,9.67784,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

89,22:00-22:15,118.125,0.59303,0,6.726,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,471.693249,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

90,22:15-22:30,118.125,0.59303,0,6.726,31.122,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,471.693249,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

91,22:30-22:45,118.125,0.59303,0,7.3986,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,490.281999,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

92,22:45-23:00,118.125,0.59303,0,7.3986,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,490.281999,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,12.144,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

93,23:00-23:15,118.125,0.59303,0,7.3986,15.561,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,508.870749,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,8.832,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

94,23:15-23:30,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,508.870749,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,8.832,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

95,23:30-23:45,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,527.459499,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,8.832,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

96,23:45-24:00,118.125,0.59303,0,7.3986,0,20.556,42.392196,26.39091,0,0,123.375,54.1863,92,123.665625,0,0,546.048249,8.874,0,16.478852,435.435,0,0,0,0,0,0,3.843,8.832,0,2.324,0,0,0,0,0,54.5172,0,0,0,92.064,0,0,0,32.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,343.125

