Block,Time,LT_MEJA_Delhi,SH-07,L_NR_2018_61,L_NR_2012_07,L_NR_2012_04,LT-59,L_NR_2019_19,LT-31,L_NR_2023_04,L_NR_2020_02,SH-06,LT-36,L_NR_2012_02,LT-35,L_NR_2012_01,LT-05,L_NR_2019_11,L_NR_2021_12,L_NR_2022_09,L_NR_2022_08,L_NR_2019_06,L_NR_2021_13,L_NR_2019_05,L_NR_2020_07,L_NR_2021_15,L_NR_2021_16,L_NR_2020_06,L_NR_2021_17,L_NR_2022_10,L_NR_2019_07,L_NR_2021_14,L_NR_2020_05
56,13:45-14:00,3.710000,21.550000,43.03,87.240000,272.020000,5.300000,112.600000,10.130000,0.000000,6.040000,21.550000,10.390000,261.720000,10.130000,101.310000,116.100000,5.700000,237.5,63.51,30.59,32.66,47.5,32.67,35.93,41.56,87.91,35.94,43.95,63.51,32.67,90.9,107.81

57,14:00-14:15,3.710000,20.440000,43.19,87.240000,272.020000,5.370000,107.940000,10.150000,0.000000,6.230000,20.440000,10.410000,261.720000,10.150000,101.310000,116.100000,5.920000,237.5,69.56,30.66,32.66,47.5,32.67,36.43,37.98,90.67,36.44,45.33,69.56,32.67,90,109.31

58,14:15-14:30,3.710000,20.440000,43.04,87.240000,272.020000,5.370000,103.930000,10.050000,0.000000,6.230000,20.440000,10.300000,261.720000,10.050000,101.310000,116.100000,5.920000,237.5,69.09,30.5,32.66,47.5,32.67,36.84,37.1,92,36.84,46,69.09,32.67,89.43,110.53

59,14:30-14:45,3.710000,20.440000,43.04,87.240000,272.020000,5.370000,99.340000,10.110000,0.000000,6.230000,20.440000,10.370000,261.720000,10.110000,101.310000,116.100000,5.920000,237.5,69.87,30.5,32.66,47.5,32.67,36.93,36.03,90.67,36.92,45.33,69.87,32.67,88.37,110.76

60,14:45-15:00,3.710000,20.440000,43.09,87.240000,272.020000,5.370000,93.550000,10.020000,0.000000,6.230000,20.440000,10.270000,261.720000,10.020000,101.310000,116.100000,5.920000,237.5,71.2,30.45,32.66,47.5,32.67,36.39,35.11,88.67,36.38,44.33,71.2,32.67,86.57,109.14

61,15:00-15:15,3.710000,30.950000,43.19,87.240000,272.020000,5.370000,87.350000,10.110000,0.000000,6.420000,4.840000,10.370000,261.720000,10.110000,101.310000,116.100000,6.150000,225.71,71.36,29.8,32.66,45.14,32.67,36.23,34.31,84,36.22,42,71.36,32.67,82.47,108.68

62,15:15-15:30,3.710000,30.950000,43.08,87.240000,272.020000,5.370000,80.810000,10.150000,0.000000,6.420000,4.840000,10.410000,261.720000,10.150000,101.310000,116.100000,6.150000,214.02,73.05,29.83,32.66,42.8,32.67,30.76,33.26,78.67,30.77,39.33,73.05,32.67,77.73,92.31

63,15:30-15:45,3.710000,30.950000,43.04,87.240000,272.020000,5.370000,73.310000,9.850000,0.000000,5.950000,4.840000,10.090000,261.720000,9.850000,101.310000,116.100000,6.150000,201.75,70.29,31.54,32.66,40.35,32.67,31.08,30.11,73.34,31.08,36.66,70.29,32.67,73.33,93.24

64,15:45-16:00,3.710000,30.950000,43.1,87.240000,272.020000,5.370000,65.660000,9.540000,0.000000,5.950000,4.840000,9.780000,261.720000,9.540000,101.310000,116.100000,6.150000,188.67,70.26,31.31,32.66,37.73,32.67,31.28,28.32,68.67,31.28,34.33,70.26,32.67,67.67,93.85

65,16:00-16:15,3.710000,17.890000,43.17,87.240000,272.020000,5.760000,58.410000,9.440000,0.000000,6.140000,17.890000,9.670000,261.720000,9.440000,101.310000,116.100000,6.540000,174.16,70.02,30.93,32.66,34.83,32.67,31.82,26.24,64,31.83,32,70.02,32.67,61.93,95.47

66,16:15-16:30,3.710000,17.890000,43.05,87.240000,272.020000,5.760000,51.070000,8.740000,0.000000,6.140000,17.890000,8.970000,261.720000,8.740000,101.310000,116.100000,6.540000,159.47,70.09,30.5,32.66,31.89,32.67,32.41,24.12,56,32.41,28,70.09,32.67,56.17,97.23

67,16:30-16:45,3.690000,18.880000,43.21,87.240000,272.020000,5.760000,43.530000,7.610000,0.000000,6.140000,18.880000,7.800000,261.720000,7.610000,101.310000,116.100000,6.540000,133.74,70.21,29.79,32.66,26.75,32.67,33.2,21.98,48.67,33.19,24.33,70.21,32.67,49.83,99.57

68,16:45-17:00,3.690000,18.880000,43.04,87.240000,272.020000,5.760000,36.180000,6.560000,0.000000,6.140000,18.880000,6.720000,261.720000,6.560000,101.310000,116.100000,6.540000,116.04,73.54,29.04,32.66,23.21,32.67,33.38,19.65,41.34,33.38,20.66,73.54,32.67,43.03,100.14

69,17:00-17:15,3.690000,2.420000,43.15,87.240000,272.020000,5.760000,29.130000,5.520000,0.000000,6.330000,2.420000,5.660000,261.720000,5.520000,101.310000,116.100000,6.540000,98.45,73.8,28.78,33,19.69,33,34.09,15.99,34,34.09,17,73.8,25,35.87,102.28

70,17:15-17:30,3.690000,2.420000,43.04,87.240000,272.020000,5.760000,23.070000,4.470000,0.000000,6.330000,2.420000,4.580000,261.720000,4.470000,101.310000,116.100000,6.540000,80.17,73.65,27.85,33,16.03,33,34.06,13.41,30,34.05,15,73.65,15,29.07,102.16

71,17:30-17:45,3.690000,19.190000,43.08,87.240000,272.020000,5.760000,17.960000,3.460000,0.000000,6.330000,19.190000,3.550000,261.720000,3.460000,101.310000,116.100000,6.540000,63.22,73.82,27.2,22.48,12.64,21.74,34.04,10.74,22.67,34.06,11.33,73.82,8.74,22.13,102.17

72,17:45-18:00,3.690000,19.190000,43.13,87.240000,272.020000,5.760000,13.340000,2.550000,0.000000,6.330000,19.190000,2.610000,261.720000,2.550000,101.310000,116.100000,6.540000,47.03,73.82,26.68,10.48,9.4,12.44,33.98,8.3,14.67,33.96,7.33,73.82,2.7,15.6,101.89

73,18:00-18:15,3.690000,19.190000,43.15,87.240000,272.020000,6.230000,9.590000,1.710000,0.000000,6.510000,19.190000,1.760000,261.720000,1.710000,101.310000,116.100000,6.690000,33.44,73.64,31.24,0,6.69,0,34.03,6.2,10,34.01,5,73.64,0,10,102.04

74,18:15-18:30,3.690000,19.190000,43.12,87.240000,272.020000,6.230000,5.970000,1.200000,0.000000,6.510000,19.190000,1.230000,261.720000,1.200000,101.310000,116.100000,6.690000,21.08,73.62,30.35,0,4.22,0,34.13,4.41,8,34.13,4,73.62,0,5.77,102.39

75,18:30-18:45,3.690000,19.190000,43.07,87.240000,272.020000,6.230000,2.970000,0.000000,0.000000,6.970000,19.190000,0.000000,261.720000,0.000000,101.310000,116.100000,6.970000,13.49,66.22,29.33,0,2.7,0,34.12,3.77,5.33,34.13,2.67,66.22,0,2.87,102.38

76,18:45-19:00,3.690000,19.190000,43.03,87.240000,272.020000,6.230000,1.220000,0.000000,0.000000,6.970000,19.190000,0.000000,261.720000,0.000000,101.310000,116.100000,6.970000,7.59,66.18,27.97,0,1.52,0,30.95,2.54,3.33,30.94,1.67,66.18,0,0.9,92.82

77,19:00-19:15,3.690000,19.190000,43.05,87.240000,272.020000,6.230000,0.270000,0.000000,0.000000,7.160000,19.190000,0.000000,261.720000,0.000000,101.310000,116.100000,7.160000,3.38,65.85,27.06,0,0.67,0,30.37,1.13,1.33,30.37,0.67,65.85,0,0.03,91.11

78,19:15-19:30,3.690000,4.840000,43.07,87.240000,272.020000,6.230000,0.000000,0.000000,0.000000,7.160000,4.840000,0.000000,261.720000,0.000000,101.310000,116.100000,7.160000,0.84,65.22,26.24,0,0.17,0,29.63,0.13,0.38,29.64,0.19,65.22,0,0,88.9

79,19:30-19:45,3.690000,2.900000,43.09,87.240000,272.020000,6.230000,0.000000,0.000000,0.000000,7.160000,2.900000,0.000000,261.720000,0.000000,101.310000,116.100000,7.470000,0,64.47,25.09,0,0,0,28.87,0,0,28.86,0,64.47,0,0,86.58

80,19:45-20:00,3.690000,2.900000,43.09,87.240000,272.020000,6.230000,0.000000,0.000000,0.000000,7.160000,2.900000,0.000000,261.720000,0.000000,101.310000,116.100000,7.470000,0,63.08,23.95,0,0,0,28.34,0,0,28.35,0,63.08,0,0,85.04

81,20:00-20:15,3.690000,30.950000,43.04,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,6.970000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,61.56,23.11,0,0,0,27.45,0,0,27.44,0,61.56,0,0,82.32

82,20:15-20:30,3.690000,30.950000,43.14,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,6.970000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,59.56,22.09,0,0,0,26.16,0,0,26.18,0,59.56,0,0,78.53

83,20:30-20:45,3.690000,0.000000,43.1,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.440000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,57.53,21.54,0,0,0,24.87,0,0,24.86,0,57.53,0,0,74.59

84,20:45-21:00,3.690000,0.000000,43.09,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.440000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,55.29,20.95,0,0,0,23.78,0,0,23.78,0,55.29,0,0,71.34

85,21:00-21:15,3.690000,29.500000,40.79,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,55.05,20.88,0,0,0,22.79,0,0,22.8,0,55.05,0,0,68.39

86,21:15-21:30,3.690000,29.500000,38.49,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,54.79,20.75,0,0,0,22.21,0,0,22.19,0,54.79,0,0,66.58

87,21:30-21:45,3.690000,29.500000,40.77,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,54.52,20.29,0,0,0,21.65,0,0,21.65,0,54.52,0,0,64.94

88,21:45-22:00,3.690000,29.500000,40.47,87.240000,272.020000,6.690000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.920000,0,54.27,19.4,0,0,0,20.62,0,0,20.62,0,54.27,0,0,61.85

89,22:00-22:15,3.690000,29.500000,40.36,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.19,18.73,0,0,0,19.81,0,0,19.82,0,54.19,0,0,59.45

90,22:15-22:30,3.690000,29.500000,40.04,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.2,18.39,0,0,0,19.63,0,0,19.64,0,54.2,0,0,58.9

91,22:30-22:45,3.690000,29.500000,39.22,87.240000,272.020000,6.860000,0.000000,0.000000,0.000000,7.350000,0.000000,0.000000,261.720000,0.000000,101.310000,116.100000,7.690000,0,54.13,18.61,0,0,0,19.48,0,0,19.49,0,54.13,0,0,58.47

