Block,Time,NLCIIST1,SASAN,SIMHST2,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF,KHSTPP-II,KOLDAM,KOTESHWR,KUDGI,NAPP,NLCEXP,NLCTS2EXP,NNTPP,PARBATI2,TALST2,UNCHAHAR3,UNCHAHAR4,CHAMERA3,DHAULIGNGA,KGSU1AND2,RIHAND2,SALAL,SIMHST1,UNCHAHAR2,ANTA_GF,DADRI_RF,DADRT2,JHAJJAR,KKNP,PARBATI3,RAMPUR,RAPPC,RIHAND3,SEWA2,TALA,TelanganaSTPP,AURY_GF,CHAMERA1,KISHANGANGA,NJPC,NLCIIST2,RAPPD,SINGRAULI,TANDA2,URI,ANTA_CRF,DADRI_LF,BRBCL,BSIUL,FSTPP I & II,NTPL,RSTPSU1TO6,TEHRI,AURY_LF,DADRI_GF,CHAMERA2,KGSU3AND4,KHSTPP-I,RIHAND1,TANAKPUR,TEHRIPSP,URI2,ANTA_LF,AURY_RF,DULHASTI,KKNPPU2,MAPS,RAPPB,RSTPSU7,UNCHAHAR1,ANTA_RF,DADRI_CRF
55,13:30-13:45,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,33.46,5.68,65.43,130.84,18.87,22.34,0,0,0,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,19.46,0,0,0,0,22.41,49.06,0

56,13:45-14:00,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,22.61,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,33.46,5.68,65.43,130.84,18.87,22.34,0,0,0,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,19.46,0,0,0,0,22.41,49.06,0

57,14:00-14:15,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,33.95,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,33.46,5.68,65.43,130.84,18.87,22.34,0,0,0,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,36.96,0,81.82,19.46,0,0,0,0,22.41,49.06,0

58,14:15-14:30,0,315,0,0,0,0,148.3,6.74,40.58,0,23.98,0,0,0,0,0,27.38,3.23,33.95,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.34,0,0,0,0,175.8,0,38.66,113.75,5.73,4.41,0,0,18.75,0,20.8,0,0,0,0,0,15.71,0,34.29,48.09,11.91,0,36.96,0,81.82,19.46,0,0,0,0,22.41,49.06,0

59,14:30-14:45,0,315,0,0,0,0,148.3,8.63,40.58,0,23.98,0,0,0,0,0,27.38,3.23,33.95,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,8.28,0,0,18.75,0,20.8,0,0,41.18,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,37.42,0,0,0,0,22.41,49.06,0

60,14:45-15:00,0,315,0,0,0,0,148.3,8.63,40.58,0,23.98,0,0,0,0,0,27.38,3.23,33.95,42.46,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,8.28,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,0,27.28,0,81.82,37.42,0,0,0,0,22.41,49.06,0

61,15:00-15:15,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,103.98,27.28,0,81.82,37.42,0,0,0,0,22.41,48.55,0

62,15:15-15:30,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,667.27,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,103.98,27.28,0,81.82,37.42,0,0,0,0,22.41,48.55,0

63,15:30-15:45,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,36.96,0,81.82,37.42,0,0,0,0,22.41,48.55,0

64,15:45-16:00,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,36.96,0,81.7,37.42,0,0,0,0,22.41,48.55,0

65,16:00-16:15,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,36.43,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,48.05,0

66,16:15-16:30,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,36.43,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,48.05,0

67,16:30-16:45,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,48.05,0

68,16:45-17:00,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,125.27,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.64,0,0,0,0,175.8,0,38.66,113.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,48.09,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,48.05,0

69,17:00-17:15,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.34,0,0,0,0.64,175.8,0,38.66,113.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,47.55,0

70,17:15-17:30,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.2,0,0,0,2.33,175.8,0,38.66,113.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,47.55,0

71,17:30-17:45,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,22.13,0,0,0,2.33,175.8,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,47.55,0

72,17:45-18:00,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.61,0,0,0,4.65,175.8,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,11.91,207.96,26.5,0,81.7,37.42,0,0,0,0,22.41,47.55,0

73,18:00-18:15,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.29,0,0,0,4.65,175.8,0,38.66,109.75,5.73,36.43,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,3.85,207.96,36.96,0,81.7,37.42,0,0,0,0,21.65,47.55,0

74,18:15-18:30,0,315,0,0,0,0,148.3,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.02,0,0,0,4.65,175.8,0,38.66,109.75,5.73,36.43,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,3.85,207.96,36.96,0,81.7,37.42,0,0,0,0,21.65,47.55,0

75,18:30-18:45,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,17.64,0,0,0,6.97,175.8,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,15.71,0,34.29,46.89,3.85,207.96,26.5,0,81.7,37.42,0,0,0,0,21.65,47.29,0

76,18:45-19:00,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,35.69,31.84,0,122.57,82.5,0,44.52,0,103.43,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,17.55,0,0,0,7.18,177.45,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.8,0,0,82.36,0,0,16.21,0,33.89,46.89,11.91,207.96,26.5,0,81.7,38.45,0,0,0,0,21.65,47.29,0

77,19:00-19:15,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,103.43,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,17.55,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,16.21,0,33.89,46.89,11.91,207.96,26.5,0,81.7,38.45,0,0,0,0,21.45,47.29,0

78,19:15-19:30,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,103.43,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,17.62,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,16.21,0,33.89,46.89,11.91,207.96,26.5,0,81.7,38.45,0,0,0,0,21.45,47.29,0

79,19:30-19:45,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,103.43,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,17.85,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,16.21,0,33.89,46.89,11.91,207.96,36.96,0,81.7,38.45,0,0,0,0,21.45,47.8,0

80,19:45-20:00,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,103.43,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,17.99,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,61.76,0,0,16.21,0,33.89,46.89,11.91,103.98,36.96,0,81.7,38.45,0,0,0,0,21.45,47.8,0

81,20:00-20:15,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,18.05,0,0,0,7.18,177.45,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.5,0,0,61.76,0,0,16.21,0,33.89,46.89,11.91,103.98,26.5,0,82.34,38.45,0,0,0,0,21.65,48.55,0

82,20:15-20:30,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.08,2.03,35.69,31.84,0,122.57,82.5,0,42.62,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,18.17,0,0,0,7.18,177.45,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.5,0,0,61.76,0,0,16.21,0,33.89,46.89,11.91,103.98,26.5,0,82.34,38.45,0,0,0,0,21.65,48.55,0

83,20:30-20:45,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,2.03,35.69,31.84,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,18.23,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,36.96,0,82.34,38.45,0,0,0,0,22.41,48.55,0

84,20:45-21:00,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,2.03,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.35,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,36.96,0,82.34,37.42,0,0,0,0,22.41,48.55,0

85,21:00-21:15,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,2.03,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.49,0,0,0,6.97,175.8,0,38.66,109.75,5.73,36.43,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,49.31,0

86,21:15-21:30,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,2.03,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,18.58,0,0,0,6.97,175.8,0,38.66,109.75,5.73,36.43,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,49.31,0

87,21:30-21:45,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,2.03,35.69,31.84,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,18.72,0,0,0,7.18,177.45,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,38.45,0,0,0,0,22.41,50.08,0

88,21:45-22:00,0,315,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,35.69,31.84,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,18.87,0,0,0,7.18,177.45,0,38.66,109.75,5.73,7.73,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,38.45,0,0,0,0,22.41,50.08,0

89,22:00-22:15,0,270,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,35.69,31.84,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,19.03,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.52,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,36.96,0,82.34,38.45,0,0,0,0,22.41,50.58,0

90,22:15-22:30,0,270,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,35.69,31.84,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,46.83,5.85,65.43,130.84,19.49,19.17,0,0,0,7.18,177.45,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.5,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,36.96,0,82.34,38.45,0,0,0,0,22.41,50.58,0

91,22:30-22:45,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,19.31,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,50.83,0

92,22:45-23:00,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,19.4,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,50.83,0

93,23:00-23:15,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,20.2,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,51.59,0

94,23:15-23:30,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,33.95,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,20.29,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,33.89,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,51.59,0

95,23:30-23:45,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,27.38,3.23,0,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,20.34,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,34.15,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,51.84,0

96,23:45-24:00,0,225,0,0,0,0,129.75,8.63,45.08,0,23.98,0,0,0,0,0,23.04,3.23,0,30.7,0,122.57,82.5,0,44.52,0,105.4,689.39,444.85,0,44.61,5.68,65.43,130.84,18.87,20.46,0,0,0,6.97,175.8,0,38.66,109.75,5.73,13.25,0,0,18.75,0,20.8,0,0,82.36,0,0,0,0,34.29,46.89,11.91,207.96,26.5,0,82.34,37.42,0,0,0,0,22.41,51.84,0

