Block,Time,RAPPC,RAPPB,ANTA_CRF,DULHASTI,UNCHAHAR2,ANTA_LF,TALA,CHAMERA2,UNCHAHAR4,KOLDAM,BSIUL,ANTA_RF,RIHAND3,URI,KOTESHWR,PARBATI3,KHSTPP-I,BRBCL,UNCHAHAR3,CHAMERA1,SEWA2,AURY_CRF,FSTPP I & II,KHSTPP-II,UNCHAHAR1,RIHAND1,TANDA2,JHAJJAR,CHAMERA3,KUDGI,SASAN,DHAULIGNGA,DADRI_GF,RAMPUR,SINGRAULI,TANAKPUR,AURY_RF,DADRI_RF,AURY_GF,ANTA_GF,URI2,SINGRAULI_HYDRO,DADRI_CRF,NAPP,NJPC,AURY_LF,DADRT2,KISHANGANGA,TEHRI,SALAL,DADRI_LF,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,49.289534,0.000000,0.000000,15.921867,35.385143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,48.000816,8.574059,0.000000,43.691564,12.742246,14.097341,0.000000,0.000000,0.000000,20.029326,95.016108,11.638061,88.890400,0.000000,345.344035,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,11.519294,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,330.015369,0.000000,0.000000,12.349968,0.000000,114.132375,0,0,0,0,0

2,00:15-00:30,49.289534,0.000000,0.000000,15.921867,22.819422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,48.000816,8.574059,0.000000,32.219388,12.742246,14.097341,0.000000,0.000000,0.000000,13.884294,95.016108,10.657186,88.890400,0.000000,345.344035,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,11.519294,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,325.494132,0.000000,0.000000,12.349968,0.000000,114.132375,0,0,0,0,0

3,00:30-00:45,49.289534,0.000000,0.000000,15.921867,8.570194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,8.533478,8.574059,0.000000,32.219388,12.742246,5.700580,0.000000,0.000000,0.000000,8.796865,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,11.519294,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,313.825432,0.000000,0.000000,68.486188,0.000000,114.132375,0,0,0,0,0

4,00:45-01:00,49.289534,0.000000,0.000000,15.921867,8.570194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,32.219388,12.742246,5.700580,0.000000,0.000000,0.000000,8.796865,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,11.519294,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,304.163432,0.000000,0.000000,68.486188,0.000000,114.132375,0,0,0,0,0

5,01:00-01:15,49.289534,0.000000,0.000000,15.921867,8.570194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,32.219388,12.742246,5.700580,0.000000,0.000000,0.000000,8.796865,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,3.713107,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,299.332432,0.000000,0.000000,68.486188,0.000000,114.132375,0,0,0,0,0

6,01:15-01:30,49.289534,0.000000,0.000000,15.921867,21.126253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,43.691564,12.742246,5.700580,0.000000,0.000000,0.000000,14.941897,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,98.190075,3.713107,0.000000,0.000000,0.000000,0.000000,23.915073,0.572986,0.000000,0.000000,0.000000,0.000000,299.022668,0.000000,0.000000,68.486188,0.000000,114.132375,0,0,0,0,0

7,01:30-01:45,49.289534,0.000000,0.000000,15.921867,10.949695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,32.219388,12.742246,5.700580,0.000000,0.000000,0.000000,8.796865,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,106.137849,3.713107,0.000000,0.000000,0.000000,0.000000,9.098126,0.572986,0.000000,0.000000,0.000000,0.000000,275.367000,0.000000,0.000000,12.911331,0.000000,114.132375,0,0,0,0,0

8,01:45-02:00,49.289534,0.000000,0.000000,15.921867,15.188213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,43.691564,12.742246,5.700580,0.000000,0.000000,0.000000,14.941897,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,110.790283,3.713107,0.000000,0.000000,0.000000,0.000000,9.098126,0.572986,0.000000,0.000000,0.000000,0.000000,264.429036,0.000000,0.000000,12.911331,0.000000,114.132375,0,0,0,0,0

9,02:00-02:15,49.289534,0.000000,0.000000,15.921867,10.906776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.485727,6.400109,8.574059,0.000000,32.219388,12.742246,5.700580,0.000000,0.000000,0.000000,8.796865,95.016108,4.734380,88.890400,0.000000,339.039580,0.000000,45.29,404.615574,0.000000,0.000000,0.000000,112.683075,3.713107,0.000000,0.000000,0.000000,0.000000,9.098126,0.572986,0.000000,0.000000,0.000000,0.000000,250.245800,0.000000,0.000000,12.911331,0.000000,114.132375,0,0,0,0,0

