Block,Time Block,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DHAULIGNGA,DADRT2,CHAMERA1,KGSU1AND2,KHSTPP-I,KGSU3AND4,KKNP,KOLDAM,KKNPPU2,KHSTPP-II,KOTESHWR,KISHANGANGA,MAPS,KUDGI,DADRI_RF,ANTA_LF,ANTA_CRF,AURY_GF,DADRI_CRF,DADRI_LF,AURY_CRF,AURY_RF,DADRI_GF,ANTA_RF,ANTA_GF,AURY_LF,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,RIHAND3,RAPPB,RIHAND2,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,PARBATI3,RAPPC,RSTPSU7,TALST2,SASAN,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,TALA,SIMHST2,SALAL,SEWA2,SINGRAULI,TANDA2,JHAJJAR,FSTPP I & II,DULHASTI,NAPP,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
80,19:45-20:00,0,9.29,12.65,19.21,0,655.96,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,25.35,0,40.72,25.45,28.69,9.87,0,0,119.43,0,114.08,0,88.38,0,0,15.9,51.81,0,0,259.39,0.74,0,0,0,0,1.34,0,121.01,0,627.14,19.98,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,9.29,12.65,19.21,0,655.95,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,25.35,0,40.72,25.45,28.69,9.87,0,0,119.43,0,114.08,0,88.38,0,0,15.9,51.81,0,0,259.39,0.74,0,0,0,0,1.34,0,121.01,0,627.14,19.98,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,9.29,12.65,19.21,0,598.93,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,25.35,0,40.72,25.45,14.95,9.87,0,0,119.43,0,114.08,0,88.38,0,0,15.9,51.81,0,0,259.39,0.74,0,0,0,0,1.34,0,121.01,0,627.14,19.98,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,9.29,12.65,19.21,0,550.98,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,25.35,0,40.72,8.48,0,9.87,0,0,119.43,0,114.08,0,88.38,0,0,15.9,51.81,0,0,259.39,0.74,0,0,0,0,8.92,0,121.01,0,627.14,19.98,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,9.29,12.65,19.21,0,470.4,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,25.35,0,40.72,8.48,0,9.87,0,0,119.43,0,114.08,0,88.38,0,0,3.42,51.81,0,0,259.39,0.74,0,0,0,0,40.19,0,121.01,0,627.14,19.98,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,9.29,12.65,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,21.26,0,32.68,12.73,0,8.54,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0.74,0,0,0,0,40.19,0,121.01,0,575.56,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,9.29,12.65,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,25.45,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0.74,0,0,0,0,40.19,0,121.01,0,471.51,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,9.29,12.65,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,12.73,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0.74,0,0,0,0,40.19,0,121.01,0,432.51,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,9.29,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,12.73,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0.74,0,0,0,0,40.19,0,121.01,0,432.51,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,9.29,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,4.24,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,40.19,0,121.01,0,345.73,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,4.24,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,8.92,0,121.01,0,345.73,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,2.12,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,20.46,0,32.68,2.12,0,7.94,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,16.1,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,16.96,0,27.06,2.12,0,6.57,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,13.33,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,16.96,0,27.06,2.12,0,6.57,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,13.33,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,14.36,0,22.48,2.12,0,5.99,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,13.33,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,19.21,0,364.24,0,0,32.07,0,0,0,0,142.47,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,14.36,0,22.48,2.12,0,5.99,0,0,119.43,0,114.08,0,88.38,0,0,0,51.81,0,0,259.39,0,0,0,0,0,1.34,0,121.01,0,345.73,13.33,15.83,42.47,0,0,0,0,0,0,0,0,0,0,0

