Block,Time,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,KOLDAM,SINGRAULI_HYDRO,NJPC,RAPPC,TEHRI,UNCHAHAR3,RIHAND3,SINGRAULI,TANDA2,KISHANGANGA,NAPP,UNCHAHAR4,URI2,CHAMERA1,BSIUL,TANAKPUR,SALAL,RAPPB,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
1,00:00-00:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,24.75168,0,0,3.843,17.43,0,8.832,0,0,42.525,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

2,00:15-00:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,24.75168,0,0,3.843,70.882,0,8.832,0,0,42.525,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

3,00:30-00:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,7.3986,0,0,3.843,70.882,0,8.832,0,0,42.525,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

4,00:45-01:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,5.124,70.882,0,6.624,0,0,42.525,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

5,01:00-01:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,11.922267,70.882,0,49.68,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

6,01:15-01:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,11.922267,15.106,0,49.68,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

7,01:30-01:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,11.922267,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

8,01:45-02:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,11.922267,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

9,02:00-02:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,3.843,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

10,02:15-02:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,5.3808,0,0,3.843,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

11,02:30-02:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,6.0534,0,0,3.843,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

12,02:45-03:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,20.834,51.3945,0,26.39091,123.665625,135.75,0,0,0,0,6.0534,0,0,3.843,13.363,0,6.624,0,0,43.05,0,0,0,88.776,0,0,0,68.418,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,13.188,0.147,418.77

