Block,Time,L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01032024/22032024/HP-59,WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/16032024/22032024/HP-63,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/31102037/L_NR_2019_11,NR/01032024/22032024/HP-56,NR/01102023/31052040/LT-31,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/30092023/26122029/SH-06,NR/01102023/14082046/L_NR_2021_16
13,03:00-03:15,0,0.000000,5.720000,0,48.280000,70.480000,25.530000,20,6.66,0,0,0,32.860000,9.84,48.28,0,0,0,25.100000,0.000000,20,33.790000,1.170000,0,6.81,0,1.340000,164.140000,9.83,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,29.5,0,0,0,54.070000,48.28,25.530000,0

14,03:15-03:30,0,0.000000,5.720000,0,48.280000,70.480000,25.530000,20,6.66,0,0,0,32.860000,9.66,48.28,0,0,0,25.100000,0.000000,20,33.790000,1.170000,0,6.81,0,1.340000,202.760000,9.67,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,29,0,0,0,54.070000,48.28,25.530000,0

15,03:30-03:45,0,0.000000,5.720000,0,48.280000,70.480000,25.530000,19.67,6.66,0,0,0,32.860000,9.5,48.28,0,0,0,24.140000,0.000000,19.67,33.790000,1.170000,0,6.81,0,1.340000,202.760000,9.5,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,28.5,0,0,0,54.070000,48.28,25.530000,0

16,03:45-04:00,0,0.000000,5.720000,0,48.280000,70.480000,25.530000,19.67,6.66,0,0,0,32.860000,9.34,48.28,0,0,0,24.140000,0.000000,19.67,33.790000,1.170000,0,6.81,0,1.340000,202.760000,9.33,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,28,0,0,0,54.070000,48.28,25.530000,0

17,04:00-04:15,0,0.000000,5.620000,0,48.280000,95.700000,25.530000,19.33,6.66,0,0,0,32.860000,9.32,48.28,0,0,0,25.100000,0.000000,19.33,57.560000,1.170000,0,6.81,0,1.340000,164.140000,9.33,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,27.98,0,0,0,54.070000,48.28,25.530000,0

18,04:15-04:30,0,0.000000,5.620000,0,48.280000,95.700000,25.530000,19.33,6.66,0,0,0,32.860000,9.25,48.28,0,0,0,25.100000,0.000000,19.33,57.560000,1.170000,0,6.81,0,1.340000,193.100000,9.24,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,27.73,0,0,0,54.070000,48.28,25.530000,0

19,04:30-04:45,0,0.000000,5.620000,0,48.280000,95.700000,25.530000,19.33,6.66,0,0,0,32.860000,9.34,48.28,0,0,0,25.100000,0.000000,19.33,57.560000,1.170000,0,6.01,0,1.340000,193.100000,9.33,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,28,0,0,0,54.070000,48.28,25.530000,0

20,04:45-05:00,0,0.000000,5.620000,0,48.280000,95.700000,25.530000,19,6.66,0,0,0,32.860000,9.5,48.28,0,0,0,25.100000,0.000000,19,57.560000,1.170000,0,6.01,0,1.340000,193.100000,9.5,78.790000,0,0,1.380000,76.750000,0.000000,0,35.200000,0.000000,193.100000,28.5,0,0,0,54.070000,48.28,25.530000,0

21,05:00-05:15,0,0.000000,5.530000,0,48.280000,112.440000,25.530000,19,6.66,0,0,0,32.860000,9.66,48.28,0,0,0,25.100000,0.000000,19,57.560000,1.090000,0,6.01,0,1.340000,193.100000,9.67,78.790000,0,0,1.340000,76.750000,0.000000,0,35.200000,0.000000,193.100000,29,0,0,0,100.050000,48.28,25.530000,0

22,05:15-05:30,0,0.000000,5.530000,0,48.280000,112.440000,25.530000,18.67,6.66,0,0,0,32.860000,9.84,48.28,0,0,0,25.100000,0.000000,18.67,57.560000,1.090000,0,6.01,0,1.340000,193.100000,9.83,78.790000,0,0,1.340000,76.750000,0.000000,0,35.200000,0.000000,193.100000,29.5,0,0,0,100.050000,48.28,25.530000,0

23,05:30-05:45,0,0.000000,5.530000,0,48.280000,112.440000,25.530000,18.33,6.66,0,0,0,32.860000,10.16,48.28,0,0,0,25.100000,0.000000,18.33,68.100000,1.090000,0,6.01,0,1.340000,193.100000,10.17,78.790000,0,0,1.340000,76.750000,0.000000,0,33.120000,0.000000,193.100000,30.5,0,0,0,100.050000,48.28,25.530000,0

24,05:45-06:00,0,0.000000,5.530000,0,48.280000,112.440000,25.530000,18,6.66,0,0,0,32.860000,10.5,48.28,0,0,0,25.100000,0.000000,18,68.100000,1.090000,0,6.01,0,1.340000,193.100000,10.5,78.790000,0,0,1.340000,76.750000,0.000000,0,33.120000,0.000000,193.100000,31.5,0,0,0,100.050000,48.28,25.530000,0

25,06:00-06:15,0,0.000000,5.530000,0,48.280000,130.630000,24.460000,17.67,6.66,0,0,0,0.000000,10,48.28,0,0,0,25.100000,0.000000,17.67,68.100000,1.090000,0,6.01,0,1.340000,231.720000,10,0.000000,0,0,1.340000,0.000000,0.000000,0,33.120000,0.000000,96.550000,30,0,0,0,100.050000,48.28,30.900000,0

26,06:15-06:30,0.087624,0.000000,5.530000,0,48.280000,130.630000,24.460000,17.33,6.66,0.5,0.01,0,0.000000,9.66,48.28,0,0,0,24.140000,0.000000,17.33,68.100000,1.090000,2.04,6.01,0,1.340000,271.550000,9.67,0.000000,1.22,0,1.340000,0.000000,0.000000,0,33.120000,0.000000,96.550000,29,0,0,0,100.050000,48.28,30.900000,0

27,06:30-06:45,2.648192,0.000000,5.530000,0,48.280000,130.630000,24.460000,14.67,6.66,5,0.01,0,0.000000,9.16,48.28,0,0,0,24.140000,0.000000,14.67,68.100000,1.090000,5.85,6.01,0,1.340000,231.720000,9.17,0.000000,5.98,0,1.340000,0.000000,0.000000,0,37.370000,0.000000,96.550000,27.5,0,0,0,100.050000,48.28,30.900000,0

28,06:45-07:00,8.42164,0.030000,5.530000,0,48.280000,130.630000,24.460000,14,6.66,15,0.01,0.5,0.000000,9,48.28,0,1,0,24.140000,0.000000,14,87.090000,1.090000,13.04,6.01,0,1.340000,271.550000,9,0.000000,15.12,0.29,1.340000,0.000000,0.030000,0,57.910000,0.030000,96.550000,27,0,1,0,100.050000,48.28,30.900000,0

29,07:00-07:15,14.8474,0.210000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,25,2.52,1,0.000000,8.66,48.28,0,1,1,23.170000,0.000000,13.33,87.090000,1.090000,22.31,6.01,0,1.340000,271.550000,8.67,0.000000,27.08,2.28,1.300000,0.000000,0.200000,0.5,57.910000,0.200000,96.550000,26,0,4,2,100.050000,48.28,30.900000,0

30,07:15-07:30,22.1494,0.660000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,29.5,11.08,3,0.000000,8.66,48.28,0,4,3,22.210000,0.000000,13.33,87.090000,1.090000,29.5,6.01,0,1.340000,271.550000,8.67,0.000000,29.5,5.8,1.300000,0.000000,0.640000,2.22,57.910000,0.640000,96.550000,26,0,11,6,100.050000,48.28,30.900000,0

31,07:30-07:45,31.603056,1.410000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,31,24.39,7,0.000000,8.5,48.28,0,11,7,22.210000,0.000000,13.33,87.090000,1.090000,31,6.01,0,1.340000,271.550000,8.5,0.000000,31,10.95,1.300000,0.000000,1.380000,4.88,57.910000,1.380000,96.550000,25.5,0,26,13,100.050000,48.28,30.900000,0

32,07:45:08:00,42.770248,2.490000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,31,43.46,11,0.000000,8.16,48.28,0,19,11,22.210000,0.000000,13.33,87.090000,1.090000,31,6.01,0,1.340000,271.550000,8.17,0.000000,31,17.63,1.300000,0.000000,2.440000,8.69,57.910000,2.440000,96.550000,24.5,0,45,23,100.050000,48.28,30.900000,0

33,08:00-08:15,54.86236,3.610000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,31,66.36,16,0.000000,7.66,48.28,0,27,16,22.210000,0.000000,13.33,87.090000,1.170000,31,6.01,0,1.340000,271.550000,7.67,0.000000,31,25.09,1.300000,0.000000,3.510000,13.27,57.910000,3.510000,96.550000,23,0,64,32,100.050000,48.28,30.900000,0

34,08:15-08:30,66.54556,5.090000,5.440000,0,48.280000,130.630000,24.460000,13.33,6.66,31,90.56,21,0.000000,7.66,48.28,0,36,21,21.240000,0.000000,13.33,68.100000,1.170000,31,6.01,0,1.340000,271.550000,7.67,0.000000,31,32.19,1.300000,0.000000,4.970000,18.11,47.310000,4.970000,96.550000,23,0,85,41,100.050000,48.28,30.900000,0

35,08:30-08:45,77.459616,6.530000,0.000000,0,48.280000,130.630000,24.460000,13.33,6.66,32,114.5,25,0.000000,7.66,48.28,0,43,26,21.240000,0.000000,13.33,87.090000,1.170000,32,6.01,0,1.340000,271.550000,7.67,0.000000,32,39.81,1.300000,0.000000,6.370000,22.9,57.910000,6.370000,96.550000,23,0,102,51,100.050000,48.28,30.900000,0

36,08:45:09:00,87.906344,7.920000,0.000000,0,48.280000,130.630000,24.460000,13.33,6.66,32,138.17,28.9,0.000000,7.66,48.28,0,51,30,21.240000,0.000000,13.33,76.550000,1.170000,32,6.01,0,1.340000,271.550000,7.67,0.000000,32,47.37,1.300000,0.000000,7.730000,27.63,57.910000,7.730000,96.550000,23,0,119,60,100.050000,48.28,30.900000,0

37,09:00:09:15,93.407184,9.330000,0.000000,24.07,48.280000,130.630000,24.460000,13.33,6,32,160.66,32.3,0.000000,6.66,48.28,0,58,34,21.240000,0.000000,13.33,76.550000,1.170000,32,6.01,28.88,1.340000,271.550000,6.67,0.000000,32,54.56,1.260000,0.000000,9.100000,32.13,57.910000,9.100000,96.550000,20,0,137,68,100.050000,48.28,30.900000,0

38,09:15-09:30,102.597968,10.590000,0.000000,24.07,48.280000,130.630000,30.900000,13.33,6,32,180.78,35.4,0.000000,6.66,48.28,0,66,38,21.240000,0.000000,13.33,76.550000,1.170000,32,6.01,28.88,1.340000,271.550000,6.67,0.000000,32,61.16,1.260000,0.000000,10.330000,36.15,57.910000,10.330000,96.550000,20,0,154,75,100.050000,48.28,30.900000,0

39,09:30-09:45,110.708056,11.780000,0.000000,0,48.280000,130.630000,30.900000,13.33,6,32,200.18,37.5,0.000000,6.66,48.28,19.6,72,42,21.240000,0.000000,13.33,76.550000,1.170000,32,6.01,0,1.340000,271.550000,6.67,0.000000,32,67.52,1.340000,0.000000,11.490000,40.03,57.910000,11.490000,96.550000,20,0,168,83,100.050000,48.28,30.900000,0

40,09:45-10:00,118.136624,12.810000,0.000000,0,48.280000,130.630000,30.900000,13.33,6,32.33,218.53,40.5,0.000000,6.66,48.28,19.6,78,44,21.240000,0.000000,13.33,76.550000,1.170000,32.33,6.01,0,1.340000,271.550000,6.67,0.000000,32.34,73.53,1.340000,0.000000,12.490000,43.71,57.910000,12.490000,96.550000,20,0,182,89,100.050000,48.28,30.900000,0

41,10:00-10:15,124.747368,13.830000,0.000000,0,48.280000,130.630000,24.460000,12.67,6,32.33,235.57,43.1,0.000000,6.66,48.28,19.6,84,47,21.240000,0.000000,12.67,76.550000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,79,1.340000,0.000000,13.490000,47.11,57.910000,13.490000,96.550000,20,0,196,93,54.070000,48.28,30.900000,0

42,10:15-10:30,130.725272,14.690000,0.000000,0,48.280000,130.630000,24.460000,12.67,6,32.33,245.83,45.2,0.000000,6.66,48.28,19.6,87,47,22.210000,0.000000,12.67,76.550000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,83.78,1.340000,0.000000,14.330000,49.17,57.910000,14.330000,96.550000,20,0,203,94,54.070000,48.28,30.900000,0

43,10:30-10:45,128.310744,15.910000,0.000000,0,48.280000,129.450000,24.460000,12.67,6,32.33,245.83,46.8,0.000000,6.66,48.28,19.6,88,47,22.210000,0.000000,12.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,87.98,1.340000,0.000000,15.530000,49.17,57.910000,15.530000,96.550000,20,0,207,94,100.050000,48.28,30.900000,0

44,10:45-11:00,132.8964,16.710000,0.000000,0,48.280000,129.450000,24.460000,12.67,6,32.33,245.83,48,0.000000,6.66,48.28,19.6,90,47,22.210000,0.000000,12.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,91.39,1.340000,0.000000,16.300000,49.17,57.910000,16.300000,96.550000,20,0,210,94,100.050000,48.28,30.900000,0

45,11:00-11:15,136.849216,17.350000,0.000000,0,48.280000,130.630000,25.530000,11.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,21.240000,0.000000,11.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,92.31,1.340000,0.000000,16.930000,49.17,57.910000,16.930000,96.550000,20,0,210,94,100.050000,48.28,25.530000,0

46,11:15-11:30,140.237344,17.560000,0.000000,0,48.280000,130.630000,25.530000,11.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,21.240000,0.000000,11.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,92.92,1.340000,0.000000,17.130000,49.17,57.910000,17.130000,96.550000,20,0,210,94,100.050000,48.28,25.530000,0

47,11:30-11:45,142.573984,17.650000,0.000000,0,48.280000,130.630000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,20.280000,0.000000,10.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,92.92,1.340000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,100.050000,48.28,25.530000,0

48,11:45-12:00,144.14148,17.650000,0.000000,0,48.280000,130.630000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,19.310000,0.000000,10.67,87.090000,1.170000,32.33,5.61,0,1.390000,271.550000,6.67,0.000000,32.34,92.92,1.340000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,100.050000,48.28,25.530000,0

49,12:00-12:15,149.73968,17.650000,0.000000,0,48.280000,113.290000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,19.310000,0.000000,10.67,76.160000,1.170000,32.33,5.61,0,1.440000,271.550000,6.67,0.000000,32.34,92.92,1.300000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,71.080000,48.28,25.530000,0

50,12:15-12:30,149.875984,17.650000,0.000000,0,48.280000,113.290000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,21.240000,0.000000,10.67,76.160000,1.170000,32.33,5.61,0,1.440000,271.550000,6.67,0.000000,32.34,92.92,1.300000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

51,12:30-12:45,149.554696,17.650000,0.000000,0,48.280000,113.290000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,21.240000,0.000000,10.67,76.160000,1.170000,32.33,5.61,0,1.440000,271.550000,6.67,0.000000,32.34,92.92,1.300000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

52,12:45-13:00,148.902384,17.650000,0.000000,0,48.280000,113.290000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,19.6,90,47,21.240000,0.000000,10.67,76.160000,1.170000,32.33,5.61,0,1.440000,271.550000,6.67,0.000000,32.34,92.86,1.300000,0.000000,17.220000,49.17,57.910000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

53,13:00-13:15,147.821688,17.650000,0.000000,24.07,48.280000,113.290000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,0,90,47,21.240000,0.000000,10.67,52.020000,1.250000,32.33,5.61,28.88,1.440000,231.720000,6.67,0.000000,32.34,93.08,1.380000,0.000000,17.220000,49.17,47.310000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

54,13:15-13:30,146.13736,17.650000,0.000000,24.07,48.280000,89.150000,25.530000,10.67,5.34,32.33,245.83,48.2,0.000000,6.66,48.28,0,90,47,21.240000,0.000000,10.67,33.400000,1.250000,32.33,5.61,28.88,1.440000,271.550000,6.67,0.000000,32.34,92.71,1.380000,0.000000,17.220000,49.17,33.120000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

55,13:30-13:45,144.423824,17.650000,0.000000,24.07,48.280000,67.950000,25.530000,11.67,5.34,32.33,245.83,48,0.000000,6.66,48.28,0,90,47,21.240000,0.000000,11.67,33.400000,1.250000,32.33,5.61,28.88,1.440000,271.550000,6.67,0.000000,32.34,92.72,1.380000,0.000000,17.220000,49.17,33.120000,17.220000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

56,13:45-14:00,141.80484,17.610000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,48,0.000000,6.66,48.28,0,90,47,21.240000,0.000000,11.67,33.400000,1.250000,32.33,6.01,28.88,1.440000,271.550000,6.67,0.000000,32.34,92.52,1.380000,0.000000,17.180000,49.17,33.120000,17.180000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

57,14:00-14:15,138.027272,17.460000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,48,0.000000,6.66,48.28,0,90,47,21.240000,0.000000,11.67,33.400000,1.250000,32.33,6.41,28.88,1.440000,271.550000,6.67,0.000000,32.34,92.22,1.420000,0.000000,17.040000,49.17,33.120000,17.040000,96.550000,20,0,210,94,52.200000,48.28,25.530000,0

58,14:15-14:30,133.227424,16.980000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,48,0.000000,6.66,48.28,0,88,47,21.240000,0.000000,11.67,52.390000,1.250000,32.33,6.41,28.88,1.440000,271.550000,6.67,0.000000,32.34,91.75,1.420000,0.000000,16.570000,49.17,33.120000,16.570000,96.550000,20,0,207,94,52.200000,48.28,25.530000,0

59,14:30-14:45,128.301008,16.320000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,47.8,0.000000,6.66,48.28,0,87,47,21.240000,0.000000,11.67,52.390000,1.250000,32.33,6.81,28.88,1.440000,271.550000,6.67,0.000000,32.34,91.36,1.420000,0.000000,15.930000,49.17,33.120000,15.930000,96.550000,20,0,203,94,52.200000,48.28,25.530000,0

60,14:45-15:00,122.099176,15.480000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,46.2,0.000000,6.66,48.28,0,85,47,21.240000,0.000000,11.67,52.390000,1.250000,32.33,7.01,28.88,1.440000,271.550000,6.67,0.000000,32.34,88.49,1.420000,0.000000,15.100000,49.17,47.310000,15.100000,96.550000,20,0,200,93,52.200000,48.28,25.530000,0

61,15:00-15:15,115.51764,14.700000,0.000000,24.07,48.280000,86.140000,25.530000,11.67,5.34,32.33,245.83,43.6,0.000000,6.66,48.28,0,82,45,21.240000,0.000000,11.67,52.390000,1.320000,32.33,11.41,28.88,1.490000,271.550000,6.67,0.000000,32.34,84.69,1.420000,0.000000,14.330000,49.17,47.310000,14.330000,96.550000,20,0,193,90,52.200000,48.28,25.530000,0

