Block,Time Block,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA2,CHAMERA1,BSIUL,BRBCL,CHAMERA3,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,KHSTPP-I,KOTESHWR,KHSTPP-II,TALA,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,ANTA_CRF,TEHRI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,JHAJJAR,KGSU1AND2,KGSU3AND4,TANDA2,TALST2,TANAKPUR,RAMPUR,RAPPD,RAPPC,RAPPB,RIHAND2,RIHAND1,PARBATI2,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NNTPP,NLCTS2EXP,NTPL,PARBATI3,NAPP,SALAL,SEWA2,SINGRAULI,SINGRAULI_HYDRO,SASAN,SIMHST1,SIMHST2,RIHAND3,RSTPSU1TO6,RSTPSU7,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,14.09,40.85,36,101.16,30.22,27.04,0,14.38,0,0,6.71,0,8.3,32.99,43.37,126.8,23.33,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

16,03:45-04:00,14.09,40.85,36,101.16,30.22,27.04,0,16.81,0,0,6.71,0,8.3,32.99,43.37,126.8,23.33,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

17,04:00-04:15,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,23.3,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

18,04:15-04:30,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,23.3,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

19,04:30-04:45,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,23.13,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

20,04:45-05:00,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,23.05,0,30.81,4.24,15.34,1.46,0,200.08,0,19.19,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

21,05:00-05:15,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,22.85,0,31.38,4.24,15.34,1.46,0,200.08,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

22,05:15-05:30,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,22.77,0,31.38,4.24,15.34,1.46,0,200.08,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,79.37,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

23,05:30-05:45,16.86,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,22.6,0,31.38,4.24,15.34,1.46,0,200.08,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

24,05:45-06:00,16.86,40.85,36,101.16,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.99,43.37,126.8,22.31,0,31.38,4.24,15.34,1.46,0,200.08,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,303.06,0,0,125.88,0,0,0,0,0,0,0,0

25,06:00-06:15,16.82,40.85,36,163.7,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.7,43.37,125.72,22,0,32.83,4.24,15.34,0.84,0,200.08,0,20.37,0,79.24,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,1.37,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,310.28,0,0,125.88,0,0,0,0,0,0,0,0

26,06:15-06:30,19.82,40.85,36,168.51,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.7,43.37,125.72,21.92,0,30.76,4.24,14.23,1.46,0,200.08,0,18.61,0,79.24,0,0,0,0,0,0,0,0,0,0,0,241.41,0,0,1.37,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,321.1,0,0,125.88,0,0,0,0,0,0,0,0

27,06:30-06:45,19.78,40.85,36,163.7,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.7,43.37,125.72,21.92,0,30.76,4.24,14.54,1.46,0,200.08,0,18.61,0,79.24,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,1.37,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

28,06:45-07:00,19.78,40.85,36,158.89,30.22,27.04,0,18.04,0,0,6.71,0,8.3,32.7,43.37,125.72,21.92,0,32.22,4.24,15.34,1.46,0,200.08,0,20.37,0,79.24,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,1.37,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

29,07:00-07:15,19.78,40.85,36,120.41,30.22,27.04,0,18.04,0,0,4.47,0,8.3,32.62,43.37,125.72,21.92,0,30.71,4.24,15.34,1.46,0,200.08,0,20.37,0,79.24,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,1.37,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

30,07:15-07:30,19.78,40.85,36,151.54,30.22,27.04,0,18.04,0,0,4.47,0,8.3,32.62,43.37,125.72,22.15,0,31.17,4.24,15.66,2.09,0,100.04,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,2.9,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,78.26,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

31,07:30-07:45,18.24,40.85,36,114.91,30.22,27.04,0,18.04,0,0,4.47,0,8.3,32.62,43.37,125.72,22.28,0,31.38,4.24,16.12,1.46,0,0,0,19.63,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,0,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

32,07:45-08:00,14.75,40.85,36,101.16,30.22,27.04,0,17.48,0,0,4.47,0,8.3,30.26,43.37,125.72,22.31,0,31.52,4.24,16.12,1.46,0,0,0,19.7,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,0,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

33,08:00-08:15,12.71,40.85,36,101.16,30.22,27.04,0,18.04,0,0,4.47,0,8.3,29.19,43.37,108.84,22.34,0,27.32,8.5,13.75,0.8,0,0,0,17.01,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,0,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

34,08:15-08:30,12.71,40.85,36,101.16,30.22,27.04,0,18.04,0,0,4.47,0,8.3,29.19,43.37,108.54,22.34,0,26.91,25.49,13.75,0.8,0,0,0,16.96,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,0,21.11,0,18.3,106.5,0,324.71,0,0,125.88,0,0,0,0,0,0,0,0

35,08:30-08:45,12.71,40.85,36,101.16,30.22,27.04,0,18.04,0,0,4.47,0,8.3,27.72,43.37,96.29,25.06,0,26.91,25.49,13.75,0.8,0,0,0,16.96,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,17.17,21.11,0,18.3,106.54,0,326.09,0,0,125.88,0,0,0,0,0,0,0,0

36,08:45-09:00,12.71,40.85,36,101.16,30.22,27.04,0,17.83,0,0,4.47,0,8.3,27.72,43.37,108.21,25.12,0,26.91,8.5,13.75,0.8,0,0,0,16.96,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,118.62,45.11,13.55,0,0,0,169.14,0,0,0,0,18.6,21.11,0,18.3,106.48,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

37,09:00-09:15,12.71,40.85,36,101.16,30.22,27.04,0,18.04,0,0,2.24,0,8.3,27.72,43.37,96.29,23.99,0,26.91,8.5,13.75,0.8,0,0,0,16.96,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,120.52,43.92,13.55,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,98.64,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

38,09:15-09:30,12.71,40.85,36,101.16,30.22,27.04,0,17.57,0,0,2.24,0,8.3,27.72,43.37,96.29,24.92,0,26.91,8.5,13.75,0.8,0,0,0,16.96,0,79.24,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,120.52,43.8,13.55,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,94.09,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

39,09:30-09:45,12.71,40.85,36,101.16,30.22,27.04,0,18.04,0,0,2.24,0,8.3,30.26,43.37,126.8,24.92,0,26.91,4.24,13.75,1.46,0,0,0,16.96,0,39.62,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,2.51,0,11.46,5.46,37.19,62.95,0,120.52,43.8,13.55,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,102.03,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

40,09:45-10:00,14.09,40.85,36,101.16,30.22,27.04,0,18.04,0,0,0.41,0,8.3,30.26,43.37,126.8,24.92,0,31.97,4.24,16.12,1.46,0,0,0,19.84,0,0,0,0,0,0,0,0,0,0,0,0,0,240.41,0,0,2.51,0,11.46,5.46,37.19,62.95,0,120.52,45.5,13.55,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,107.56,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

41,10:00-10:15,14.09,40.85,36,151.19,30.22,25.47,0,18.04,0,0,0,0,8.3,30.26,43.37,126.8,27.47,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

42,10:15-10:30,14.09,40.85,36,189.68,30.22,25.47,0,18.04,0,0,0,0,8.3,32.88,43.37,126.8,27.47,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,109.44,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

43,10:30-10:45,14.09,40.85,36,247.4,30.22,25.47,0,15.51,0,0,0,0,8.3,32.99,43.37,126.8,26.5,0,31.84,5.31,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

44,10:45-11:00,14.09,40.85,36,285.89,30.22,25.47,0,13.88,0,0,0,0,8.3,32.99,43.37,126.8,26.5,0,31.84,5.31,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

45,11:00-11:15,14.09,40.85,36,285.89,15.11,25.47,0,14.8,0,0,0,0,8.3,32.99,43.37,126.8,25.09,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

46,11:15-11:30,14.09,40.85,36,285.89,15.11,25.47,0,15.75,0,0,0,0,8.3,32.99,43.37,126.8,25.09,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

47,11:30-11:45,14.09,40.85,36,285.89,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,19.8,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

48,11:45-12:00,14.09,40.85,36,285.89,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,19.8,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

49,12:00-12:15,14.09,40.85,36,237.78,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.8,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

50,12:15-12:30,14.09,40.85,36,189.68,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.8,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

51,12:30-12:45,14.09,40.85,36,208.92,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.83,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,3.7,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

52,12:45-13:00,14.09,40.85,36,285.89,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,24.94,0,31.84,4.24,15.66,1.46,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,3.7,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

53,13:00-13:15,14.09,40.85,36,285.89,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.16,0,32.13,4.24,16.21,1.46,0,0,0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,3.7,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

54,13:15-13:30,14.09,40.85,36,237.78,15.11,25.47,0,18.04,0,0,0,0,8.3,32.99,43.37,126.8,25.26,0,32.13,4.24,16.21,1.46,0,100.04,0,19.99,0,39.62,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,2.93,0,11.46,5.46,37.19,62.95,0,120.52,45.5,12.19,0,0,0,169.14,0,0,0,0,25.75,21.11,0,18.3,72.11,0,330.12,0,0,125.88,0,0,0,0,0,0,0,0

