Block,Time,KKNP,NAPP,RAPPB,RAPPD,SINGRAULI_HYDRO,TANDA2,UNCHAHAR3,AURY_LF,DADRI_CRF,DHAULIGNGA,KKNPPU2,NJPC,PARBATI2,RIHAND1,UNCHAHAR2,BSIUL,FSTPP I & II,KHSTPP-I,KOTESHWR,KUDGI,MAPS,RAMPUR,SEWA2,ANTA_GF,DADRI_LF,CHAMERA1,NLCIIST1,NNTPP,SIMHST2,ANTA_RF,AURY_GF,DADRI_RF,KGSU1AND2,PARBATI3,RIHAND3,SALAL,TANAKPUR,AURY_RF,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST2,RAPPC,RIHAND2,RSTPSU7,TALA,TALST2,TEHRIPSP,UNCHAHAR4,URI,VALLURNTECL,ANTA_LF,AURY_CRF,DADRI_GF,BRBCL,CHAMERA2,DADRT2,JHAJJAR,KOLDAM,NLCEXP,NLCTS2EXP,RSTPSU1TO6,SASAN,SIMHST1,TelanganaSTPP,UNCHAHAR1,ANTA_CRF,CHAMERA3,KISHANGANGA,NTPL,SINGRAULI,TEHRI,URI2
57,14:00-14:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,0,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,0,33.52

58,14:15-14:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,103.98,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,41.18,33.52

59,14:30-14:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,103.98,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

60,14:45-15:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,49.06,0,103.43,0,18.59,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

61,15:00-15:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,48.55,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

62,15:15-15:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,15.47,0,0,14.05,0,0,0,48.55,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

63,15:30-15:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.55,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

64,15:45-16:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.55,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,8.83,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

65,16:00-16:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.05,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.52,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

66,16:15-16:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.05,0,103.43,0,55.01,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.46,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,360,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

67,16:30-16:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.05,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.32,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,380.25,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

68,16:45-17:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.05,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,26.28,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,400.5,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

69,17:00-17:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,23.34,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

70,17:15-17:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,23.1,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

71,17:30-17:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,22.75,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

72,17:45-18:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,22.61,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

73,18:00-18:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.27,0,0,98.87,0,65.6,125.27,0,22.45,0,207.96,3.23,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

74,18:15-18:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,44.52,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.55,0,103.43,0,41.63,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,25.19,0,207.96,2.03,4.41,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

75,18:30-18:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,43.92,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,47.29,0,103.43,0,41.63,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,22.02,0,207.96,2.03,22.08,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,6.97,0,113.75,82.36,33.52

76,18:45-19:00,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,47.29,0,103.43,0,56.5,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,21.87,0,207.96,2.03,22.08,0,0,0,0,18.75,0,689.01,667.27,8.63,0,0,0,410.62,0,0,22.41,0,0,7.18,0,113.75,82.36,33.52

77,19:00-19:15,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,47.29,0,103.43,0,56.5,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,21.87,0,207.96,2.03,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,22.41,0,0,7.18,0,113.75,82.36,33.52

78,19:15-19:30,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,47.29,0,103.43,0,56.5,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,22.02,0,207.96,2.03,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,22.41,0,0,7.18,0,113.75,82.36,33.52

79,19:30-19:45,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,47.8,0,103.43,0,56.5,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,22.25,0,207.96,2.03,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,22.41,0,0,7.18,0,113.75,82.36,33.52

80,19:45-20:00,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,47.8,0,103.43,0,56.5,130.84,0,9.86,80.53,0,0,98.87,0,65.6,125.27,0,22.45,0,207.96,2.03,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,22.41,0,0,7.18,0,113.75,82.36,33.52

81,20:00-20:15,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,48.55,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.31,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,21.65,0,0,7.18,0,113.75,82.36,33.52

82,20:15-20:30,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,48.55,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.49,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,21.65,0,0,7.18,0,113.75,82.36,33.52

83,20:30-20:45,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,43.92,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,48.55,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.63,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,21.65,0,0,7.18,0,113.75,82.36,33.52

84,20:45-21:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,43.92,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,48.55,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.72,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,21.65,0,0,6.97,0,113.75,82.36,33.52

85,21:00-21:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,38.61,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,49.31,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.61,0,207.96,1.77,22.08,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

86,21:15-21:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,33.86,0,20.8,45.53,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,49.31,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.69,0,207.96,1.77,22.08,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

87,21:30-21:45,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,33.86,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,50.08,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.72,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,7.18,0,113.75,82.36,33.52

88,21:45-22:00,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,33.86,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,50.08,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,22.81,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,7.18,0,113.75,82.36,33.52

89,22:00-22:15,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,33.86,0,20.8,45.53,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,50.58,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,23.34,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,7.18,0,113.75,82.36,33.52

90,22:15-22:30,0,24.11,0,38.66,0,5.73,27.38,0,0,44.82,0,177.45,15.13,48.09,33.86,0,20.8,43.76,45.08,0,0,5.85,19.49,0,0,14.11,0,0,0,50.58,0,105.4,0,56.5,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,23.45,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,7.18,0,113.75,82.36,33.52

91,22:30-22:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,42.07,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,50.83,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,23.69,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

92,22:45-23:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,40.3,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,50.83,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,23.96,0,207.96,1.77,4.41,0,0,0,0,18.75,0,689.01,474.88,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

93,23:00-23:15,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,38.61,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,51.59,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,24.02,0,207.96,1.77,2.21,0,0,0,0,18.75,0,689.33,667.27,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

94,23:15-23:30,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,36.84,45.08,0,0,5.68,18.34,0,0,14.05,0,0,0,51.59,0,105.4,0,31.96,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,24.1,0,207.96,1.77,2.21,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

95,23:30-23:45,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,35.15,45.08,0,0,5.68,18.34,0,0,28.1,0,0,0,51.84,0,105.4,0,38.66,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,24.25,0,207.96,1.77,2.21,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

96,23:45-24:00,0,24.11,0,38.66,0,5.73,27.38,0,0,42.46,0,175.8,14.08,48.09,39.8,0,20.8,33.38,45.08,0,0,5.68,18.34,0,0,28.1,0,0,0,51.84,0,105.4,0,38.66,130.84,0,9.86,81.18,0,0,98.87,0,65.6,125.27,0,24.25,0,207.96,1.77,2.21,0,0,0,0,18.75,0,689.39,667.27,8.63,0,0,0,410.62,0,0,20.76,0,0,6.97,0,113.75,82.36,33.52

