Block,Time,URI2,UNCHAHAR2,ANTA_GF,RIHAND3,URI,AURY_CRF,SEWA2,UNCHAHAR3,CHAMERA3,DADRI_GF,AURY_LF,DADRI_LF,SINGRAULI_HYDRO,TEHRI,KISHANGANGA,ANTA_LF,TANAKPUR,KOTESHWR,DADRI_CRF,CHAMERA2,ANTA_RF,AURY_GF,RAMPUR,BSIUL,RIHAND1,JHAJJAR,DADRT2,NAPP,TANDA2,CHAMERA1,RAPPC,RAPPB,DHAULIGNGA,NJPC,KOLDAM,DULHASTI,DADRI_RF,AURY_RF,SINGRAULI,UNCHAHAR4,SALAL,RIHAND2,UNCHAHAR1,ANTA_CRF,PARBATI3,TALA,SASAN,KHSTPP-II,FSTPP I & II,BRBCL,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,36.522672,42.095152,0.000000,125.866158,35.116805,0.000000,0.000000,26.641213,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,93.455833,241.692825,458.362499,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,21.809973,0.000000,4.117869,4.250799,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

7,01:30-01:45,36.522672,42.095152,0.000000,125.866158,35.116805,0.000000,0.000000,26.641213,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.878047,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,93.455833,128.465481,454.153534,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,21.809973,0.000000,4.117869,4.732556,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

8,01:45-02:00,36.522672,42.656527,0.000000,125.866158,35.116805,0.000000,0.000000,26.641213,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.878047,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,93.455833,127.784223,454.153534,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,21.809973,0.000000,18.824545,4.930927,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

9,02:00-02:15,36.522672,42.020353,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.260669,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,18.824545,5.242652,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

10,02:15-02:30,36.522672,42.020353,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.260669,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,18.824545,5.242652,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

11,02:30-02:45,36.522672,37.423128,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.260669,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,18.824545,4.675879,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

12,02:45-03:00,36.522672,37.423128,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.260669,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,16.177343,4.675879,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

13,03:00-03:15,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,20.716766,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,16.177343,4.675879,336.377002,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

14,03:15-03:30,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,16.177343,4.675879,336.377002,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

15,03:30-03:45,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,16.177343,5.384345,336.377002,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

16,03:45-04:00,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,118.645102,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,16.177343,5.384345,336.377002,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

17,04:00-04:15,36.522672,34.309074,0.000000,122.706880,35.116805,0.000000,0.000000,22.113202,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,16.177343,5.526039,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

18,04:15-04:30,36.522672,37.423128,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,451.365357,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,16.177343,5.526039,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

19,04:30-04:45,36.522672,37.423128,0.000000,122.706880,35.116805,0.000000,0.000000,23.405709,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,429.899400,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,18.954804,0.000000,16.177343,5.526039,336.377002,142.946370,13.779791,14.459801,42.710409,0,0,0,0,0

20,04:45-05:00,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,420.260400,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,16.177343,5.526039,336.377002,142.946370,10.873370,14.459801,42.710409,0,0,0,0,0

21,05:00-05:15,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,391.343400,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,7.353338,4.675879,336.377002,142.946370,10.873370,14.459801,42.710409,0,0,0,0,0

22,05:15-05:30,36.522672,31.634041,0.000000,122.706880,35.116805,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,362.426400,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.927800,73.923419,117.048498,16.355937,0.000000,4.412003,4.675879,336.377002,142.946370,10.873370,14.459801,42.710409,0,0,0,0,0

23,05:30-05:45,36.522672,30.501186,0.000000,122.706880,35.116805,0.000000,0.000000,19.269905,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,263.626650,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,17.648010,4.534186,336.377002,142.946370,10.873370,14.459801,42.710409,0,0,0,0,0

24,05:45-06:00,36.522672,25.561841,0.000000,122.706880,35.116805,0.000000,0.000000,16.497333,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,4.250799,336.377002,142.946370,10.873370,14.459801,42.710409,0,0,0,0,0

25,06:00-06:15,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,4.109106,336.377002,142.946370,13.174392,14.459801,42.710409,0,0,0,0,0

26,06:15-06:30,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,3.258946,336.377002,142.946370,13.174392,14.459801,42.710409,0,0,0,0,0

27,06:30-06:45,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,4.534186,336.377002,142.946370,13.174392,14.459801,42.710409,0,0,0,0,0

28,06:45-07:00,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,4.534186,336.377002,142.946370,13.174392,14.459801,42.710409,0,0,0,0,0

29,07:00-07:15,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,76.474712,4.534186,336.377002,122.224062,10.873370,14.459801,35.390263,0,0,0,0,0

30,07:15-07:30,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,8.824005,4.534186,336.377002,122.224062,10.873370,14.459801,35.390263,0,0,0,0,0

31,07:30-07:45,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,4.117869,4.675879,336.377002,122.224062,10.873370,14.459801,35.390263,0,0,0,0,0

32,07:45:08:00,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,8.643291,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.648269,73.923419,117.048498,12.530700,0.000000,4.117869,4.675879,336.377002,122.224062,10.873370,14.459801,35.390263,0,0,0,0,0

33,08:00-08:15,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,7.408535,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,16.177343,4.675879,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

34,08:15-08:30,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,7.408535,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,16.177343,4.675879,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

35,08:30-08:45,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,7.408535,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,18.824545,4.817572,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

36,08:45:09:00,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,7.408535,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,18.824545,6.376198,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

37,09:00:09:15,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,18.824545,5.100959,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

38,09:15-09:30,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.657908,73.923419,117.048498,12.530700,0.000000,18.824545,5.100959,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

39,09:30-09:45,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,13.494600,0.000000,18.824545,5.100959,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

40,09:45-10:00,36.522672,24.097500,0.000000,122.706880,35.116805,0.000000,0.000000,15.422400,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.878047,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,12.570798,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,13.494600,0.000000,18.824545,5.242652,336.377002,125.915992,10.873370,14.459801,37.645404,0,0,0,0,0

41,10:00-10:15,36.522672,31.634041,0.000000,122.706880,39.905460,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.878047,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,16.355937,0.000000,18.824545,6.234505,265.674938,141.338392,10.873370,14.459801,42.464904,0,0,0,0,0

42,10:15-10:30,36.522672,31.634041,0.000000,122.706880,39.905460,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,9.878047,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,16.355937,0.000000,18.824545,6.234505,265.674938,141.338392,10.873370,14.459801,42.464904,0,0,0,0,0

43,10:30-10:45,36.522672,31.634041,0.000000,122.706880,39.905460,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,16.355937,0.000000,18.824545,6.234505,265.674938,141.338392,11.482748,14.459801,42.464904,0,0,0,0,0

44,10:45-11:00,36.522672,31.634041,0.000000,122.706880,39.905460,0.000000,0.000000,19.457767,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,90.908301,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,138.432234,1.831410,73.923419,117.048498,16.355937,0.000000,18.824545,6.234505,265.674938,141.338392,11.482748,14.459801,42.464904,0,0,0,0,0

45,11:00-11:15,36.522672,32.270215,0.000000,125.866158,39.905460,0.000000,0.000000,20.086519,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,11.730181,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,93.455833,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,16.760775,0.000000,18.824545,5.100959,265.674938,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

46,11:15-11:30,36.522672,32.270215,0.000000,125.866158,39.905460,0.000000,0.000000,20.086519,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,10.495425,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,93.455833,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,16.760775,0.000000,18.824545,5.100959,265.674938,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

47,11:30-11:45,36.522672,32.270215,0.000000,125.866158,39.905460,0.000000,0.000000,20.086519,0.000000,0.000000,0.000000,0.000000,1.127284,0.000000,8.039553,0.000000,10.495425,0.000000,0.000000,0.000000,0.000000,0.000000,6.502002,6.285399,93.455833,115.668000,230.372100,47.719131,5.164674,40.626534,65.536411,0.000000,41.964482,173.465809,9.865587,57.039171,0.000000,0.000000,143.601918,2.978451,73.923419,119.889882,16.760775,0.000000,18.824545,5.384345,265.674938,142.946370,11.482748,14.459801,42.710409,0,0,0,0,0

