Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,131.25,118.125,0,26.39091,92,0,32.82288,21.196098,0,6.5538,42.14808,24.288,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,26.46,20.0018,13.9,417.375

2,00:15-00:30,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,131.25,118.125,0,26.39091,92,0,32.82288,21.196098,0,6.5538,42.14808,48.576,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,26.46,20.0018,13.9,417.375

3,00:30-00:45,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,133.5,118.125,0,26.39091,92,0,32.82288,21.196098,0,6.5538,35.787,48.576,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.375

4,00:45-01:00,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,133.5,118.125,0,26.39091,92,0,32.82288,21.196098,0,6.5538,28.045,24.288,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.375

5,01:00-01:15,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,133.5,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,28.045,24.288,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

6,01:15-01:30,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,133.5,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,13.983,24.288,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

7,01:30-01:45,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,137.25,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,13.983,17.664,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

8,01:45-02:00,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,137.25,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,0,17.664,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

9,02:00-02:15,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,137.25,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,0,17.664,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

10,02:15-02:30,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,45.36,0,137.25,118.125,0,26.39091,92,0,15.4698,21.196098,0,6.5538,0,17.664,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,26.46,20.0018,13.9,417.9375

11,02:30-02:45,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,37.8,0,137.25,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,25.578,20.0018,13.9,418.77

12,02:45-03:00,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,30.24,0,137.25,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,13.3224,84.826,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,43.4005,147.515625,25.578,20.0018,13.9,418.77

13,03:00-03:15,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,30.24,0,137.25,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,81.34,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

14,03:15-03:30,686.779957,8.874,49.436556,0,0,29.062808,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,30.24,0,137.25,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,81.34,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

15,03:30-03:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,30.24,0,138.75,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

16,03:45-04:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,30.24,0,138.75,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

17,04:00-04:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,17.01,0,138.75,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

18,04:15-04:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,138.75,118.125,0,26.39091,92,0,10.7616,21.196098,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,147.515625,25.578,20.0018,13.622,418.77

19,04:30-04:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,25.56915,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,25.578,20.0018,13.622,418.77

20,04:45-05:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,26.68815,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,25.578,20.0018,13.622,418.77

21,05:00-05:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,27.80715,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,25.578,20.0018,13.622,418.77

22,05:15-05:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,27.80715,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,25.578,20.0018,13.622,418.77

23,05:30-05:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,30.04515,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,36.75,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,24.99,20.0018,13.622,418.77

24,05:45-06:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,12.1068,30.04515,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,35.7,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,24.99,20.0018,13.622,418.77

25,06:00-06:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,32.82288,30.04515,0,6.5538,0,48.576,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,35.7,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,24.99,20.0018,13.622,418.77

26,06:15-06:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,15.12,0,139.3125,118.125,0,26.39091,92,0,32.82288,32.28315,0,6.5538,0,48.576,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,35.7,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,24.99,20.0018,13.622,418.77

27,06:30-06:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,152.9405,39.51012,0,51.1407,39.0888,435.435,19.985,1.05215,123.665625,8.442,0,139.3125,118.125,0,26.39091,92,0,32.82288,32.28315,0,6.5538,0,19.872,12.1695,80.178,0,70.144,0,0,0,59.73,0,0,0,0,0,35.7,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,24.99,20.0018,13.622,418.77

