Block,Time,UNCHAHAR1,SINGRAULI,TANDA2,SEWA2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA3,NJPC,KOLDAM,RIHAND2,DULHASTI,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,KOTESHWR,RAPPC,RIHAND3,JHAJJAR,TANAKPUR,URI,RAPPB,BSIUL,SALAL,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,20.556,117,0,15.804048,0,32.41932,26.39091,54.684,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,16.0718,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

2,00:15-00:30,20.556,117,0,15.804048,0,32.41932,26.39091,41.013,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

3,00:30-00:45,20.556,117,0,15.804048,0,32.41932,26.39091,41.013,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

4,00:45-01:00,20.556,117,0,15.804048,0,32.41932,26.39091,41.013,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

5,01:00-01:15,20.556,117,0,15.804048,0,31.897383,26.39091,41.013,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

6,01:15-01:30,20.556,117,0,15.804048,0,31.897383,26.39091,41.013,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

7,01:30-01:45,20.556,117,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

