Block,Time,UNCHAHAR1,SINGRAULI,TANDA2,SEWA2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA3,NJPC,KOLDAM,RIHAND2,DULHASTI,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,KOTESHWR,RAPPC,RIHAND3,JHAJJAR,TANAKPUR,URI,RAPPB,BSIUL,SALAL,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
8,01:45-02:00,20.556,117,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,51.888,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

9,02:00-02:15,20.556,117,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,51.888,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

10,02:15-02:30,20.556,117,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

11,02:30-02:45,20.556,132.75,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

12,02:45-03:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

13,03:00-03:15,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

14,03:15-03:30,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

15,03:30-03:45,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.342,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,51.888,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

16,03:45-04:00,20.556,139.3125,0,15.804048,0,32.41932,26.39091,13.671,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,51.888,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

17,04:00-04:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

18,04:15-04:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

19,04:30-04:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

20,04:45-05:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

21,05:00-05:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.1447,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

22,05:15-05:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

23,05:30-05:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

24,05:45-06:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

25,06:00-06:15,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

26,06:15-06:30,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,51.888,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

27,06:30-06:45,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,51.888,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

28,06:45-07:00,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,10.5042,47.472,0,0,81.921,42.66,0,65.16,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

29,07:00-07:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

30,07:15-07:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

31,07:30-07:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

32,07:45:08:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,81.921,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,414

33,08:00-08:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

34,08:15-08:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

35,08:30-08:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

36,08:45:09:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

37,09:00:09:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

38,09:15-09:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

39,09:30-09:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

40,09:45-10:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

41,10:00-10:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

42,10:15-10:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

43,10:30-10:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

44,10:45-11:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,51.888,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

45,11:00-11:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,51.888,0,0,65.072,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

46,11:15-11:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,65.072,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

47,11:30-11:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

48,11:45-12:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,80.759,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,32.171,417.375

49,12:00-12:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,33.385,417.375

50,12:15-12:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,33.385,417.375

51,12:30-12:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

52,12:45-13:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,0,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

53,13:00-13:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,6.6,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

54,13:15-13:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,6.6,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

55,13:30-13:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,8.8,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

56,13:45-14:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.03302,42.392196,29.41554,152.9405,0,118.125,32.8448,0,39.3024,92,0,0,0,686.779957,36.5917,7.888,50.8869,123.665625,653.1525,11.7852,47.472,0,8.8,84.9422,42.66,0,64.074,0,0,0,39.456,39.456,0,0,0,0,39.9,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.205,27.93,147.515625,34.79931,417.375

