Block,Time,URI2,DULHASTI,JHAJJAR,AURY_CRF,RAPPB,ANTA_GF,SINGRAULI_HYDRO,KISHANGANGA,SALAL,DADRI_LF,URI,ANTA_LF,UNCHAHAR4,AURY_LF,CHAMERA3,RIHAND2,RAPPC,UNCHAHAR2,RIHAND3,DADRI_GF,TANDA2,DHAULIGNGA,AURY_GF,BSIUL,AURY_RF,CHAMERA1,CHAMERA2,ANTA_CRF,TEHRI,DADRI_RF,ANTA_RF,UNCHAHAR3,UNCHAHAR1,DADRT2,NAPP,TANAKPUR,RIHAND1,SINGRAULI,KOTESHWR,DADRI_CRF,NJPC,KOLDAM,SEWA2,RAMPUR,PARBATI3,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,SASAN,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,34.008786,57.246285,122.870023,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,21.718130,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,26.737950,21.892262,606.027730,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,43.119673,6.729333,18.187717,1.668650,17.712092,20.121920,44.886470,95.645145,0.000000,324.320850,19.348024,0,0,0,0,0

2,00:15-00:30,34.008786,57.246285,157.319561,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,21.718130,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,26.737950,21.892262,557.657730,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,43.119673,4.486223,18.187717,1.668650,17.712092,20.121920,44.886470,95.645145,0.000000,324.320850,19.348024,0,0,0,0,0

3,00:30-00:45,34.008786,57.246285,155.615485,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,24.121732,19.433034,439.151230,49.035723,9.789991,61.233860,145.099310,8.921851,0.000000,43.119673,4.486223,18.187717,1.668650,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,18.515027,0,0,0,0,0

4,00:45-01:00,34.008786,57.246285,145.065693,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,24.121732,19.433034,385.066411,49.035723,9.789991,61.233860,145.099310,8.921851,0.000000,43.119673,2.243111,18.187717,1.668650,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,16.106495,0,0,0,0,0

5,01:00-01:15,34.008786,57.246285,135.817156,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.487222,0.000000,33.695754,120.325212,66.586408,24.151581,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,20.174353,15.110208,367.653211,49.035723,9.789991,61.233860,145.099310,8.921851,0.000000,43.119673,0.000000,18.187717,1.668650,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,15.873336,0,0,0,0,0

6,01:15-01:30,34.008786,57.246285,135.817156,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,21.766500,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,9.789991,61.233860,145.099310,8.921851,0.000000,64.679509,0.000000,12.119009,2.502974,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,16.863352,0,0,0,0,0

7,01:30-01:45,34.008786,57.246285,135.817156,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,21.766500,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,64.679509,0.000000,12.119009,2.502974,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,15.221965,0,0,0,0,0

8,01:45-02:00,34.008786,57.246285,135.817156,0.000000,0.000000,0.000000,0.754252,5.379164,80.936554,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,21.766500,126.323189,0.000000,5.183415,42.116859,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,64.679509,0.000000,12.119009,2.502974,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,14.104882,0,0,0,0,0

9,02:00-02:15,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,80.936554,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,21.718130,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.390756,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,64.679509,0.000000,12.119009,2.502974,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,14.586527,0,0,0,0,0

10,02:15-02:30,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,80.936554,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,21.718130,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.390756,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,64.679509,0.000000,12.119009,2.502974,4.132821,16.150356,35.814212,76.856351,0.000000,324.320850,15.575232,0,0,0,0,0

11,02:30-02:45,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.390756,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,106.505591,0.000000,12.119009,4.112029,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,15.065450,0,0,0,0,0

12,02:45-03:00,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,80.936554,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,14.585015,0,0,0,0,0

13,03:00-03:15,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,16.102461,0,0,0,0,0

14,03:15-03:30,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,31.903014,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.823766,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,15.113857,0,0,0,0,0

15,03:30-03:45,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,13.822005,0,0,0,0,0

16,03:45-04:00,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,13.733360,0,0,0,0,0

17,04:00-04:15,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,14.868597,0,0,0,0,0

18,04:15-04:30,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,17.137152,0,0,0,0,0

19,04:30-04:45,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

20,04:45-05:00,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,0.000000,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

21,05:00-05:15,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,1.812615,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

22,05:15-05:30,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.989266,0.000000,33.695754,120.325212,66.586408,36.516932,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,15.110208,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,2.243111,12.119009,4.573888,4.132821,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

23,05:30-05:45,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,22.616554,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,17.569435,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,2.243111,12.119009,4.573888,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

24,05:45-06:00,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,22.616554,126.323189,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,17.569435,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,17.712092,20.121920,44.886470,83.213813,0.000000,324.320850,19.348024,0,0,0,0,0

25,06:00-06:15,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,28.908911,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,17.569435,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,5.904031,16.150356,35.814212,66.982776,0.000000,324.320850,19.348024,0,0,0,0,0

26,06:15-06:30,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,28.908911,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,21.441067,17.569435,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,6.729333,12.119009,4.573888,8.856046,16.150356,35.814212,66.982776,0.000000,324.320850,19.348024,0,0,0,0,0

27,06:30-06:45,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,22.825230,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,18.418052,14.651563,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,6.729333,12.119009,4.573888,56.873526,16.150356,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

28,06:45-07:00,34.008786,57.246285,122.376100,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,19.790295,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,17.914120,14.651563,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,6.729333,12.119009,4.573888,75.831369,16.150356,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

29,07:00-07:15,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,19.790295,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,6.729333,12.119009,4.573888,75.831369,16.150356,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

30,07:15-07:30,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,76.788555,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,19.790295,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,2.974175,61.233860,145.099310,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,56.873526,16.150356,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

