Block,Time,URI2,DULHASTI,JHAJJAR,AURY_CRF,RAPPB,ANTA_GF,SINGRAULI_HYDRO,KISHANGANGA,SALAL,DADRI_LF,URI,ANTA_LF,UNCHAHAR4,AURY_LF,CHAMERA3,RIHAND2,RAPPC,UNCHAHAR2,RIHAND3,DADRI_GF,TANDA2,DHAULIGNGA,AURY_GF,BSIUL,AURY_RF,CHAMERA1,CHAMERA2,ANTA_CRF,TEHRI,DADRI_RF,ANTA_RF,UNCHAHAR3,UNCHAHAR1,DADRT2,NAPP,TANAKPUR,RIHAND1,SINGRAULI,KOTESHWR,DADRI_CRF,NJPC,KOLDAM,SEWA2,RAMPUR,PARBATI3,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,SASAN,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
31,07:30-07:45,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,17.413200,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,61.233860,145.099310,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,56.873526,16.150356,35.814212,66.982776,0.000000,333.027450,19.003227,0,0,0,0,0

32,07:45:08:00,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,120.325212,66.586408,17.413200,126.323189,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,61.233860,145.099310,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,56.873526,16.150356,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

33,08:00-08:15,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,102.135979,66.586408,17.413200,105.337304,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,132.239954,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,8.856046,13.372564,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

34,08:15-08:30,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,130.973481,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,3.690020,13.372564,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

35,08:30-08:45,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,21.009712,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,130.973481,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,3.690020,11.348498,25.222630,52.626560,0.000000,333.027450,19.348024,0,0,0,0,0

36,08:45:09:00,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,9.913915,53.096426,130.973481,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,3.690020,11.163796,24.987942,52.626560,0.000000,333.027450,19.348024,0,0,0,0,0

37,09:00:09:15,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,9.913915,53.096426,130.973481,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,3.690020,11.163796,24.987942,52.626560,0.000000,333.027450,19.348024,0,0,0,0,0

38,09:15-09:30,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,130.973481,8.921851,0.000000,118.579100,4.486223,12.119009,4.573888,3.690020,11.163796,24.987942,52.626560,0.000000,333.027450,19.348024,0,0,0,0,0

39,09:30-09:45,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,130.973481,8.921851,0.000000,118.579100,4.191673,12.119009,4.573888,3.690020,11.163796,24.987942,52.626560,0.000000,333.027450,19.348024,0,0,0,0,0

40,09:45-10:00,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,130.973481,8.921851,0.000000,118.579100,4.191673,12.119009,4.573888,3.690020,11.163796,31.184623,57.454757,0.000000,333.027450,19.348024,0,0,0,0,0

41,10:00-10:15,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,4.191673,12.119009,4.573888,0.000000,11.163796,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

42,10:15-10:30,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,4.191673,12.119009,4.573888,0.000000,11.163796,35.814212,66.982776,0.000000,333.027450,18.331989,0,0,0,0,0

43,10:30-10:45,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,4.191673,12.119009,4.573888,0.000000,11.163796,35.814212,66.982776,0.000000,333.027450,17.366177,0,0,0,0,0

44,10:45-11:00,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,39.516355,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,4.191673,12.119009,4.573888,0.000000,11.163796,35.814212,66.982776,0.000000,333.027450,19.348024,0,0,0,0,0

45,11:00-11:15,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,27.182702,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,4.191673,12.119009,4.573888,0.000000,11.163796,31.184623,58.422157,0.000000,333.027450,19.197963,0,0,0,0,0

46,11:15-11:30,34.008786,57.246285,124.466168,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.460325,66.586408,17.413200,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,39.587943,46.918734,0.000000,0.000000,0.000000,0.000000,15.296819,12.192336,367.653211,49.035723,0.743544,53.096426,145.099310,0.000000,0.000000,118.579100,2.039192,12.119009,4.573888,0.000000,11.163796,31.184623,58.422157,0.000000,333.027450,19.348024,0,0,0,0,0

47,11:30-11:45,34.008786,57.246285,122.531368,0.000000,0.000000,0.000000,0.000000,5.379164,77.564197,0.000000,33.642302,0.000000,2.349331,0.000000,33.695754,96.450651,66.586408,23.894780,92.957079,0.000000,5.183415,31.514567,0.000000,18.924666,0.000000,40.774053,46.918734,0.000000,0.000000,0.000000,0.000000,14.861489,12.501904,367.653211,49.035723,0.743544,51.755900,130.954133,0.000000,0.000000,118.579100,2.039192,12.119009,4.573888,0.000000,11.163796,31.184623,58.422157,0.000000,333.027450,19.348024,0,0,0,0,0

