Block,Time,KGSU1AND2,RSTPSU7,SASAN,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_RF,BRBCL,CHAMERA1,DADRT2,KISHANGANGA,KUDGI,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPB,RIHAND1,SINGRAULI,TALA,AURY_LF,DADRI_CRF,DADRI_GF,DADRI_LF,BSIUL,NNTPP,NTPL,PARBATI2,RIHAND2,TANAKPUR,TANDA2,TEHRIPSP,TelanganaSTPP,UNCHAHAR3,DULHASTI,KHSTPP-II,KOLDAM,SALAL,SIMHST1,TEHRI,URI,URI2,CHAMERA2,DHAULIGNGA,FSTPP I & II,JHAJJAR,MAPS,NAPP,ANTA_GF,ANTA_LF,AURY_CRF,AURY_RF,KGSU3AND4,RAPPC,RAPPD,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,CHAMERA3,KKNP,KKNPPU2,KOTESHWR,NJPC,PARBATI3,RAMPUR,RIHAND3,KHSTPP-I,RSTPSU1TO6,SEWA2,TALST2,ANTA_CRF,AURY_GF,DADRI_RF
56,13:45-14:00,0,0,344.25,0,0.96,45,47.41,24.99,42.15,689.38,7.05,0,0,0,0,0,0,98.32,149.89,25.78,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,0,31.46,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

57,14:00-14:15,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,25.78,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,13.64,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

58,14:15-14:30,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,25.78,0,0,0,0,0,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,40.94,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

59,14:30-14:45,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.53,0,0,0,0,6.52,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.34,0,54.59,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

60,14:45-15:00,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.53,0,0,0,0,6.52,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.34,0,54.59,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

61,15:00-15:15,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.53,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,80.76,0,54.59,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,10.14,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

62,15:15-15:30,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.23,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,80.76,0,54.59,29.26,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

63,15:30-15:45,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.39,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,29.26,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

64,15:45-16:00,0,0,344.25,0,0.96,45,46.78,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,3.39,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,29.26,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,18.58,5.7,130.84,45.53,0,0,0,0,0,76.41

65,16:00-16:15,0,0,344.25,0,0.96,45,46.15,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.45,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,22.08,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,32.71,5.7,130.84,45.53,0,0,0,0,0,76.41

66,16:15-16:30,0,0,344.25,0,0.96,45,46.15,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.14,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,22.08,23.38,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,32.71,5.7,130.84,45.53,0,0,0,0,0,76.41

67,16:30-16:45,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.14,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,30.91,12.48,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,22.9,0,0,20.29,175.79,32.71,5.7,130.84,45.53,0,0,0,0,0,76.41

68,16:45-17:00,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.14,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,30.91,12.48,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,20.29,175.79,32.71,5.7,130.84,45.53,0,0,0,0,0,76.41

69,17:00-17:15,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.59,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,30.91,12.48,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,76.41

70,17:15-17:30,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0.59,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,54.59,30.91,12.48,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,20.82,5.7,130.84,45.53,0,0,0,0,0,76.41

71,17:30-17:45,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,30.91,18.71,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,20.82,5.7,130.84,45.53,0,6.12,0,0,0,76.41

72,17:45-18:00,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,30.91,18.71,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,20.82,5.7,130.84,45.53,0,12.22,0,0,0,76.41

73,18:00-18:15,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,30.91,16.37,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,7.43,5.7,130.84,45.53,0,18.34,0,0,0,76.41

74,18:15-18:30,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,0,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,30.91,16.37,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,7.43,5.7,130.84,45.53,0,18.34,0,0,0,76.41

75,18:30-18:45,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,19.99,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,52.36,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,30.43,175.79,32.71,5.7,130.84,45.53,0,18.34,0,0,0,76.41

76,18:45-19:00,0,0,344.25,0,0.96,45,45.51,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,19.9,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.21,52.36,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,20.82,5.7,130.84,45.53,0,18.34,0,0,0,76.41

77,19:00-19:15,0,0,344.25,0,0.96,45,45.77,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,19.9,0,0,0,0,19.56,0,0,0,125.27,11.91,5.73,74.87,0,27.69,55.38,148.3,8.62,81.92,0,55.21,28.71,38.97,47.12,42.46,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,20.82,5.7,130.84,45.53,0,18.34,0,0,0,76.41

78,19:15-19:30,0,0,344.25,0,0.96,45,45.77,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,19.9,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,28.71,21.82,49.59,44.58,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,76.41

79,19:30-19:45,0,0,344.25,0,0.96,45,46.15,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.13,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,28.71,21.82,49.59,44.58,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,76.41

80,19:45-20:00,0,0,344.25,0,0.96,45,46.15,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.29,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,28.71,21.82,49.59,44.58,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,76.41

81,20:00-20:15,0,0,344.25,0,0.96,45,46.78,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.34,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,52.36,21.82,49.59,44.58,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

82,20:15-20:30,0,0,344.25,0,0.96,45,46.78,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.46,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,52.36,21.82,49.59,44.58,20.8,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

83,20:30-20:45,0,0,344.25,0,0.96,45,46.78,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.49,0,0,0,0,20.46,0,0,0,125.27,3.85,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,30.91,38.97,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

84,20:45-21:00,0,0,344.25,0,0.96,45,46.78,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.6,0,0,0,0,20.46,0,0,0,125.27,3.85,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,30.91,38.97,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

85,21:00-21:15,0,0,344.25,0,0.96,45,47.41,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,19.9,0,0,0,0,20.46,0,0,0,125.27,3.85,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,35.33,38.97,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

86,21:15-21:30,0,0,344.25,0,0.96,45,47.41,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,19.99,0,0,0,0,3.3,0,0,0,125.27,11.91,5.73,74.87,0,27.69,55.38,148.3,8.62,81.92,0,55.83,35.33,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,8.92,5.7,130.84,45.53,0,18.34,0,0,0,79.04

87,21:30-21:45,0,0,344.25,0,0.96,45,47.41,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,20.13,0,0,0,0,3.3,0,0,0,125.27,11.91,5.73,74.87,0,27.69,55.38,148.3,8.62,81.92,0,55.83,37.53,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,8.92,5.7,130.84,45.53,0,18.34,0,0,0,79.04

88,21:45-22:00,0,0,344.25,0,0.96,45,47.41,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.29,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,37.53,21.82,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

89,22:00-22:15,0,0,344.25,0,0.96,45,49.31,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.44,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,37.53,21.82,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

90,22:15-22:30,0,0,344.25,0,0.96,45,49.31,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.58,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,37.53,21.82,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

91,22:30-22:45,0,0,344.25,0,0.96,45,49.31,24.99,42.27,549.38,7.18,0,0,0,0,0,0,98.32,149.89,20.72,0,0,0,0,20.46,0,0,0,125.27,11.91,5.73,74.87,0,27.69,57.67,148.3,8.62,81.92,0,55.83,37.53,38.97,49.59,44.58,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,35.69,0,0,44.64,177.44,38.65,5.84,130.84,45.53,0,19.49,0,0,0,79.04

92,22:45-23:00,0,0,344.25,0,0.96,45,49.31,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,20.82,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,74.87,0,27.69,55.38,148.3,8.62,81.92,0,55.83,37.53,38.97,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.8,175.79,19.32,5.7,130.84,45.53,0,18.34,0,0,0,79.04

93,23:00-23:15,0,0,344.25,0,0.96,45,50.57,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,20.87,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,74.87,0,27.69,55.38,148.3,8.62,81.92,0,55.83,35.33,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,7.43,5.7,130.84,45.53,0,18.34,0,0,0,79.04

94,23:15-23:30,0,0,344.25,0,0.96,45,50.57,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,20.93,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.83,35.33,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,7.43,5.7,130.84,45.53,0,18.34,0,0,0,79.04

95,23:30-23:45,0,0,344.25,0,0.96,45,50.57,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,21.03,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.83,35.33,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,19.32,5.7,130.84,45.53,0,18.34,0,0,0,79.04

96,23:45-24:00,0,0,344.25,0,0.96,45,50.57,24.99,42.15,549.38,7.05,0,0,0,0,0,0,98.32,149.89,21.17,0,0,0,0,13.04,0,0,0,125.27,11.91,5.73,0,0,27.69,55.38,148.3,8.62,81.92,0,55.83,35.33,21.82,47.12,42.46,19.18,667.25,0,24.23,0,0,0,76.36,0,65.42,24.52,21.65,3.22,0,33.94,0,0,40.57,175.79,19.32,5.7,130.84,45.53,0,18.34,0,0,0,79.04

