Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/9257,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/2868,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2569,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4973,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/4444,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/7782,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,L_NR_2019_19
67,16:30-16:45,33.33,33,15,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.46,7.34,2.96,16.89,65.63,5.67,16.89,10.43,7.34,26.95,70.37,4.34,17.37,2.25,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.21,2.17,11.89,35,18,44.02,0,37,18,118.08,23.62,43,48.19,57.97

68,16:45-17:00,33.33,33,12,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.46,6.1,2.96,16.89,65.63,4.72,16.89,10.43,6.1,26.95,70.37,4.34,17.37,2.25,150.1,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.21,2.17,11.89,29,14,44.02,0,33,16,103.37,20.67,38,41.81,48.76

69,17:00-17:15,33.33,33,10,31.67,31.67,41.67,41.67,94.99,33,33.78,38.61,4.69,4.82,2.96,16.89,65.63,3.72,16.89,10.81,4.82,26.95,70.37,4.34,17.37,2.25,168.91,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.21,2.17,11.89,20,10,44.02,0,21,14,88.56,17.71,33,35.55,41.61

70,17:15-17:30,33.33,33,8,31.67,31.67,41.67,41.67,94.99,25.44,33.78,38.61,4.69,3.56,2.96,16.89,65.63,2.76,16.89,10.81,3.56,26.95,70.37,4.34,17.37,2.25,168.91,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.21,2.17,11.89,13,7,44.02,0,15,10,73.46,14.69,30,28.64,33.15

71,17:30-17:45,33.33,26.54,1,31.67,31.67,41.67,41.67,94.99,18.7,33.78,38.61,4.69,2.47,2.96,16.89,65.63,1.91,16.89,11.46,2.47,26.95,70.37,4.34,17.37,2.25,183.39,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.21,2.17,11.89,10,5,44.02,0,10,9,60.12,12.02,20,22.53,25.87

72,17:45-18:00,33.33,17.62,0,31.67,31.67,41.67,41.67,94.99,12.44,33.78,38.61,4.69,1.9,2.96,16.89,65.63,1.47,16.89,11.46,1.9,26.95,70.37,4.34,17.37,2.25,222,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.71,2.17,11.89,9,4,44.02,0,6,7,46.21,9.24,13,16.71,15.08

73,18:00-18:15,32.67,0,0,31.67,31.67,41.67,41.67,94.99,0,33.78,58.56,4.77,1.39,2.96,16.89,100.56,1.08,16.89,11.64,1.39,26.95,112.36,4.34,17.37,2.34,260.6,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.71,2.17,11.89,3,2,44.02,0,3,5,33.21,6.64,8,12.04,11.53

74,18:15-18:30,32.33,0,0,31.67,31.67,41.67,41.67,94.99,0,33.78,58.56,4.77,0.96,2.96,16.89,100.56,0.74,16.89,11.64,0.96,26.95,73.42,4.34,17.37,2.34,272.91,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.58,135.13,23.71,2.17,11.89,2,1,44.02,0,1,3,22.24,4.45,5,8.32,6.53

75,18:30-18:45,31.67,0,0,31.67,31.67,41.67,41.67,94.99,0,33.78,69.09,4.77,0,2.96,16.89,100.56,0,16.89,11.64,0,26.95,70.37,8.87,17.37,2.34,272.91,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,23.71,4.14,11.89,1,0,44.02,0,1,1,13.92,2.79,2,0.71,2.89

76,18:45-19:00,31,0,0,31.67,31.67,41.67,41.67,94.99,0,33.78,69.09,4.77,0,2.96,16.89,100.56,0,16.89,11.64,0,26.95,70.37,8.87,17.37,2.34,272.91,100.55,33.78,43.92,26.95,11.9,16.89,33.78,3.74,135.13,25.23,4.14,11.89,0,0,44.02,0,0,1,7.67,1.54,1,0.27,0.64

77,19:00-19:15,30,0,0,30.67,30.67,41.67,41.67,91.99,0,33.78,87.06,4.69,0,7.44,16.89,130.59,0,16.89,11.82,0,25.55,78.89,15.53,28.96,2.34,272.91,100.55,33.78,43.92,29,11.9,16.89,33.78,3.74,135.13,25.73,7.25,11.89,0,0,44.02,0,0,0,4.19,0.84,0,0.18,0

78,19:15-19:30,29.33,0,0,30.17,30.17,41.67,41.67,90.49,0,33.78,87.06,4.69,0,7.44,16.89,130.59,0,16.89,11.82,0,25.55,87.4,15.53,28.96,2.34,272.91,100.55,33.78,43.92,29,11.9,16.89,33.78,3.74,135.13,26.24,7.25,11.89,0,0,44.02,0,0,0,1.74,0.35,0,0,0

79,19:30-19:45,29,0,0,29.33,29.33,41.67,41.67,88.01,0,33.78,87.06,4.38,0,7.44,16.89,130.59,0,16.89,11.82,0,26.7,95.91,15.53,28.96,2.34,272.91,100.55,33.78,43.92,26.7,11.9,16.89,33.78,3.74,135.13,26.24,7.25,11.89,0,0,44.02,0,0,0,0.77,0.16,0,0,0

80,19:45-20:00,28,0,0,28.67,28.67,41.67,41.67,85.99,0,33.78,87.06,4.38,0,7.44,16.89,130.59,0,16.89,11.82,0,26.7,104.42,15.53,28.96,2.34,272.91,100.55,33.78,43.92,26.7,11.9,16.89,33.78,3.74,135.13,25.23,7.25,11.89,0,0,40.42,0,0,0,0,0,0,0,0

81,20:00-20:15,23.67,0,0,27.5,27.5,41.67,41.67,82.5,0,33.78,87.06,4.38,0,7.44,16.89,130.59,0,16.89,12.01,0,23.47,112.94,15.53,28.96,2.15,272.91,100.55,33.78,43.92,23.47,11.9,16.89,33.78,3.58,0,24.73,7.25,11.89,0,0,40.42,0,0,0,0,0,0,0,0

82,20:15-20:30,23,0,0,26.17,26.17,41.67,41.67,78.49,0,33.78,87.06,4.38,0,7.44,16.89,130.59,0,16.89,12.01,0,23.47,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,23.47,11.9,16.89,33.78,3.58,0,24.73,7.25,11.89,0,0,40.42,0,0,0,0,0,0,0,0

83,20:30-20:45,22,0,0,25.33,25.33,41.67,41.67,76.01,0,33.78,69.09,4.16,0,9.43,16.89,100.56,0,16.89,12.01,0,17.43,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.58,0,24.23,7.25,11.89,0,0,33.01,0,0,0,0,0,0,0,0

84,20:45-21:00,21.33,0,0,24.83,24.83,41.67,41.67,74.51,0,33.78,69.09,4.16,0,9.43,16.89,100.56,0,16.89,12.01,0,17.43,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.58,0,23.71,7.25,11.89,0,0,33.01,0,0,0,0,0,0,0,0

85,21:00-21:15,23,0,0,26.17,26.17,41.67,41.67,78.49,0,33.78,87.06,4.16,0,9.86,16.89,130.59,0,16.89,12.01,0,12.33,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.5,0,24.73,7.25,11.89,0,0,19.61,0,0,0,0,0,0,0,0

86,21:15-21:30,22.33,0,0,25.5,25.5,41.67,41.67,76.5,0,33.78,87.06,4.16,0,9.86,16.89,130.59,0,16.89,12.01,0,12.33,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.5,0,24.73,7.25,11.89,0,0,19.41,0,0,0,0,0,0,0,0

87,21:30-21:45,21.33,0,0,24.67,24.67,41.67,41.67,73.99,0,33.78,87.06,4.16,0,9.86,16.89,130.59,0,16.89,12.01,0,12.33,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.5,0,24.73,7.25,11.89,0,0,19.21,0,0,0,0,0,0,0,0

88,21:45-22:00,20.67,0,0,23.83,23.83,41.67,41.67,71.51,0,33.78,87.06,4.16,0,9.86,16.89,130.59,0,16.89,12.01,0,12.33,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.5,0,24.73,7.25,11.89,0,0,18.61,0,0,0,0,0,0,0,0

89,22:00-22:15,17.67,0,0,21.67,21.67,41.67,41.67,64.99,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.82,0,12.33,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.73,7.25,11.89,0,0,24.01,0,0,0,0,0,0,0,0

90,22:15-22:30,16.67,0,0,21.17,21.17,41.67,41.67,63.49,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.82,0,19.5,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.73,7.25,11.89,0,0,23.61,0,0,0,0,0,0,0,0

91,22:30-22:45,16,0,0,20.67,20.67,41.67,41.67,61.99,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.82,0,19.5,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.73,7.25,11.89,0,0,22.61,0,0,0,0,0,0,0,0

92,22:45-23:00,15,0,0,20.17,20.17,41.67,41.67,60.49,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.82,0,19.5,115.78,15.53,28.96,2.15,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.23,7.25,11.89,0,0,21.61,0,0,0,0,0,0,0,0

93,23:00-23:15,16.67,0,0,16.67,16.67,41.67,41.67,49.99,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.64,0,19.5,115.78,15.53,28.96,2.06,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,26.24,7.25,11.89,0,0,17.21,0,0,0,0,0,0,0,0

94,23:15-23:30,16.67,0,0,17.5,17.5,41.67,41.67,52.5,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.64,0,19.5,115.78,15.53,28.96,2.06,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.74,7.25,11.89,0,0,17.01,0,0,0,0,0,0,0,0

95,23:30-23:45,16.67,0,0,18.33,18.33,41.67,41.67,55.01,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.64,0,19.5,115.78,15.53,28.96,2.06,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.23,7.25,11.89,0,0,17.01,0,0,0,0,0,0,0,0

96,23:45-24:00,16.67,0,0,18.33,18.33,41.67,41.67,55.01,0,33.78,87.06,4.01,0,10.56,16.89,130.59,0,16.89,11.64,0,19.5,115.78,15.53,28.96,2.06,272.91,100.55,33.78,43.92,29.5,11.9,16.89,33.78,3.66,0,25.23,7.25,12.16,0,0,16.81,0,0,0,0,0,0,0,0

