Block,Time Block,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KGSU3AND4,KGSU1AND2,JHAJJAR,DHAULIGNGA,DULHASTI,CHAMERA3,FSTPP I & II,DADRT2,SALAL,SIMHST1,SINGRAULI_HYDRO,SINGRAULI,SIMHST2,SEWA2,SASAN,NTPL,NNTPP,RIHAND3,RSTPSU1TO6,RSTPSU7,RIHAND1,RIHAND2,RAPPB,RAPPC,PARBATI3,RAMPUR,KHSTPP-II,KHSTPP-I,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NLCEXP,MAPS,KUDGI,DADRI_CRF,DADRI_RF,DADRI_LF,AURY_CRF,ANTA_CRF,DADRI_GF,AURY_GF,ANTA_GF,AURY_LF,ANTA_LF,AURY_RF,ANTA_RF,KOTESHWR,KOLDAM,KISHANGANGA,KKNPPU2,KKNP,TALA,UNCHAHAR2,URI2,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,URI,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
70,17:15-17:30,14.43,3.2,11.7,0,0,0,626.91,7.63,31.7,0,11.15,657.04,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,67.49,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,40.78,4.27,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

71,17:30-17:45,14.43,7.69,13.51,0,0,0,629.32,7.75,31.7,6.12,11.15,656.71,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,89.99,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,40.78,4.27,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

72,17:45-18:00,14.43,38,26.98,0,0,0,629.32,15.37,31.7,27.95,11.15,657.04,1.35,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,112.48,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,4.27,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

73,18:00-18:15,14.43,38,26.98,0,0,0,629.32,30.87,31.7,27.95,11.15,656.71,8.94,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,112.48,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,4.27,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

74,18:15-18:30,14.43,38,26.98,0,0,0,629.32,32.15,31.7,27.95,11.15,656.71,40.23,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,112.48,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,18.11,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

75,18:30-18:45,14.43,38,26.98,0,0,0,629.32,32.15,31.7,27.95,11.15,656.71,40.23,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,112.48,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,18.11,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

76,18:45-19:00,14.43,38,26.98,0,0,0,629.32,32.15,31.7,27.95,11.15,657.04,40.23,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,112.48,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,18.11,0,0,25.38,1.6,0,0.24,0,59.86,0,19.77,0,0,0,0,0

77,19:00-19:15,14.43,38,23.55,0,0,0,578.69,15.37,31.7,27.95,11.15,615.35,40.23,0,0,121.16,0,10.14,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,3.67,0,95.09,43.49,91.08,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31,0,0,0,0,0,40.78,18.11,0,0,25.38,1.6,0,1.11,0,59.86,0,19.77,0,0,0,0,0

78,19:15-19:30,14.43,3.2,11.55,0,0,0,552.83,15.37,31.7,1.84,11.15,606.11,40.23,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,89.99,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,40.78,10.35,0,0,25.38,1.6,0,1.11,0,59.86,0,19.77,0,0,0,0,0

79,19:30-19:45,14.43,0,11.55,0,0,0,552.83,7.63,15.85,0,11.15,606.11,40.23,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,67.49,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0,0,0,0,0,40.78,10.35,0,0,25.38,25.48,0,1.11,0,59.86,0,19.77,0,0,0,0,0

80,19:45-20:00,14.43,0,0,0,0,0,533.6,0,15.85,0,11.15,606.11,8.94,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,40.99,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0,0,0,0,0,40.78,4.27,0,0,25.38,25.48,0,1.11,0,59.86,0,19.77,0,0,0,0,0

81,20:00-20:15,14.43,0,0,0,0,0,514.36,0,15.85,0,11.15,652.99,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,40.99,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,25.48,0,1.11,0,59.86,0,19.77,0,0,0,0,0

82,20:15-20:30,14.43,0,0,0,0,0,504.74,0,15.85,0,11.15,652.99,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,20.41,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,6.38,0,1.11,0,59.86,0,19.77,0,0,0,0,0

83,20:30-20:45,14.43,0,0,0,0,0,456.65,0,15.85,0,11.15,589.06,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,15.92,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,2.13,0,6.03,0,59.86,0,19.77,0,0,0,0,0

84,20:45-21:00,14.43,0,0,0,0,0,437.42,0,15.85,0,11.15,594.87,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,3.42,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,2.13,0,6.03,0,59.86,0,19.77,0,0,0,0,0

85,21:00-21:15,14.43,0,0,0,0,0,408.56,0,15.85,0,11.15,461.48,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,2.13,0,8.01,0,59.86,0,19.77,0,0,0,0,0

86,21:15-21:30,14.43,0,0,0,0,0,408.56,0,15.85,0,11.15,384.92,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,2.13,0,3.08,0,59.86,0,19.77,0,0,0,0,0

87,21:30-21:45,14.43,0,0,0,0,0,398.95,0,15.85,0,11.15,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,2.13,0,2.22,0,44.91,0,19.77,0,0,0,0,0

88,21:45-22:00,14.43,0,0,0,0,0,378.5,0,15.85,0,11.15,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,40.78,4.27,0,0,25.38,25.48,0,2.22,0,44.91,0,19.77,0,0,0,0,0

89,22:00-22:15,14.43,0,0,0,0,0,378.5,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,35.15,4.27,0,0,21.88,25.48,0,2.22,0,44.91,0,17.04,0,0,0,0,0

90,22:15-22:30,14.43,0,0,0,0,0,378.5,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,35.15,4.27,0,0,21.88,25.48,0,2.22,0,29.94,0,17.04,0,0,0,0,0

91,22:30-22:45,14.43,0,0,0,0,0,378.5,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,35.15,4.27,0,0,21.88,4.24,0,2.22,0,29.94,0,17.04,0,0,0,0,0

92,22:45-23:00,14.43,0,0,0,0,0,349.31,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,35.15,4.27,0,0,21.88,3.18,0,2.22,0,29.94,0,17.04,0,0,0,0,0

93,23:00-23:15,14.43,0,0,0,0,0,349.31,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,95.09,43.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,30.57,4.27,0,0,19.28,3.18,0,2.22,0,14.97,0,17.04,0,0,0,0,0

94,23:15-23:30,14.43,0,0,0,0,0,349.31,0,15.85,0,9.59,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,81.96,37.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,30.57,4.27,0,0,19.28,3.18,0,2.22,0,14.97,0,17.04,0,0,0,0,0

95,23:30-23:45,14.43,0,0,0,0,0,349.31,0,15.85,0,9.34,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,81.96,37.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,30.57,4.27,0,0,19.28,1.6,0,2.22,0,14.97,0,17.04,0,0,0,0,0

96,23:45-24:00,14.43,0,0,0,0,0,349.31,0,15.85,0,9.34,322.34,1.35,0,0,121.16,0,0,402.77,0,0,119.57,0,0,88.49,114.22,0,51.26,0,0,81.96,37.49,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,30.57,4.27,0,0,19.28,1.6,0,2.22,0,0,0,17.04,0,0,0,0,0

