Block,Time,BRBCL,CHAMERA3,KKNP,KOLDAM,KOTESHWR,NJPC,NNTPP,RIHAND1,TANAKPUR,URI,AURY_GF,AURY_LF,DADRI_GF,CHAMERA2,KGSU1AND2,NLCEXP,RSTPSU7,SEWA2,SINGRAULI,ANTA_LF,DADRI_LF,DADRI_RF,BSIUL,DULHASTI,KGSU3AND4,KKNPPU2,RAPPB,FSTPP I & II,KHSTPP-I,NAPP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_CRF,JHAJJAR,KISHANGANGA,NLCIIST2,TALA,TALST2,TANDA2,ANTA_RF,DADRI_CRF,RIHAND3,TEHRI,UNCHAHAR2,VALLURNTECL,AURY_RF,DADRT2,KHSTPP-II,NLCIIST1,NLCTS2EXP,NTPL,RSTPSU1TO6,SIMHST2,UNCHAHAR1,UNCHAHAR4,ANTA_GF,CHAMERA1,DHAULIGNGA,KUDGI,MAPS,PARBATI3,RAPPC,SALAL,SASAN,SIMHST1,UNCHAHAR3,URI2,AURY_CRF
63,15:30-15:45,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

64,15:45-16:00,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,41.16,0,124.32,0,42.4,0,69.5,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

65,16:00-16:15,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,604.31,0,0,0,0,0,40.11,0,124.32,0,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

66,16:15-16:30,15,0,0,0,8.87,23.39,0,92,7.68,2.21,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,0,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

67,16:30-16:45,15,0,0,0,8.87,39.78,0,92,7.68,1.33,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,14.93,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

68,16:45-17:00,15,9.68,0,0,8.87,39.78,0,92,7.68,1.33,0,0,0,2.4,0,0,0,2.67,139.68,0,21.92,65.76,0,16.48,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,14.93,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,12.78,418.77,0,26.39,4.57,0

69,17:00-17:15,15,9.68,0,0,8.87,61.56,0,92,6.4,1.33,0,0,0,2.4,0,0,0,2.67,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,14.93,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

70,17:15-17:30,15,9.68,0,0,8.87,80.49,0,92,6.4,1.33,0,0,0,8,0,0,0,2.67,139.68,0,21.92,65.76,1.1,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,29.87,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,11.85,18.23,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

71,17:30-17:45,15,19.36,0,0,8.87,99.43,0,92,6.4,1.33,0,0,0,12,0,0,0,7.19,139.68,0,21.92,65.76,6.52,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,46.69,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,28.1,27.48,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

72,17:45-18:00,15,29.06,0,0,9.86,140.34,0,92,6.4,1.33,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.11,0,124.32,62.24,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

73,18:00-18:15,15,29.06,0,0,9.86,140.34,0,92,6.4,4.41,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.63,0,124.32,62.24,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,0,51.9,26.73,418.77,0,26.39,4.57,0

74,18:15-18:30,15,29.06,0,0,9.86,140.34,0,92,6.4,39.19,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.63,0,124.32,62.24,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,0,51.9,79.38,418.77,0,26.39,4.57,0

75,18:30-18:45,15,29.06,0,0,9.86,140.34,0,92,11.91,39.19,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.63,0,124.32,62.24,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,0,51.9,79.38,418.77,0,26.39,4.57,0

76,18:45-19:00,15,29.06,0,0,9.86,140.34,0,92,11.91,4.41,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,40.95,0,124.32,62.24,42.4,0,70.05,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,2.55,51.9,79.38,418.77,0,26.39,4.57,0

77,19:00-19:15,15,29.06,0,0,9.86,140.34,0,92,6.4,1.66,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,62.24,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,6.36,51.9,79.38,418.77,0,26.39,4.57,0

78,19:15-19:30,15,29.06,0,0,9.86,140.34,0,92,6.4,1.66,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,62.24,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,33.1,51.9,26.73,418.77,0,26.39,4.57,0

79,19:30-19:45,15,29.06,0,0,9.86,140.34,0,92,6.4,1.66,0,0,0,39.51,0,0,0,15.81,139.68,0,21.92,65.76,19.56,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,62.24,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,42.15,37.65,0,0,33.1,51.9,12.78,418.77,0,26.39,4.57,0

80,19:45-20:00,15,19.36,0,0,8.87,105.12,0,92,6.4,1.66,0,0,0,26.34,0,0,0,8,139.68,0,21.92,65.76,1.1,49.43,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,62.24,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,28.1,27.48,0,0,33.1,51.9,2.33,418.77,0,26.39,4.57,0

81,20:00-20:15,15,9.68,0,0,8.87,80.49,0,92,6.4,1.66,0,0,0,13.06,0,0,0,8,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,62.24,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,28.1,18.23,0,0,33.1,51.9,2.33,418.77,0,26.39,4.57,0

82,20:15-20:30,15,9.68,0,0,8.87,61.56,0,92,6.4,1.66,0,0,0,2.4,0,0,0,8,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,46.69,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,12.01,9.11,0,0,33.1,51.9,2.33,418.77,0,26.39,4.57,0

83,20:30-20:45,15,9.68,0,0,8.87,39.78,0,92,7.68,3.31,0,0,0,2.4,0,0,0,8,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,46.69,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,12.01,9.11,0,0,33.1,51.9,2.33,418.77,0,26.39,4.57,0

84,20:45-21:00,15,9.68,0,0,8.87,39.78,0,92,7.68,39.19,0,0,0,2.4,0,0,0,8,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,46.69,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,5.09,51.9,2.33,418.77,0,26.39,4.57,0

85,21:00-21:15,15,9.68,0,0,8.87,39.78,0,92,7.68,39.19,0,0,0,2.4,0,0,0,7.87,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,46.69,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,2.55,51.9,2.33,418.77,0,26.39,4.57,0

86,21:15-21:30,15,9.68,0,0,8.87,39.78,0,92,7.68,3.31,0,0,0,2.4,0,0,0,2.67,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,46.69,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

87,21:30-21:45,15,0,0,0,8.87,39.78,0,92,7.68,1.66,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,30.81,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

88,21:45-22:00,15,0,0,0,8.87,39.78,0,92,7.68,1.66,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.16,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

89,22:00-22:15,15,0,0,0,8.87,39.78,0,92,7.68,1.66,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.68,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

90,22:15-22:30,15,0,0,0,8.87,23.39,0,92,7.68,1.66,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.68,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,4.57,0

91,22:30-22:45,15,0,0,0,8.87,23.39,0,92,8.33,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.68,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

92,22:45-23:00,15,0,0,0,8.87,23.39,0,92,8.33,39.19,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,41.68,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

93,23:00-23:15,15,0,0,0,8.87,23.29,0,92,8.33,5.52,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,42.74,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

94,23:15-23:30,15,0,0,0,8.87,21.78,0,92,8.33,3.31,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,42.74,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

95,23:30-23:45,15,0,0,0,8.87,21.78,0,92,6.4,3.31,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,42.74,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

96,23:45-24:00,15,0,0,0,8.87,21.78,0,92,6.4,3.31,0,0,0,2.4,0,0,0,0,139.68,0,21.92,65.76,0,32.96,0,0,0,20.8,44.31,41.65,0,118.76,0,0,0,502.31,0,0,0,0,0,42.74,0,124.32,29.87,42.4,0,70.16,341.57,148.3,0,0,0,0,0,20.56,0,0,0,9.11,0,0,0,51.9,2.33,418.77,0,26.39,18.83,0

