Time,Block,NR/2023/18183/A/2485,NR/2023/18074/A/2379,NR/2023/18204/A/2368,WR/2023/20914/A/2471,NR/2024/18228/C,WR/2023/20937/A/2483,Total
56,13:45-14:00,0.000000,0.770000,5.780000,0.000000,5.78,0.000000,12.33

57,14:00-14:15,0.000000,0.770000,5.780000,0.000000,5.78,0.000000,12.33

58,14:15-14:30,0.000000,0.770000,5.780000,0.000000,5.24,0.000000,11.79

59,14:30-14:45,0.000000,0.770000,5.780000,0.000000,4.9,0.000000,11.45

60,14:45-15:00,0.000000,0.770000,5.780000,0.000000,4.7,0.000000,11.25

61,15:00-15:15,0.000000,0.670000,5.780000,0.000000,4.35,0.000000,10.8

62,15:15-15:30,0.000000,0.670000,5.780000,0.000000,3.98,0.000000,10.43

63,15:30-15:45,0.000000,0.670000,5.780000,0.000000,3.57,0.000000,10.02

64,15:45-16:00,0.000000,0.670000,5.780000,0.000000,3.05,0.000000,9.5

65,16:00-16:15,0.000000,0.480000,5.780000,0.000000,2.47,0.000000,8.73

66,16:15-16:30,0.000000,0.480000,5.780000,0.000000,2.02,0.000000,8.28

67,16:30-16:45,0.000000,0.480000,5.780000,0.000000,1.54,0.000000,7.8

68,16:45-17:00,0.000000,0.480000,5.780000,0.000000,1.11,0.000000,7.37

69,17:00-17:15,0.000000,0.480000,5.780000,0.000000,0.71,0.000000,6.97

70,17:15-17:30,0.000000,0.480000,5.780000,0.000000,0.43,0.000000,6.69

71,17:30-17:45,0.000000,0.480000,5.780000,0.000000,0.22,0.000000,6.48

72,17:45-18:00,0.000000,0.480000,5.780000,0.000000,0.1,0.000000,6.36

73,18:00-18:15,0.000000,0.480000,5.780000,55.000000,0,25.000000,86.26

74,18:15-18:30,0.000000,0.480000,5.780000,55.000000,0,25.000000,86.26

75,18:30-18:45,0.000000,0.480000,5.780000,55.000000,0,25.000000,86.26

76,18:45-19:00,0.000000,0.480000,5.780000,55.000000,0,25.000000,86.26

77,19:00-19:15,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

78,19:15-19:30,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

79,19:30-19:45,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

80,19:45-20:00,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

81,20:00-20:15,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

82,20:15-20:30,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

83,20:30-20:45,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

84,20:45-21:00,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

85,21:00-21:15,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

86,21:15-21:30,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

87,21:30-21:45,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

88,21:45-22:00,158.480000,0.580000,5.780000,55.000000,0,25.000000,244.84

89,22:00-22:15,0.000000,0.480000,5.780000,55.000000,0,0.000000,61.26

90,22:15-22:30,0.000000,0.480000,5.780000,55.000000,0,0.000000,61.26

91,22:30-22:45,0.000000,0.480000,5.780000,55.000000,0,0.000000,61.26

92,22:45-23:00,0.000000,0.480000,5.780000,55.000000,0,0.000000,61.26

93,23:00-23:15,0.000000,0.480000,5.780000,0.000000,0,0.000000,6.26

94,23:15-23:30,0.000000,0.480000,5.780000,0.000000,0,0.000000,6.26

95,23:30-23:45,0.000000,0.480000,5.780000,0.000000,0,0.000000,6.26

96,23:45-24:00,0.000000,0.480000,5.780000,0.000000,0,0.000000,6.26

