Block,Time,BRBCL,KGSU1AND2,KOTESHWR,KUDGI,NAPP,NTPL,RAMPUR,SIMHST2,UNCHAHAR4,DADRI_RF,JHAJJAR,KKNPPU2,NLCIIST2,NNTPP,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,KHSTPP-I,MAPS,NLCIIST1,NLCTS2EXP,RAPPC,RAPPD,RSTPSU1TO6,SEWA2,TANAKPUR,VALLURNTECL,ANTA_GF,AURY_LF,BSIUL,CHAMERA1,FSTPP I & II,RSTPSU7,TALST2,ANTA_LF,CHAMERA3,DULHASTI,KGSU3AND4,NJPC,PARBATI3,SALAL,UNCHAHAR1,UNCHAHAR3,URI,DADRI_CRF,DADRI_GF,DADRT2,DHAULIGNGA,KHSTPP-II,KISHANGANGA,KOLDAM,PARBATI2,RIHAND3,TALA,ANTA_CRF,AURY_CRF,AURY_GF,CHAMERA2,KKNP,RAPPB,SASAN,SINGRAULI,TANDA2,URI2,AURY_RF,NLCEXP,RIHAND1,SIMHST1,TEHRI,UNCHAHAR2,ANTA_RF,DADRI_LF
22,05:15-05:30,20,0,10.43,0,25.9,0,4.89,0,1.9,100.46,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,35,59.5,0,123.21,36.83,0,21.64,27.18,49.68,0,0,548.92,21.88,148.3,8.63,2.23,37.57,130.79,0,0,0,0,48.81,0,0,376.88,150.34,3.5,38.1,80.77,0,97.23,0,11.56,43.9,51.83,0

23,05:30-05:45,20,0,10.43,0,25.9,0,4.89,0,1.9,100.46,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,35,59.5,0,123.21,38.36,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,30.06,130.79,0,0,0,0,48.81,0,0,382.5,150.34,5.7,38.1,80.77,0,97.23,0,23.11,45,51.83,0

24,05:45-06:00,20,0,10.43,0,25.9,0,4.89,0,1.9,100.46,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,38.36,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,30.06,130.79,0,0,0,0,48.81,0,0,388.12,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.83,0

25,06:00-06:15,20,0,10.43,0,25.9,0,4.89,0,1.9,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,38.36,0,21.64,27.18,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,393.75,150.34,3.5,38.1,80.77,0,97.23,0,34.67,43.9,51.83,0

26,06:15-06:30,20,0,10.43,0,25.9,0,4.89,0,1.9,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,38.36,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,399.38,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.83,0

27,06:30-06:45,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,38.36,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,405,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.83,0

28,06:45-07:00,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0.51,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,38.36,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,410.62,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.83,0

29,07:00-07:15,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.83,0

30,07:15-07:30,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,0,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,34.67,45,51.17,0

31,07:30-07:45,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,122.18,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,42.15,20.8,0,0,0,23.33,59.5,0,123.21,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,128.09,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,95.03,0,34.67,45,51.17,0

32,07:45-08:00,20,0,10.43,0,25.9,0,4.89,0,3.2,98.41,447.11,0,0,0,122.18,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,19.56,28.1,20.8,0,0,0,23.33,59.5,0,123.21,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,128.09,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,95.03,0,23.11,45,51.17,0

33,08:00-08:15,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,447.11,0,0,0,122.18,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,13.04,12.64,20.8,0,0,0,23.33,59.5,0,110.67,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,128.09,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,95.03,0,23.11,45,51.17,0

34,08:15-08:30,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,435.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,13.04,12.64,20.8,0,0,0,23.33,59.5,0,110.67,33.76,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,128.09,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,11.24,45,50.51,0

35,08:30-08:45,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,435.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,13.04,9.97,20.8,0,0,0,23.33,59.5,0,110.67,19.94,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,11.24,45,50.51,0

36,08:45-09:00,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,385.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,0,0,0,0,13.04,0,20.8,0,0,0,23.33,59.5,0,110.67,19.64,0,21.94,27.68,48.57,0,0,548.92,21.88,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

37,09:00-09:15,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,385.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,6.27,0,0,0,13.04,0,20.8,0,0,0,23.33,59.5,0,110.67,23.02,0,21.94,27.68,48.57,0,0,548.92,10.95,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

38,09:15-09:30,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,385.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,6.27,0,0,0,13.04,0,20.8,0,0,0,23.33,59.5,0,110.67,23.02,0,21.94,27.68,48.57,0,0,548.92,10.95,148.3,8.63,0,22.54,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

39,09:30-09:45,20,0,10.43,0,25.9,0,4.4,0,3.2,98.41,355.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,23.33,59.5,0,110.67,23.02,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

40,09:45-10:00,20,0,10.43,0,25.9,0,3.3,0,3.2,98.41,355.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,83.11,23.02,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

41,10:00-10:15,20,0,10.43,0,25.9,0,2.19,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,55.33,19.64,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,6.02,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,50.51,0

42,10:15-10:30,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,19.64,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,48.81,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

43,10:30-10:45,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

44,10:45-11:00,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

45,11:00-11:15,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

46,11:15-11:30,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,18.9,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

47,11:30-11:45,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

48,11:45-12:00,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,12.61,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

49,12:00-12:15,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,6.3,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,49.86,0

50,12:15-12:30,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,48.55,0

51,12:30-12:45,20,0,10.43,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,59.5,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,48.55,0

52,12:45-13:00,20,0,0,0,25.9,0,0,0,3.2,98.41,335.11,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,32.53,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,48.55,0

53,13:00-13:15,20,0,0,0,25.9,0,0,0,3.2,98.41,558.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,48.55,0

54,13:15-13:30,20,0,0,0,25.9,0,0,0,3.2,98.41,578.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.89,0

55,13:30-13:45,20,0,0,0,25.9,0,0,0,3.2,98.41,578.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.89,0

56,13:45-14:00,20,0,0,0,25.9,0,0,0,3.2,98.41,578.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

57,14:00-14:15,20,0,0,0,25.9,0,0,0,3.2,98.41,608.67,0,0,0,124.58,1,0,45.83,0,0,0,68.56,22.02,0,0,1.54,0,0,0,13.04,0,20.8,0,0,0,11.67,39.68,0,0,0,0,21.94,27.68,48.57,0,0,548.92,0,148.3,8.63,0,0,130.79,0,0,0,0,16.27,0,0,418.77,150.34,5.7,38.1,80.77,0,97.23,0,0,45,47.24,0

