Column1,Time,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6775,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/3733,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/02/1250,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/8058,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925
70,17:15-17:30,4,0,1.01,43.24,130.43,1.74,36.51,36.51,1.03,114.91,134.03,1.01,25.23,20.18,1,4.6,22.98,11.21,11,5.83,22,5.82,5.83,17.51,2.17,0,8.48,5.33,0.96,22,1,3,8,19.22,28.82,74.94,0,0,1.3,1.61,0,48.04,14.41,48.04,100.1,0,26.9,0,48.04

71,17:30-17:45,1,0,0.43,43.24,130.43,1.74,36.51,36.51,0.44,114.91,134.03,0.43,26.24,20.18,0,2.07,10.32,11.81,2,5.83,16.67,1.43,5.83,17.51,1.26,0,4.54,7.33,0.06,16.66,0,1,4,19.22,28.82,74.94,0,0,1.3,1.61,0,48.04,14.41,48.04,100.1,0,26.9,0,48.04

72,17:45-18:00,0,0,0.04,43.24,130.43,1.74,36.51,36.51,0.05,114.91,134.03,0.04,26.75,20.18,0,0.59,2.94,12.61,0,6.67,17.33,0,6.67,19.99,0.69,0,1.21,7.33,0.02,17.34,0,0,2,19.22,28.82,74.94,0,0,1.3,1.61,0,48.04,14.41,48.04,100.1,0,26.9,0,48.04

73,18:00-18:15,0,50,0.02,43.24,130.43,1.74,36.51,36.51,0.02,114.91,134.03,0.02,26.75,20.18,0,0.02,0.1,13.61,0,10,18,0,10,30,0,0,0.51,7.67,0,18,0,0,0,19.22,28.82,74.94,0,50,1.3,1.61,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

74,18:15-18:30,0,50,0.01,43.24,130.43,1.74,36.51,36.51,0.01,114.91,134.03,0.01,26.75,20.18,0,0,0,14.21,0,10.33,18.67,0,10.33,31.01,0,0,0.23,8,0,18.66,0,0,0,19.22,28.82,74.94,0,50,1.3,1.61,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

75,18:30-18:45,0,50,0,43.24,130.43,1.74,36.51,36.51,0,114.91,134.03,0,26.75,20.18,0,0,0,15.21,0,10.83,20,0,10.83,32.51,0,0,0,8,0,20,0,0,0,19.22,28.82,74.94,0,50,1.3,1.61,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

76,18:45-19:00,0,50,0,43.24,130.43,1.74,36.51,36.51,0,114.91,134.03,0,26.24,20.18,0,0,0,15.81,0,11.67,21.67,0,11.67,34.99,0,0,0,8.33,0,21.66,0,0,0,19.22,28.82,74.94,0,50,1.3,1.61,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

77,19:00-19:15,0,50,0,43.24,130.43,1.74,36.51,36.51,0,114.91,134.03,0,26.24,20.18,0,0,0,16.41,0,12,23.33,0,12,36,0,0,0,8.67,0,23.34,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

78,19:15-19:30,0,50,0,43.24,130.43,1.74,36.51,36.51,0,114.91,134.03,0,25.74,20.18,0,0,0,17.01,0,12.5,25,0,12.5,37.5,0,0,0,9,0,25,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

79,19:30-19:45,0,50,0,43.24,130.43,1.74,36.51,36.51,0,114.91,134.03,0,25.74,20.18,0,0,0,12.01,0,10.83,21.67,0,10.83,32.51,0,0,0,9.33,0,21.66,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

80,19:45-20:00,0,50,0,43.24,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.74,20.18,0,0,0,12.41,0,11.5,25,0,11.5,34.5,0,0,0,9.33,0,25,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,14.41,48.04,100.1,30,26.9,0,48.04

81,20:00-20:15,0,50,0,43.24,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.74,20.18,0,0,0,16.81,0,10.83,26.67,0,10.83,32.51,0,0,0,8.33,0,26.66,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

82,20:15-20:30,0,50,0,43.24,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.74,20.18,0,0,0,17.21,0,11.17,28.33,0,11.17,33.49,0,0,0,9,0,28.34,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

83,20:30-20:45,0,50,0,43.24,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.74,20.18,0,0,0,17.61,0,10,32.67,0,10,30,0,0,0,10,0,32.66,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

84,20:45-21:00,0,50,0,43.24,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.74,20.18,0,0,0,18.01,0,10.33,32.33,0,10.33,31.01,0,0,0,10,0,32.34,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

85,21:00-21:15,0,50,0,36.51,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.23,20.18,0,0,0,18.41,0,10.83,37.67,0,10.83,32.51,0,0,0,10,0,37.66,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

86,21:15-21:30,0,50,0,36.51,130.43,1.74,36.51,36.51,0,65.93,134.03,0,25.23,20.18,0,0,0,18.41,0,12.5,39.67,0,12.5,37.5,0,0,0,10,0,39.66,0,0,0,19.22,28.82,74.94,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

87,21:30-21:45,0,50,0,36.51,130.43,1.74,36.51,36.51,0,70.07,134.03,0,25.23,20.18,0,0,0,14.01,0,8.33,26.67,0,8.33,25.01,0,0,0,9,0,26.66,0,0,0,19.22,28.82,86.66,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

88,21:45-22:00,0,50,0,36.51,130.43,1.74,36.51,36.51,0,70.07,134.03,0,25.23,20.18,0,0,0,14.41,0,8.67,27.33,0,8.67,25.99,0,0,0,9,0,27.34,0,0,0,19.22,28.82,86.66,0,50,1.22,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

89,22:00-22:15,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,134.03,0,25.23,20.18,0,0,0,14.61,0,9,33,0,9,27,0,0,0,12.33,0,33,0,0,0,19.22,28.82,86.66,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

90,22:15-22:30,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,134.03,0,25.23,20.18,0,0,0,15.01,0,9.33,33.67,0,9.33,28.01,0,0,0,12,0,33.66,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

91,22:30-22:45,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,134.03,0,25.23,20.18,0,0,0,15.61,0,12.33,34.33,0,12.33,37.01,0,0,0,12,0,34.34,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

92,22:45-23:00,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,134.03,0,25.23,20.18,0,0,0,16.41,0,12,35,0,12,36,0,0,0,12,0,35,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

93,23:00-23:15,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,134.03,0,25.23,20.18,0,0,0,16.61,0,11.67,41.67,0,11.67,34.99,0,0,0,11.67,0,41.66,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

94,23:15-23:30,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,115.3,0,25.23,20.18,0,0,0,16.21,0,11.67,42.67,0,11.67,34.99,0,0,0,11.33,0,42.66,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

95,23:30-23:45,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,96.08,0,25.23,20.18,0,0,0,16.01,0,11.67,43.33,0,11.67,34.99,0,0,0,11.33,0,43.34,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

96,23:45-24:00,0,0,0,28.82,130.43,1.74,28.82,28.82,0,70.07,74.71,0,25.23,20.18,0,0,0,15.61,0,11.67,44,0,11.67,34.99,0,0,0,11,0,44,0,0,0,19.22,28.82,74.49,0,50,1.14,1.57,0,48.04,8.65,48.04,100.1,30,26.9,0,48.04

