Block,Time,L_NR_2020_02,SH-06,L_NR_2019_11,LT-31,LT-59,L_NR_2019_07,L_NR_2012_01,L_NR_2021_12,L_NR_2019_05,L_NR_2020_05,L_NR_2018_61,L_NR_2023_04,LT-35,L_NR_2020_06,L_NR_2021_15,LT-36,L_NR_2020_07,L_NR_2023_07,LT-05,L_NR_2019_06,L_NR_2012_02,L_NR_2022_08,L_NR_2022_09,L_NR_2021_13,L_NR_2021_14,L_NR_2019_19,L_NR_2022_10,L_NR_2021_17,L_NR_2012_04,L_NR_2021_16,L_NR_2023_10,SH-07,L_NR_2012_07
6,01:15-01:30,8.370000,30.950000,9.850000,0.000000,10.350000,0,101.320000,0,0,100.18,8,28.770000,0.000000,33.39,0,0.000000,33.39,0,116.090000,0,174.110000,30.46,67.34,0,0,0,67.34,0,272.050000,0,0,30.950000,74.170000

7,01:30-01:45,8.370000,30.950000,9.850000,0.000000,10.350000,0,101.320000,0,0,88.81,8,28.770000,0.000000,29.6,0,0.000000,29.6,0,116.090000,0,174.110000,25.5,68.28,0,0,0,68.28,0,272.050000,0,0,30.950000,74.170000

8,01:45-02:00,8.370000,30.950000,9.850000,0.000000,10.350000,0,101.320000,0,0,89.11,8,28.770000,0.000000,29.7,0,0.000000,29.7,0,116.090000,0,174.110000,25.56,65.01,0,0,0,65.01,0,272.050000,0,0,30.950000,74.170000

9,02:00-02:15,8.180000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,89.46,8,28.770000,0.000000,29.82,0,0.000000,29.81,0,116.090000,0,174.110000,25.98,64.98,0,0,0,64.98,0,272.050000,0,0,30.950000,74.170000

10,02:15-02:30,8.180000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,90.34,8,28.770000,0.000000,30.11,0,0.000000,30.12,0,116.090000,0,174.110000,26.29,66.03,0,0,0,66.03,0,272.050000,0,0,30.950000,74.170000

11,02:30-02:45,8.180000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,91.3,8,28.770000,0.000000,30.43,0,0.000000,30.44,0,116.090000,0,174.110000,26.41,66.13,0,0,0,66.13,0,272.050000,0,0,30.950000,74.170000

12,02:45-03:00,8.180000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,92.57,8.08,28.770000,0.000000,30.86,0,0.000000,30.86,0,116.090000,0,174.110000,26.66,65.62,0,0,0,65.62,0,272.050000,0,0,30.950000,74.170000

13,03:00-03:15,8.000000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,93.18,7.83,27.800000,0.000000,31.06,0,0.000000,31.05,0,116.090000,0,174.110000,26.5,64.31,0,0,0,64.31,0,272.050000,0,0,30.950000,61.910000

14,03:15-03:30,8.000000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,93.71,7.4,27.800000,0.000000,31.24,0,0.000000,31.23,0,116.090000,0,174.110000,26.12,64,0,0,0,64,0,272.050000,0,0,30.950000,56.100000

15,03:30-03:45,8.000000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,87.5,7.4,27.800000,0.000000,29.17,0,0.000000,29.16,0,116.090000,0,174.110000,22.99,66.79,0,0,0,66.79,0,272.050000,0,0,30.950000,56.100000

16,03:45-04:00,8.000000,30.950000,9.690000,0.000000,10.350000,0,101.320000,0,0,87.5,7.4,27.800000,0.000000,29.17,0,0.000000,29.16,0,116.090000,0,174.110000,23.25,66.54,0,0,0,66.54,0,272.050000,0,0,30.950000,56.100000

17,04:00-04:15,7.820000,30.950000,9.540000,0.000000,10.350000,0,101.320000,0,0,87.5,7.4,27.800000,0.000000,29.17,0,0.000000,29.16,0,116.090000,0,159.300000,23.14,66.09,0,0,0,66.09,0,272.050000,0,0,30.950000,56.100000

18,04:15-04:30,7.820000,30.950000,9.540000,0.000000,10.350000,0,101.320000,0,0,87.5,7.4,27.800000,0.000000,29.17,0,0.000000,29.16,0,116.090000,0,145.100000,22.71,65.41,0,0,0,65.41,0,272.050000,0,0,30.950000,56.100000

19,04:30-04:45,7.820000,9.080000,9.540000,0.000000,10.200000,0,101.320000,0,0,87.5,7.4,27.800000,0.000000,29.17,0,0.000000,29.16,0,116.090000,0,145.100000,22.58,66.63,0,0,0,66.63,0,272.050000,0,0,30.950000,56.100000

20,04:45-05:00,7.820000,9.080000,9.540000,0.000000,10.200000,0,101.320000,0,0,72.68,7.4,27.800000,0.000000,24.23,0,0.000000,24.21,0,116.090000,0,145.100000,22.58,56.78,0,0,0,56.78,0,272.050000,0,0,30.950000,56.100000

21,05:00-05:15,7.820000,9.080000,9.540000,0.000000,10.200000,0,101.320000,0,0,72.85,7.4,28.820000,0.000000,24.28,0,0.000000,24.29,0,116.090000,0,145.100000,18.78,56.02,0,0,0,56.02,0,272.050000,0,0,30.950000,56.100000

22,05:15-05:30,7.820000,9.080000,9.540000,0.000000,10.200000,0,101.320000,0,0,72.11,7.4,28.820000,0.000000,24.04,0,0.000000,24.03,0,116.090000,0,145.100000,18.74,56.22,0,0,0,56.22,0,272.050000,0,0,30.950000,56.100000

23,05:30-05:45,7.820000,9.080000,9.230000,0.000000,9.570000,0,101.320000,0,0,72.81,7.4,28.820000,0.000000,24.27,0,0.000000,24.26,0,116.090000,0,145.100000,18.81,56.34,0,0,0,56.34,0,272.050000,0,0,30.950000,56.100000

24,05:45-06:00,7.820000,9.080000,9.230000,0.000000,9.570000,0,101.320000,0,0,74.18,7.4,28.820000,0.000000,24.73,0,0.000000,24.73,0,116.090000,0,145.100000,18.71,57.05,0,0.18,0,57.05,0.33,272.050000,0.67,0,30.950000,56.100000

25,06:00-06:15,7.630000,9.080000,9.230000,0.000000,9.570000,1.82,101.320000,0,4.32,78.06,7.4,28.820000,0.000000,26.02,0,0.000000,26.01,0,116.090000,4.05,145.760000,19.86,58.3,0,1.66,1.8525,58.3,1,272.050000,2,0,30.950000,56.100000

26,06:15-06:30,7.630000,9.080000,9.230000,0.040000,9.570000,6.46,101.320000,0.1,8.64,78.57,7.4,28.820000,0.040000,26.19,0.27,0.040000,26.2,1.74,116.090000,8.8,157.370000,19.95,57.79,0.02,3.79,6.01575,57.79,1.67,272.050000,3.33,0.74,30.950000,56.100000

27,06:30-06:45,7.630000,9.080000,9.230000,0.250000,9.570000,10.14,101.320000,7.04,15.55,76.97,7.4,28.820000,0.250000,25.66,0.8,0.250000,25.65,5.96,116.090000,14.96,174.110000,20.2,45.29,1.41,6.53,11.08575,45.29,2,272.050000,4,2.55,30.950000,56.100000

28,06:45-07:00,7.630000,9.080000,9.230000,0.590000,9.570000,19.84,101.320000,11.42,24.19,75.6,7.4,28.820000,0.590000,25.2,2.02,0.610000,25.21,12.15,116.090000,28.16,167.040000,20.55,43.42,2.28,9.75,16.77,43.42,3.33,272.050000,6.67,5.21,30.950000,56.100000

29,07:00-07:15,7.490000,9.080000,9.080000,1.090000,9.570000,28.49,101.320000,22.1,28.48,77.64,7.4,28.820000,1.090000,25.88,3.87,1.120000,25.89,20.18,116.090000,28.48,162.210000,20.78,43.13,4.42,13.28,23.1075,43.13,4.33,272.050000,8.67,8.65,30.950000,56.100000

30,07:15-07:30,7.490000,9.080000,9.080000,1.750000,9.570000,28.81,101.320000,33.38,28.82,77.4,7.4,28.820000,1.750000,25.8,6.5,1.790000,25.8,29.69,116.090000,28.82,168.980000,21.2,45.12,6.67,18.07,30.39075,45.12,6.67,272.050000,13.33,12.73,30.950000,56.100000

31,07:30-07:45,8.100000,9.080000,9.080000,2.440000,9.570000,29.49,101.320000,44.04,29.48,75.71,7.4,28.820000,2.440000,25.24,9.76,2.490000,25.23,40.62,116.090000,29.48,155.440000,20.59,44.99,8.81,19.22,38.28825,44.99,9,272.050000,18,17.41,30.950000,56.100000

32,07:45:08:00,8.100000,9.080000,9.080000,3.260000,9.570000,29.65,101.320000,54.11,29.65,77.35,7.4,28.820000,3.260000,25.78,13.38,3.340000,25.78,56,116.090000,29.65,145.100000,24.18,54.11,10.82,25.57,46.82925,54.11,10.67,272.050000,21.33,24,30.950000,56.100000

33,08:00-08:15,8.100000,9.080000,9.080000,4.300000,9.570000,31.19,101.320000,67.48,31.18,98.32,7.4,28.820000,4.300000,32.78,17.27,4.400000,32.77,66.5,116.090000,31.18,145.100000,24.21,60.86,13.5,28.33,55.31175,60.86,12.67,272.050000,25.33,28.5,30.950000,56.100000

34,08:15-08:30,8.100000,9.080000,9.080000,5.330000,9.570000,31.19,101.320000,80.06,31.18,99.32,7.4,28.820000,5.330000,33.11,21.17,5.460000,33.11,77,116.090000,31.18,145.100000,26.33,61.7,16.01,35.05,63.3945,61.7,14.33,272.050000,28.67,33,30.950000,56.100000

35,08:30-08:45,8.100000,9.080000,9.080000,6.370000,9.570000,31.51,101.320000,95.28,31.52,99.82,7.4,27.800000,6.370000,33.27,24.87,6.520000,33.29,87.5,116.090000,31.52,145.100000,28.51,62.84,19.05,33.33,70.941,62.84,16.33,272.050000,32.67,37.5,30.950000,56.100000

36,08:45:09:00,8.100000,9.080000,9.080000,7.380000,9.570000,31.51,101.320000,111.1,31.52,101.21,7.4,27.800000,7.380000,33.74,28.21,7.560000,33.73,98,116.090000,31.52,145.100000,31.77,63.42,22.22,36.67,78.039,63.42,19,272.050000,38,42,30.950000,56.100000

37,09:00:09:15,7.900000,9.080000,8.930000,8.100000,9.570000,31.85,101.320000,127.48,31.85,106.14,7.4,28.820000,8.100000,35.38,31.35,8.300000,35.38,108.5,116.090000,31.85,145.100000,33.6,73.18,25.49,41.67,84.6885,73.18,21.66,272.050000,43.34,46.5,30.950000,56.100000

38,09:15-09:30,7.900000,9.080000,8.930000,10.380000,9.570000,31.85,101.320000,143.29,31.85,108.83,7.4,28.820000,10.380000,36.28,34.21,10.640000,36.28,119,116.090000,31.85,145.100000,34.84,75.54,28.66,46.67,90.909,75.54,24.33,272.050000,48.67,51,30.950000,56.100000

39,09:30-09:45,7.900000,9.080000,8.930000,11.260000,9.570000,32.54,101.320000,141.05,32.53,112.5,7.4,0.000000,11.260000,37.5,34.72,11.550000,37.5,129.5,116.090000,32.53,145.100000,35.45,75.62,28.21,53.33,96.49575,75.62,25.33,272.050000,50.67,55.5,30.950000,56.100000

40,09:45-10:00,7.900000,9.080000,8.930000,11.920000,9.570000,32.54,101.320000,153.23,32.53,112.5,7.4,0.000000,11.920000,37.5,37.03,12.220000,37.5,140,116.090000,32.53,145.100000,35.86,76,30.65,60,101.3025,76,27.33,272.050000,54.67,60,30.950000,56.100000

41,10:00-10:15,7.630000,24.070000,8.930000,12.720000,9.720000,32.54,101.320000,166.03,32.53,112.5,7.4,0.000000,12.720000,37.5,39.12,13.050000,37.5,150.5,116.090000,32.53,145.100000,36.23,75.8,33.2,66.67,106.197,75.8,29.33,272.050000,58.67,64.5,30.950000,56.100000

42,10:15-10:30,7.630000,24.070000,8.930000,13.360000,9.720000,32.54,101.320000,172.81,32.53,112.5,7.4,0.000000,13.360000,37.5,40.4,13.690000,37.5,161,116.090000,32.53,145.100000,36.86,75.8,34.56,73.33,111.41325,75.8,31.66,272.050000,63.34,69,30.950000,56.100000

43,10:30-10:45,7.630000,24.070000,8.930000,13.900000,9.720000,32.54,101.320000,141.88,32.53,112.5,7.4,0.000000,13.900000,37.5,41.3,14.240000,37.5,168,116.090000,32.53,145.100000,37.78,75.71,28.37,78.33,116.571,75.71,32.66,272.050000,65.34,72,30.950000,56.100000

44,10:45-11:00,7.630000,24.070000,8.930000,14.240000,9.720000,32.66,101.320000,150.21,32.67,112.5,7.4,0.000000,14.240000,37.5,42,14.590000,37.5,175,116.090000,32.67,145.100000,38.19,75.93,30.04,82.33,121.74825,75.93,34.33,272.050000,68.67,75,30.950000,56.100000

45,11:00-11:15,7.630000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,162.71,32.67,120,7.4,28.820000,14.590000,40,43,14.960000,40,175,70.560000,32.67,145.100000,38.45,75.92,32.54,85,126.25275,75.92,34.33,272.050000,68.67,75,30.950000,56.100000

46,11:15-11:30,7.630000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,175.21,32.67,120,7.4,28.820000,14.590000,40,43.5,14.960000,40,178.5,70.560000,32.67,145.100000,39.14,76,35.04,86,129.6555,76,36,272.050000,72,76.5,30.950000,56.100000

47,11:30-11:45,7.630000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,183.54,32.67,120,7.4,28.820000,14.590000,40,44.5,14.960000,40,178.5,70.560000,32.67,145.100000,39.43,76,36.71,87.03,133.03875,76,36,272.050000,72,76.5,30.950000,56.100000

48,11:45-12:00,7.630000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,191.88,32.67,120,7.4,28.820000,14.590000,40,44.5,14.960000,40,178.5,70.560000,32.67,145.100000,39.87,76,38.37,87.2,136.227,76,36,272.050000,72,76.5,30.950000,56.100000

49,12:00-12:15,7.350000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,191.88,32.67,120,16.14,27.850000,14.590000,40,44.5,14.960000,40,178.5,66.400000,32.67,145.100000,40,76,38.37,87.53,138.294,76,36,272.050000,72.01,76.5,30.950000,56.100000

50,12:15-12:30,7.350000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,191.88,32.67,120,19.08,27.850000,14.590000,40,39,14.960000,40,178.5,66.400000,32.67,145.100000,40,76,38.37,87.63,141.1605,76,36,272.050000,72,76.5,30.950000,56.100000

51,12:30-12:45,7.720000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,227.97,32.67,120,21.46,27.850000,14.590000,40,39.5,14.960000,40,171.5,66.400000,32.67,145.100000,40,76.67,45.59,87.33,142.5645,76.67,34.33,272.050000,68.67,73.5,30.950000,41.090000

52,12:45-13:00,7.720000,25.560000,8.770000,14.590000,9.720000,32.66,101.320000,227.97,32.67,120,24.36,27.850000,14.590000,40,40,14.960000,40,171.5,66.400000,32.67,145.100000,40,76.67,45.59,87.67,141.71625,76.67,34.33,272.050000,68.67,73.5,30.950000,41.090000

53,13:00-13:15,7.720000,25.560000,8.930000,14.590000,9.720000,32.66,101.320000,227.97,32.67,120,27.4,29.780000,14.590000,40,40,14.960000,40,171.5,66.400000,32.67,145.100000,40,76.67,45.59,87.3,139.6785,76.67,34.33,272.050000,68.67,73.5,30.950000,41.090000

54,13:15-13:30,7.720000,25.560000,8.930000,14.590000,9.720000,32.66,101.320000,227.97,32.67,120,27.8,29.780000,14.590000,40,40,14.960000,40,171.5,66.400000,32.67,145.100000,40,76.67,45.59,86.97,136.812,76.67,34.33,272.050000,68.67,73.5,30.950000,41.090000

55,13:30-13:45,7.720000,25.560000,8.930000,14.590000,9.720000,32.66,101.320000,227.97,32.67,120,27.78,29.780000,14.590000,40,40,14.960000,40,171.5,66.400000,32.67,145.100000,40,76.67,45.59,86.53,131.8395,76.67,34.33,272.050000,68.67,73.5,30.950000,41.090000

56,13:45-14:00,7.720000,25.560000,8.930000,14.260000,9.720000,32.66,101.320000,227.97,32.67,120,26.7,29.780000,14.260000,40,38.81,14.610000,40,168,66.400000,32.67,145.100000,40,76.67,45.59,85.3,126.97425,76.67,34.33,272.050000,68.67,72,30.950000,41.090000

57,14:00-14:15,7.860000,25.500000,8.700000,13.960000,9.720000,32.66,101.320000,229.63,32.67,120,26.75,0.000000,13.960000,40,38.08,14.310000,40,164.5,116.090000,32.67,145.100000,40,76.67,45.93,84.67,121.94325,76.67,32.66,272.050000,65.34,70.5,30.950000,56.100000

58,14:15-14:30,7.860000,25.500000,8.700000,13.710000,9.720000,32.66,101.320000,229.63,32.67,120,26.06,0.000000,13.710000,40,37.41,14.060000,40,161,116.090000,32.67,145.100000,40,76.67,45.93,83.13,116.34675,76.67,31.33,272.050000,62.67,69,30.950000,56.100000

59,14:30-14:45,7.860000,15.850000,8.700000,13.340000,9.720000,32.66,101.320000,229.63,32.67,120,25.74,0.000000,13.340000,40,36.77,13.680000,40,157.5,116.090000,32.67,145.100000,40,76.67,45.93,81,110.526,76.67,30.33,272.050000,60.67,67.5,30.950000,56.100000

60,14:45-15:00,7.860000,25.500000,8.700000,12.760000,9.720000,32.66,101.320000,222.62,32.67,120,24.86,0.000000,12.760000,40,36.08,13.070000,40,150.5,116.090000,32.67,145.100000,40,76.67,44.52,77.8,104.6175,76.67,29.66,272.050000,59.34,64.5,30.950000,56.100000

61,15:00-15:15,8.100000,25.500000,8.700000,12.340000,9.960000,32.66,101.320000,211.73,32.67,120,23.66,27.850000,12.340000,40,35.33,12.650000,40,143.5,116.090000,32.67,147.700000,40,76.67,42.34,74.33,98.48475,76.67,27.33,272.050000,54.67,61.5,30.950000,56.100000

62,15:15-15:30,8.100000,15.850000,8.700000,11.950000,9.960000,32.66,101.320000,198.85,32.67,120,21.88,27.850000,11.950000,40,34.45,12.240000,40,136.5,116.090000,32.67,174.110000,39.15,76.67,39.77,70.57,91.81575,76.67,26,272.050000,52.01,58.5,30.950000,56.100000

63,15:30-15:45,8.100000,15.850000,8.700000,11.190000,9.490000,32.66,101.320000,186.44,32.67,120,21.42,27.850000,11.190000,40,33.26,11.470000,40,129.5,116.090000,32.67,174.110000,39.15,76.67,37.29,66.57,84.6885,76.67,24.66,272.050000,49.34,55.5,30.950000,74.170000

64,15:45-16:00,8.100000,15.850000,8.700000,10.250000,9.490000,32.66,101.320000,174.15,32.67,120,20.71,27.850000,10.250000,40,31.7,10.510000,40,119,116.090000,32.67,174.110000,39.15,76.67,34.83,62.27,76.9275,76.67,23.33,272.050000,46.67,51,30.950000,74.170000

65,16:00-16:15,8.280000,30.950000,8.930000,9.650000,9.490000,32.66,101.320000,156.31,32.67,120,19.87,29.780000,9.650000,40,29.79,9.890000,40,108.5,116.090000,32.67,174.110000,39.15,76.67,31.26,57.1,68.5425,76.67,21.33,272.050000,42.67,46.5,30.950000,74.170000

66,16:15-16:30,8.280000,30.950000,8.930000,8.770000,9.490000,32.66,101.320000,141.53,32.67,120,19.73,29.780000,8.770000,40,27.6,8.990000,40,94.5,116.090000,32.67,174.110000,39.15,76.67,28.31,52.3,59.7285,76.67,19.33,272.050000,38.67,40.5,30.950000,74.170000

67,16:30-16:45,7.440000,30.950000,8.930000,7.620000,9.490000,32.66,101.320000,112.68,32.67,120,19.54,29.780000,7.620000,40,25.03,7.810000,40,87.5,116.090000,32.67,174.110000,39.15,76.67,22.53,47,50.856,76.67,17.66,272.050000,35.34,37.5,30.950000,74.170000

68,16:45-17:00,7.440000,30.950000,8.930000,6.590000,9.490000,25.83,101.320000,101.05,33,120,17.59,29.780000,6.590000,40,22.1,6.750000,40,77,116.090000,33,174.110000,39.15,76.67,20.21,41.07,42.1005,76.67,15.67,272.050000,31.33,33,30.950000,74.170000

69,17:00-17:15,7.630000,30.950000,8.930000,5.510000,9.640000,11.88,101.320000,82.95,31.1,120,20.07,26.760000,5.510000,40,18.89,5.640000,40,66.63,116.090000,33,174.110000,39.15,76.67,16.59,35.2,33.2475,76.67,15.67,272.050000,31.33,28.55,30.950000,74.170000

70,17:15-17:30,7.630000,30.950000,8.930000,4.690000,9.640000,4.31,101.320000,76.43,21.6,120,19.73,26.760000,4.690000,40,15.44,4.800000,40,51.41,116.090000,30.1,174.110000,39.15,76.67,15.28,29.77,24.843,76.67,15.67,272.050000,31.33,22.03,30.950000,74.170000

71,17:30-17:45,7.630000,30.950000,8.930000,3.730000,9.890000,1.08,101.320000,60.62,12.96,120,19.28,26.760000,3.730000,40,11.86,3.830000,40,37.82,116.090000,18.62,174.110000,39.15,76.67,12.12,24.27,17.4525,76.67,13.67,272.050000,27.33,16.21,30.950000,74.170000

72,17:45-18:00,7.630000,30.950000,8.930000,2.870000,9.890000,0.05,101.320000,46.56,8.64,120,18.66,26.760000,2.870000,40,8.32,2.950000,40,26.53,116.090000,9.72,174.110000,39.15,76.67,9.31,19.17,11.505,76.67,11,272.050000,22,11.37,30.950000,74.170000

73,18:00-18:15,7.820000,30.950000,9.080000,2.060000,9.890000,0,101.320000,28.5,0,120,18.26,28.690000,2.060000,40,6.28,2.110000,40,16.76,116.090000,0,174.110000,39.15,76.67,5.7,14.43,6.60075,76.67,7.67,272.050000,15.33,7.18,30.950000,74.170000

74,18:15-18:30,7.820000,30.950000,9.080000,1.590000,9.890000,0,101.320000,19.03,0,120,17.27,28.690000,1.590000,40,4.03,1.640000,40,9.12,116.090000,0,174.110000,39.15,76.36,3.81,10.47,3.237,76.36,5.33,272.050000,10.67,3.91,30.950000,74.170000

75,18:30-18:45,7.820000,30.950000,9.230000,0.650000,9.890000,0,101.320000,12.18,0,117.82,21.94,28.690000,0.650000,39.27,2.44,0.670000,39.29,4.4,116.090000,0,174.110000,33.82,75.75,2.43,6.4,1.053,75.75,4.33,272.050000,8.67,1.88,30.950000,74.170000

76,18:45-19:00,7.820000,30.950000,9.230000,0.340000,9.890000,0,101.320000,6.83,0,116.62,21.53,28.690000,0.340000,38.88,1.3,0.350000,38.87,1.43,116.090000,0,174.110000,32.87,74.81,1.36,0.33,0,74.81,3,272.050000,6,0.61,30.950000,74.170000

77,19:00-19:15,7.900000,30.950000,9.230000,0.070000,9.890000,0,101.320000,2.48,0,114.25,21.13,29.660000,0.070000,38.08,0.32,0.080000,38.09,0.09,116.090000,0,174.110000,31.88,73.79,0.5,0.03,0,73.79,1.67,272.050000,3.33,0.04,30.950000,74.170000

78,19:15-19:30,7.900000,30.240000,9.230000,0.000000,9.890000,0,101.320000,0.6,0,110.01,20.53,29.660000,0.000000,36.67,0,0.000000,36.68,0,116.090000,0,174.110000,31.21,72.66,0.12,0,0,72.66,0.33,272.050000,0.67,0,30.240000,74.170000

79,19:30-19:45,7.900000,29.500000,9.230000,0.000000,9.890000,0,101.320000,0,0,101.5,19.73,29.660000,0.000000,33.83,0,0.000000,33.85,0,116.090000,0,174.110000,27.53,66.88,0,0,0,66.88,0,272.050000,0,0,29.500000,74.170000

80,19:45-20:00,7.900000,29.500000,9.230000,0.000000,9.890000,0,101.320000,0,0,98.08,19.13,29.660000,0.000000,32.69,0,0.000000,32.7,0,116.090000,0,174.110000,27.14,66.21,0,0,0,66.21,0,272.050000,0,0,29.500000,74.170000

81,20:00-20:15,7.900000,29.500000,9.080000,0.000000,9.890000,0,101.320000,0,0,97.94,15.58,29.660000,0.000000,32.65,0,0.000000,32.64,0,116.090000,0,174.110000,26.89,65.54,0,0,0,65.54,0,272.050000,0,0,29.500000,74.170000

82,20:15-20:30,7.900000,29.500000,9.080000,0.000000,9.890000,0,101.320000,0,0,94.86,15.16,29.660000,0.000000,31.62,0,0.000000,31.63,0,116.090000,0,174.110000,26.36,64.88,0,0,0,64.88,0,272.050000,0,0,29.500000,74.170000

83,20:30-20:45,7.900000,29.500000,9.080000,0.000000,9.890000,0,101.320000,0,0,93.89,14.7,29.660000,0.000000,31.3,0,0.000000,31.29,0,116.090000,0,174.110000,25.61,63.59,0,0,0,63.59,0,272.050000,0,0,29.500000,74.170000

84,20:45-21:00,7.900000,29.500000,9.080000,0.000000,9.890000,0,101.320000,0,0,92.82,14.43,29.660000,0.000000,30.94,0,0.000000,30.93,0,116.090000,0,174.110000,25.46,62.63,0,0,0,62.63,0,272.050000,0,0,29.500000,74.170000

85,21:00-21:15,7.720000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,91.82,14.37,29.660000,0.000000,30.6,0,0.000000,30.61,0,116.090000,0,174.110000,25.08,61.97,0,0,0,61.97,0,272.050000,0,0,29.500000,74.170000

86,21:15-21:30,7.720000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,91,14.36,29.660000,0.000000,30.33,0,0.000000,30.33,0,116.090000,0,174.110000,24.51,61.89,0,0,0,61.89,0,272.050000,0,0,29.500000,74.170000

87,21:30-21:45,7.720000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,75.1,11.47,29.660000,0.000000,25.03,0,0.000000,25.04,0,116.090000,0,174.110000,18.18,54.45,0,0,0,54.45,0,272.050000,0,0,29.500000,74.170000

88,21:45-22:00,7.720000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,74.93,11.86,29.660000,0.000000,24.98,0,0.000000,24.98,0,116.090000,0,174.110000,17.81,53.88,0,0,0,53.88,0,272.050000,0,0,29.500000,74.170000

89,22:00-22:15,7.580000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,74.92,12.66,30.660000,0.000000,24.97,0,0.000000,24.98,0,116.090000,0,174.110000,17.89,53.54,0,0,0,53.54,0,272.050000,0,0,29.500000,74.170000

90,22:15-22:30,7.580000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,80.62,13.27,30.660000,0.000000,26.87,0,0.000000,26.88,0,116.090000,0,174.110000,21.47,53.37,0,0,0,53.37,0,272.050000,0,0,29.500000,74.170000

91,22:30-22:45,7.580000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,80.32,13.93,30.660000,0.000000,26.77,0,0.000000,26.77,0,116.090000,0,174.110000,20.95,55.73,0,0,0,55.73,0,272.050000,0,0,29.500000,74.170000

92,22:45-23:00,7.580000,29.500000,8.850000,0.000000,9.890000,0,101.320000,0,0,79.82,10.05,30.660000,0.000000,26.61,0,0.000000,26.59,0,116.090000,0,174.110000,20.6,55.41,0,0,0,55.41,0,272.050000,0,0,29.500000,74.170000

93,23:00-23:15,7.580000,29.990000,8.700000,0.000000,9.890000,0,101.320000,0,0,79.32,9.95,29.780000,0.000000,26.44,0,0.000000,26.43,0,116.090000,0,174.110000,20.15,55.14,0,0,0,55.14,0,272.050000,0,0,29.990000,74.170000

